ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	is_neuronal_term
GO:0051962	positive regulation of nervous system development	164/5073	383/20309	1.08075152082121e-14	7.16253850009511e-13	4.83074973406401e-13	Nkx2-2os/Etv5/Amigo2/Lrrtm2/Adgrb1/Baiap2/Ace/Ache/Tle6/Apoe/Gjc2/Rnd2/Bcan/Bdnf/Bmp2/Tspo/Camk2b/Cbln1/Cbln2/Cdh4/Clcn2/Cxcr4/Crabp2/Csf1r/Dscam/E2f1/Egr2/Epha4/Ephb2/Ephb3/Bcl11a/Plxnb2/Fzd4/Gfap/Gh/Gsx2/Nkx6-2/Hap1/Hes1/Foxg1/Id2/Id4/Il6/Kdr/Lif/Lrp8/Lrrn1/Lrrn3/Lta/Marcks/Man2a1/Ascl1/Mdk/Map1b/Myb/Myc/Nefl/Ngf/Nin/Nkx2-2/Nkx6-1/Nog/Notch1/Notch2/Ntf3/Ntn1/Ntrk1/Otp/Oxt/Oxtr/Pax6/Pik3r1/Prkch/Plxna1/Plxna2/Pou4f2/Ptn/Ptprf/Bex1/Cx3cl1/Cxcl12/Sema4a/Sema5a/Sema7a/Shh/Shox2/St8sia2/Slc7a5/Sox10/Sox11/Sox2/Sox8/Spint1/Srf/Stk11/Lrtm2/Tgfb1/Tgm2/Thbs2/Tiam1/Nr2e1/Tnf/Tpbg/Trp73/Vegfa/Vim/Wnt3/Wnt3a/Wnt5a/Wnt7a/Rnf112/Itpka/Amigo1/Adgrb2/Akap5/Slitrk6/Tenm4/Tlr2/Zeb2/Dmrta2/Plxna4/Disc1/Slitrk2/Nlgn3/Chodl/Ephb1/Tnfrsf12a/Bin1/Lrtm1/Smo/Islr2/Lingo4/Hapln4/Zfp488/Slitrk3/Flrt1/Syndig1/Olig2/Rgs14/Kalrn/Plxnc1/Dbn1/Clcf1/Plag1/Shank3/Clstn2/Cul7/Smarcd3/Plxnd1/Trim32/Metrn/Dlg5/Flrt3/Mir124a-2/Mir124a-3/Hapln2/Grip1/Lrrtm1/Slitrk5/Gper1/Slitrk1/Rassf10/Obsl1/Adgrl2	164	TRUE
GO:0021675	nerve development	61/5073	99/20309	1.19825432948881e-14	7.85855131089746e-13	5.30017320740995e-13	Hoxb2/Drgx/Chrnb2/Phox2a/Bdnf/Ackr3/Edn1/Egr2/Ephb2/Erbb3/Ext1/Fgfr3/B4galnt1/Hes1/Hes3/Mnx1/Hoxa1/Hoxa3/Hoxb1/Hoxb3/Hoxd3/Lrig1/Isl1/Itga4/Kcna2/Mafb/Cited2/Neurog1/Ngf/Ngfr/Nptx1/Nrp2/Nrtn/Ntf3/Ntrk1/Pax2/Plxna1/Phox2b/Pou4f1/Pou4f3/Ret/Sema3f/Six1/Six4/Slc1a3/Tbx1/Tfap2a/Vcam1/Ark2c/Slc24a4/Slitrk6/Plxna4/Lrig2/Ephb1/Chd7/Unc13a/Atoh7/Sall1/Sulf2/Nav2/Ntf5	61	FALSE
GO:0030324	lung development	111/5073	230/20309	1.57514087898485e-14	1.02180499802193e-12	6.89152906109223e-13	Sfta3-ps/Pkdcc/Foxp1/Ace/Ada/Ap3b1/Bmp2/Bmp4/Cebpa/Celsr1/Cfc1/Chi3l1/Clcn2/Crh/Edn2/Epas1/Ext1/Eya1/Fgf1/Fgf18/Fgf8/Fgf9/Fgfr3/Fgfr4/Ccn2/Fosl2/Gata4/Gata6/Gh/Gli1/Gli2/Hes1/Foxj1/Foxf1/Hhex/Hipk2/Hmga1/Hmga2/Foxa1/Foxa2/Hoxa5/Hsd11b1/Id1/Igfbp5/Kdr/Klf2/Lama5/Lif/Lox/Loxl3/Ltbp3/Man2a1/Ascl1/Mmp14/Nfib/Nkx2-9/Mycn/Nodal/Nog/Nos3/Notch1/Pdgfa/Pdgfra/Pdgfrb/Pitx2/Hps1/Pthlh/Rab3a/Shh/Sim2/Ncor2/Sox11/Sox2/Sox9/Esrp1/Srf/Stra6/Tbx2/Tbx4/Tbx5/Tcf21/Tgfb1/Tgfb3/Nkx2-1/Tnc/Tnf/Trp73/Vegfa/Wnt5a/Wnt7b/Zic3/Agr2/Spry1/Spry2/Grhl2/Spdef/Tns3/Hs6st1/Smpd3/Fendrr/Dlg5/Fndc3b/Dppa2/Foxp4/Hopx/Odad4/Selenon/Esrp2/Adamtsl2/Vangl2/Rdh10	111	FALSE
GO:0003231	cardiac ventricle development	79/5073	144/20309	1.59048427265168e-14	1.02180499802193e-12	6.89152906109223e-13	Hand2os1/Dsp/Fgfrl1/Prdm1/Bmp4/Cxcr4/Epor/Myh7/Foxh1/Fgf9/Foxc2/Fzd1/Gata3/Gata4/Hand1/Hand2/Hes1/Hey1/Hey2/Foxf1/Hoxa13/Id2/Ccn1/Isl1/Jag1/Lmo4/Ly6e/Smad6/Smad7/Nprl3/Mef2c/Mesp1/Foxc1/Cited2/Mybpc3/Myl3/Nfatc1/Nkx2-5/Nog/Nos3/Notch1/Npy2r/Npy5r/Pitx2/Pou4f1/Prox1/Rxra/Scn5a/Sfrp2/Slit3/Sox11/Sox4/Pde2a/Stra6/Tbx3/Tbx5/Tgfb1/Tgfb2/Tgfbr1/Tnnc1/Tnni1/Tnni3/Tnnt2/Tpm1/Wnt11/Wnt5a/Zfpm1/Ccm2l/Rbm15/Aplnr/Grhl2/Chd7/Dll4/Heyl/Fzd2/Sall1/Smarcd3/Vangl2/Sall4	79	FALSE
GO:0045666	positive regulation of neuron differentiation	68/5073	117/20309	2.34273677907684e-14	1.48988593546139e-12	1.0048485025833e-12	Etv5/Lmx1a/Tle6/Adra2b/Adra2c/Atoh1/Neurog2/Neurog3/Bcl6/Bdnf/Bmp2/Bmp4/Dkk1/Dlx1/Dlx2/Gata2/Gdf5/Gli2/Foxg1/Hmg20b/Foxa1/Foxa2/Hoxd3/Il6/Irx3/Ascl1/Mef2c/Map1b/Nap1l2/Nbl1/Neurod1/Neurod2/Neurog1/Ngf/Ngfr/Nkx2-2/Nkx2-5/Nkx6-1/Pax6/Pcp4/Phox2b/Prox1/Rara/Rest/Cxcl12/Sh3gl3/Shh/Sox11/Sox2/Duoxa1/Socs2/Kctd11/Tgif1/Rnf112/Tgif2/Gdpd5/Gdf7/Brinp2/Gdf6/Fezf2/Heyl/Sall1/Gprc5b/Trim32/Mir124a-2/Mir124a-3/Fezf1/Lin28a	68	TRUE
GO:0048592	eye morphogenesis	92/5073	179/20309	2.39384807400397e-14	1.5071667473929e-12	1.01650348742442e-12	Dio3/Vsx1/Foxn4/Aqp1/Aqp5/Bcl2/Bdnf/Prdm1/Bmp4/Calb1/Vsx2/Col5a1/Cryaa/Crygb/Dll1/Dscam/Epha2/Ephb2/Bhlhe23/Fat1/Fgfr3/Fjx1/Foxf2/Fzd5/Gas1/Gdf11/Gnat1/Grcc10/Hcn1/Hipk2/Ihh/Jag1/Kdr/Lhx1/Mfap2/Man2a1/Cited2/Notch1/Notch2/Nrl/Otx2/Pax2/Pax6/Pdgfb/Pitx2/Pitx3/Prox1/Ptf1a/Ptn/Ptprm/Rarg/Six3/Sox1/Sox11/Sox2/Sox8/Sox9/Stra6/Rho/Tbx2/Tfap2a/Th/Thy1/Rarb/Tulp1/Twist1/Vegfa/Sdk2/Fscn2/Nr2e3/Grk1/Vax2/Crb2/Tsku/Mfrp/Foxl2/Fat3/Ephb1/Bcar3/Foxe3/Col8a2/Miat/Zhx2/Irx5/Nectin1/Bhlhe22/Irx6/Casz1/Ush1c/Mir124a-2/Mfsd2a/Ift122	92	FALSE
GO:0048736	appendage development	102/5073	207/20309	3.36355119259929e-14	2.07616846162795e-12	1.40026475861151e-12	Hotair/Prickle1/Pkdcc/Osr2/Hoxc11/Alx3/Alx4/Bcl2l11/Bmp4/Cacna1c/Col2a1/Comp/Crabp2/Dkk1/Dlx5/Dlx6/En1/Evx2/Ext1/Fgf4/Fgf8/Fgf9/Fzd6/B4galnt1/Gas1/Gdf5/Gja1/Gli2/Gnas/Hand2/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc13/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Ihh/Aff3/Lmx1b/Msx1/Msx2/Mycn/Nog/Notch1/Notch2/Pbx1/Pcsk5/Pitx1/Pitx2/Plxna2/Prrx1/Ptch1/Itgb4/Rara/Rarg/Rax/Scx/Sfrp2/Shh/Shox2/Sox9/Sall3/Hoxc10/Tbx2/Tbx3/Tbx4/Tbx5/Tfap2a/Tfap2b/Alx1/Wnt9a/Tgfb2/Rarb/Twist1/Wnt3/Wnt5a/Wnt7a/Ark2c/Zic3/Lrp4/Cyp26b1/Zbtb16/Grem1/Osr1/Grhl2/Sp8/Chd7/Sp9/Irf6/Sall1/Chst11/Smoc1/Zfp219/Kremen2/Hottip/Ift122/Rdh10/Sall4	102	FALSE
GO:0060173	limb development	102/5073	207/20309	3.36355119259929e-14	2.07616846162795e-12	1.40026475861151e-12	Hotair/Prickle1/Pkdcc/Osr2/Hoxc11/Alx3/Alx4/Bcl2l11/Bmp4/Cacna1c/Col2a1/Comp/Crabp2/Dkk1/Dlx5/Dlx6/En1/Evx2/Ext1/Fgf4/Fgf8/Fgf9/Fzd6/B4galnt1/Gas1/Gdf5/Gja1/Gli2/Gnas/Hand2/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc13/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Ihh/Aff3/Lmx1b/Msx1/Msx2/Mycn/Nog/Notch1/Notch2/Pbx1/Pcsk5/Pitx1/Pitx2/Plxna2/Prrx1/Ptch1/Itgb4/Rara/Rarg/Rax/Scx/Sfrp2/Shh/Shox2/Sox9/Sall3/Hoxc10/Tbx2/Tbx3/Tbx4/Tbx5/Tfap2a/Tfap2b/Alx1/Wnt9a/Tgfb2/Rarb/Twist1/Wnt3/Wnt5a/Wnt7a/Ark2c/Zic3/Lrp4/Cyp26b1/Zbtb16/Grem1/Osr1/Grhl2/Sp8/Chd7/Sp9/Irf6/Sall1/Chst11/Smoc1/Zfp219/Kremen2/Hottip/Ift122/Rdh10/Sall4	102	FALSE
GO:0030326	embryonic limb morphogenesis	78/5073	143/20309	3.53883109015483e-14	2.1423538984245e-12	1.44490330138508e-12	Prickle1/Osr2/Hoxc11/Alx3/Alx4/Bcl2l11/Bmp4/Cacna1c/Crabp2/Dkk1/Dlx5/Dlx6/En1/Fgf4/Fgf8/Fgf9/Fzd6/Gas1/Gdf5/Gja1/Gli2/Gnas/Hand2/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Ihh/Aff3/Lmx1b/Msx1/Msx2/Mycn/Nog/Notch1/Notch2/Pbx1/Pitx1/Pitx2/Prrx1/Ptch1/Rarg/Sfrp2/Shh/Shox2/Hoxc10/Tbx2/Tbx3/Tbx4/Tbx5/Tfap2a/Alx1/Wnt9a/Tgfb2/Rarb/Twist1/Wnt3/Wnt5a/Wnt7a/Lrp4/Cyp26b1/Zbtb16/Grem1/Osr1/Grhl2/Sp8/Chd7/Sp9/Sall1/Chst11/Ift122/Rdh10/Sall4	78	FALSE
GO:0035113	embryonic appendage morphogenesis	78/5073	143/20309	3.53883109015483e-14	2.1423538984245e-12	1.44490330138508e-12	Prickle1/Osr2/Hoxc11/Alx3/Alx4/Bcl2l11/Bmp4/Cacna1c/Crabp2/Dkk1/Dlx5/Dlx6/En1/Fgf4/Fgf8/Fgf9/Fzd6/Gas1/Gdf5/Gja1/Gli2/Gnas/Hand2/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Ihh/Aff3/Lmx1b/Msx1/Msx2/Mycn/Nog/Notch1/Notch2/Pbx1/Pitx1/Pitx2/Prrx1/Ptch1/Rarg/Sfrp2/Shh/Shox2/Hoxc10/Tbx2/Tbx3/Tbx4/Tbx5/Tfap2a/Alx1/Wnt9a/Tgfb2/Rarb/Twist1/Wnt3/Wnt5a/Wnt7a/Lrp4/Cyp26b1/Zbtb16/Grem1/Osr1/Grhl2/Sp8/Chd7/Sp9/Sall1/Chst11/Ift122/Rdh10/Sall4	78	FALSE
GO:0060070	canonical Wnt signaling pathway	134/5073	299/20309	4.73780783095324e-14	2.84087981939825e-12	1.91602173333989e-12	Tmem64/Tpbgl/Prickle1/Lgr4/Lmx1a/Tle6/Apoe/Bmal1/Axin2/Cav1/Col1a1/Dkk1/Dlx5/Edn1/Egr1/Ext1/Ankrd6/Lgr5/Fgf9/Fgfr3/Frat1/Fzd1/Fzd4/Fzd5/Fzd6/Fzd7/Fzd8/Fzd9/Gata3/Gli1/Tle5/Foxd1/Hhex/Isl1/Klf4/Smad3/Mdk/Mesp1/Nkx2-5/Nog/Notch1/Ptpru/Sfrp2/Sema5a/Sfrp1/Frzb/Sfrp4/Shh/Siah2/Snai2/Sox10/Sox13/Sox17/Sox2/Sox4/Sox7/Sox9/Stk11/Wnt8a/Sdc1/Amer3/Tcf7/Wnt9a/Tgfb1/Tle1/Tle2/Tle3/Tpbg/Wnt1/Wnt10a/Wnt10b/Wnt11/Wnt9b/Wnt3/Wnt3a/Wnt4/Wnt5a/Wnt6/Wnt7a/Wnt7b/Wnt8b/Ccnyl1/Lrp4/Tmem131l/Nppa/Ppm1n/Apc2/Grem1/Zeb2/Pin1rt1/Disc1/Nphp4/Map3k1/Nherf1/Jade1/Csnk1e/Peg12/Tmem198/Lypd6/Mcc/Shisa3/Zfp703/Otulin/Dkk3/Sfrp5/Foxo1/Foxo3/Ruvbl1/Fzd2/Dact1/Gprc5b/Scel/Sostdc1/Tmem9/Nrarp/Bambi/Ccdc88c/Cthrc1/Dab2ip/Draxin/Sulf2/Zbed3/Amer2/Nkd2/Sost/Wnk2/Tbx18/Notum/Fam53b/Adgra2/Bcl9l/Wnt16/Fzd10/Nkd1	134	FALSE
GO:0072088	nephron epithelium morphogenesis	54/5073	85/20309	6.30652887140057e-14	3.74584016739037e-12	2.52636916258489e-12	Lgr4/Agt/Bcl2/Bmp2/Bmp4/Cited1/Eya1/Fgf1/Fgf8/Gata3/Gdnf/Hes1/Hes5/Hey1/Foxd1/Hoxa11/Hoxb7/Hoxd11/Irx1/Irx2/Irx3/Lama5/Lhx1/Lif/Myc/Nog/Pax2/Pbx1/Pgf/Ptch1/Shh/Six1/Six2/Six4/Sox8/Sox9/Hnf1b/Tcf21/Tgfb1/Vegfa/Wnt1/Wnt9b/Wnt4/Wnt6/Wt1/Grem1/Osr1/Adamts16/Smo/Hs3st3b1/Tacstd2/Sall1/Tmem59l/Wnk4	54	FALSE
GO:0048738	cardiac muscle tissue development	124/5073	271/20309	6.64591138026862e-14	3.91052878973563e-12	2.6374428438764e-12	Prickle1/Ankrd1/Foxp1/Dsp/Actc1/Adra1a/Adrb1/Agt/Slc25a4/Speg/Bmp2/Bmp4/Cav3/Ccnd2/Csrp3/Dkk1/Dll1/Dsg2/S1pr1/Edn1/Efnb2/Epor/Erbb3/Myh7/Foxh1/Fgf1/Fgf3/Fgf8/Fgf9/Foxc2/Fzd7/Gata4/Gata5/Gata6/Gja1/Gli1/Hand1/Hand2/Hey1/Hey2/Hspg2/Id2/Irx3/Isl1/Kcnj11/Kcnj8/Kcnk2/Lmna/Ly6e/Smad1/Smad7/Nprl3/Mef2c/Mesp1/Foxc1/Cited2/Sik1/Mybpc3/Myl3/Myl7/Myod1/Nkx2-5/Nkx2-6/Nog/Notch1/Pax3/Pdgfra/Pdgfrb/Pim1/Pitx2/Plec/Pou4f1/Mapk11/Prox1/Rara/Rgs2/Rgs4/Rxra/Shox2/Slc8a1/Srf/T/Tbx1/Tbx2/Tbx3/Tbx5/Tcap/Tgfb1/Tgfb2/Tgfbr1/Rarb/Tnnc1/Tnni1/Tnni3/Tnnt2/Tpm1/Trex1/Trp73/Vegfa/Ccn4/Wnt3a/Wnt5a/Wt1/Xirp1/Zfpm1/Zic3/Mylk2/Ccm2l/Vgll4/Lrrc10/Grem1/Tenm4/Sgcb/Sgcg/Pin1rt1/Chd7/Dll4/Bvht/Popdc2/Asb2/Myo18b/Tbx18/Lrrc27/Fgf20	124	FALSE
GO:0045665	negative regulation of neuron differentiation	56/5073	90/20309	7.97731917987727e-14	4.65048162560253e-12	3.13650151770223e-12	Isl2/Rap1gap/Lmx1a/B2m/Cav1/Cd24a/Dll1/Dlx1/Dlx2/Fgfr3/Dtx1/Gdf11/Hes1/Hes5/Hey1/Foxg1/Foxa2/Hoxa2/Slc6a4/Id2/Id4/Irx3/Isl1/Jag1/Lbx1/Gpr37l1/Ascl1/Nkx2-2/Notch1/Pax6/Pbx1/Phox2b/Pou4f2/Ptbp1/Rest/Bex1/Shh/Six3/Sox2/Sox8/Sox9/Cdk5rap2/Nr2e1/Trp73/Sox21/Wnt3a/Ctdsp1/Disp3/Cntn4/Tlx3/Zhx2/Olig2/Fezf2/Foxo3/Casz1/Tunar	56	TRUE
GO:0072006	nephron development	83/5073	158/20309	9.07381316996644e-14	5.24116768056043e-12	3.53488771874888e-12	Lgr4/Ampd2/Angpt2/Agt/Aqp1/Bcl2/Bmp2/Bmp4/Calb1/Cd24a/Cited1/Dll1/Egr1/Ext1/Eya1/Fgf1/Fgf8/Foxc2/Gata3/Gdnf/Hes1/Hes5/Hey1/Foxd1/Hoxa11/Hoxb7/Hoxd11/Irx1/Irx2/Irx3/Jag1/Lama5/Lhx1/Lif/Mef2c/Foxc1/Myc/Nog/Notch1/Notch2/Pax2/Pbx1/Pdgfb/Pdgfra/Pdgfrb/Pgf/Pou3f3/Ptch1/Ret/Shh/Six1/Six2/Six4/Sox8/Sox9/Mtss1/Hnf1b/Tcf21/Tfap2a/Tfap2b/Tgfb1/Vegfa/Wnt1/Wnt9b/Wnt4/Wnt6/Wnt7b/Wt1/Grem1/Osr1/Adamts16/Smo/Hs3st3b1/Heyl/Tacstd2/Sall1/Klf15/Kirrel3/Tmem59l/Wnk4/Basp1/Sulf2/Vangl2	83	FALSE
GO:0021545	cranial nerve development	41/5073	57/20309	1.21427677503098e-13	6.95007870508638e-12	4.68745694782292e-12	Hoxb2/Drgx/Chrnb2/Phox2a/Ackr3/Egr2/Ephb2/Erbb3/Ext1/Hes1/Hes3/Hoxa1/Hoxa3/Hoxb1/Hoxb3/Hoxd3/Isl1/Kcna2/Mafb/Cited2/Neurog1/Nrp2/Pax2/Plxna1/Phox2b/Pou4f1/Pou4f3/Sema3f/Six1/Six4/Slc1a3/Tbx1/Tfap2a/Slc24a4/Slitrk6/Plxna4/Ephb1/Chd7/Atoh7/Sall1/Nav2	41	FALSE
GO:0090287	regulation of cellular response to growth factor stimulus	139/5073	318/20309	1.73230799516956e-13	9.82577579962843e-12	6.62696107398199e-12	Tgfbr3l/Emilin1/Pelo/Acvrl1/Agt/Fgfrl1/Bmp2/Bmp4/Gdf2/Cav1/Cav2/Cav3/Cd63/Cdkn1c/Cdkn2b/Cer1/Chrd/Cidea/Dkk1/Dll1/Dlx1/Fgf1/Fgf18/Fgf4/Fgf9/Fst/Fstl1/Fzd1/Fzd4/Gata3/Gata4/Gata6/Gdf5/Gpc1/Hes1/Hes5/Foxd1/Hhex/Hipk2/Onecut1/Hoxa13/Ccn1/Il12a/Il12b/Kdr/Cnmd/Lox/Peg10/Smad3/Smad6/Smad7/Il17rd/Cited2/Msx1/Msx2/Mt3/Fam89b/Nbl1/Ngf/Ngfr/Nog/Notch1/Notch2/Pdgfb/Ptp4a3/Ptprf/Sfrp2/Sema6a/Sfrp1/Sfrp4/Sox11/Skor1/Stk11/Tfap2b/Tgfb1/Tgfb1i1/Tgfb3/Thbs1/Nkx2-1/Shisa2/Tnfaip6/Vegfa/Wnt1/Wnt4/Wnt5a/Lemd2/Onecut2/Ark2c/Grem1/Spry1/Spry2/Spry4/Crb2/Zeb2/Pin1rt1/Rgma/Vasn/Ing1/Creb3l1/Scube3/Nrep/Wfikkn2/Apln/Fstl4/Kcp/Zfp703/Atp2b4/Prdm14/Crim1/Htra1/Chst11/Sap30/Smoc2/Pmepa1/Sostdc1/Skor2/Bambi/Fbxl15/Rasl11b/Chrdl2/Ing2/Hjv/Dab2ip/Prdm16/Tmprss6/Sulf2/Fgfbp3/Vsir/Sost/Dok5/Lrg1/Adamtsl2/Htra3/Adgra2/Bcl9l/Fam20c/Fgf16/Fstl3/Zfp423	139	FALSE
GO:0021536	diencephalon development	49/5073	75/20309	1.86559959035018e-13	1.04873348400399e-11	7.07314731905322e-12	Chrnb2/Arx/Bmp2/Bmp4/Fgf8/Gata2/Gbx2/Ghrhr/Gli1/Gli2/Gsx1/Hap1/Hes1/Hmga2/Isl1/Lhx3/Nhlh2/Nkx2-6/Nog/Nrp2/Nr4a2/Otp/Otx1/Otx2/Pax6/Pou1f1/Pitx1/Pitx2/Plxna1/Pou3f2/Pou4f1/Rax/Sema5a/Shh/Six3/Sox2/Sox3/Duox2/Nkx2-1/Wnt1/Wnt4/Wnt5a/Prdm13/Zeb2/Smo/Olig2/Foxb1/Ndnf/Tbx19	49	FALSE
GO:0061035	regulation of cartilage development	48/5073	73/20309	2.2853948797764e-13	1.27334921797099e-11	8.58806049838659e-12	Pkdcc/Adamts7/Axin2/Nkx3-2/Bmp2/Bmp4/Gdf2/Fgf18/Ccn2/Gdf5/Gli2/Hoxa11/Hoxd11/Ccn1/Ihh/Lep/Ltbp3/Smad1/Smad3/Smad7/Maf/Mdk/Nog/Pthlh/Rara/Rarg/Scx/Frzb/Shox2/Six2/Snai2/Sox5/Sox9/Wnt9a/Tgfb1/Tgfb2/Tgfbr1/Rarb/Ccn4/Wnt5a/Zbtb16/Grem1/Gdf6/Smpd3/Mustn1/Zfp219/Rflna/Rflnb	48	FALSE
GO:1903131	mononuclear cell differentiation	197/5073	497/20309	2.35638287692144e-13	1.30138478886819e-11	8.77714545290961e-12	Traf3ip2/Tmem98/Bmyc/Foxp1/Actb/Ada/Aire/Ap3b1/Aqp8/B2m/Bcl2/Bcl6/Prdm1/Bmi1/Bmp4/Zfp36l1/Zfp36l2/Runx1/Runx3/Cd1d1/Cd24a/Cd3e/Cd83/Cd8a/Cdk6/Cdkn2a/Cebpb/Socs1/Ccr7/Csf1/Csf2/Dll1/Dpp4/Egr1/Egr3/Eomes/Mpzl2/Bcl11a/F2rl1/Fes/Fgl2/Il4i1/Fosl2/Fut7/Dtx1/Fzd5/Fzd7/Fzd8/Fzd9/Gas6/Gata3/H2-Ab1/Mr1/Hdac5/Foxj1/Hhex/Hlx/Hmgb3/Hmga1/Onecut1/Hoxa7/Hspb1/Irf8/Id2/Ifna11/Ifna2/Ifna4/Ifna5/Ifna6/Ifna7/Ifna9/Ifnab/Ifnb1/Ihh/Il10/Il11ra1/Il12a/Il12b/Il3/Il4ra/Il6/Il7/Il9/Il9r/Irf1/Irf4/Jag2/Jak3/Jun/Mafb/Lep/Lfng/Lgals1/Sh2b3/Loxl3/Ltbr/Ly6d/Lyl1/Smad7/Ascl2/Mdk/Mef2c/Mmp14/Myb/Myc/Nfatc1/Nkx2-3/Notch2/Ntrk1/Pax1/Pbx1/Pik3r1/Pou1f1/Prtn3/Ptger4/Ptk2b/Rag1/Rara/Rasgrp1/Rorc/Rps6/Satb1/Sema4a/Sfrp1/Shh/St3gal1/Slc4a2/Sox12/Sox13/Sox4/Klhl25/Srf/Stk11/Tcf7/Tgfb1/Tnfaip3/Tnfsf8/Tnfsf9/Tyro3/Vegfa/Wnt1/Wnt10b/Wnt4/Zap70/Zbtb7b/Tmem131l/Shb/Ifna13/Ifne/Zc3h12a/Cyp26b1/Carmil2/Zbtb16/Gpr68/Btn2a2/Gadd45g/Arid1b/Ifna15/Ifna12/Zfp608/Irf2bp2/Dnajb9/Prex1/Slc46a2/Ifnz/Itpkb/Chd7/Zmiz1/Batf3/Ifnk/Ifna14/Prr7/Gm13271/Batf/Dll4/Gm13283/Gm13272/Gm13276/Gm13275/Hdac7/Ripk3/Clcf1/Rsad2/Bcl11b/Hs1bp3/Tmem176b/Tmem176a/Smarcd3/Nrarp/Psmb11/Nfam1/Vsir/Slamf8/Dcstamp/Tlr9/Il23a/Slamf9	197	FALSE
GO:0072028	nephron morphogenesis	54/5073	87/20309	2.56277424394382e-13	1.40306318607568e-11	9.4629119451436e-12	Lgr4/Agt/Bcl2/Bmp2/Bmp4/Cited1/Eya1/Fgf1/Fgf8/Gata3/Gdnf/Hes1/Hes5/Hey1/Foxd1/Hoxa11/Hoxb7/Hoxd11/Irx1/Irx2/Irx3/Lama5/Lhx1/Lif/Myc/Nog/Pax2/Pbx1/Pgf/Ptch1/Shh/Six1/Six2/Six4/Sox8/Sox9/Hnf1b/Tcf21/Tgfb1/Vegfa/Wnt1/Wnt9b/Wnt4/Wnt6/Wt1/Grem1/Osr1/Adamts16/Smo/Hs3st3b1/Tacstd2/Sall1/Tmem59l/Wnk4	54	FALSE
GO:0030509	BMP signaling pathway	81/5073	155/20309	2.60482343046654e-13	1.41379037226011e-11	9.53526108756988e-12	Pelo/Acvrl1/Bmp2/Bmp4/Gdf2/Cav1/Cer1/Chrd/Comp/Dkk1/Dlx1/Dlx3/Dlx5/Egr1/Etv2/Ext1/Fst/Fstl1/Fzd1/Gata4/Gata6/Gdf5/Hes1/Hes5/Hfe/Foxd1/Hipk2/Hoxa13/Id1/Ccn1/Kdr/Smad1/Smad6/Smad7/Msx1/Msx2/Nbl1/Nog/Notch1/Notch2/Scx/Sfrp2/Sfrp1/Sfrp4/Sox11/Skor1/Tfap2b/Tnfaip6/Wnt1/Wnt3a/Wnt5a/Lemd2/Ark2c/Gdf7/Grem1/Crb2/Gdf6/Rgma/Scube3/Fstl4/Kcp/Crim1/Htra1/Smpd3/Sostdc1/Skor2/Tmem100/Bambi/Fbxl15/Rgmb/Chrdl2/Hjv/Fam83g/Tmprss6/Slc39a5/Zcchc12/Vsir/Sost/Htra3/Fstl3/Zfp423	81	FALSE
GO:0002065	columnar/cuboidal epithelial cell differentiation	76/5073	142/20309	2.80261369581827e-13	1.5081415238352e-11	1.01716092208105e-11	Foxp1/Bmal1/Nkx3-2/Prdm1/Bmp2/Bmp4/Klf5/Cav1/Cdk6/Cdx2/Cebpb/Clcn2/Dll1/Dlx3/Emx1/Ext1/Eya1/Fgf8/Fgfr3/Fst/Fzd5/Gata2/Gata4/Gata5/Gata6/Gdf11/Gja1/Nkx6-2/Hes1/Foxa1/Onecut1/Hoxa5/Jag1/Klf4/Lhx3/Ascl1/Bhlha15/Map1b/Neurod1/Nfib/Nkx2-2/Nkx6-1/Nodal/Notch1/Otp/Otx2/Pax4/Pax6/Pdx1/Pou3f2/Prox1/Rara/Rarg/Rxra/Sox11/Sox4/Sox9/Tbx1/Tgfb1/Rarb/Tubb5/Vax1/Wnt11/Wnt4/Wnt5a/Ascl5/Agr2/Nr5a2/Spdef/Smo/Insm1/Dlg5/Foxp4/Nkx6-3/Fam20c/Tlr9	76	FALSE
GO:0072210	metanephric nephron development	31/5073	38/20309	3.62227292396021e-13	1.93269748552996e-11	1.30350124667756e-11	Lgr4/Aqp1/Bmp4/Cited1/Egr1/Gdnf/Hes1/Hes5/Foxd1/Irx1/Irx2/Lhx1/Lif/Pax2/Pdgfb/Pdgfra/Pdgfrb/Ret/Six2/Sox8/Sox9/Tcf21/Tfap2a/Tfap2b/Wnt9b/Wnt4/Wt1/Grem1/Osr1/Smo/Sall1	31	FALSE
