task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
48	1b/b860f4	52533264	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:15:38.622	4m 48s	4m 19s	1232.1%	20.3 GB	59.7 GB	19.2 GB	7.8 GB
22	c9/10b9a8	52534739	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 14:21:08.617	4m 48s	4m 22s	1288.5%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
18	14/da590f	52533270	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:16:08.617	4m 48s	4m 24s	1294.2%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
56	92/475d17	52533180	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:08:08.664	4m 18s	4m 8s	1293.3%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
10	a0/6f5b08	52533129	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:03:08.827	5m 18s	5m 11s	1283.9%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
41	d6/02f1ac	52533366	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:24:38.640	4m 48s	4m 22s	1244.5%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
39	83/18d657	52533114	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:01:08.656	4m 18s	4m 12s	1275.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
53	72/5dbb74	52533217	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:11:38.622	4m 48s	4m 19s	1306.9%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
59	7b/095451	52533263	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:15:08.627	4m 48s	4m 24s	1310.4%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
9	56/79b91d	52533172	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:07:38.609	4m 48s	4m 22s	1290.3%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
55	8e/dce445	52533194	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:09:38.627	4m 18s	4m 8s	1283.3%	20.2 GB	59.8 GB	19.2 GB	7.8 GB
35	8a/baf272	52533142	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:04:38.617	4m 48s	4m 32s	1289.7%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
23	a1/47a02d	52533344	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:22:38.628	4m 18s	4m 13s	1308.1%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
61	de/48207a	52533170	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:07:08.644	4m 18s	4m 11s	1298.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
71	b9/e1e71f	52533271	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:16:38.629	4m 18s	4m 3s	1298.3%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
67	c9/8240d2	52534587	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 14:02:08.633	4m 18s	4m 4s	1295.6%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
64	6c/6b13a6	52533300	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:19:38.614	4m 18s	4m 2s	1298.0%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
33	30/b51b1c	52533392	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:27:08.625	4m 18s	4m 11s	1304.1%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
13	3a/6bbecf	52533304	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:20:08.627	4m 18s	4m 4s	1290.0%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
27	ea/7322a6	52533131	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:03:38.666	4m 48s	4m 17s	1214.2%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
29	20/121bbe	52533247	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:14:08.661	4m 18s	4m 3s	1293.0%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
43	02/d18c64	52533375	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:25:38.640	4m 18s	4m 3s	1297.2%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
52	8b/379db1	52533151	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:05:38.623	4m 18s	4m 4s	1307.9%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
15	be/a42995	52534674	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 14:12:38.638	5m 18s	4m 3s	1300.3%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
65	24/ac7edd	52533397	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:27:38.609	4m 18s	4m 1s	1300.7%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
44	71/10fc8c	52533319	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:20:38.619	4m 18s	4m 13s	1301.7%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
46	fe/24ac0d	52533430	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:29:38.616	4m 48s	4m 6s	1286.3%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
31	61/708cae	52533101	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:00:39.763	5m 17s	5m 8s	1064.6%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
17	10/44c7c3	52533235	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:13:08.631	4m 18s	4m 11s	1272.9%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
69	5a/da3737	52533348	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:23:08.608	4m 18s	4m 6s	1279.2%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
62	4a/d675f3	52533225	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:12:08.643	4m 48s	4m 34s	1282.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
40	7e/61121e	52533341	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:22:08.637	4m 18s	4m 5s	1303.6%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
49	30/bb31e3	52533427	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:29:08.656	4m 48s	4m 6s	1300.2%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
68	71/38f658	52533362	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:24:08.618	4m 18s	4m 5s	1280.1%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
28	01/9c0aaa	52533372	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:25:08.618	4m 48s	4m 22s	1260.3%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
11	5e/7e0801	52533141	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:04:08.609	4m 18s	4m 6s	1285.1%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
58	40/6de8d3	52533253	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:14:38.703	4m 18s	4m 5s	1305.5%	20.1 GB	59.8 GB	19.2 GB	7.8 GB
50	06/09d91d	52533287	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:18:08.622	4m 18s	4m 13s	1301.3%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
42	2a/3c81ad	52533281	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:17:38.617	4m 18s	4m 12s	1293.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
93	1f/aed8d2	52533543	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:40:08.632	4m 48s	4m 26s	1298.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
84	25/6305bd	52533192	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:09:08.613	4m 18s	4m 8s	1287.1%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
88	1a/dac682	52533499	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:36:08.620	4m 48s	4m 9s	1290.6%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
91	26/fa737a	52533524	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:38:38.639	4m 48s	4m 11s	1285.6%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
95	4e/367a73	52533538	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:39:38.619	4m 48s	4m 9s	1283.5%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
75	eb/7d8c64	52533447	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:31:08.770	4m 48s	4m 15s	1300.9%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
73	3c/213c5e	52533443	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:30:38.729	4m 48s	4m 2s	1304.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
77	38/25401b	52533461	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:32:08.661	4m 48s	4m 4s	1291.7%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
94	ed/88fb17	52533550	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:40:38.632	4m 48s	4m 10s	1283.2%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
79	4a/694bf2	52533490	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:35:08.618	4m 48s	4m 7s	1281.1%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
83	9a/f6270a	52533479	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:34:08.612	4m 48s	4m 4s	1305.2%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
87	d6/7434e2	52533498	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:35:38.637	4m 48s	4m 19s	1291.3%	20.1 GB	59.8 GB	19.2 GB	7.8 GB
86	fa/55173b	52533527	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:39:08.676	5m 18s	4m 47s	1286.7%	20.1 GB	59.8 GB	19.2 GB	7.8 GB
78	1a/7898a5	52533467	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:32:38.754	4m 48s	4m 3s	1294.6%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
82	7c/8b8ad3	52533477	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:33:38.666	4m 48s	4m 5s	1296.3%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
81	f6/eb8a7b	52533506	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:36:38.644	5m 48s	4m 59s	1282.1%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
92	59/31588a	52533517	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:38:08.618	4m 48s	4m 12s	1290.4%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
103	d6/f93064	52533589	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:44:38.612	5m 48s	4m 55s	1277.1%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
100	99/15378d	52533584	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:43:38.642	5m 18s	4m 19s	1299.4%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
98	21/667bdb	52533568	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:42:08.619	5m 18s	5m	1286.7%	20.2 GB	59.8 GB	19.2 GB	7.8 GB
25	59/3d40ef	52533358	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:23:38.667	4m 18s	4m 9s	1299.3%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
76	50/71cf36	52533452	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:31:38.690	4m 48s	4m 6s	1294.9%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
108	0b/03aa10	52533620	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:46:08.633	4m 48s	4m 13s	1291.1%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
54	89/21335c	52533160	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:06:08.738	4m 48s	4m 26s	1274.5%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
74	71/b33bf9	52533436	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:30:08.737	4m 48s	4m 9s	1273.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
99	12/66c095	52533576	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:42:38.614	4m 48s	4m 12s	1309.3%	20.3 GB	59.7 GB	19.2 GB	7.8 GB
80	b2/89dbfe	52533469	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:33:09.090	5m 18s	4m 54s	1257.1%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
47	6d/370bd9	52533278	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:17:08.638	4m 48s	4m 40s	1256.2%	20.3 GB	59.7 GB	19.2 GB	7.8 GB
90	fe/aa9752	52533507	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:37:08.666	4m 48s	4m 4s	1306.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
105	04/58efa7	52533664	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:51:08.616	4m 48s	4m 26s	1301.7%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
45	9d/a2633f	52533336	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:21:38.645	4m 18s	4m 7s	1278.2%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
106	90/c8ab61	52533591	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:45:08.650	4m 48s	4m 9s	1290.6%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
107	a6/eec9e1	52533618	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:45:38.639	5m 18s	4m 29s	1307.7%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
104	c3/fed8d2	52534530	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 13:54:08.639	4m 48s	4m 17s	1290.7%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
102	75/e58daa	52533586	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:44:08.643	4m 48s	4m 7s	1298.2%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
109	24/ef8ae3	52533622	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:46:38.647	5m 18s	4m 42s	1283.4%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
114	da/be7377	52533652	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:48:38.642	4m 48s	4m 11s	1303.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
117	2f/6075b2	52533660	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:50:38.617	4m 48s	4m 12s	1304.3%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
113	48/f451bc	52533644	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:47:38.618	5m 18s	4m 19s	1294.6%	20.3 GB	59.7 GB	19.2 GB	7.8 GB
101	15/b82bae	52533578	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:43:08.621	4m 48s	4m 8s	1305.8%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
112	ad/05d779	52533650	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:48:08.618	5m 18s	4m 59s	1277.3%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
124	31/a38548	52533707	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:54:08.616	5m 18s	5m 1s	1280.0%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
111	52/27e1db	52533625	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:47:08.676	4m 48s	4m 5s	1291.0%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
110	c1/190ae0	52534738	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 14:20:38.622	5m 18s	4m 22s	1214.7%	20.1 GB	59.8 GB	19.2 GB	7.8 GB
121	51/e5be46	52533678	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:52:38.618	5m 18s	4m 20s	1285.5%	20.3 GB	59.7 GB	19.2 GB	7.8 GB
115	54/bcd765	52533656	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:49:38.641	5m 18s	4m 22s	1306.7%	20.3 GB	59.7 GB	19.2 GB	7.8 GB
122	08/1a14ca	52533710	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:54:38.639	4m 48s	4m 8s	1302.2%	20.1 GB	59.7 GB	19.2 GB	7.8 GB
120	4d/2d42f3	52533670	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:51:38.704	4m 48s	4m 12s	1294.1%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
123	15/3908d5	52533703	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:53:38.646	5m 48s	5m 4s	1236.8%	20.3 GB	59.8 GB	19.2 GB	7.8 GB
125	2e/eabfd0	52533713	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	CACHED	0	2026-07-26 12:55:08.635	4m 48s	4m 15s	1293.3%	20.2 GB	59.7 GB	19.2 GB	7.8 GB
