task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
19	fe/10e17f	52479271	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:32:23.433	7m 27s	6m 22s	1111.7%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
29	ef/88e117	52479280	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:34:02.009	5m 48s	4m 27s	1283.1%	20.2 GB	139.7 GB	19.2 GB	7.7 GB
64	fb/902088	52479291	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:35:23.393	5m 57s	4m 36s	1223.3%	20.1 GB	139.8 GB	19.2 GB	7.8 GB
67	82/3fef6b	52479287	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:34:53.389	6m 27s	5m 58s	1224.5%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
30	8c/c4ae86	52479285	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:34:23.386	7m 27s	6m 11s	1235.2%	20.2 GB	139.7 GB	19.2 GB	7.7 GB
38	6a/71fee0	52479297	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:36:33.958	7m 16s	4m 24s	1293.0%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
12	52/6184d2	52479295	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:35:53.439	7m 57s	4m 29s	1279.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
45	ec/b9ba1b	52479313	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:36:53.389	6m 57s	4m 29s	1297.6%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
57	86/7563c0	52479320	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:37:53.479	6m 56s	4m 28s	1294.5%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
50	6c/dad07b	52479315	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:37:23.469	8m 27s	5m 42s	1255.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
42	b3/273520	52479327	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:39:23.388	7m 27s	4m 27s	1287.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
24	bb/38ca82	52479324	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:39:01.092	9m 19s	5m 42s	1259.4%	20.1 GB	139.8 GB	19.2 GB	7.8 GB
31	83/0fec42	52479321	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:38:23.416	10m 27s	6m 12s	1254.7%	20.2 GB	139.7 GB	19.2 GB	7.7 GB
43	80/3f9499	52479330	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:39:53.384	8m 57s	4m 57s	1240.8%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
10	e3/8688ac	52479335	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:40:53.421	8m 27s	4m 27s	1274.2%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
48	f5/046d00	52479333	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:40:23.389	8m 57s	4m 37s	1271.0%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
14	17/8021fb	52479338	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:41:23.458	7m 57s	4m 29s	1298.3%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
55	23/007262	52479340	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:41:53.408	8m 27s	4m 24s	1301.6%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
53	8e/1bff2c	52479345	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:42:53.394	8m 27s	4m 25s	1289.9%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
26	fb/6d250c	52479349	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:43:53.384	8m 57s	4m 32s	1228.7%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
47	e4/994b21	52479342	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:42:23.418	10m 27s	5m 41s	1261.2%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
9	cd/9ab271	52479353	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:44:24.858	9m 55s	4m 56s	1255.1%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
63	9d/8971d0	52479381	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:49:23.392	5m 27s	4m 19s	1297.8%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
37	6c/8802db	52479366	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:45:54.186	8m 56s	5m 19s	1253.9%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
68	b9/f467f5	52479365	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:45:23.387	9m 57s	4m 29s	1275.4%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
44	50/85a7b5	52479363	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:44:53.389	10m 27s	4m 33s	1278.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
28	cb/a967bd	52479378	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:48:53.448	6m 27s	5m 37s	1209.0%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
62	af/0aaf52	52479370	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:46:53.391	8m 27s	5m 41s	1252.5%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
40	ab/b02be6	52479376	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:48:23.417	7m 27s	6m 7s	1251.0%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
56	e2/0f0f67	52479382	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:49:53.390	6m 27s	4m 28s	1299.0%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
51	04/1f36ca	52479390	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:51:23.461	5m 57s	4m 24s	1289.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
21	1d/850138	52479388	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:50:53.419	6m 27s	4m 29s	1301.1%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
34	16/92af8a	52479393	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:51:53.437	6m 27s	4m 24s	1298.3%	20.3 GB	139.8 GB	19.2 GB	7.8 GB
65	0e/e109ec	52479402	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:53:23.388	4m 57s	4m 17s	1286.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
59	1b/284910	52479400	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:52:53.388	6m 27s	5m 17s	1218.9%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
33	1e/d6057e	52479386	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:50:24.584	9m 25s	5m 38s	1272.5%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
46	06/89ef5a	52479470	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:55:23.398	5m 27s	4m 26s	1292.1%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
69	0f/2fbbb0	52479410	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:54:23.390	6m 27s	5m 26s	1231.1%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
54	0f/21986e	52479441	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:54:59.659	6m 20s	4m 43s	1259.8%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
13	25/856044	52479473	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:55:53.390	5m 27s	4m 51s	1236.2%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
20	46/a01a8a	52479486	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:56:53.390	5m 27s	4m 23s	1284.7%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
23	44/f90ffb	52479479	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:56:28.712	5m 51s	4m 24s	1300.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
18	2d/502974	52479489	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:57:29.467	5m 51s	4m 25s	1260.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
27	33/77d4bb	52479495	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:58:23.398	6m 27s	5m 42s	1214.3%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
22	32/3478df	52479494	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:57:53.386	6m 57s	6m	1268.5%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
41	25/0c5736	52479498	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:58:53.387	6m 57s	5m 34s	1273.2%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
52	4e/d427e5	52479500	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 15:59:23.388	7m 27s	5m 24s	1256.8%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
61	1e/6afe0f	52479515	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:02:28.386	5m 52s	4m 27s	1299.9%	20.3 GB	139.7 GB	19.2 GB	7.8 GB
60	da/4fcf54	52479532	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:03:27.331	5m 23s	5m 3s	1211.7%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
15	49/233ee2	52479529	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:02:57.458	5m 53s	4m 58s	1247.1%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
71	72/410ddf	52479539	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:04:27.326	4m 53s	4m 20s	1298.7%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
25	20/4dc850	52479535	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:03:57.333	5m 23s	4m 29s	1295.7%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
35	6f/a5f3d4	52479513	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:02:28.237	6m 52s	5m 18s	1111.6%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
70	86/19dd9b	52479550	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:05:27.326	4m 53s	4m 18s	1301.1%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
75	8a/8704a0	52479556	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:06:27.389	5m 23s	4m 38s	1201.8%	20.2 GB	139.8 GB	19.2 GB	7.8 GB
11	1c/a78a19	52479546	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:04:57.559	6m 52s	5m 37s	1252.7%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
74	8b/38e515	52479555	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:05:57.329	6m 53s	5m 12s	1253.3%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
78	5d/357901	52479693	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:07:27.395	8m 53s	4m 24s	1304.7%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
79	9f/257329	52479699	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:08:27.337	7m 53s	4m 31s	1300.5%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
84	e5/bbfd81	52479706	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:09:27.331	6m 53s	4m 30s	1302.8%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
80	17/a0c995	52479702	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:08:57.330	7m 23s	4m 29s	1300.7%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
89	5c/7eaa7b	52479718	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:11:27.400	5m 53s	4m 16s	1292.3%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
77	f9/27dc68	52479696	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:07:57.342	9m 23s	5m 29s	1192.6%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
82	95/616368	52479710	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:09:57.328	7m 53s	5m 58s	1265.2%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
76	d6/b4fa27	52479557	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:06:58.652	10m 51s	5m 38s	1278.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
83	a1/e6ba13	52479713	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:10:32.385	7m 18s	5m 42s	1215.1%	20.3 GB	139.7 GB	19.2 GB	7.8 GB
88	69/5a46da	52479715	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:10:57.329	7m 53s	5m 34s	1209.3%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
90	f4/f5d16f	52479723	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:11:57.422	9m 23s	4m 38s	1268.8%	20.3 GB	139.7 GB	19.2 GB	7.8 GB
81	28/c6aae2	52479749	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:16:27.462	5m 53s	4m 17s	1306.0%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
95	72/0086dc	52479733	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:13:27.440	8m 53s	4m 22s	1281.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
93	21/528ac4	52479725	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:12:27.345	10m 53s	5m 42s	1247.4%	20.1 GB	139.7 GB	19.2 GB	7.7 GB
92	60/c0b0ff	52479731	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:12:57.910	10m 22s	5m 33s	1265.3%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
87	02/3d4263	52479736	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:13:57.778	9m 52s	5m	1244.7%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
86	2e/7128a2	52479751	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:16:57.382	7m 53s	5m 48s	1214.9%	20.3 GB	139.7 GB	19.2 GB	7.8 GB
97	e1/a0a21a	52479764	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:19:27.337	8m 23s	4m 15s	1296.6%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
91	3f/ad71d1	52479763	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:18:57.332	9m 23s	4m 17s	1298.0%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
96	cb/5f2a70	52479752	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:17:34.136	10m 46s	4m 32s	1302.8%	20.3 GB	139.7 GB	19.2 GB	7.8 GB
99	d4/3580df	52479757	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:18:27.338	10m 53s	5m 19s	1218.9%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
98	ab/ba9a52	52479755	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:17:57.338	11m 23s	5m 26s	1275.0%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
100	c3/4d22c8	52479766	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:19:58.207	9m 52s	4m 54s	1237.1%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
102	5f/a6456b	52479771	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:20:27.376	11m 23s	5m 35s	1209.6%	20.2 GB	139.8 GB	19.2 GB	7.8 GB
106	cf/744075	52479830	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:22:27.813	10m 22s	4m 18s	1297.0%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
105	1b/d2b4c8	52479779	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:21:27.335	11m 23s	4m 19s	1301.8%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
103	0a/45acf8	52479832	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:22:57.381	9m 53s	4m 19s	1282.1%	20.2 GB	139.8 GB	19.2 GB	7.8 GB
101	26/052933	52479773	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:20:57.334	12m 23s	4m 39s	1303.3%	20.3 GB	139.7 GB	19.2 GB	7.7 GB
109	14/a7682c	52479834	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:23:31.422	27m 49s	4m 50s	1263.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
107	f7/6915fb	52479840	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:24:27.349	27m 53s	4m 29s	1307.3%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
112	9b/c29c65	52479849	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:24:57.331	28m 53s	5m 11s	1273.5%	20.1 GB	139.7 GB	19.2 GB	7.8 GB
108	14/06b484	52479837	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:23:57.355	29m 53s	5m 56s	1266.3%	20.3 GB	139.7 GB	19.2 GB	7.8 GB
119	7d/024cbe	52480784	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:28:27.489	29m 53s	4m 35s	1289.1%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
118	fa/095a92	52480778	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:27:57.383	30m 53s	5m 22s	1270.2%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
121	93/3952fd	52480785	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:28:57.336	30m 23s	4m 30s	1297.1%	20.3 GB	139.7 GB	19.2 GB	7.8 GB
124	fe/50fde9	52481099	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:29:57.380	30m 23s	4m 24s	1295.1%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
122	87/339f72	52481097	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:29:27.364	30m 53s	5m 23s	1280.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
120	08/e59c86	52481100	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:30:32.784	31m 17s	5m 44s	1200.9%	20.2 GB	139.7 GB	19.2 GB	7.8 GB
129	1e/ac176b	52481210	alignReads (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	COMPLETED	0	2026-07-24 16:32:57.599	29m 52s	4m 16s	1305.2%	20.3 GB	139.7 GB	19.2 GB	7.8 GB
