gene_name	chr	mch_gain	mecp2_gain
Cacul1	chr19	FALSE	TRUE
Htt	chr5	TRUE	FALSE
Bex6	chr16	TRUE	TRUE
Ap1b1	chr11	FALSE	FALSE
Csnk1g3	chr18	FALSE	FALSE
Nf2	chr11	FALSE	FALSE
Zbed4	chr15	FALSE	FALSE
Car5a	chr8	FALSE	FALSE
Adam10	chr9	FALSE	FALSE
Hddc2	chr10	FALSE	FALSE
Lemd2	chr17	FALSE	TRUE
Cilp	chr9	FALSE	FALSE
Lgi2	chr5	FALSE	TRUE
Ercc6	chr14	FALSE	FALSE
Rffl	chr11	FALSE	TRUE
Mbtps1	chr8	FALSE	TRUE
Prdm2	chr4	FALSE	FALSE
Nadk	chr4	FALSE	FALSE
Wdr59	chr8	FALSE	FALSE
Mark4	chr7	FALSE	FALSE
Clic4	chr4	FALSE	FALSE
Morc4	chrX	FALSE	FALSE
Kremen1	chr11	FALSE	TRUE
Med16	chr10	FALSE	FALSE
Dao	chr5	FALSE	FALSE
Ehmt1	chr2	FALSE	FALSE
Sec24d	chr3	FALSE	TRUE
Gpatch2l	chr12	FALSE	TRUE
Rnf141	chr7	FALSE	TRUE
Arih1	chr9	FALSE	FALSE
Crcp	chr5	FALSE	FALSE
Il6ra	chr3	FALSE	TRUE
Dennd5a	chr7	FALSE	FALSE
Dcaf5	chr12	FALSE	FALSE
Hsf5	chr11	FALSE	FALSE
Igdcc4	chr9	FALSE	FALSE
Pik3cd	chr4	FALSE	FALSE
Xpnpep1	chr19	FALSE	TRUE
Ly86	chr13	FALSE	TRUE
Dera	chr6	TRUE	FALSE
Hif1an	chr19	FALSE	FALSE
Kctd3	chr1	FALSE	TRUE
Muc5ac	chr7	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Slc12a1	chr2	TRUE	TRUE
N4bp1	chr8	FALSE	FALSE
Gm19935	chr8	FALSE	TRUE
9930021J03Rik	chr19	FALSE	TRUE
Ralgapb	chr2	FALSE	FALSE
Mr1	chr1	FALSE	FALSE
Galnt5	chr2	TRUE	TRUE
Grk4	chr5	FALSE	FALSE
Unc5cl	chr17	FALSE	FALSE
Recql5	chr11	FALSE	FALSE
Tut7	chr13	FALSE	FALSE
Bpi	chr2	FALSE	FALSE
Herc2	chr7	TRUE	FALSE
Slc31a1	chr4	FALSE	FALSE
Elovl2	chr13	FALSE	FALSE
Msh2	chr17	FALSE	FALSE
Rasgrp2	chr19	FALSE	FALSE
Nt5e	chr9	FALSE	FALSE
Lep	chr6	TRUE	TRUE
Spi1	chr2	FALSE	FALSE
Lmf2	chr15	FALSE	FALSE
Slc41a2	chr10	FALSE	FALSE
Pdzd8	chr19	FALSE	FALSE
Cdyl2	chr8	TRUE	FALSE
D630003M21Rik	chr2	FALSE	FALSE
Stk31	chr6	FALSE	FALSE
Cd300ld3	chr11	TRUE	TRUE
Foxn1	chr11	FALSE	FALSE
Ptk7	chr17	FALSE	FALSE
Acsf3	chr8	FALSE	TRUE
Stat5b	chr11	FALSE	FALSE
Tspan32	chr7	FALSE	FALSE
Pinx1	chr14	FALSE	TRUE
Ppp1r14c	chr10	FALSE	FALSE
Slc16a9	chr10	FALSE	TRUE
Dnah17	chr11	FALSE	FALSE
Atg4b	chr1	FALSE	FALSE
Anks6	chr4	FALSE	FALSE
Caskin2	chr11	FALSE	TRUE
Tdp1	chr12	FALSE	FALSE
Fam117b	chr1	FALSE	FALSE
Twf2	chr9	TRUE	FALSE
Rsph1	chr17	FALSE	FALSE
Agbl1	chr7	TRUE	TRUE
Dennd1c	chr17	FALSE	FALSE
Dpp9	chr17	FALSE	TRUE
Cdc42ep2	chr19	FALSE	FALSE
Ghr	chr15	TRUE	FALSE
Arhgap1	chr2	FALSE	FALSE
Brca1	chr11	FALSE	FALSE
Fbxl20	chr11	FALSE	FALSE
Ppard	chr17	FALSE	FALSE
Zzz3	chr3	FALSE	FALSE
Tmem82	chr4	FALSE	FALSE
Dnah12	chr14	TRUE	TRUE
Gatad2b	chr3	FALSE	TRUE
Hip1	chr5	FALSE	FALSE
Tead1	chr7	FALSE	FALSE
Slc4a7	chr14	FALSE	FALSE
Tmem176a	chr6	FALSE	FALSE
Stat3	chr11	FALSE	FALSE
Il7	chr3	TRUE	FALSE
Dynlrb2	chr8	TRUE	TRUE
L3mbtl1	chr2	FALSE	FALSE
Lum	chr10	TRUE	TRUE
Golga7	chr8	FALSE	FALSE
Zfp474	chr18	TRUE	TRUE
Fgd3	chr13	FALSE	FALSE
Aff2	chrX	TRUE	TRUE
Cps1	chr1	TRUE	FALSE
Sptlc1	chr13	FALSE	TRUE
Ncbp3	chr11	FALSE	FALSE
Ccdc187	chr2	FALSE	FALSE
Arhgef33	chr17	FALSE	FALSE
Alpk2	chr18	FALSE	FALSE
Eif4a1	chr11	FALSE	FALSE
Tjap1	chr17	FALSE	FALSE
Rft1	chr14	FALSE	TRUE
Chrna2	chr14	FALSE	FALSE
Fosl2	chr5	FALSE	FALSE
Mcm3ap	chr10	FALSE	FALSE
Trappc10	chr10	FALSE	TRUE
Smim5	chr11	FALSE	FALSE
Vkorc1l1	chr5	FALSE	FALSE
Ehd2	chr7	FALSE	TRUE
Elavl1	chr8	FALSE	FALSE
Ano7	chr1	FALSE	FALSE
Ush1c	chr7	FALSE	FALSE
Capn7	chr14	FALSE	FALSE
Rfx8	chr1	FALSE	FALSE
Srrm1	chr4	FALSE	FALSE
Tmem184b	chr15	FALSE	TRUE
Ankrd55	chr13	FALSE	FALSE
Extl3	chr14	FALSE	FALSE
Tacc1	chr8	FALSE	TRUE
Pdgfc	chr3	TRUE	FALSE
Exog	chr9	FALSE	FALSE
Hadh	chr3	FALSE	FALSE
Cttn	chr7	FALSE	FALSE
Magi3	chr3	FALSE	FALSE
Prim2	chr1	TRUE	FALSE
Zfp362	chr4	FALSE	FALSE
Adad1	chr3	FALSE	FALSE
Wwp2	chr8	FALSE	TRUE
Flywch1	chr17	FALSE	FALSE
Tph2	chr10	TRUE	FALSE
Sycp1	chr3	TRUE	FALSE
Mettl26	chr17	FALSE	FALSE
Smarcal1	chr1	FALSE	FALSE
Trmt13	chr3	TRUE	FALSE
Sesn2	chr4	FALSE	FALSE
Phf12	chr11	FALSE	FALSE
Tbc1d10a	chr11	FALSE	FALSE
Dsn1	chr2	TRUE	FALSE
Cxcr5	chr9	FALSE	FALSE
Aspscr1	chr11	FALSE	FALSE
Pknox1	chr17	FALSE	FALSE
Map3k20	chr2	FALSE	FALSE
Lrrc3	chr10	FALSE	FALSE
Sgcg	chr14	FALSE	FALSE
Olfml3	chr3	FALSE	FALSE
Arfgap3	chr15	FALSE	FALSE
Sohlh2	chr3	FALSE	FALSE
Enpp7	chr11	FALSE	FALSE
Ensa	chr3	FALSE	FALSE
Fam185a	chr5	TRUE	TRUE
Ace	chr11	FALSE	FALSE
Adora3	chr3	FALSE	TRUE
Ccm2l	chr2	FALSE	TRUE
Kcnip2	chr19	FALSE	FALSE
Deaf1	chr7	FALSE	FALSE
Tmem44	chr16	FALSE	FALSE
Slc41a3	chr6	FALSE	TRUE
Macc1	chr12	TRUE	TRUE
Ramp3	chr11	FALSE	FALSE
Rasal1	chr5	FALSE	FALSE
Ilf3	chr9	FALSE	FALSE
Nap1l4	chr7	FALSE	FALSE
Med24	chr11	FALSE	TRUE
Serpinb6e	chr13	FALSE	FALSE
Scap	chr9	FALSE	TRUE
Cryl1	chr14	FALSE	FALSE
Kif14	chr1	FALSE	TRUE
Sparc	chr11	FALSE	FALSE
Yy1	chr12	FALSE	FALSE
Tmem52	chr4	FALSE	TRUE
Cxcl17	chr7	FALSE	FALSE
Erh	chr12	FALSE	FALSE
Col6a1	chr10	FALSE	TRUE
Colgalt1	chr8	FALSE	FALSE
Mboat2	chr12	FALSE	TRUE
Mrc1	chr2	FALSE	TRUE
Eif1	chr11	FALSE	FALSE
Pdk1	chr2	TRUE	FALSE
C2cd3	chr7	FALSE	FALSE
Sult4a1	chr15	FALSE	TRUE
Epg5	chr18	TRUE	FALSE
Otog	chr7	FALSE	TRUE
Pde6d	chr1	FALSE	FALSE
Dhx58	chr11	FALSE	FALSE
Ap4m1	chr5	FALSE	FALSE
Mrto4	chr4	FALSE	FALSE
Arhgap33	chr7	FALSE	FALSE
B4galt7	chr13	FALSE	TRUE
Heca	chr10	FALSE	FALSE
Mab21l3	chr3	FALSE	FALSE
Rtp1	chr16	FALSE	FALSE
Gxylt1	chr15	FALSE	FALSE
Azin2	chr4	FALSE	TRUE
C8a	chr4	FALSE	TRUE
Itgb7	chr15	FALSE	TRUE
N4bp2l2	chr5	FALSE	FALSE
Plekhh1	chr12	FALSE	FALSE
Slc37a3	chr6	FALSE	FALSE
Tm2d1	chr4	FALSE	FALSE
Tex52	chr6	FALSE	FALSE
Smim15	chr13	TRUE	FALSE
Prss55	chr14	TRUE	TRUE
Xpnpep3	chr15	FALSE	FALSE
Sptbn5	chr2	FALSE	FALSE
Rab5c	chr11	FALSE	FALSE
Limd1	chr9	FALSE	FALSE
Rhbg	chr3	FALSE	FALSE
Adcy6	chr15	FALSE	FALSE
Fubp3	chr2	FALSE	FALSE
Slc25a10	chr11	FALSE	FALSE
Clptm1	chr7	FALSE	FALSE
Pgap2	chr7	FALSE	FALSE
Csf1r	chr18	FALSE	FALSE
Lyl1	chr8	FALSE	FALSE
Zfp541	chr7	TRUE	FALSE
Zswim7	chr11	FALSE	FALSE
Fam193a	chr5	TRUE	FALSE
Map7d2	chrX	FALSE	FALSE
Itih4	chr14	FALSE	FALSE
Fcrl5	chr3	FALSE	TRUE
Rab8b	chr9	TRUE	FALSE
Wdr89	chr12	FALSE	FALSE
Itgal	chr7	FALSE	TRUE
Ube2j2	chr4	FALSE	FALSE
Gigyf1	chr5	FALSE	FALSE
Eif5a	chr11	FALSE	FALSE
Mgat4c	chr10	TRUE	TRUE
Ippk	chr13	FALSE	FALSE
Rab44	chr17	FALSE	FALSE
Dcdc2c	chr12	FALSE	FALSE
Tph1	chr7	TRUE	TRUE
Rtn4	chr11	FALSE	TRUE
Selplg	chr5	FALSE	TRUE
Kera	chr10	TRUE	TRUE
Fam20b	chr1	FALSE	TRUE
4933428G20Rik	chr11	FALSE	FALSE
Xab2	chr8	FALSE	FALSE
Jakmip1	chr5	FALSE	FALSE
Ptprh	chr7	FALSE	FALSE
Dhx34	chr7	FALSE	FALSE
Tug1	chr11	FALSE	TRUE
4930564D02Rik	chr3	FALSE	TRUE
Ccn5	chr2	FALSE	FALSE
Vps35l	chr7	FALSE	TRUE
Arf2	chr11	FALSE	TRUE
Iqcm	chr8	TRUE	FALSE
Sbno1	chr5	TRUE	FALSE
Copb1	chr7	FALSE	TRUE
Myh15	chr16	TRUE	TRUE
Kcnj15	chr16	FALSE	TRUE
Slc16a10	chr10	TRUE	FALSE
Cfap161	chr7	TRUE	TRUE
Arhgap33os	chr7	FALSE	TRUE
Mylk2	chr2	FALSE	TRUE
Ulbp1	chr10	FALSE	FALSE
Zc3h14	chr12	FALSE	FALSE
Eftud2	chr11	FALSE	FALSE
Spns3	chr11	FALSE	FALSE
Gucy2c	chr6	FALSE	TRUE
Nrip3	chr7	FALSE	FALSE
Prrc1	chr18	FALSE	FALSE
Zfp507	chr7	FALSE	FALSE
Psmd1	chr1	TRUE	FALSE
Vcl	chr14	TRUE	FALSE
Nup214	chr2	FALSE	TRUE
Snx8	chr5	FALSE	FALSE
Limk1	chr5	FALSE	FALSE
Daw1	chr1	TRUE	TRUE
Mga	chr2	FALSE	TRUE
Wdr43	chr17	FALSE	FALSE
Gtf3c2	chr5	FALSE	FALSE
Pibf1	chr14	TRUE	TRUE
Slc12a8	chr16	FALSE	TRUE
Myom2	chr8	FALSE	FALSE
Traf3ip1	chr1	FALSE	FALSE
Rab39	chr9	FALSE	FALSE
Cyp7b1	chr3	TRUE	FALSE
Pla2g2f	chr4	FALSE	FALSE
Med1	chr11	FALSE	FALSE
Atrx	chrX	TRUE	FALSE
Ubash3a	chr17	FALSE	FALSE
Tnfrsf13b	chr11	FALSE	FALSE
Impg2	chr16	FALSE	TRUE
Tmprss6	chr15	FALSE	TRUE
Gm12216	chr11	FALSE	TRUE
Cyp2d22	chr15	FALSE	FALSE
Ddx4	chr13	FALSE	FALSE
Knop1	chr7	FALSE	FALSE
Aldh2	chr5	FALSE	FALSE
Crybg3	chr16	TRUE	FALSE
Rab23	chr1	FALSE	FALSE
Cldn15	chr5	FALSE	FALSE
Gtf2i	chr5	TRUE	FALSE
Stxbp3	chr3	FALSE	FALSE
Pdcd1	chr1	FALSE	FALSE
Rbm6	chr9	TRUE	FALSE
Lpo	chr11	FALSE	FALSE
Tubd1	chr11	FALSE	FALSE
Zfp469	chr8	FALSE	FALSE
Zswim4	chr8	FALSE	FALSE
Iqce	chr5	TRUE	FALSE
Il31ra	chr13	FALSE	TRUE
Kif9	chr9	FALSE	FALSE
Smyd5	chr6	FALSE	FALSE
Rnf26	chr9	FALSE	TRUE
Stoml3	chr3	FALSE	FALSE
Ppp1r1b	chr11	FALSE	FALSE
Cdc14a	chr3	TRUE	FALSE
Syce1l	chr8	FALSE	FALSE
As3mt	chr19	FALSE	TRUE
Fsd1	chr17	FALSE	FALSE
Slc26a9	chr1	FALSE	FALSE
Commd9	chr2	FALSE	FALSE
Ldha	chr7	FALSE	FALSE
Aco2	chr15	FALSE	FALSE
Ppp6r3	chr19	TRUE	TRUE
Prrg2	chr7	FALSE	FALSE
Ceacam1	chr7	FALSE	TRUE
Plcd1	chr9	FALSE	TRUE
Dppa2	chr16	TRUE	TRUE
Cnn3	chr3	FALSE	FALSE
Rrn3	chr16	FALSE	FALSE
Gstm1	chr3	FALSE	FALSE
Sema3g	chr14	FALSE	FALSE
Haus6	chr4	FALSE	TRUE
Polm	chr11	FALSE	FALSE
Reck	chr4	FALSE	TRUE
Supv3l1	chr10	FALSE	FALSE
Stx1a	chr5	FALSE	FALSE
Tbcel	chr9	TRUE	TRUE
Wdr62	chr7	FALSE	TRUE
Csgalnact2	chr6	TRUE	FALSE
Treh	chr9	FALSE	FALSE
Mrgprd	chr7	TRUE	FALSE
Fig4	chr10	TRUE	FALSE
Fam3c	chr6	FALSE	TRUE
Psmb2	chr4	FALSE	FALSE
Nanos3	chr8	FALSE	TRUE
Rhpn2	chr7	FALSE	FALSE
Stpg4	chr17	FALSE	FALSE
Dnah5	chr15	TRUE	FALSE
Lgsn	chr1	TRUE	TRUE
Akip1	chr7	TRUE	FALSE
Plscr5	chr9	TRUE	TRUE
Plekhb2	chr1	FALSE	FALSE
Klhl18	chr9	FALSE	FALSE
Fam186b	chr15	FALSE	TRUE
Sh3bp2	chr5	FALSE	FALSE
Adam7	chr14	FALSE	FALSE
Cacng8	chr7	FALSE	FALSE
Traip	chr9	FALSE	FALSE
Tubal3	chr13	FALSE	FALSE
Hmmr	chr11	FALSE	FALSE
Tmem182	chr1	FALSE	TRUE
Cep295nl	chr11	FALSE	TRUE
Ptpn23	chr9	FALSE	FALSE
Gm10220	chr5	FALSE	FALSE
Zfp174	chr16	FALSE	FALSE
Cop1	chr1	TRUE	TRUE
Slco4a1	chr2	FALSE	FALSE
Catsper1	chr19	FALSE	FALSE
Slc36a2	chr11	FALSE	FALSE
Hp1bp3	chr4	FALSE	FALSE
Gask1b	chr3	FALSE	TRUE
Lrrc52	chr1	FALSE	FALSE
Pi4k2a	chr19	FALSE	FALSE
4930470P17Rik	chr2	FALSE	TRUE
Kctd4	chr14	FALSE	TRUE
Nppa	chr4	FALSE	FALSE
Psmd11	chr11	FALSE	FALSE
Far1	chr7	FALSE	FALSE
Mstn	chr1	TRUE	TRUE
9430038I01Rik	chr7	FALSE	FALSE
Gclc	chr9	FALSE	FALSE
A830018L16Rik	chr1	TRUE	TRUE
Apoh	chr11	TRUE	FALSE
Tirap	chr9	FALSE	FALSE
Trpm2	chr10	FALSE	FALSE
Tns2	chr15	FALSE	TRUE
Iqub	chr6	FALSE	TRUE
Gpr107	chr2	FALSE	TRUE
A930009A15Rik	chr10	TRUE	TRUE
Grn	chr11	FALSE	FALSE
1700010I14Rik	chr17	FALSE	FALSE
Ppp4r2	chr6	FALSE	TRUE
Gpbp1	chr13	TRUE	FALSE
Opa1	chr16	FALSE	TRUE
4931429L15Rik	chr9	FALSE	FALSE
Aen	chr7	FALSE	FALSE
Plin2	chr4	TRUE	TRUE
Cdsn	chr17	FALSE	TRUE
Irf7	chr7	FALSE	FALSE
Tfr2	chr5	FALSE	FALSE
Panx1	chr9	FALSE	FALSE
Eif4enif1	chr11	TRUE	FALSE
Il19	chr1	FALSE	FALSE
Trip10	chr17	FALSE	FALSE
Taf1c	chr8	FALSE	FALSE
Pcid2	chr8	FALSE	FALSE
Abca9	chr11	FALSE	FALSE
Fam216b	chr14	FALSE	TRUE
Cabp4	chr19	FALSE	FALSE
Tec	chr5	FALSE	TRUE
Cdhr2	chr13	FALSE	TRUE
Cish	chr9	FALSE	FALSE
Rpp40	chr13	FALSE	TRUE
Aar2	chr2	FALSE	FALSE
Naa15	chr3	FALSE	TRUE
Mroh4	chr15	FALSE	FALSE
Sin3b	chr8	FALSE	TRUE
Hmgb2	chr8	TRUE	TRUE
Cnksr1	chr4	FALSE	TRUE
Spaca3	chr11	FALSE	TRUE
Gstm4	chr3	FALSE	FALSE
Usp31	chr7	FALSE	FALSE
Cfap46	chr7	FALSE	FALSE
Lmbr1l	chr15	FALSE	FALSE
Rilpl1	chr5	FALSE	FALSE
Crnkl1	chr2	FALSE	FALSE
Zfp647	chr15	FALSE	FALSE
Rnf125	chr18	FALSE	FALSE
Nxf2	chrX	FALSE	TRUE
Tmem243	chr5	FALSE	FALSE
Dpy19l1	chr9	TRUE	FALSE
Mgst2	chr3	FALSE	TRUE
Smpdl3a	chr10	FALSE	FALSE
Micall2	chr5	FALSE	FALSE
Chaf1b	chr16	FALSE	FALSE
Fbxo45	chr16	FALSE	FALSE
Myo19	chr11	FALSE	TRUE
Myl4	chr11	FALSE	FALSE
Hsf1	chr15	FALSE	FALSE
Msh5	chr17	FALSE	FALSE
Fbxo6	chr4	FALSE	FALSE
Zfyve21	chr12	FALSE	FALSE
Tgm2	chr2	FALSE	FALSE
Plekhg2	chr7	FALSE	TRUE
Chrna7	chr7	FALSE	TRUE
Gm4792	chr10	TRUE	TRUE
Msmp	chr4	FALSE	FALSE
Efcab14	chr4	TRUE	FALSE
Il1rap	chr16	TRUE	TRUE
Glrx3	chr7	FALSE	FALSE
Ddost	chr4	FALSE	FALSE
Prkcsh	chr9	FALSE	FALSE
Stard3	chr11	FALSE	FALSE
Fbxo33	chr12	FALSE	FALSE
Dhps	chr8	FALSE	FALSE
Rassf6	chr5	FALSE	FALSE
Dmbt1	chr7	TRUE	FALSE
Psg20	chr7	FALSE	TRUE
Dhx15	chr5	FALSE	FALSE
Mtif3	chr5	FALSE	FALSE
Trmt10b	chr4	FALSE	FALSE
Denr	chr5	FALSE	FALSE
Spon2	chr5	FALSE	FALSE
Jam3	chr9	FALSE	FALSE
Etf1	chr18	FALSE	FALSE
Mzt1	chr14	TRUE	TRUE
Fabp6	chr11	FALSE	TRUE
Slc28a1	chr7	FALSE	FALSE
E2f2	chr4	FALSE	TRUE
Sun1	chr5	FALSE	FALSE
Ikbke	chr1	FALSE	FALSE
Pigt	chr2	FALSE	TRUE
Brd3	chr2	TRUE	FALSE
Wfs1	chr5	FALSE	TRUE
Acox3	chr5	FALSE	FALSE
Kif24	chr4	TRUE	FALSE
Asb6	chr2	FALSE	FALSE
Col28a1	chr6	TRUE	TRUE
Dok4	chr8	FALSE	TRUE
Fam117a	chr11	FALSE	TRUE
Kif4	chrX	TRUE	FALSE
Maml1	chr11	FALSE	FALSE
Heatr1	chr13	FALSE	FALSE
Rpusd3	chr6	FALSE	FALSE
Hdgfl2	chr17	FALSE	FALSE
P3h1	chr4	FALSE	TRUE
Speer4b	chr5	FALSE	FALSE
Atg4d	chr9	FALSE	FALSE
Gfod2	chr8	FALSE	FALSE
A430005L14Rik	chr4	FALSE	FALSE
Rcc1	chr4	FALSE	TRUE
Taf1	chrX	TRUE	FALSE
Cep78	chr19	FALSE	FALSE
Neu4	chr1	FALSE	TRUE
Pld6	chr11	FALSE	FALSE
