gene_name	mean_ctrl	mean_mut	mean_diff	pooled_ctrl	pooled_mut	pooled_diff	ctrl_delta	mut_delta	diff_delta	edger_logFC	edger_fdr	sig_fdr005
Runx1t1	0.0388851256335426	0.062282111174255	0.0233969855407124	0.0388894042482223	0.062504803476537	0.0236153992283147	4.2786146796786e-06	0.000222692302281946	0.000218413687602267	0.629816196957794	1.39178947360121e-15	TRUE
Btbd11	0.0437518773607595	0.0312552806128405	-0.012496596747919	0.0436775350484358	0.0315913430249643	-0.0120861920234715	-7.43423123237275e-05	0.000336062412123819	0.000410404724447543	-0.559519405894851	1.62867882316599e-15	TRUE
Trpm3	0.0231301443580463	0.0346791959487539	0.0115490515907076	0.0229384452372652	0.0349824969916946	0.0120440517544294	-0.000191699120781107	0.000303301042940698	0.000495000163721804	0.503316927880416	2.4006788018813e-15	TRUE
Pcdh9	0.0303739024695834	0.0421892334192686	0.0118153309496852	0.0301875222929737	0.0424642106855074	0.0122766883925337	-0.000186380176609713	0.00027497726623877	0.000461357442848481	0.406051180141993	4.05136941446509e-15	TRUE
Cog5	0.0220625280856643	0.0381392677670208	0.0160767396813565	0.0218827444421403	0.0383842802874791	0.0165015358453389	-0.000179783643524032	0.000245012520458325	0.000424796163982357	0.698366375461975	9.16612856247155e-15	TRUE
Cadps	0.0376948755829827	0.0296110983526095	-0.00808377723037319	0.0375947207675093	0.0299566973463256	-0.00763802342118371	-0.000100154815473402	0.000345598993716091	0.000445753809189483	-0.452971446494937	1.20018286437172e-14	TRUE
Zbbx	0.0206600089699952	0.0379188803863125	0.0172588714163172	0.0205505521112293	0.038066553275653	0.0175160011644237	-0.000109456858765882	0.000147672889340512	0.000257129748106492	0.826865004786908	3.37856554912633e-14	TRUE
Col9a1	0.026344532194134	0.0477331353809134	0.0213886031867794	0.0262108833919467	0.0477892434581054	0.0215783600661588	-0.000133648802187344	5.61080771920297e-05	0.000189756879379374	0.802035765454069	3.51325380474338e-14	TRUE
Gprin3	0.0293056980802082	0.0521299766054108	0.0228242785252025	0.0292203296612853	0.0522252329596553	0.02300490329837	-8.53684189229195e-05	9.52563542445106e-05	0.000180624773167531	0.77696008897358	4.47508011907222e-14	TRUE
Maml3	0.0295674662555225	0.0413556073602415	0.011788141104719	0.02946307530847	0.0416408745106055	0.0121777992021355	-0.000104390947052484	0.000285267150363998	0.000389658097416482	0.417638557659465	6.54103164278198e-14	TRUE
Csrnp3	0.0379449557609866	0.0269828082266473	-0.0109621475343393	0.0378575379113308	0.0270802975630902	-0.0107772403482406	-8.7417849655852e-05	9.74893364428589e-05	0.000184907186098707	-0.572624403015241	7.16378341255492e-14	TRUE
Nrxn1	0.0194148092252232	0.0160739183445989	-0.00334089088062437	0.0191959186247784	0.0164284201869696	-0.0027674984378088	-0.000218890600444822	0.00035450184237068	0.000573392442815574	-0.467025238119109	1.00854756393527e-13	TRUE
Erbb4	0.0354548904836379	0.0453275558236622	0.00987266534002426	0.035275916685369	0.0455304525305069	0.0102545358451379	-0.000178973798268929	0.000202896706844709	0.000381870505113674	0.296110733716055	1.24592275072292e-13	TRUE
Pcgf5	0.0426127720840346	0.0288340681469107	-0.0137787039371239	0.0424137355377748	0.0289047702163696	-0.0135089653214052	-0.000199036546259822	7.07020694589201e-05	0.000269738615718744	-0.652186170088793	1.24592275072292e-13	TRUE
Tenm2	0.0320334688837872	0.0277747588850432	-0.00425870999874403	0.0318984831544377	0.0280613724383695	-0.00383711071606822	-0.000134985729349522	0.000286613553326258	0.00042159928267581	-0.307624192345654	1.24592275072292e-13	TRUE
Enox1	0.0479738551894944	0.0398333125127566	-0.0081405426767378	0.0479262733519184	0.0400827330602044	-0.007843540291714	-4.75818375760412e-05	0.000249420547447768	0.000297002385023804	-0.332509637836953	1.32844441289977e-13	TRUE
Slc6a6	0.0523238434910471	0.0340150975749313	-0.0183087459161157	0.0523834929745021	0.0343906812083122	-0.0179928117661899	5.96494834549585e-05	0.000375583633380909	0.000315934149925846	-0.696453520658879	2.3616528671003e-13	TRUE
Zfp608	0.0312847086057852	0.0501309137822974	0.0188462051765122	0.0312147696235165	0.050309376904381	0.0190946072808644	-6.99389822686816e-05	0.000178463122083548	0.00024840210435223	0.628223733228908	2.37617967397499e-13	TRUE
Cytip	0.026881592159655	0.0483077737667396	0.0214261816070846	0.0266608121697993	0.0484999676128793	0.02183915544308	-0.000220779989855705	0.000192193846139686	0.000412973835995391	0.776533081512002	2.37617967397499e-13	TRUE
Camta1	0.03012104009381	0.0261242623188587	-0.00399677777495133	0.0300494345403337	0.0264848268437933	-0.00356460769654041	-7.16055534762984e-05	0.00036056452493459	0.000432170078410917	-0.328384039150905	2.41203962542141e-13	TRUE
Lsamp	0.0276963268576234	0.0349292851227733	0.0072329582651499	0.0275363880600892	0.0351408093194978	0.00760442125940858	-0.000159938797534221	0.000211524196724461	0.000371462994258685	0.247749552370523	2.66634984380732e-13	TRUE
Ctnnd2	0.0240968090969345	0.020586143672557	-0.00351066542437752	0.023950629494394	0.0207822555240308	-0.0031683739703632	-0.000146179602540535	0.000196111851473762	0.000342291454014319	-0.359880263606731	3.1447507855906e-13	TRUE
Patj	0.0193572756775629	0.0295842482524923	0.0102269725749294	0.0192255386123803	0.0299163499497166	0.0106908113373363	-0.000131737065182599	0.000332101697224318	0.000463838762406917	0.509305800239703	3.87244711079677e-13	TRUE
Btbd3	0.0347447209742849	0.047790980587707	0.0130462596134221	0.0346326025206358	0.0480220509054094	0.0133894483847736	-0.000112118453649106	0.000231070317702448	0.000343188771351548	0.396499724428239	3.87244711079677e-13	TRUE
Tjp1	0.0407696335592383	0.0307914454503749	-0.0099781881088634	0.0406510581377296	0.0312455259482487	-0.00940553218948093	-0.000118575421508699	0.000454080497873773	0.000572655919382471	-0.477874810605031	5.85310326703745e-13	TRUE
Tmem178b	0.0499247050495826	0.0396953805499329	-0.0102293244996497	0.0498543975049946	0.0401484399604883	-0.00970595754450638	-7.03075445879567e-05	0.000453059410555366	0.000523366955143321	-0.386877511812155	6.38954394334393e-13	TRUE
Abr	0.0481922430443689	0.0362315305055378	-0.0119607125388311	0.0481267737575487	0.0367398942572937	-0.011386879500255	-6.54692868201703e-05	0.00050836375175594	0.000573833038576107	-0.486619323729966	8.71164816813942e-13	TRUE
Ephb1	0.0358522898746074	0.0291295866986904	-0.00672270317591703	0.0357877422606308	0.0295725478303352	-0.00621519443029558	-6.4547613976576e-05	0.00044296113164485	0.000507508745621453	-0.391931952341116	8.91709833987259e-13	TRUE
Plekha6	0.041199119473182	0.0296268306123131	-0.0115722888608689	0.0411829626893164	0.0298081117635356	-0.0113748509257808	-1.61567838655938e-05	0.000181281151222477	0.000197437935088071	-0.561922449639867	1.15763853780842e-12	TRUE
Cerkl	0.0224010478498205	0.0370281678178183	0.0146271199679977	0.0222540422144308	0.0375113114832632	0.0152572692688324	-0.000147005635389715	0.000483143665444857	0.000630149300834673	0.642154422290159	1.24590439941509e-12	TRUE
Gabbr2	0.0253111794838964	0.0202951778865573	-0.00501600159733915	0.0252472034163292	0.0206412886619075	-0.00460591475442173	-6.39760675672021e-05	0.000346110775350163	0.000410086842917418	-0.461209704896327	1.24590439941509e-12	TRUE
Tafa5	0.0275153572368312	0.0206032933705755	-0.00691206386625575	0.0274348030036458	0.0210257285601328	-0.00640907444351293	-8.05542331854259e-05	0.000422435189557344	0.000502989422742818	-0.542735349698253	1.31715830047697e-12	TRUE
Gsg1l	0.0506186268354443	0.0394539784061962	-0.0111646484292481	0.0505395140875673	0.0397276146170735	-0.0108118994704938	-7.9112747876954e-05	0.000273636210877337	0.000352748958754296	-0.414259167560879	1.43532704106835e-12	TRUE
Rnf157	0.0655223034551502	0.0456834989191339	-0.0198388045360163	0.0656567221293239	0.0457617327717399	-0.019894989357584	0.000134418674173728	7.82338526059967e-05	-5.61848215677348e-05	-0.571779759204454	1.57211642940493e-12	TRUE
Tgfbr3	0.0371239485284172	0.0276426595949569	-0.00948128893346031	0.0369375583694861	0.0280726431923843	-0.00886491517710178	-0.000186390158931078	0.000429983597427446	0.000616373756358531	-0.512916820352558	1.79309778308555e-12	TRUE
Sema6d	0.024829470766487	0.033751302606769	0.00892183184028204	0.0246812881001102	0.0339252608265453	0.00924397272643512	-0.000148182666376829	0.000173958219776296	0.000322140886153083	0.36605400753413	1.8571864142068e-12	TRUE
Cacna1e	0.0217562279369622	0.0174191552417872	-0.00433707269517495	0.0216307000760419	0.0179136088569088	-0.00371709121913313	-0.000125527860920301	0.000494453615121567	0.000619981476041819	-0.481785657953047	1.8571864142068e-12	TRUE
Msi2	0.0281092225068599	0.0227518497791065	-0.00535737272775339	0.0280352575609927	0.0232348717413535	-0.00480038581963918	-7.39649458671929e-05	0.000483021962247029	0.000556986908114209	-0.430203848826453	1.91451799992478e-12	TRUE
Hgd	0.0314170631567474	0.0529528451251978	0.0215357819684505	0.0313728277685864	0.0532050425108138	0.0218322147422274	-4.4235388160993e-05	0.000252197385615979	0.000296432773776872	0.695099479654119	2.01438202285783e-12	TRUE
Dlgap4	0.0340773268315774	0.0250534659348682	-0.00902386089670924	0.0339999957352813	0.0251991110796798	-0.00880088465560153	-7.73310962960752e-05	0.000145645144811593	0.000222976241107706	-0.549088417206923	2.01438202285783e-12	TRUE
Phex	0.0227423150592983	0.0366935718293751	0.0139512567700768	0.0209086317814365	0.0342885730619379	0.0133799412805014	-0.00183368327786182	-0.00240499876743718	-0.000571315489575362	0.605138207555447	2.01438202285783e-12	TRUE
Prkar2b	0.058499211218819	0.0433968523815333	-0.0151023588372857	0.058357291101586	0.0434805303602559	-0.0148767607413301	-0.000141920117232998	8.36779787225864e-05	0.000225598095955582	-0.490222258941973	2.1471991540591e-12	TRUE
Afap1	0.0537059860698742	0.039881008654309	-0.0138249774155652	0.0536090086125967	0.0403499753287468	-0.0132590332838499	-9.69774572774848e-05	0.000468966674437798	0.000565944131715282	-0.499158204152525	2.26736698560746e-12	TRUE
Ephb2	0.0331453278729559	0.0250282675592608	-0.00811706031369505	0.0330605059529699	0.0253607715751947	-0.00769973437777518	-8.4821919985989e-05	0.000332504015933932	0.000417325935919874	-0.501841789897803	2.26819338703091e-12	TRUE
Zbtb20	0.0273724342712657	0.0359248640383483	0.0085524297670826	0.0272064742824351	0.0361541860084255	0.00894771172599049	-0.000165959988830639	0.000229321970077252	0.00039528195890789	0.319456862975036	3.23721304105379e-12	TRUE
Lrrc4c	0.0247428877870891	0.0315560677809279	0.00681317999383875	0.024577035417272	0.0317008414599425	0.00712380604267047	-0.000165852369817053	0.000144773679014623	0.000310626048831725	0.264245512037436	4.42062916043828e-12	TRUE
Megf11	0.0282092533625712	0.0229046814111553	-0.00530457195141587	0.0280748331433483	0.023330659611619	-0.00474417353172927	-0.000134420219222921	0.000425978200463709	0.000560398419686601	-0.434428454322499	4.56367812450137e-12	TRUE
Hdac9	0.0216280641556609	0.019520462265661	-0.00210760188999986	0.021469518106937	0.019593566599683	-0.001875951507254	-0.000158546048723868	7.31043340220366e-05	0.000231650382745864	-0.326505326896997	4.97307977098156e-12	TRUE
Cmip	0.0415558685451009	0.0319125880689327	-0.00964328047616819	0.0415121782217051	0.0322537435440707	-0.00925843467763438	-4.36903233958161e-05	0.000341155475138001	0.000384845798533809	-0.478447147339527	5.03410376314445e-12	TRUE
Gm20696	0.0320668011526402	0.0270702860056066	-0.00499651514703359	0.0319866449324046	0.0273908654010259	-0.00459577953137868	-8.01562202355707e-05	0.000320579395419344	0.000400735615654908	-0.356802210192052	5.19081935781682e-12	TRUE
Ccdc192	0.0311064153838948	0.0437083920338592	0.0126019766499644	0.0309656710033434	0.0441372228237495	0.0131715518204061	-0.000140744380551446	0.000428830789890255	0.0005695751704417	0.424150311519031	7.0060800467962e-12	TRUE
Epha3	0.0317222961265713	0.0429121385410209	0.0111898424144496	0.0315788234216672	0.0430324563968446	0.0114536329751774	-0.000143472704904099	0.00012031785582374	0.000263790560727837	0.361934777032521	7.0060800467962e-12	TRUE
D430042O09Rik	0.0688655401821942	0.0545703842917619	-0.0142951558904322	0.0688067687178923	0.0548902127201223	-0.01391655599777	-5.87714643018461e-05	0.000319828428360404	0.000378599892662156	-0.362875613994118	7.0060800467962e-12	TRUE
Snca	0.0286772556764082	0.0443873691124029	0.0157101134359947	0.0285637601201916	0.0442724095746521	0.0157086494544605	-0.000113495556216602	-0.000114959537750772	-1.4639815341666e-06	0.586118798230916	7.0060800467962e-12	TRUE
Cacna2d2	0.0389354122533475	0.028363708738843	-0.0105717035145044	0.0388231757616431	0.0285386118411659	-0.0102845639204773	-0.000112236491704387	0.000174903102322863	0.000287139594027149	-0.548418662574978	7.36919823913913e-12	TRUE
Pappa2	0.0234655891091608	0.0336042365534687	0.0101386474443078	0.0233110171987183	0.0336420433717767	0.0103310261730584	-0.000154571910442509	3.78068183079575e-05	0.000192378728750563	0.43796141023974	1.14335562030728e-11	TRUE
Arhgef38	0.0211501155107351	0.0348993279880038	0.0137492124772687	0.0209158505232623	0.0350822014021277	0.0141663508788654	-0.000234264987472817	0.00018287341412393	0.000417138401596743	0.629380649037586	1.2591207886485e-11	TRUE
Nos1	0.0340419655744181	0.0265955811895094	-0.00744638438490868	0.0339116499328295	0.0270613665968545	-0.006850283335975	-0.000130315641588559	0.00046578540734514	0.000596101048933683	-0.460095249479455	1.44746199427635e-11	TRUE
Lamb3	0.0342611996310923	0.0486914686220025	0.0144302689909102	0.0341347842768405	0.0492197693366925	0.0150849850598519	-0.000126415354251765	0.000528300714689969	0.00065471606894173	0.439948159320804	1.69868733830918e-11	TRUE
Fam107b	0.0313781900184578	0.042701313837628	0.0113231238191702	0.0313350463604831	0.0429764878496025	0.0116414414891194	-4.31436579746772e-05	0.000275174011974536	0.000318317669949214	0.383100721599497	1.72457688349489e-11	TRUE
Nln	0.0575609184952809	0.0434593102356271	-0.0141016082596538	0.0575178701879953	0.0437311266236481	-0.0137867435643472	-4.30483072855967e-05	0.000271816388021033	0.00031486469530663	-0.462840357126964	1.72457688349489e-11	TRUE
Zic4	0.0216585116640554	0.04761580255408	0.0259572908900246	0.021397705368104	0.0477935723597418	0.0263958669916378	-0.000260806295951398	0.000177769805661768	0.000438576101613169	1.07055550092011	1.8061831816614e-11	TRUE
Pag1	0.0423113946884508	0.0326126229847831	-0.00969877170366765	0.042251473478334	0.0326177682238742	-0.00963370525445983	-5.99212101167687e-05	5.14523909109221e-06	6.50664492078158e-05	-0.44643184564619	1.84260509379302e-11	TRUE
Fstl4	0.0372081711402457	0.0318697181418249	-0.00533845299842072	0.0371093991270768	0.0322263358305443	-0.0048830632965325	-9.87720131689421e-05	0.000356617688719363	0.00045538970188822	-0.307902921704225	1.97632496913304e-11	TRUE
Opcml	0.0325910388398212	0.0398012483581322	0.00721020951831099	0.032489166174098	0.0401117226538492	0.00762255647975122	-0.00010187266572325	0.00031047429571697	0.00041234696144023	0.215772239315337	1.97632496913304e-11	TRUE
Kcnq1	0.0435621732210969	0.0367224007788732	-0.00683977244222367	0.043421499607962	0.0369658641025634	-0.00645563550539859	-0.000140673613134898	0.000243463323690213	0.000384136936825078	-0.321025294687241	1.99114960892126e-11	TRUE
Heg1	0.0253317607196292	0.0401595974667267	0.0148278367470974	0.0252048156787625	0.0403658261766729	0.0151610104979104	-0.000126945040866692	0.000206228709946167	0.000333173750812958	0.589056922476944	2.07818578943075e-11	TRUE
Prkce	0.0278684512770983	0.0241311054072469	-0.0037373458698514	0.0277523485265358	0.0244412333540384	-0.00331111517249743	-0.000116102750562459	0.000310127946791514	0.000426230697353971	-0.326694727729326	2.13735371614806e-11	TRUE
D430041D05Rik	0.0221742610663647	0.018039137244261	-0.00413512382210377	0.0220137615237139	0.0184117015759456	-0.00360205994776826	-0.000160499542650815	0.00037256433168462	0.000533063874335505	-0.467291713167693	2.73092512792312e-11	TRUE
Wdr25	0.0528285624194687	0.0415321926728011	-0.0112963697466676	0.052781186708904	0.0418327724566399	-0.0109484142522641	-4.73757105646927e-05	0.000300579783838816	0.000347955494403512	-0.397370484269199	2.90516087878087e-11	TRUE
Tmem51	0.028763225114143	0.0467705685682087	0.0180073434540657	0.0287052786527567	0.0471233506341754	0.0184180719814187	-5.79464613863455e-05	0.000352782065966693	0.000410728527353039	0.632809859891717	2.93833135765939e-11	TRUE
Ncald	0.0290335467751639	0.0379618057496212	0.00892825897445735	0.0289443560477836	0.0383163299178967	0.00937197387011313	-8.91907273802908e-05	0.000354524168275541	0.000443714895655783	0.313919146919715	3.0316837982042e-11	TRUE
Igsf21	0.0280300226428876	0.022757308400826	-0.00527271424206153	0.0279831827863114	0.0230362456005254	-0.00494693718578601	-4.68398565762196e-05	0.000278937199699368	0.00032577705627552	-0.440941583534908	3.2074036698191e-11	TRUE
Med13l	0.0248709567778398	0.0199833505084465	-0.00488760626939322	0.0247889193285553	0.0201521788914268	-0.00463674043712851	-8.20374492844604e-05	0.000168828382980324	0.000250865832264705	-0.452404242434461	4.89391412797368e-11	TRUE
Col27a1	0.0730885097471241	0.0584858834312083	-0.0146026263159157	0.073122965253868	0.0586607823560595	-0.0144621828978085	3.44555067438579e-05	0.000174898924851181	0.00014044341810723	-0.367783099887131	5.16122544810277e-11	TRUE
Phactr3	0.0211747334777668	0.0170980491877293	-0.00407668429003747	0.0210374681297538	0.0173639035875981	-0.0036735645421557	-0.00013726534801297	0.000265854399868832	0.000403119747881774	-0.486346736711712	5.19846710054579e-11	TRUE
Atxn1	0.0248345281378881	0.0209680872076329	-0.00386644093025526	0.0247097146563853	0.0213889340347411	-0.00332078062164425	-0.000124813481502749	0.000420846827108204	0.000545660308611015	-0.367075181225843	5.48523493677191e-11	TRUE
Ttr	0.0315572700514149	0.0739399024418459	0.0423826323904309	0.0315925897064674	0.0745550928526195	0.0429625031461522	3.53196550524973e-05	0.000615190410773653	0.000579870755721253	1.22206347051019	5.71481354596418e-11	TRUE
Olfr437	0.03177677326712	0.0901804682837172	0.0584036950165971	0.0318834746891258	0.0899680939202172	0.0580846192310914	0.000106701422005764	-0.000212374363500023	-0.000319075785505683	1.47133006033204	5.84323640680014e-11	TRUE
Clnk	0.0386509031823507	0.0516315803607346	0.0129806771783839	0.0385500993926582	0.0520462012863623	0.0134961018937042	-0.000100803789692544	0.000414620925627746	0.000515424715320291	0.36780633028441	7.12035092928699e-11	TRUE
Sez6	0.0460340296527307	0.0310173054818704	-0.0150167241708603	0.0461206164117165	0.0309570670692178	-0.0151635493424988	8.65867589858044e-05	-6.02384126526488e-05	-0.000146825171638453	-0.671598694904073	7.72328285271399e-11	TRUE
Akap6	0.0239041091464271	0.0199455556324634	-0.00395855351396368	0.0237700407838546	0.0204240047477115	-0.00334603603614312	-0.000134068362572463	0.000478449115248112	0.000612517477820556	-0.394572166946585	7.72328285271399e-11	TRUE
Ksr2	0.0208336232218661	0.0178913419025076	-0.00294228131935848	0.0207514197654281	0.0183131140556036	-0.0024383057098245	-8.2203456437998e-05	0.000421772153096005	0.000503975609533984	-0.385871678635701	8.78333974983736e-11	TRUE
Cntnap2	0.0245563568961777	0.023064027763695	-0.0014923291324827	0.0243441847985553	0.0232322849029302	-0.00111189989562508	-0.000212172097622379	0.000168257139235236	0.000380429236857616	-0.216476531930265	9.04579205744142e-11	TRUE
Bcas3	0.0237015075182903	0.0205699358953166	-0.00313157162297365	0.023526136284541	0.0208101961456959	-0.00271594013884509	-0.000175371233749336	0.000240260250379275	0.000415631484128562	-0.337573888479686	9.26771491091357e-11	TRUE
Nav3	0.0288600040230461	0.0362705852698559	0.00741058124680988	0.0287487377939625	0.0365348028471625	0.00778606505320001	-0.00011126622908357	0.000264217577306637	0.000375483806390129	0.24905724154525	9.62657259736146e-11	TRUE
Lancl3	0.0187640334979712	0.0337171390486463	0.0149531055506752	0.0172920184247958	0.0316676872327863	0.0143756688079905	-0.00147201507317539	-0.00204945181585996	-0.00057743674268467	0.792748162392017	9.65486660602886e-11	TRUE
Tmem150c	0.0465547835919615	0.0342292095546175	-0.012325574037344	0.0465342682494531	0.0345913975848241	-0.011942870664629	-2.05153425083607e-05	0.000362188030206642	0.000382703372715001	-0.525944789892121	1.00855391507573e-10	TRUE
Ptprn2	0.0318841003060273	0.0289274354170093	-0.00295666488901802	0.031802081335358	0.0292545377639848	-0.00254754357137326	-8.20189706692565e-05	0.000327102346975479	0.000409121317644756	-0.241580805405677	1.02385249881409e-10	TRUE
Dip2b	0.0192857095810563	0.0155419427941276	-0.00374376678692869	0.0191177364270683	0.0157628681454416	-0.00335486828162668	-0.000167973153988012	0.000220925351314009	0.000388898505302013	-0.521427744569526	1.02709782304364e-10	TRUE
Rab11fip4	0.0296942040991464	0.0215732771083223	-0.00812092699082407	0.0295372823552042	0.0219671446084212	-0.00757013774678301	-0.000156921743942232	0.000393867500098861	0.000550789244041061	-0.563015319876131	1.02709782304364e-10	TRUE
Vwf	0.0398798057844709	0.0309527983182206	-0.00892700746625031	0.039861067274295	0.0313838022500656	-0.00847726502422938	-1.8738510175885e-05	0.000431003931845038	0.00044974244202093	-0.45013445434062	1.03949122159379e-10	TRUE
Anks1b	0.0245201497328015	0.0221738456516385	-0.002346304081163	0.024326292789512	0.0224779867119271	-0.00184830607758489	-0.000193856943289484	0.000304141060288629	0.000497998003578113	-0.282126794837158	1.05100140927847e-10	TRUE
Slc35g2	0.0208636600366489	0.0451179715693974	0.0242543115327485	0.0208687027799656	0.0452905078534433	0.0244218050734777	5.04274331667928e-06	0.000172536284045885	0.000167493540729206	1.03727423132021	1.22059200122962e-10	TRUE
Angpt1	0.0218219119596599	0.0183342476033505	-0.00348766435630942	0.0216281833971786	0.018514823493844	-0.00311335990333465	-0.000193728562481298	0.000180575890493452	0.00037430445297477	-0.435952027160241	1.22148639367028e-10	TRUE
Cacna1c	0.0256293802085704	0.0230448363300503	-0.00258454387852015	0.0255232733936507	0.0233793052966902	-0.00214396809696048	-0.000106106814919668	0.00033446896663995	0.000440575781559666	-0.29936740665315	1.26751025799817e-10	TRUE
Pcdh7	0.0273545956027023	0.0354668422313903	0.00811224662868797	0.0271673479928715	0.0354738093920417	0.00830646139917017	-0.000187247609830788	6.9671606513777e-06	0.000194214770482197	0.307140799143836	1.47724371906466e-10	TRUE
Jph1	0.0181546282014635	0.0285842997896515	0.010429671588188	0.0179822041165735	0.0287667342412868	0.0107845301247132	-0.000172424084889961	0.000182434451635266	0.000354858536525227	0.539428094970772	1.49937306611987e-10	TRUE
Acly	0.0564019324990539	0.0406770951612538	-0.0157248373378001	0.0562811949500881	0.0409452915239285	-0.0153359034261596	-0.00012073754896582	0.000268196362674722	0.000388933911640542	-0.51171124840829	1.51706759454726e-10	TRUE
Vti1a	0.0253354569905321	0.0216356091519181	-0.00369984783861394	0.0252638591453258	0.0220118408445955	-0.00325201830073029	-7.15978452063004e-05	0.00037623169267741	0.00044782953788365	-0.369277479008551	1.51706759454726e-10	TRUE
Gria1	0.026429413464594	0.0346723082121839	0.00824289474758987	0.0262875203721833	0.0350178549069692	0.00873033453478587	-0.000141893092410701	0.000345546694785273	0.000487439787196004	0.324714635108583	1.57176126026586e-10	TRUE
Brpf3	0.0412527405885516	0.0279916377279921	-0.0132611028605595	0.0412781143419826	0.027976388684935	-0.0133017256570476	2.53737534309656e-05	-1.52490430571361e-05	-4.06227964881e-05	-0.673156287369389	1.71138564702962e-10	TRUE
Lrba	0.0224129425680047	0.0199153932137488	-0.00249754935425591	0.0222790454832092	0.020173599305648	-0.00210544617756117	-0.000133897084795536	0.000258206091899197	0.000392103176694743	-0.332206207092442	1.72909171341554e-10	TRUE
Fam135b	0.0209511614030852	0.0177252434985614	-0.00322591790452385	0.0208186554425237	0.0180153514570609	-0.00280330398546282	-0.000132505960561451	0.000290107958499528	0.000422613919061027	-0.410890980834954	1.76207472926801e-10	TRUE
Ptk2	0.0332045337740413	0.0267657416332716	-0.00643879214076969	0.0331679493690667	0.0270013001385634	-0.00616664923050327	-3.65844049746086e-05	0.000235558505291823	0.000272142910266424	-0.403147956466587	1.77075794338004e-10	TRUE
Dgkb	0.0226718134109192	0.0299770532359629	0.00730523982504371	0.0224136039512806	0.0302146029640406	0.00780099901276	-0.000258209459638583	0.000237549728077716	0.000495759187716287	0.300164522887288	1.77075794338004e-10	TRUE
Exoc6b	0.0210156725229773	0.0185266577431605	-0.00248901477981679	0.0208305253776097	0.0188478513191287	-0.00198267405848105	-0.000185147145367572	0.00032119357596818	0.000506340721335743	-0.353959826395699	1.91063061899464e-10	TRUE
Lingo1	0.0465712057459119	0.0382247715005916	-0.00834643424532032	0.0465296645446737	0.0386037394130128	-0.00792592513166084	-4.15412012382474e-05	0.000378967912421209	0.000420509113659477	-0.36549324515559	1.94008773602449e-10	TRUE
Nfib	0.0263174416326689	0.0356568168401482	0.00933937520747935	0.0260751927711482	0.0360811676105234	0.0100059748393752	-0.000242248861520671	0.000424350770375233	0.000666599631895855	0.353069192521773	1.95509172614342e-10	TRUE
Ssh2	0.0192678203059525	0.0161145071886335	-0.00315331311731897	0.0190052577064148	0.0163844503272815	-0.00262080737913333	-0.000262562599537698	0.00026994313864797	0.000532505738185638	-0.470632563407263	2.00579637754244e-10	TRUE
