gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	mch_ctrl	mch_mut	mch_diff	ctrl_M1_mch	ctrl_M2_mch	ctrl_F1_mch	ctrl_F2_mch	mut_M1_mch	mut_M2_mch	mut_F1_mch	mut_F2_mch	n_ch_sites_mean	total_coverage_mean	edger_logFC	edger_logCPM	edger_F	edger_pval	edger_fdr	p_bonferroni	sig_bonferroni	sig_fdr005	sig_fdr010
Nbeal1	ENSMUSG00000073664.11	chr1	60180598	60338328	+	protein_coding	157730	0.0132509966193843	0.013794910599373	0.000543913979988662	0.0153447966008139	0.0123694881895761	0.0117910546077334	0.0134986470794139	0.00901563689690714	0.0154497715888205	0.0118856373633444	0.0188285965484199	54011.375	1200041.25	-0.260751089508444	6.42497161449243	26.3598246262048	2.3324510599097e-05	0.000346045850990963	0.492077200109149	FALSE	TRUE	TRUE
Myo16	ENSMUSG00000039057.11	chr8	10153910	10634742	+	protein_coding	480832	0.0224507543822936	0.0225049997701406	5.42453878470128e-05	0.024358623300238	0.0222099445581877	0.0210164752227623	0.0222179744479864	0.0191032171246837	0.024162448312455	0.0208596859947865	0.0258946476486372	199109	4425769.25	-0.127233276925262	9.0631420605383	26.1239949983098	2.47858978654703e-05	0.000363130616158213	0.522908087267827	FALSE	TRUE	TRUE
Greb1l	ENSMUSG00000042942.18	chr18	10325176	10562940	+	protein_coding	237764	0.0148258274018805	0.0148502883032649	2.44609013843357e-05	0.0178605994162551	0.0137732348361713	0.013084189539894	0.0145852858152016	0.0112309142546743	0.0172170669762795	0.0134102079181851	0.0175429640639204	93362.25	2026969.625	-0.213839178655978	7.32663656669599	26.0223221696375	2.54461503161625e-05	0.000370744083715525	0.53683743322008	FALSE	TRUE	TRUE
Abca16	ENSMUSG00000051900.12	chr7	120409646	120544813	+	protein_coding	135167	0.0128790920212509	0.0131453804316401	0.000266288410389207	0.0159022719103267	0.0110931404482183	0.011503175484829	0.0130177802416298	0.00808667695102435	0.015641620430466	0.0117907010639848	0.0170625232810854	48633.875	1001422.5	-0.306393678145742	6.10469593600659	25.3498792345352	3.03204395737262e-05	0.000426446875791268	0.639670313686902	FALSE	TRUE	TRUE
Nedd9	ENSMUSG00000021365.15	chr13	41309580	41487362	-	protein_coding	177782	0.0165795280713647	0.0165973376831277	1.78096117629187e-05	0.0185822277384811	0.0161495444896156	0.0152457303896599	0.0163406096677023	0.0122947475487359	0.0181398999911275	0.0153095753641794	0.0206451278284678	74666.375	1604586.5	-0.211611694739655	7.15211868118313	25.2934692136801	3.0772907876152e-05	0.000431372782367561	0.649216037463179	FALSE	TRUE	TRUE
Dnah7a	ENSMUSG00000096141.2	chr1	53397005	53706784	-	protein_coding	309779	0.0129347480642217	0.0135632847994466	0.000628536735224984	0.015648272611674	0.0115326528978015	0.0112808955884511	0.0132771711589599	0.00935748780486354	0.0154590745756377	0.0120184144579889	0.0174181623592965	117108.375	2454750.75	-0.211034316302956	7.43056115058153	25.1429480325014	3.20162851803666e-05	0.000444969340192892	0.675447568450193	FALSE	TRUE	TRUE
Lrfn5	ENSMUSG00000035653.16	chr12	61523149	61858342	+	protein_coding	335193	0.0134108786558819	0.0138935273720492	0.000482648716167317	0.0162514052485323	0.0125871292834475	0.0116960469264123	0.0131089331651355	0.00931532822469289	0.0163029156730897	0.0126996728856909	0.0172561927047234	109652.5	2328427.75	-0.226458723383149	7.39987102270274	25.1428587758997	3.20170383662516e-05	0.000444969340192892	0.67546345841281	FALSE	TRUE	TRUE
Lmo3	ENSMUSG00000030226.12	chr6	138362917	138581968	-	protein_coding	219051	0.0145758274543897	0.0149693279482512	0.000393500493861504	0.0168807775601003	0.013266856857086	0.0134707267484403	0.0146849486519321	0.0109761375219356	0.0166416531581198	0.0133056590465313	0.0189538620664179	79794.625	1814216.625	-0.200017376544248	7.16050876261839	25.0363115089715	3.29299103108619e-05	0.000454958950771613	0.694722317828254	FALSE	TRUE	TRUE
Ehbp1	ENSMUSG00000042302.14	chr11	22005827	22342292	-	protein_coding	336465	0.0196643260316044	0.019846472960015	0.000182146928410586	0.021976989480648	0.0175197276318356	0.0187261842669156	0.0204344027470183	0.0154365511360894	0.0220127224197147	0.0184834831975823	0.0234531350866735	124849.625	2787741.5	-0.166413588109996	8.20418224535147	25.0268242872517	3.30125456240092e-05	0.000455802143344059	0.696465675029722	FALSE	TRUE	TRUE
Nalcn	ENSMUSG00000000197.8	chr14	123276633	123627144	-	protein_coding	350511	0.0179113861038022	0.0180561007903679	0.000144714686565732	0.0200488891303167	0.0169402607578621	0.0167022751034644	0.0179541194235656	0.0147044484957973	0.0194889555928235	0.0160245589859409	0.02200644008691	120754.875	2505880.75	-0.165148513891081	7.91529989144126	24.6650996206971	3.63363177992498e-05	0.000492982184315609	0.766587296610772	FALSE	TRUE	TRUE
Ccdc7a	ENSMUSG00000025808.17	chr8	128734234	129065517	-	protein_coding	331283	0.0124955763796664	0.0131943901905341	0.00069881381086765	0.0153815010948155	0.0115803009066455	0.0107966152524224	0.0122238882647824	0.00862529457016358	0.0152012477156306	0.0118994648696859	0.0170515536066563	113800.125	2402974.875	-0.223435877678244	7.35277240525893	24.1986207623115	4.11659241857644e-05	0.000545868951946619	0.868477502547071	FALSE	TRUE	TRUE
Dnah9	ENSMUSG00000056752.16	chr11	65831281	66168551	-	protein_coding	337270	0.0141991457093582	0.014372731411231	0.000173585701872878	0.016944064035029	0.0130730143484194	0.0133045405055114	0.0134749639484729	0.010618608508778	0.0167928174244535	0.0132848434034352	0.0167946563082575	135441.125	2891874.125	-0.197730761567188	7.78773202018631	24.1574151006583	4.16246931334423e-05	0.000550568119771932	0.878156151036231	FALSE	TRUE	TRUE
Atp8b4	ENSMUSG00000060131.11	chr2	126320972	126500674	-	protein_coding	179702	0.0188048934016093	0.0188630374403496	5.81440387403091e-05	0.0210825809180214	0.0174611942329707	0.0178059818174478	0.0188698166379973	0.0150662691055536	0.0212926456177752	0.0165380354123129	0.0225551996257567	71206.625	1585385.25	-0.184790006999937	7.32222366121871	24.029690803442	4.30821307826471e-05	0.000565590362863413	0.908903713121505	FALSE	TRUE	TRUE
Ano4	ENSMUSG00000035189.17	chr10	88948993	89344762	-	protein_coding	395769	0.0147527914381417	0.0152352392941948	0.000482447856053154	0.0172162928716637	0.0136373794082855	0.013035837561132	0.0151216559114855	0.0115974213016333	0.0168812630065775	0.0135791096478379	0.0188831632207306	151323.625	3342001.875	-0.172400905420334	8.06292386350942	23.7934511994878	4.59250055186817e-05	0.000595135037731958	0.968879841427627	FALSE	TRUE	TRUE
Ankfn1	ENSMUSG00000047773.15	chr11	89390222	89841266	-	protein_coding	451044	0.0156322348333445	0.0159881822309159	0.000355947397571433	0.0186899230320063	0.0142945249117517	0.0138641242718859	0.0156803671177341	0.0123023898037829	0.0176766800032774	0.0146332904223834	0.01934036869422	182802	3974416.25	-0.172139464718145	8.39230457185643	23.4717861372476	5.0126044801275e-05	0.000639364671809249	1	FALSE	TRUE	TRUE
Nipbl	ENSMUSG00000022141.7	chr15	8290616	8444463	-	protein_coding	153847	0.0132359059159008	0.013559837682911	0.000323931767010201	0.0149224428717625	0.0127584702774497	0.0117284877459925	0.0135342227683985	0.00949132910781506	0.0155290779933741	0.011485739026569	0.0177332046038857	54524.375	1203167.875	-0.246518730857604	6.42336081069278	23.3514002987061	5.18034348505896e-05	0.000656000639281446	1	FALSE	TRUE	TRUE
Phactr2	ENSMUSG00000062866.16	chr10	13207716	13474412	-	protein_coding	266696	0.0196311447138462	0.0199838476364329	0.000352702922586778	0.0213597660586864	0.0186071631018425	0.018968096548236	0.0195895531466197	0.0159014803322753	0.0219515197636421	0.0180478820417711	0.0240345084080434	106771.125	2339470.625	-0.150026136641908	7.95481408864249	23.2685683712017	5.29926992970918e-05	0.000667104982554617	1	FALSE	TRUE	TRUE
Dnah6	ENSMUSG00000052861.13	chr6	73017605	73221651	-	protein_coding	204046	0.0140600997822221	0.0142368764224172	0.000176776640195114	0.016658600828269	0.0132392115483435	0.0123880464854101	0.0139545402668657	0.0102164838839358	0.0159295302813466	0.0130771849911495	0.0177243065332369	78086.625	1660864	-0.221317251200738	6.96871450312245	22.8317994299856	5.97708208644277e-05	0.000738281620478238	1	FALSE	TRUE	TRUE
Hivep2	ENSMUSG00000015501.10	chr10	13966074	14151374	+	protein_coding	185300	0.0174482794197291	0.0174918725721767	4.35931524476185e-05	0.0195557004778765	0.0163546742555233	0.0159551295151282	0.0179276134303885	0.0135142268911999	0.0194032959793523	0.0159371822861432	0.0211127851320115	73665	1574523.375	-0.190854678918036	7.19854768877867	22.6883146363676	6.21972353621483e-05	0.000762449200717747	1	FALSE	TRUE	TRUE
Trp63	ENSMUSG00000022510.14	chr16	25683762	25892102	+	protein_coding	208340	0.0143567284327498	0.0144630066582432	0.00010627822549345	0.0168189003618053	0.0125416142949349	0.0136771363146301	0.0143892627596287	0.0101329004958554	0.0166271848632322	0.0136487005484484	0.0174432407254369	79187.875	1810833	-0.224711955125273	7.12263562949329	22.6497382698324	6.28675712511601e-05	0.000768879507643898	1	FALSE	TRUE	TRUE
Pip5k1b	ENSMUSG00000024867.14	chr19	24294793	24555872	-	protein_coding	261079	0.0196537502594458	0.0196902054149197	3.64551554739231e-05	0.0219082356995954	0.0180318412360131	0.0183524595372919	0.0203224645648828	0.0158958549861715	0.0209627494430834	0.0181663486205032	0.0237358686099207	106989.625	2253564.875	-0.163860164793219	7.88685607041346	22.5891773021898	6.39357107033923e-05	0.000777884480224606	1	FALSE	TRUE	TRUE
Col11a1	ENSMUSG00000027966.20	chr3	114030539	114220718	+	protein_coding	190179	0.014776016049288	0.0149606731945123	0.000184657145224332	0.0178900161590542	0.0132443152422951	0.013829466571291	0.0141402662245117	0.0104306790075653	0.0168538220775195	0.0138893991993328	0.0186687924936317	64394	1479026.5	-0.233366086372653	6.87257111171932	22.5805407973024	6.40896254671504e-05	0.00077930768212131	1	FALSE	TRUE	TRUE
Ndst4	ENSMUSG00000027971.16	chr3	125404075	125728899	+	protein_coding	324824	0.0130958356270333	0.0136911893399334	0.000595353712900031	0.015783482415327	0.0110376345814533	0.0119815547003077	0.0135806708110453	0.00985987369021567	0.0156516359022926	0.0118035047929162	0.0174497429743089	115710.125	2570218.25	-0.200757969589895	7.51633572001045	22.2019046932617	7.12468101562954e-05	0.000847768727505564	1	FALSE	TRUE	TRUE
Dok6	ENSMUSG00000073514.4	chr18	89292423	89769528	-	protein_coding	477105	0.0129075334655219	0.0138848892205744	0.000977355755052447	0.0156267026648993	0.0116716318428246	0.0115255673594276	0.0128062319949361	0.00936400138799385	0.015865256673909	0.012536332754915	0.0177739660654796	163041.75	3456321.25	-0.177591533961724	7.94222863855432	22.1806382801904	7.16736128414274e-05	0.000851588917532126	1	FALSE	TRUE	TRUE
Gpc5	ENSMUSG00000022112.14	chr14	115092214	116525179	+	protein_coding	1432965	0.0141258499112749	0.0149577691802303	0.000831919268955346	0.0169788843649254	0.0128230133313325	0.012639041041962	0.0140624609068798	0.0110188765886581	0.0169773684475556	0.0137635126041425	0.0180713190805649	504631.75	11259991.5	-0.142271994851159	9.77109996968661	22.1349179637527	7.26005628629236e-05	0.000861932512503714	1	FALSE	TRUE	TRUE
Npas3	ENSMUSG00000021010.9	chr12	53248156	54072175	+	protein_coding	824019	0.0245488428619634	0.0245907149076837	4.18720457202627e-05	0.0264023352220287	0.0241212722453667	0.023062072822021	0.0246096911584374	0.0218819741212727	0.026311592355226	0.0232068635071515	0.0269624296470846	322645.875	7647547.75	-0.0939209900316158	9.98685224402567	22.007012145868	7.5263202031133e-05	0.000888543801483388	1	FALSE	TRUE	TRUE
Negr1	ENSMUSG00000040037.13	chr3	156561793	157316445	+	protein_coding	754652	0.0232055315145748	0.0236138020965944	0.000408270582019546	0.0255270752405233	0.0217959842736701	0.0221598300021843	0.0233392365419216	0.0198084402561357	0.0253275953564355	0.0223528139201368	0.0269663588536694	283133.375	6215986.25	-0.105685636055979	9.60862749067556	21.9818114299005	7.58001367292979e-05	0.000894382262068232	1	FALSE	TRUE	TRUE
Zdhhc14	ENSMUSG00000034265.8	chr17	5492556	5753811	+	protein_coding	261255	0.0228382562437115	0.0229164364561814	7.81802124698236e-05	0.0256509930158365	0.0213739611574051	0.0213120528939952	0.0230160179076093	0.0186999180791824	0.0247182656508781	0.0214480635352462	0.0267994985594188	113569.375	2272834.25	-0.14945870326542	8.11962291251973	21.827798498136	7.91727721961857e-05	0.000927433634104903	1	FALSE	TRUE	TRUE
Lrmda	ENSMUSG00000063458.13	chr14	22019711	23056085	+	protein_coding	1036374	0.0171468147396394	0.0179034756165624	0.000756660876923089	0.0194010663184147	0.0162057453466873	0.0156727926276506	0.0173076546658048	0.014050691440592	0.0197038248284239	0.0167410612602504	0.0211183249369835	413555.5	9512968.375	-0.114181464397498	9.80218316983605	21.8208374273216	7.93289864240839e-05	0.000928747850493284	1	FALSE	TRUE	TRUE
Tbc1d5	ENSMUSG00000023923.10	chr17	50733123	51179352	-	protein_coding	446229	0.0185060725983768	0.0188152716523637	0.000309199053986926	0.0209916412385001	0.0171130498763082	0.0167937335501889	0.0191258657285101	0.0150722063536735	0.0206411371083523	0.0173090316231648	0.0222387115242644	161070.25	3499871.875	-0.149271009790154	8.44873693635649	21.7112656760079	8.18322415333419e-05	0.000948579560235667	1	FALSE	TRUE	TRUE
Cdh6	ENSMUSG00000039385.5	chr15	13028700	13173675	-	protein_coding	144975	0.0161655188776787	0.0162666492910782	0.00010113041339951	0.01845060320059	0.0148724854469833	0.0150408014421555	0.016298185420986	0.0121412309273199	0.0181921924736066	0.0148171739478137	0.0199159998155727	56394.375	1264078.75	-0.206088816640367	6.77342794232601	21.5455255591102	8.57821761938131e-05	0.000984628167116907	1	FALSE	TRUE	TRUE
Sorbs2	ENSMUSG00000031626.18	chr8	45507787	45827906	+	protein_coding	320119	0.0167468643582682	0.0168008239535483	5.39595952801474e-05	0.018917195956867	0.0151932727809843	0.0158569821227653	0.0170200065724561	0.0137804900132191	0.0183313112864661	0.0153459912750519	0.0197455032394562	123550.5	2814880	-0.156634246922222	7.98463696182984	21.4317171328083	8.86134288880676e-05	0.00100834817111735	1	FALSE	TRUE	TRUE
