ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0050803	regulation of synapse structure or activity	33/846	316/18124	1.36769970109877e-05	0.0053493060201746	0.00492211048045871	Actr2/App/Asap1/Caprin2/Cdh2/Chrna7/Cntnap4/Dnm3/Farp1/Fyn/Gpm6a/Gpr158/Grid2/Il1rap/Lrrn3/Mycbp2/Ngef/Nlgn1/Nrg2/Ntrk2/Pak3/Pik3r1/Plxnc1/Ppfia2/Ppp1r9a/Pten/Ptk2/Reln/Rock1/Rock2/Septin11/Tanc1/Tiam1	33
GO:0007416	synapse assembly	26/846	221/18124	1.41862460755344e-05	0.0053493060201746	0.00492211048045871	App/Cacna1a/Cdh2/Dnm3/Dock7/Farp1/Gabrb2/Gabrb3/Gpm6a/Grid2/Il1rap/Large1/Lgi2/Lrrn3/Mycbp2/Myo6/Nlgn1/Nrg2/Ntrk2/Pclo/Pik3r1/Ppp1r9a/Pten/Ptk2/Reln/Srgap2	26
GO:0048167	regulation of synaptic plasticity	28/846	250/18124	1.69748880680519e-05	0.00594363580782789	0.0054689770956092	Abhd6/Adcy1/Agt/App/Camk2a/Chrna7/Cpeb1/Creb1/Ctnnd2/Erc2/Gnal/Grid2/Large1/Mme/Myo6/Nlgn1/Ntrk2/P2rx3/Ppp1r9a/Pten/Rapgef2/Reln/Rims1/Slc1a1/Slc38a1/Slc4a10/Unc13a/Unc13c	28
GO:0018209	peptidyl-serine modification	34/846	336/18124	1.97718742637773e-05	0.00646144850940243	0.00594543727861655	Agt/Akap9/Akt3/Angpt1/App/Camk1d/Camk2a/Caprin2/Chrna7/Cnksr3/Csnk1g3/Dock7/Epm2a/Fnip2/Galnt13/Hipk2/Lats2/Mapk8/Mapkapk2/Myo3a/Nek7/Ntrk2/Pkn1/Prkacb/Prkci/Pten/Rictor/Rock1/Rock2/Rps6ka2/Rps6ka6/Slc1a1/Stk32b/Stk39	34
GO:0099003	vesicle-mediated transport in synapse	29/846	267/18124	2.16215822578455e-05	0.00659018545294483	0.00606389329078756	Ap3b2/Atp6v0d1/Cacna1a/Cacnb4/Camk2a/Cdh2/Dennd1a/Dnm2/Dnm3/Erc2/Fcho2/Myo6/Nlgn1/Pclo/Pld1/Ppfia2/Ppp3cc/Pten/Rims1/Rock1/Sh3gl2/Stxbp5/Stxbp5l/Sv2b/Sv2c/Syn3/Trim9/Unc13a/Unc13c	29
GO:0018105	peptidyl-serine phosphorylation	33/846	324/18124	2.28545803141701e-05	0.00659018545294483	0.00606389329078756	Agt/Akap9/Akt3/Angpt1/App/Camk1d/Camk2a/Caprin2/Chrna7/Cnksr3/Csnk1g3/Dock7/Epm2a/Fnip2/Hipk2/Lats2/Mapk8/Mapkapk2/Myo3a/Nek7/Ntrk2/Pkn1/Prkacb/Prkci/Pten/Rictor/Rock1/Rock2/Rps6ka2/Rps6ka6/Slc1a1/Stk32b/Stk39	33
GO:0046928	regulation of neurotransmitter secretion	16/846	105/18124	2.80435222124329e-05	0.00763718588251923	0.00702728027370029	Cacna1a/Cacnb4/Camk2a/Gpr158/Ica1/Mctp1/Nlgn1/Ntrk2/Ppfia2/Ppp1r9a/Rims1/Stxbp5/Stxbp5l/Sv2b/Sv2c/Unc13a	16
GO:0022406	membrane docking	14/846	85/18124	3.62817592110534e-05	0.00936069387645177	0.00861314893182071	Camk2a/Cep290/Cep83/Esyt2/Exoc2/Exoc4/Pdzd8/Rims1/Rock1/Stx7/Unc13a/Unc13c/Uso1/Vapb	14
GO:0043547	positive regulation of GTPase activity	27/846	248/18124	3.94496642633251e-05	0.00966911271094099	0.00889693744043938	Agap3/Arhgef26/Arhgef7/Asap1/Chn1/Dennd1a/Dennd1b/Dock7/Fermt2/Iqsec3/Map4k4/Ngef/Ralgps2/Rapgef2/Rapgef5/Rgl1/Rgma/Rgs7/Rsu1/Srgap2/Tbc1d14/Tbc1d15/Tbc1d2/Tbc1d2b/Tbck/Tiam1/Wdr41	27
GO:0007409	axonogenesis	43/846	486/18124	4.56517930450233e-05	0.0106564328336526	0.00980541018535965	Ablim1/Adcy1/Adcy10/Afg3l2/Apc/App/Bmpr1b/Cacna1a/Cdh2/Chn1/Cntn1/Col25a1/Creb1/Crppa/D130043K22Rik/Dnm2/Dock7/Dpysl5/Fzd3/Klf7/Map2/Mycbp2/Nefm/Ntrk2/Pak3/Plxnb3/Plxnc1/Prickle1/Prkg1/Pten/Ptk2/Ptprz1/Raph1/Reln/Rgma/Sema3g/Shtn1/Stxbp5/Tenm2/Tiam1/Ust/Vangl2/Zdhhc17	43
GO:0016311	dephosphorylation	32/846	322/18124	4.89280806356425e-05	0.0109020659670873	0.0100314270585516	Ahr/Btrc/Cdc14a/Cry2/Cttnbp2nl/Epm2a/Fbxw11/Mgat5/Phlpp1/Ppm1h/Ppp1r12a/Ppp2r2a/Ppp2r5a/Ppp2r5c/Ppp2r5e/Ppp3cc/Ppp4r4/Pten/Ptpn2/Ptpn3/Ptpn4/Ptprc/Ptprh/Ptprn2/Ptprz1/Rcan1/Rngtt/Rock1/Rock2/Sgpp1/Sgpp2/Slc39a10	32
GO:0140056	organelle localization by membrane tethering	13/846	79/18124	6.90441306675261e-05	0.0143334734438086	0.0131888023592346	Camk2a/Cep290/Cep83/Esyt2/Exoc2/Exoc4/Pdzd8/Rims1/Stx7/Unc13a/Unc13c/Uso1/Vapb	13
GO:0007215	glutamate receptor signaling pathway	10/846	49/18124	7.28945257409254e-05	0.0143334734438086	0.0131888023592346	App/Camk2a/Fyn/Gnaq/Gria2/Grm1/Grm3/Slc1a1/Tiam1/Unc13a	10
GO:0061001	regulation of dendritic spine morphogenesis	11/846	59/18124	7.69789839060694e-05	0.0143334734438086	0.0131888023592346	Actr2/Caprin2/Dnm3/Ngef/Nlgn1/Pak3/Ppfia2/Ppp1r9a/Pten/Reln/Tiam1	11
GO:0035336	long-chain fatty-acyl-CoA metabolic process	5/846	11/18124	7.99506775700208e-05	0.0143334734438086	0.0131888023592346	Acot7/Acsl3/Acsl6/Far1/Far2	5
GO:2001224	positive regulation of neuron migration	7/846	24/18124	8.10831685745008e-05	0.0143334734438086	0.0131888023592346	Il1r1/Mapk8/Nipbl/Ptprz1/Rapgef2/Reln/Shtn1	7
GO:0099175	regulation of postsynapse organization	18/846	139/18124	8.39199634030164e-05	0.0143334734438086	0.0131888023592346	Actr2/App/Asap1/Caprin2/Cdh2/Dnm3/Fyn/Grid2/Il1rap/Ngef/Nlgn1/Pak3/Ppfia2/Ppp1r9a/Pten/Reln/Tanc1/Tiam1	18
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	39/846	437/18124	8.47961505243674e-05	0.0143334734438086	0.0131888023592346	Agap3/Ankib1/Apc/Ascc3/Bag5/Btrc/Cdc26/Clgn/Cop1/Cul1/Ddit3/Eif3h/Epm2a/Fbxl17/Fbxl4/Fbxo33/Fbxw11/Fbxw7/Hectd1/Kif14/Klhl3/Man1a2/Mapk8/N4bp1/Nkd2/Ppp2r5c/Prickle1/Rhobtb3/Rmnd5a/Rnf180/Rnf19a/Rnf217/Siah3/Stt3b/Tbl1xr1/Trim45/Trim9/Ube2w/Wwp1	39
GO:0097581	lamellipodium organization	14/846	92/18124	8.89228550472686e-05	0.0145299945147237	0.0133696292588613	Ablim1/Ablim3/Actr2/Arhgef7/Dnm2/Enpp2/Fer/Fgd4/Golph3/Kank1/Nckap1/Pik3r1/Plxnb3/Snx2	14
GO:0007163	establishment or maintenance of cell polarity	24/846	227/18124	0.000163747395073668	0.0257127201283255	0.0236593024866059	Actr2/Amotl1/Apc/Cep290/Crb1/Crb2/Dock7/Exoc4/Fbxw11/Golph3/Gpsm2/Jam3/Kank1/Lin7a/Map2/Nckap1/Pard6g/Prickle1/Prkci/Rictor/Ripor2/Shtn1/Ust/Vangl2	24
GO:0060996	dendritic spine development	17/846	134/18124	0.000168692758552516	0.0257127201283255	0.0236593024866059	Actr2/Arid1b/Asap1/Camk2a/Caprin2/Ctnnd2/Dnm3/Ngef/Nlgn1/Pak3/Ppfia2/Ppp1r9a/Pten/Reln/Spire1/Srgap2/Tiam1	17
GO:1990778	protein localization to cell periphery	35/846	390/18124	0.00017309664713071	0.0257127201283255	0.0236593024866059	Acsl3/Adam22/Arl13b/Camk2a/Cdh2/Epb41l3/Epm2a/Fcho2/Golph3/Gphn/Gpr158/Gpsm2/Hectd1/Kcnip3/Kcnip4/Large1/Lin7a/Map7/Nbea/Neto2/Nkd2/Pik3r1/Pls1/Ppp2r5a/Prkci/Rapgef2/Rock1/Rock2/Sec23a/Slc1a1/Sorbs1/Sorl1/Sptbn1/Stx7/Tspan5	35
GO:0060997	dendritic spine morphogenesis	12/846	76/18124	0.00019542674750903	0.0274886718942655	0.0252934267574841	Actr2/Caprin2/Ctnnd2/Dnm3/Ngef/Nlgn1/Pak3/Ppfia2/Ppp1r9a/Pten/Reln/Tiam1	12
GO:1902991	regulation of amyloid precursor protein catabolic process	9/846	45/18124	0.000196267547184678	0.0274886718942655	0.0252934267574841	App/Chrna7/Ifngr1/Ntrk2/Rock1/Rock2/Slc2a13/Sorl1/Unc13a	9
GO:0034329	cell junction assembly	40/846	472/18124	0.000207927474550272	0.0283127911179287	0.0260517318259624	Agt/App/Arvcf/Cacna1a/Cdh2/Ctnnd2/Dnm3/Dock7/Enpp2/Epb41l3/Farp1/Fermt2/Gabrb2/Gabrb3/Gpm6a/Grid2/Il1rap/Jam3/Large1/Lgi2/Lrrn3/Map4k4/Mpp7/Mycbp2/Myo6/Nlgn1/Nrg2/Ntrk2/Pclo/Pik3r1/Ppp1r9a/Pten/Ptk2/Rapgef2/Reln/Rock1/Rock2/Sorbs1/Srgap2/Tesk2	40
GO:0051588	regulation of neurotransmitter transport	16/846	125/18124	0.00023415550795379	0.0310224405402562	0.028544988665206	Cacna1a/Cacnb4/Camk2a/Gpr158/Ica1/Mctp1/Nlgn1/Ntrk2/Ppfia2/Ppp1r9a/Rims1/Stxbp5/Stxbp5l/Sv2b/Sv2c/Unc13a	16
GO:0001505	regulation of neurotransmitter levels	23/846	219/18124	0.00024509418791383	0.031617150240884	0.0290922048534837	Cacna1a/Cacnb4/Camk2a/Erc2/Gpr158/Ica1/Lin7a/Mctp1/Nlgn1/Ntrk2/Pclo/Ppfia2/Ppp1r9a/Ptprn2/Rims1/Stxbp5/Stxbp5l/Sv2b/Sv2c/Syn3/Trim9/Unc13a/Unc13c	23
GO:0006665	sphingolipid metabolic process	17/846	139/18124	0.0002632836270989	0.03285102885118	0.0302275459269699	Acer3/Asah2/Cers4/Crem/Elovl5/Elovl6/Elovl7/Enpp2/Galc/Map7/Pemt/Sgms1/Sgpp1/Sgpp2/Smpdl3a/Sptlc3/St8sia4	17
GO:0016079	synaptic vesicle exocytosis	15/846	114/18124	0.000268062250927621	0.03285102885118	0.0302275459269699	Cacna1a/Cacnb4/Camk2a/Erc2/Nlgn1/Pclo/Ppfia2/Rims1/Stxbp5/Stxbp5l/Sv2b/Sv2c/Trim9/Unc13a/Unc13c	15
GO:0046676	negative regulation of insulin secretion	10/846	58/18124	0.000316676261515271	0.037862122779216	0.034838453930499	Foxo1/Gnaz/Hadh/Irs1/Klf7/Map4k4/Ndufaf2/Pde8b/Stxbp5l/Vsnl1	10
GO:0016055	Wnt signaling pathway	37/846	436/18124	0.000345555912879716	0.040331311546104	0.0371104533004908	Amotl1/Apc/App/Bcl9/Btrc/Caprin2/Ccny/Cdh2/Cpe/Csnk1g3/Ctnnd2/Daam1/Ddit3/Depdc1b/Epm2a/Fbxw11/Fermt2/Foxo1/Fzd3/Gnaq/Grk5/Kank1/Lats2/Mark1/Mbd2/Mcc/Nkd2/Otulin/Prickle1/Pten/Rbpj/Reck/Strn/Tbl1xr1/Tiam1/Tle4/Vangl2	37
GO:0198738	cell-cell signaling by wnt	37/846	438/18124	0.000377275903845157	0.0430094530383478	0.0395747184327172	Amotl1/Apc/App/Bcl9/Btrc/Caprin2/Ccny/Cdh2/Cpe/Csnk1g3/Ctnnd2/Daam1/Ddit3/Depdc1b/Epm2a/Fbxw11/Fermt2/Foxo1/Fzd3/Gnaq/Grk5/Kank1/Lats2/Mark1/Mbd2/Mcc/Nkd2/Otulin/Prickle1/Pten/Rbpj/Reck/Strn/Tbl1xr1/Tiam1/Tle4/Vangl2	37
GO:0031400	negative regulation of protein modification process	38/846	456/18124	0.000412316541210155	0.0451055805850794	0.0415034492488706	Agt/Angpt1/Apc/Bag5/Chrna7/Cnksr3/Cry2/Deptor/Dnajc3/Epm2a/Fry/Fyn/Gnaq/Insr/Ivns1abp/Lats2/Mgat5/N4bp1/Ncoa7/Nnt/Oxr1/Pibf1/Pkia/Pkn1/Ppp4r4/Prkag2/Pten/Ptpn2/Ptprc/Ptprh/Rock1/Rock2/Sh3gl2/Sirpa/Slc8a1/Sorl1/Spag9/Spred2	38
GO:0042490	mechanoreceptor differentiation	13/846	94/18124	0.000414065917243691	0.0451055805850794	0.0415034492488706	Dicer1/Gabrb2/Gabrb3/Gsdme/Myo3a/Myo6/Myo7a/Ntrk2/Pls1/Rbpj/Ripor2/Slc4a7/Vangl2	13
GO:0046058	cAMP metabolic process	5/846	15/18124	0.000444429635670855	0.0465793177964381	0.0428594938172898	Adcy1/Adcy10/Adcy2/Adcy3/Cacnb4	5
GO:0030010	establishment of cell polarity	18/846	159/18124	0.000458670189434867	0.0465793177964381	0.0428594938172898	Amotl1/Crb1/Crb2/Dock7/Exoc4/Fbxw11/Golph3/Gpsm2/Jam3/Kank1/Map2/Prickle1/Prkci/Rictor/Ripor2/Shtn1/Ust/Vangl2	18
GO:0015012	heparan sulfate proteoglycan biosynthetic process	7/846	31/18124	0.000463000612911915	0.0465793177964381	0.0428594938172898	Ext2/Extl3/Hs2st1/Hs3st1/Hs6st3/Ndst3/Vangl2	7
GO:0006836	neurotransmitter transport	23/846	229/18124	0.000465603135868108	0.0465793177964381	0.0428594938172898	Cacna1a/Cacnb4/Camk2a/Erc2/Gpr158/Ica1/Lin7a/Mctp1/Nlgn1/Ntrk2/Pclo/Ppfia2/Ppp1r9a/Ptprn2/Rims1/Stxbp5/Stxbp5l/Sv2b/Sv2c/Syn3/Trim9/Unc13a/Unc13c	23
GO:0007528	neuromuscular junction development	10/846	61/18124	0.000482415190305733	0.047295985257574	0.0435189282202119	Afg3l2/App/Cacnb4/Gphn/Large1/Mycbp2/Sorbs1/Sorbs2/Unc13a/Unc13c	10
