anchor_id	loop_id	anchor_number	chr	start	end	anchor_type	anchor_distance_to_tss	loop_class	loop_direction	loop_logFC	loop_fdr	loop_category	loop_resolution_kb	loop_distance	loop_type	H3K27ac_overlap	H3K27me3_overlap	H3K4me1_overlap	H3K4me3_overlap	Bivalent_Promoter_overlap
loop_727_A1	loop_727	1	chr3	49185000	49190000	Poised_Enhancer	567324	Gained	up_in_mutant	0.648903030552877	0.0256698622010734	moderate_differential	5	575000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_753_A1	loop_753	1	chr4	33520000	33525000	Active_Enhancer	81918	Lost	down_in_mutant	-0.407900527865251	0.0160789924202226	weak_differential	5	215000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_15943_A1	loop_15943	1	chr4	45940000	45950000	CTCF_Site	15333	Gained	up_in_mutant	0.353299532641351	0.000384580681911	weak_differential	10	180000	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_827_A1	loop_827	1	chr5	67845000	67850000	Active_Promoter	0	Lost	down_in_mutant	-0.460344990434603	0.012276662330146	weak_differential	5	2e+05	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_867_A1	loop_867	1	chr6	13835000	13840000	Active_Promoter	0	Lost	down_in_mutant	-0.316726841379132	0.0253141522163369	weak_differential	5	65000	Active_Promoter-Poised_Enhancer	TRUE	FALSE	FALSE	TRUE	FALSE
loop_869_A1	loop_869	1	chr6	51765000	51770000	Active_Enhancer	241098	Lost	down_in_mutant	-0.31590110989778	0.0266033656551999	weak_differential	5	80000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_882_A1	loop_882	1	chr6	13830000	13835000	Active_Enhancer	4941	Lost	down_in_mutant	-0.433706220302438	0.0269721261047592	weak_differential	5	150000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_17266_A1	loop_17266	1	chr6	60550000	60560000	CTCF_Site	146292	Lost	down_in_mutant	-0.600053079545689	0.0006548165469775	moderate_differential	10	750000	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1107_A1	loop_1107	1	chr6	43660000	43670000	Other	0	Lost	down_in_mutant	-0.62207260584874	0.0003614764220882	moderate_differential	10	630000	Poised_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	FALSE
loop_15541_A1	loop_15541	1	chr6	20500000	20525000	Active_Enhancer	690502	Lost	down_in_mutant	-0.452097905259116	0.0002589436056028	weak_differential	25	7e+05	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_936_A1	loop_936	1	chr7	90055000	90060000	Active_Enhancer	69983	Lost	down_in_mutant	-0.310295150617931	0.0088678910504422	weak_differential	5	60000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_971_A1	loop_971	1	chr7	92870000	92875000	Active_Promoter	0	Lost	down_in_mutant	-0.404672533324142	0.0206478738780949	weak_differential	5	220000	Active_Promoter-Active_Enhancer	TRUE	FALSE	FALSE	TRUE	FALSE
loop_17977_A1	loop_17977	1	chr7	60390000	60400000	Other	249780	Lost	down_in_mutant	-0.374358903730253	0.0020457195262961	weak_differential	10	1e+05	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1021_A1	loop_1021	1	chr10	81625000	81630000	Other	0	Lost	down_in_mutant	-0.408779181980828	0.017779488281524	weak_differential	5	550000	Active_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1054_A1	loop_1054	1	chr8	21990000	21995000	Other	20224	Lost	down_in_mutant	-0.435500809394855	0.0120494355181984	weak_differential	5	55000	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_8008_A1	loop_8008	1	chr8	95970000	95980000	Other	81452	Lost	down_in_mutant	-0.907281814173301	2.57709819655521e-05	moderate_differential	10	4800000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1100_A1	loop_1100	1	chr9	120495000	120500000	Poised_Enhancer	2767	Gained	up_in_mutant	0.316430794939712	0.0119934694950731	weak_differential	5	70000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1350_A1	loop_1350	1	chr9	94530000	94540000	Active_Promoter	0	Lost	down_in_mutant	-0.693425681985245	1.8502089672842e-05	moderate_differential	10	170000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1127_A1	loop_1127	1	chr9	99845000	99850000	Polycomb	26169	Gained	up_in_mutant	0.512268586533115	0.0011421711698848	moderate_differential	5	550000	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE
loop_1133_A1	loop_1133	1	chr9	106900000	106905000	CTCF_Site	8020	Lost	down_in_mutant	-0.413238809337614	0.0072145797429907	weak_differential	5	390000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1164_A1	loop_1164	1	chr11	85835000	85840000	Polycomb	2448	Lost	down_in_mutant	-0.443512061434171	0.0031231608696555	weak_differential	5	50000	Repressed_Promoter-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_1231_A1	loop_1231	1	chr12	100685000	100690000	Poised_Enhancer	36982	Lost	down_in_mutant	-0.334345538443171	0.0049474664804606	weak_differential	5	35000	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1262_A1	loop_1262	1	chr15	57690000	57695000	Active_Promoter	0	Lost	down_in_mutant	-0.497796548329216	0.0045136831499299	weak_differential	5	220000	Active_Promoter-Active_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1280_A1	loop_1280	1	chr15	73830000	73835000	Polycomb	4698	Gained	up_in_mutant	0.445075926971527	0.0167595595999851	weak_differential	5	165000	Polycomb-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_11108_A1	loop_11108	1	chr16	72200000	72225000	Poised_Enhancer	9326	Gained	up_in_mutant	0.528857142465129	0.0005650977096149	moderate_differential	25	775000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1327_A1	loop_1327	1	chr16	30600000	30605000	Active_Promoter	276	Lost	down_in_mutant	-0.606689936726529	0.0236370379231726	moderate_differential	5	6e+05	Active_Promoter-Active_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1403_A1	loop_1403	1	chr1	91570000	91575000	CTCF_Site	29455	Gained	up_in_mutant	0.336947069739314	0.0195523107666676	weak_differential	5	180000	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_13443_A1	loop_13443	1	chr19	17240000	17250000	Poised_Enhancer	122843	Lost	down_in_mutant	-0.451842733240291	2.50458627324543e-05	weak_differential	10	110000	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1475_A1	loop_1475	1	chr2	57905000	57910000	Active_Enhancer	87883	Lost	down_in_mutant	-0.445495426881342	0.0110015182887482	weak_differential	5	45000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_13840_A1	loop_13840	1	chr2	73920000	73930000	Poised_Enhancer	8673	Lost	down_in_mutant	-0.365749360104936	2.41477285657953e-05	weak_differential	10	70000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_14500_A1	loop_14500	1	chr2	109540000	109550000	Polycomb	124699	Lost	down_in_mutant	-0.441518084243702	0.003276241804923	weak_differential	10	340000	Polycomb-Other	TRUE	TRUE	TRUE	FALSE	FALSE
loop_1541_A1	loop_1541	1	chr3	123970000	123975000	Active_Enhancer	279146	Lost	down_in_mutant	-0.353380232961542	0.0089336997540338	weak_differential	5	1e+05	Active_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	FALSE
loop_1566_A1	loop_1566	1	chr4	3675000	3680000	Active_Promoter	0	Lost	down_in_mutant	-0.395993412485924	0.0043505787767933	weak_differential	5	75000	Active_Promoter-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1591_A1	loop_1591	1	chr4	82535000	82540000	Active_Enhancer	26983	Lost	down_in_mutant	-0.956922657768539	0.0009032206145608	moderate_differential	5	165000	Bivalent_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1610_A1	loop_1610	1	chr5	105985000	105990000	Poised_Enhancer	108434	Lost	down_in_mutant	-0.453235069681451	0.0055054991878025	weak_differential	5	290000	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_20087_A1	loop_20087	1	chr5	118780000	118790000	CTCF_Site	162338	Gained	up_in_mutant	0.447695485461473	5.75823574649592e-05	weak_differential	10	90000	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1638_A1	loop_1638	1	chr5	49815000	49820000	Active_Enhancer	239005	Lost	down_in_mutant	-0.459287738883099	0.0207454171166079	weak_differential	5	145000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_1662_A1	loop_1662	1	chr6	140625000	140630000	Active_Enhancer	2336	Lost	down_in_mutant	-0.402242657976892	0.0130359506450365	weak_differential	5	85000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1715_A1	loop_1715	1	chr7	84590000	84595000	Other	11721	Lost	down_in_mutant	-0.326783252490957	0.0279717310074719	weak_differential	5	160000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1720_A1	loop_1720	1	chr7	90280000	90285000	CTCF_Site	14567	Lost	down_in_mutant	-0.571639821742711	0.0119934694950731	moderate_differential	5	125000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1844_A1	loop_1844	1	chr8	57795000	57800000	Active_Enhancer	141967	Lost	down_in_mutant	-0.614637350000508	0.0133038001430177	moderate_differential	5	165000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2207_A1	loop_2207	1	chr8	86030000	86040000	Active_Enhancer	189040	Lost	down_in_mutant	-0.353707683412625	0.0060858628107524	weak_differential	10	5e+05	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_18710_A1	loop_18710	1	chr8	98860000	98870000	Active_Enhancer	141885	Lost	down_in_mutant	-0.499289638027787	0.000133523178893	weak_differential	10	550000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_7955_A1	loop_7955	1	chr8	57540000	57550000	Active_Enhancer	28092	Lost	down_in_mutant	-0.676079610913446	0.0001395794781755	moderate_differential	10	420000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_7987_A1	loop_7987	1	chr8	27670000	27680000	Poised_Enhancer	222899	Lost	down_in_mutant	-0.511863483899756	0.0008478707314906	moderate_differential	10	3250000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1882_A1	loop_1882	1	chr8	19705000	19710000	CTCF_Site	19575	Gained	up_in_mutant	0.409196285067122	0.0231948575343385	weak_differential	5	890000	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1955_A1	loop_1955	1	chr9	91405000	91410000	Active_Enhancer	39189	Lost	down_in_mutant	-0.412725005993494	0.0061657611348622	weak_differential	5	140000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1965_A1	loop_1965	1	chr9	29790000	29795000	Polycomb	168140	Gained	up_in_mutant	0.374205075883309	0.0090279570325212	weak_differential	5	170000	Active_Promoter-Polycomb	TRUE	TRUE	TRUE	FALSE	FALSE
loop_1986_A1	loop_1986	1	chr9	118290000	118295000	Poised_Enhancer	134835	Lost	down_in_mutant	-0.427661869333732	0.0166122285567147	weak_differential	5	185000	Bivalent_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_2010_A1	loop_2010	1	chr9	88480000	88485000	Active_Promoter	0	Lost	down_in_mutant	-0.381392022376958	0.0130231788240529	weak_differential	5	235000	Active_Promoter-Active_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE
loop_8889_A1	loop_8889	1	chr9	79030000	79040000	Active_Enhancer	414453	Lost	down_in_mutant	-0.481854557237322	0.0001306749303275	weak_differential	10	260000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2084_A1	loop_2084	1	chr11	26385000	26390000	Other	0	Lost	down_in_mutant	-0.484434612867771	0.0007967080440606	weak_differential	5	50000	Active_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_2107_A1	loop_2107	1	chr11	93695000	93700000	Active_Enhancer	185765	Lost	down_in_mutant	-0.362250056899823	0.0208137016283425	weak_differential	5	120000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2108_A1	loop_2108	1	chr11	93485000	93490000	Active_Enhancer	386971	Lost	down_in_mutant	-0.491873905022398	0.004789085760411	weak_differential	5	155000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2134_A1	loop_2134	1	chr11	30090000	30095000	Other	63966	Lost	down_in_mutant	-0.440902541707972	0.0118671348522153	weak_differential	5	130000	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_2207_A1	loop_2207	1	chr13	98260000	98265000	Active_Promoter	0	Lost	down_in_mutant	-0.35344100089504	0.026223895657889	weak_differential	5	55000	Active_Promoter-Active_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE
loop_10324_A1	loop_10324	1	chr13	83520000	83530000	Active_Enhancer	15965	Lost	down_in_mutant	-0.454853910788424	0.0030749859243435	weak_differential	10	1230000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_10216_A1	loop_10216	1	chr13	83520000	83530000	Active_Enhancer	15965	Lost	down_in_mutant	-0.51177362507795	4.69297804567962e-05	moderate_differential	10	130000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2243_A1	loop_2243	1	chr13	9680000	9685000	Active_Enhancer	80329	Gained	up_in_mutant	0.603657576505031	0.002407982251765	moderate_differential	5	165000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2308_A1	loop_2308	1	chr12	31710000	31715000	Active_Promoter	0	Lost	down_in_mutant	-0.479423629127426	0.0034435214634492	weak_differential	5	110000	Active_Promoter-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_11180_A1	loop_11180	1	chr15	44830000	44840000	Poised_Enhancer	41418	Lost	down_in_mutant	-0.527071564812169	0.0029717674829817	moderate_differential	10	3960000	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_2432_A1	loop_2432	1	chr16	67610000	67615000	Active_Enhancer	5907	Lost	down_in_mutant	-0.426407329428652	0.0271576972621035	weak_differential	5	235000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_11631_A1	loop_11631	1	chr16	49270000	49280000	CTCF_Site	212513	Lost	down_in_mutant	-0.535767264392674	0.0007343824111495	moderate_differential	10	1030000	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11629_A1	loop_11629	1	chr16	82660000	82670000	Poised_Enhancer	1459302	Lost	down_in_mutant	-0.447037141542841	0.0009505000050692	weak_differential	10	750000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_2824_A1	loop_2824	1	chr17	88330000	88340000	Active_Enhancer	100710	Lost	down_in_mutant	-0.398789845490994	0.0001620660208252	weak_differential	10	170000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2833_A1	loop_2833	1	chr17	42310000	42320000	Active_Promoter	0	Lost	down_in_mutant	-0.429871889624772	7.74277804085203e-05	weak_differential	10	140000	Active_Promoter-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2490_A1	loop_2490	1	chr17	5440000	5445000	Other	0	Lost	down_in_mutant	-0.688339953467639	0.016230532390915	moderate_differential	5	445000	Poised_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2524_A1	loop_2524	1	chr1	135750000	135755000	CTCF_Site	11118	Gained	up_in_mutant	0.382641463407192	0.004597824725245	weak_differential	5	35000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_2573_A1	loop_2573	1	chr1	80965000	80970000	Poised_Enhancer	106949	Lost	down_in_mutant	-0.505405314812313	0.0287498320047992	moderate_differential	5	110000	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_22500_A1	loop_22500	1	chr1	182550000	182560000	CTCF_Site	5006	Gained	up_in_mutant	0.333895372721255	0.0031581680320535	weak_differential	10	1e+05	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19480_A1	loop_19480	1	chr1	150780000	150790000	CTCF_Site	203434	Lost	down_in_mutant	-0.360856400490715	0.0007204604398812	weak_differential	10	230000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_2619_A1	loop_2619	1	chr1	48535000	48540000	Other	704615	Lost	down_in_mutant	-0.618777302365277	0.0067196575004867	moderate_differential	5	570000	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_621_A1	loop_621	1	chr18	31010000	31020000	Active_Enhancer	297289	Lost	down_in_mutant	-0.426098600223582	0.0019012489101667	weak_differential	10	3e+05	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_4416_A1	loop_4416	1	chr18	30960000	30970000	Poised_Enhancer	347289	Lost	down_in_mutant	-0.445959354074573	0.0008197874651893	weak_differential	10	480000	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_12404_A1	loop_12404	1	chr18	57400000	57425000	CTCF_Site	0	Lost	down_in_mutant	-0.302946727000836	0.0016140558077295	weak_differential	25	1075000	Polycomb-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_13250_A1	loop_13250	1	chr18	77790000	77800000	Repressed_Promoter	0	Lost	down_in_mutant	-0.303911684470155	0.0097761483798808	weak_differential	10	340000	Repressed_Promoter-Poised_Enhancer	FALSE	TRUE	TRUE	FALSE	FALSE
loop_2742_A1	loop_2742	1	chr2	58135000	58140000	Active_Enhancer	24000	Lost	down_in_mutant	-0.302543432546916	0.0122609754273034	weak_differential	5	40000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2760_A1	loop_2760	1	chr2	138475000	138480000	Active_Enhancer	218434	Lost	down_in_mutant	-0.49703932814721	0.0113917233825537	weak_differential	5	110000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_19717_A1	loop_19717	1	chr2	138790000	138800000	Active_Enhancer	19928	Lost	down_in_mutant	-0.453986813969425	0.0007489451877104	weak_differential	10	480000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_14358_A1	loop_14358	1	chr2	165390000	165400000	CTCF_Site	404	Gained	up_in_mutant	0.352591526415697	9.41534420221487e-05	weak_differential	10	90000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_19716_A1	loop_19716	1	chr2	6870000	6880000	Active_Enhancer	547332	Lost	down_in_mutant	-0.352345497635602	0.0014566921028054	weak_differential	10	130000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2797_A1	loop_2797	1	chr2	138585000	138590000	Poised_Enhancer	229928	Lost	down_in_mutant	-0.959745981857733	0.0016863693998006	moderate_differential	5	690000	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_3189_A1	loop_3189	1	chr2	139270000	139280000	Active_Enhancer	213912	Lost	down_in_mutant	-0.715769569998683	0.0004995099625223	moderate_differential	10	310000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2816_A1	loop_2816	1	chr2	118260000	118265000	CTCF_Site	14429	Lost	down_in_mutant	-0.302499319263223	0.0210532143045522	weak_differential	5	170000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_22112_A1	loop_22112	1	chr2	73960000	73970000	CTCF_Site	48673	Gained	up_in_mutant	0.398883149355024	0.0032089158864276	weak_differential	10	710000	Repressed_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_2926_A1	loop_2926	1	chr3	123690000	123695000	Active_Promoter	0	Lost	down_in_mutant	-0.363489173848245	0.0251054111008995	weak_differential	5	375000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2945_A1	loop_2945	1	chr3	80095000	80100000	Poised_Enhancer	210466	Lost	down_in_mutant	-0.46414556533356	0.0161368932613151	weak_differential	5	705000	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
