sub_analysis	RS1	RS2	n_region_a	n_region_b	observed_overlaps	expected_overlaps	sd_permuted	z_score	norm_zscore	perm_p_value	perm_adj_p_value	observed_over_expected	contrast_against	n_query	n_query_with_target	pct_query_with_target	n_contrast	n_contrast_with_target	pct_contrast_with_target	fisher_or	fisher_ci_low	fisher_ci_high	fisher_p	concordance	test_id	perm_stars	fisher_stars
40_02c  Loop anchors x features	Gained loop anchors	H3K4me3	2327	6580	198	106.9374	10.3659332312316	8.7848	0.182109954932266	0.0001999600079984	3e-04	1.85155053330266	Lost loop anchors	2327	193	8.29394069617533	1520	324	21.3157894736842	0.333948815535327	0.274089833128101	0.406061187364309	3.66256676779112e-30	Confirmed	Gained loop anchors x H3K4me3	***	***
40_02c  Loop anchors x features	Gained loop anchors	H3K4me1	2327	113652	2167	1658.6546	65.0564813680666	7.8139	0.161983081782765	0.0001999600079984	3e-04	1.30648056563434	Lost loop anchors	2327	1234	53.0296519123335	1520	1132	74.4736842105263	0.387067712794335	0.335040727963536	0.446637292849801	1.09027275468682e-41	Confirmed	Gained loop anchors x H3K4me1	***	***
40_02c  Loop anchors x features	Gained loop anchors	mCH Hyper genes	2327	642	178	108.2712	10.3619652877688	6.7293	0.139499194031247	0.0001999600079984	3e-04	1.64401983168192	Lost loop anchors	2327	176	7.56338633433606	1520	203	13.3552631578947	0.530915744712981	0.426309484787786	0.660728505583028	7.03754458367669e-09	Confirmed	Gained loop anchors x mCH Hyper genes	***	***
40_02c  Loop anchors x features	Gained loop anchors	MeCP2 Down	2327	1200	40	16.8718	5.45935212869925	4.2364	0.087821078803735	0.000599880023995201	7e-04	2.37081994807904	Lost loop anchors	2327	31	1.33218736570692	1520	15	0.986842105263158	1.35457111009114	0.70674737383771	2.7100000199062	0.366204598588271	Strengthened	Gained loop anchors x MeCP2 Down	***	ns
40_02c  Loop anchors x features	Gained loop anchors	mCH Hypo genes	2327	4915	622	528.8772	22.1076789838737	4.2122	0.0873194099086707	0.0001999600079984	3e-04	1.17607641244508	Lost loop anchors	2327	601	25.827245380318	1520	336	22.1052631578947	1.22693797066233	1.05059678466024	1.43420328670545	0.00897855095189995	Confirmed	Gained loop anchors x mCH Hypo genes	***	**
40_02c  Loop anchors x features	Gained loop anchors	ATAC Down	2327	3744	36	52.582	8.40074940217262	-1.9739	-0.0409191831391494	0.01999600079984	0.0218	0.684644935529269	Lost loop anchors	2327	26	1.11731843575419	1520	261	17.1710526315789	0.0545393417410874	0.0347516939889543	0.0823196672529228	1.88274677732062e-80	Confirmed	Gained loop anchors x ATAC Down	*	***
40_02c  Loop anchors x features	Gained loop anchors	H3K27ac	2327	15100	234	244.1632	19.9270465246769	-0.51	-0.0105723610116856	0.32373525294941	0.3237	0.958375381711904	Lost loop anchors	2327	209	8.98152127202406	1520	578	38.0263157894737	0.160906194087255	0.13427024957318	0.192378091373179	1.35470054761226e-104	Weakened	Gained loop anchors x H3K27ac	ns	***
40_02c  Loop anchors x features	Lost loop anchors	MeCP2 Up	1520	7686	691	78.9682	13.8150845119389	44.3017	1.13631462901427	0.0001999600079984	2e-04	8.75035773893795	Gained loop anchors	1520	327	21.5131578947368	2327	144	6.18822518263859	4.15324040293057	3.35975223836459	5.15394557318352	1.49875821531938e-44	Confirmed	Lost loop anchors x MeCP2 Up	***	***
40_02c  Loop anchors x features	Lost loop anchors	ATAC Down	1520	3744	353	38.4854	7.3366035732073	42.8692	1.09957177928022	0.0001999600079984	2e-04	9.1723094991867	Gained loop anchors	1520	261	17.1710526315789	2327	26	1.11731843575419	18.3353881450799	12.1477653320385	28.7755756688536	1.88274677732062e-80	Confirmed	Lost loop anchors x ATAC Down	***	***
40_02c  Loop anchors x features	Lost loop anchors	CTCF	1520	32474	1248	328.6978	22.5741089135019	40.7237	1.04454086542025	0.0001999600079984	2e-04	3.79680058704378	Gained loop anchors	1520	917	60.3289473684211	2327	1743	74.9033089815213	0.509614286420491	0.442292187295184	0.587045656164258	2.20867799308646e-21	Confirmed	Lost loop anchors x CTCF	***	***
40_02c  Loop anchors x features	Lost loop anchors	H3K27ac	1520	15100	778	175.9332	17.1401136069424	35.1262	0.900968019775338	0.0001999600079984	2e-04	4.42213294591356	Gained loop anchors	1520	578	38.0263157894737	2327	209	8.98152127202406	6.2148011496545	5.19809710587147	7.44766620438117	1.35470054761226e-104	Confirmed	Lost loop anchors x H3K27ac	***	***
40_02c  Loop anchors x features	Lost loop anchors	H3K4me3	1520	6580	349	76.919	8.8437142228959	30.7655	0.789118424776895	0.0001999600079984	2e-04	4.53724047374511	Gained loop anchors	1520	324	21.3157894736842	2327	193	8.29394069617533	2.99447086942643	2.46268304166392	3.64843886614587	3.66256676779112e-30	Confirmed	Lost loop anchors x H3K4me3	***	***
40_02c  Loop anchors x features	Lost loop anchors	H3K4me1	1520	113652	2522	1205.4406	56.4193610429975	23.3352	0.598535251039437	0.0001999600079984	2e-04	2.09218106640842	Gained loop anchors	1520	1132	74.4736842105263	2327	1234	53.0296519123335	2.58352729237156	2.23895320880938	2.98471175751753	1.09027275468682e-41	Confirmed	Lost loop anchors x H3K4me1	***	***
40_02c  Loop anchors x features	Lost loop anchors	mCH Hyper genes	1520	642	206	71.6394	8.39298850774968	16.0087	0.41061449112564	0.0001999600079984	2e-04	2.87551263690092	Gained loop anchors	1520	203	13.3552631578947	2327	176	7.56338633433606	1.88353803773631	1.51348094043195	2.34571370256468	7.03754458367669e-09	Confirmed	Lost loop anchors x mCH Hyper genes	***	***
40_02c  Loop anchors x features	Lost loop anchors	ATAC Up	1520	7618	186	78.1042	9.73553791527207	11.0827	0.284265257066353	0.0001999600079984	2e-04	2.38143403299694	Gained loop anchors	1520	133	8.75	2327	612	26.299957026214	0.268795021505307	0.218221846331393	0.32927700975992	9.3778709992158e-45	Confirmed	Lost loop anchors x ATAC Up	***	***
40_02c  Loop anchors x features	Lost loop anchors	H3K27me3	1520	15794	398	189.9284	20.3055691047391	10.247	0.262830004345414	0.0001999600079984	2e-04	2.09552652473248	Gained loop anchors	1520	203	13.3552631578947	2327	733	31.49978513107	0.335282157668417	0.280882212742731	0.398997132262988	9.65663911483884e-40	Confirmed	Lost loop anchors x H3K27me3	***	***
40_02c  Loop anchors x features	Lost loop anchors	Bivalent	1520	318	21	3.8482	1.9814999440842	8.656	0.222021715391227	0.0001999600079984	2e-04	5.45709682448937	Gained loop anchors	1520	20	1.31578947368421	2327	41	1.76192522561238	0.743470302781136	0.410949716313889	1.30433213947599	0.294356458356976	Strengthened	Lost loop anchors x Bivalent	***	ns
40_02c  Loop anchors x features	Lost loop anchors	MeCP2 Down	1520	1200	21	12.4068	4.65558252528402	1.8458	0.0473437710569694	0.0509898020395921	0.0556	1.6926201760325	Gained loop anchors	1520	15	0.986842105263158	2327	31	1.33218736570692	0.738241051023682	0.369003687326399	1.4149327426148	0.366204598588271	Concordant NS	Lost loop anchors x MeCP2 Down	ns	ns
40_02c  Loop anchors x features	Lost loop anchors	mCH Hypo genes	1520	4915	344	350.968	17.8681848660148	-0.39	-0.0100032889328303	0.362127574485103	0.3621	0.980146338127692	Gained loop anchors	1520	336	22.1052631578947	2327	601	25.827245380318	0.815037128128145	0.697251226007944	0.951839958584489	0.00897855095189995	Weakened	Lost loop anchors x mCH Hypo genes	ns	**
