"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","over_represented_padj"
"GO:0014824",0.0242995374816995,0.999749661433408,1,8,"artery smooth muscle contraction","BP",1
"GO:0010586",0.0249780660717144,0.998182220447748,2,62,"miRNA metabolic process","BP",1
"GO:2000177",0.0251345774430299,0.998160331352837,2,69,"regulation of neural precursor cell proliferation","BP",1
"GO:0019789",0.0251707993648901,0.999736737197279,1,7,"SUMO transferase activity","MF",1
"GO:0014883",0.0251749846369815,0.999769350043334,1,4,"transition between fast and slow fiber","BP",1
"GO:0097165",0.0255097603244487,0.999841739489431,1,2,"nuclear stress granule","CC",1
"GO:0034983",0.0259394730389255,0.999836325482678,1,2,"peptidyl-lysine deacetylation","BP",1
"GO:0048368",0.0261705063656915,0.99970941140002,1,8,"lateral mesoderm development","BP",1
"GO:0005912",0.0263713519614416,0.996329664049216,3,108,"adherens junction","CC",1
"GO:0014733",0.0263743393431579,0.999729955154632,1,5,"regulation of skeletal muscle adaptation","BP",1
"GO:0010944",0.0264559220302385,0.999717038096995,1,6,"negative regulation of transcription by competitive promoter binding","BP",1
"GO:1903431",0.0286133056018188,0.999668712802197,1,6,"positive regulation of cell maturation","BP",1
"GO:0008191",0.0288444528075828,0.999663306576462,1,6,"metalloendopeptidase inhibitor activity","MF",1
"GO:1990034",0.0292228775188763,0.99965436012863,1,6,"calcium ion export across plasma membrane","BP",1
"GO:0048677",0.0296716158526227,0.999714382099695,1,3,"axon extension involved in regeneration","BP",1
"GO:0048682",0.0296716158526227,0.999714382099695,1,3,"sprouting of injured axon","BP",1
"GO:0048686",0.0296716158526227,0.999714382099695,1,3,"regulation of sprouting of injured axon","BP",1
"GO:0048690",0.0296716158526227,0.999714382099695,1,3,"regulation of axon extension involved in regeneration","BP",1
"GO:0060179",0.030253407262395,0.999600030007439,1,10,"male mating behavior","BP",1
"GO:0010832",0.030693011093023,0.99958825134374,1,10,"negative regulation of myotube differentiation","BP",1
"GO:0005884",0.0315723777889933,0.997398743571706,2,58,"actin filament","CC",1
"GO:0106104",0.0324899942647799,0.999572177386856,1,6,"regulation of glutamate receptor clustering","BP",1
"GO:1904717",0.0324899942647799,0.999572177386856,1,6,"regulation of AMPA glutamate receptor clustering","BP",1
"GO:0030812",0.0325777224527245,0.999541463400202,1,9,"negative regulation of nucleotide catabolic process","BP",1
"GO:0033122",0.0325777224527245,0.999541463400202,1,9,"negative regulation of purine nucleotide catabolic process","BP",1
"GO:0045820",0.0325777224527245,0.999541463400202,1,9,"negative regulation of glycolytic process","BP",1
"GO:0043502",0.0327217876269129,0.99725036143859,2,59,"regulation of muscle adaptation","BP",1
"GO:0099054",0.033162691643234,0.99722860385209,2,39,"presynapse assembly","BP",1
"GO:0014820",0.0350162637039683,0.999463183965892,1,10,"tonic smooth muscle contraction","BP",1
"GO:0005388",0.0357417606705817,0.999481556360943,1,6,"P-type calcium transporter activity","MF",1
"GO:0043501",0.0357949912359059,0.999438871143482,1,10,"skeletal muscle adaptation","BP",1
"GO:0031420",0.0363380170496119,0.999415819504291,1,11,"alkali metal ion binding","MF",1
"GO:0048742",0.0363782866067009,0.999484052358282,1,5,"regulation of skeletal muscle fiber development","BP",1
"GO:0045927",0.0367252811556531,0.994160840778031,3,151,"positive regulation of growth","BP",1
"GO:0031078",0.0367544654420186,0.999436033931563,1,7,"histone H3K14 deacetylase activity, hydrolytic mechanism","MF",1
"GO:0032129",0.0367544654420186,0.999436033931563,1,7,"histone H3K9 deacetylase activity, hydrolytic mechanism","MF",1
"GO:0034739",0.0367544654420186,0.999436033931563,1,7,"histone H4K16 deacetylase activity, hydrolytic mechanism","MF",1
"GO:0141050",0.0367544654420186,0.999436033931563,1,7,"histone H3K deacetylase activity","MF",1
"GO:0141051",0.0367544654420186,0.999436033931563,1,7,"histone H4K deacetylase activity","MF",1
"GO:0141221",0.0367544654420186,0.999436033931563,1,7,"histone deacetylase activity, hydrolytic mechanism","MF",1
"GO:0030516",0.0369261868012571,0.996690066838236,2,57,"regulation of axon extension","BP",1
"GO:1902809",0.0371296531856767,0.999424373463208,1,7,"regulation of skeletal muscle fiber differentiation","BP",1
"GO:0014041",0.0382603466529218,0.999375910479906,1,8,"regulation of neuron maturation","BP",1
"GO:0071902",0.0389062922241097,0.996393297747332,2,72,"positive regulation of protein serine/threonine kinase activity","BP",1
"GO:0050772",0.0393493388645905,0.996348861780908,2,57,"positive regulation of axonogenesis","BP",1
"GO:0004407",0.039547412508973,0.999322413718555,1,9,"histone deacetylase activity","MF",1
"GO:0033558",0.039547412508973,0.999322413718555,1,9,"protein lysine deacetylase activity","MF",1
"GO:1903911",0.0398633397747104,0.999296009732791,1,11,"positive regulation of receptor clustering","BP",1
"GO:0098887",0.0409359312100895,0.999318451726099,1,6,"neurotransmitter receptor transport, endosome to postsynaptic membrane","BP",1
"GO:0097623",0.041177773969235,0.999255851345811,1,10,"potassium ion export across plasma membrane","BP",1
"GO:0043500",0.041336613238705,0.996036285641954,2,75,"muscle adaptation","BP",1
"GO:1903428",0.0419864727517036,0.999235518202726,1,9,"positive regulation of reactive oxygen species biosynthetic process","BP",1
"GO:0001764",0.042162191658304,0.992930988889344,3,136,"neuron migration","BP",1
"GO:0010951",0.0425597194881026,0.999184522520099,1,13,"negative regulation of endopeptidase activity","BP",1
"GO:0045595",0.0427968760052908,0.98603900358196,7,830,"regulation of cell differentiation","BP",1
"GO:0099172",0.0428273314062114,0.995866205168764,2,45,"presynapse organization","BP",1
"GO:0030903",0.0429451798773628,0.999181969976488,1,11,"notochord development","BP",1
"GO:0014870",0.0436786373017851,0.999201275897941,1,7,"response to muscle inactivity","BP",1
"GO:0014877",0.0436786373017851,0.999201275897941,1,7,"response to muscle inactivity involved in regulation of muscle adaptation","BP",1
"GO:0014894",0.0436786373017851,0.999201275897941,1,7,"response to denervation involved in regulation of muscle adaptation","BP",1
"GO:0150011",0.0437471676519767,0.999182278094142,1,8,"regulation of neuron projection arborization","BP",1
"GO:0032982",0.0448226634387288,0.999117018773667,1,10,"myosin filament","CC",1
"GO:0016925",0.0457430584285724,0.999046492621847,1,15,"protein sumoylation","BP",1
"GO:0048712",0.0459165056537908,0.999098381758522,1,8,"negative regulation of astrocyte differentiation","BP",1
"GO:0010466",0.0463266493810631,0.999026704644798,1,14,"negative regulation of peptidase activity","BP",1
"GO:0016460",0.0482523445603873,0.99900337696024,1,8,"myosin II complex","CC",1
"GO:1903579",0.0483314767531061,0.998961721096788,1,11,"negative regulation of ATP metabolic process","BP",1
"GO:0045980",0.0492064178064647,0.998914592245716,1,12,"negative regulation of nucleotide metabolic process","BP",1
"GO:1900543",0.0492064178064647,0.998914592245716,1,12,"negative regulation of purine nucleotide metabolic process","BP",1
"GO:0015662",0.0496130465341002,0.998896404607753,1,12,"P-type ion transporter activity","MF",1
"GO:0140358",0.0496130465341002,0.998896404607753,1,12,"P-type transmembrane transporter activity","MF",1
"GO:0099084",0.0502272850748677,0.994694542382313,2,49,"postsynaptic specialization organization","BP",1
"GO:0006936",0.0504633162695006,0.990887178697481,3,173,"muscle contraction","BP",1
"GO:0099639",0.0505281970773449,0.998928123034808,1,7,"neurotransmitter receptor transport, endosome to plasma membrane","BP",1
"GO:0014874",0.0505603403001104,0.99886275792337,1,11,"response to stimulus involved in regulation of muscle adaptation","BP",1
"GO:0014854",0.0510773461616728,0.998850565407544,1,10,"response to inactivity","BP",1
"GO:0045296",0.051412014590929,0.99449277651694,2,51,"cadherin binding","MF",1
"GO:0060337",0.052038360023421,0.998741305397237,1,20,"type I interferon-mediated signaling pathway","BP",1
"GO:0071357",0.052038360023421,0.998741305397237,1,20,"cellular response to type I interferon","BP",1
"GO:0045596",0.0521302105076062,0.987517622014862,4,360,"negative regulation of cell differentiation","BP",1
"GO:0061387",0.0529045431460096,0.994202433432531,2,68,"regulation of extent of cell growth","BP",1
"GO:0019227",0.0535171259152656,0.998752245832937,1,9,"neuronal action potential propagation","BP",1
"GO:0098870",0.0535171259152656,0.998752245832937,1,9,"action potential propagation","BP",1
"GO:0007350",0.0535244050258602,0.998684861910023,1,16,"blastoderm segmentation","BP",1
"GO:0034340",0.0535601249529975,0.998659578321169,1,22,"response to type I interferon","BP",1
"GO:0002076",0.0540443756065515,0.998688196764654,1,12,"osteoblast development","BP",1
"GO:0019838",0.054286811186187,0.993934011710692,2,91,"growth factor binding","MF",1
"GO:0098528",0.0552071697593499,0.998613057989361,1,14,"skeletal muscle fiber differentiation","BP",1
"GO:0009948",0.0554989285289164,0.998543488181211,1,29,"anterior/posterior axis specification","BP",1
"GO:0003094",0.057170274021617,0.998481988389687,1,19,"glomerular filtration","BP",1
"GO:0098969",0.0575013363265786,0.998557245034427,1,9,"neurotransmitter receptor transport to postsynaptic membrane","BP",1
"GO:1903540",0.0575013363265786,0.998557245034427,1,9,"establishment of protein localization to postsynaptic membrane","BP",1
"GO:0000578",0.0579039719655542,0.998427587631803,1,23,"embryonic axis specification","BP",1
"GO:0048339",0.0582877094585132,0.998452115793206,1,14,"paraxial mesoderm development","BP",1
"GO:0010592",0.0583255710383458,0.998469574586242,1,12,"positive regulation of lamellipodium assembly","BP",1
"GO:0048680",0.0584280544211761,0.998532672727246,1,8,"positive regulation of axon regeneration","BP",1
"GO:0070572",0.0584280544211761,0.998532672727246,1,8,"positive regulation of neuron projection regeneration","BP",1
"GO:0001558",0.0585571319150175,0.988752585047883,3,211,"regulation of cell growth","BP",1
"GO:0048675",0.0589686354471593,0.993129288304736,2,72,"axon extension","BP",1
"GO:0010453",0.0593187413551076,0.998355935105229,1,21,"regulation of cell fate commitment","BP",1
"GO:0099638",0.0606940703251215,0.998370790291653,1,10,"endosome to plasma membrane protein transport","BP",1
"GO:0031594",0.0607163152622165,0.99283216020899,2,62,"neuromuscular junction","CC",1
"GO:0019829",0.0611398125703759,0.998278987149269,1,16,"ATPase-coupled monoatomic cation transmembrane transporter activity","MF",1
"GO:1903429",0.0614144739619979,0.998279510397948,1,14,"regulation of cell maturation","BP",1
"GO:0022853",0.0622712527012275,0.998207065119287,1,17,"active monoatomic ion transmembrane transporter activity","MF",1
"GO:0007043",0.0623056535270845,0.992493733925674,2,84,"cell-cell junction assembly","BP",1
"GO:0032148",0.0635861065547532,0.998154129918159,1,14,"activation of protein kinase B activity","BP",1
"GO:0099080",0.0642867452041326,0.980740023939185,5,517,"supramolecular complex","CC",1
"GO:0097113",0.0650578327757705,0.99817586594556,1,8,"AMPA glutamate receptor clustering","BP",1
"GO:0097688",0.0650578327757705,0.99817586594556,1,8,"glutamate receptor clustering","BP",1
"GO:0005227",0.0663503597819757,0.998048579111246,1,10,"calcium-activated cation channel activity","MF",1
"GO:0016486",0.0667493685085009,0.997963402221101,1,14,"peptide hormone processing","BP",1
"GO:0005667",0.068011995908287,0.986093463509417,3,260,"transcription regulator complex","CC",1
"GO:0099068",0.0689260351212155,0.991249764637613,2,67,"postsynapse assembly","BP",1
"GO:0097205",0.0692051541198747,0.997748842073276,1,22,"renal filtration","BP",1
"GO:0098742",0.0696562938583908,0.985697000378292,3,138,"cell-cell adhesion via plasma-membrane adhesion molecules","BP",1
"GO:0140888",0.0697651548579225,0.997692080639452,1,27,"interferon-mediated signaling pathway","BP",1
"GO:0031941",0.0703175791005459,0.997715445890357,1,16,"filamentous actin","CC",1
"GO:0098877",0.071009843394267,0.997738605439262,1,11,"neurotransmitter receptor transport to plasma membrane","BP",1
"GO:0140448",0.0717427802199183,0.997630909464635,1,15,"signaling receptor ligand precursor processing","BP",1
"GO:0007519",0.0724902192694424,0.990454239587235,2,112,"skeletal muscle tissue development","BP",1
"GO:0000981",0.0726595440535157,0.980545494962897,4,493,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",1
"GO:0052548",0.0730095228593181,0.997485836883915,1,23,"regulation of endopeptidase activity","BP",1
"GO:0051154",0.0738315364558673,0.997433278911141,1,22,"negative regulation of striated muscle cell differentiation","BP",1
"GO:0050927",0.0746708238991975,0.99741947254877,1,16,"positive regulation of positive chemotaxis","BP",1
"GO:0048710",0.0765277397562837,0.997252351151186,1,20,"regulation of astrocyte differentiation","BP",1
"GO:0050793",0.0766818923796143,0.968613054503786,9,1282,"regulation of developmental process","BP",1
"GO:0120035",0.0776734836587662,0.975428389651207,5,429,"regulation of plasma membrane bounded cell projection organization","BP",1
"GO:0050926",0.0781292934853271,0.997160293683022,1,17,"regulation of positive chemotaxis","BP",1
"GO:0031344",0.0782874868434028,0.9751751148128,5,434,"regulation of cell projection organization","BP",1
"GO:0016477",0.0785376795574993,0.970469273199204,7,838,"cell migration","BP",1
"GO:1903909",0.0790361446067363,0.997083143356491,1,18,"regulation of receptor clustering","BP",1
"GO:0006476",0.0806605396539662,0.996970334177345,1,17,"protein deacetylation","BP",1
"GO:0019213",0.0811196721809604,0.996960044176649,1,15,"deacetylase activity","MF",1
"GO:0001673",0.081177913181262,0.996888341341665,1,22,"male germ cell nucleus","CC",1
"GO:0045686",0.0816324631876214,0.996885228826536,1,18,"negative regulation of glial cell differentiation","BP",1
"GO:0010830",0.0822307886112755,0.996793493907844,1,24,"regulation of myotube differentiation","BP",1
"GO:1902894",0.0823884333691442,0.996849030004517,1,16,"negative regulation of miRNA transcription","BP",1
"GO:0005802",0.082528599363094,0.988319919345437,2,101,"trans-Golgi network","CC",1
"GO:0060538",0.0826081492506775,0.988278626586895,2,119,"skeletal muscle organ development","BP",1
"GO:0019897",0.0828856994103031,0.988295110882882,2,75,"extrinsic component of plasma membrane","CC",1
"GO:0033268",0.0832484019397363,0.996795729924637,1,15,"node of Ranvier","CC",1
"GO:0035601",0.0836590459349649,0.996716235822082,1,19,"protein deacylation","BP",1
"GO:0045760",0.0841103476739435,0.996841603856102,1,10,"positive regulation of action potential","BP",1
"GO:0005871",0.0842027576789248,0.996706388906854,1,16,"kinesin complex","CC",1
"GO:0001227",0.0849033525193818,0.987735044414898,2,150,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF",1
"GO:0008013",0.0855549524410889,0.987700879201312,2,74,"beta-catenin binding","MF",1
"GO:0010591",0.0857481953492888,0.996569299545744,1,17,"regulation of lamellipodium assembly","BP",1
"GO:0048665",0.0861390800352738,0.996476176498547,1,24,"neuron fate specification","BP",1
"GO:2000629",0.0865880396091918,0.996500621108129,1,17,"negative regulation of miRNA metabolic process","BP",1
"GO:1902745",0.0869031811167853,0.996474668734275,1,17,"positive regulation of lamellipodium organization","BP",1
"GO:0001649",0.0878355653873021,0.987072385948643,2,139,"osteoblast differentiation","BP",1
"GO:0048520",0.0878749906801354,0.996336999705724,1,23,"positive regulation of behavior","BP",1
"GO:0098732",0.0879862800663505,0.996351844220662,1,20,"macromolecule deacylation","BP",1
"GO:0000977",0.0881758587494563,0.974773554556268,4,510,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF",1
"GO:0071900",0.0882830321203437,0.986978436221516,2,129,"regulation of protein serine/threonine kinase activity","BP",1
"GO:0030018",0.0883495011772037,0.987028313850993,2,87,"Z disc","CC",1
"GO:0052547",0.0886910584984423,0.996225046624577,1,31,"regulation of peptidase activity","BP",1
"GO:0099637",0.088967821363801,0.996332081001804,1,15,"neurotransmitter receptor transport","BP",1
"GO:0001217",0.0891439397565877,0.98675610799649,2,154,"DNA-binding transcription repressor activity","MF",1
"GO:0140110",0.0894700378241385,0.970429031165613,5,673,"transcription regulator activity","MF",1
"GO:0045777",0.0895097791753605,0.99613658263973,1,36,"positive regulation of blood pressure","BP",1
"GO:0003700",0.0897343979252182,0.974170665365974,4,515,"DNA-binding transcription factor activity","MF",1
"GO:0022839",0.0900485012560916,0.996280903256938,1,13,"monoatomic ion-gated channel activity","MF",1
"GO:0010494",0.0905472297635023,0.996093111497815,1,25,"cytoplasmic stress granule","CC",1
"GO:1902459",0.0913087494537217,0.996025956206398,1,25,"positive regulation of stem cell population maintenance","BP",1
"GO:0010882",0.0916636573025454,0.996237345199506,1,10,"regulation of cardiac muscle contraction by calcium ion signaling","BP",1
"GO:1903426",0.0920153025644887,0.99600384301979,1,20,"regulation of reactive oxygen species biosynthetic process","BP",1
"GO:0014829",0.0925834147074826,0.99595345185261,1,20,"vascular associated smooth muscle contraction","BP",1
"GO:0044057",0.0933490894215265,0.972795799816217,4,371,"regulation of system process","BP",1
"GO:0007156",0.0934465386176456,0.985884711338078,2,70,"homophilic cell adhesion via plasma membrane adhesion molecules","BP",1
"GO:0043073",0.0935860426647802,0.99581511399995,1,26,"germ cell nucleus","CC",1
"GO:0140299",0.0940643652768254,0.995810417518842,1,21,"molecular sensor activity","MF",1
"GO:0002039",0.0949790436547037,0.995681115214512,1,27,"p53 binding","MF",1
"GO:0031674",0.0953925654722453,0.98534503760327,2,95,"I band","CC",1
"GO:0050839",0.0954613803019317,0.977582024233982,3,173,"cell adhesion molecule binding","MF",1
"GO:0055002",0.0988442814646287,0.984479712279735,2,105,"striated muscle cell development","BP",1
"GO:0004866",0.099182200515355,0.99525093482357,1,33,"endopeptidase inhibitor activity","MF",1
"GO:0010720",0.100669099283139,0.97573913294307,3,268,"positive regulation of cell development","BP",1
"GO:0070306",0.101621406342172,0.99507522019832,1,23,"lens fiber cell differentiation","BP",1
"GO:0016811",0.101628979688807,0.995084290744556,1,22,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","MF",1
"GO:0030414",0.102807792446734,0.994885754930622,1,34,"peptidase inhibitor activity","MF",1
"GO:0008361",0.103411385127482,0.98332509654913,2,109,"regulation of cell size","BP",1
"GO:0014014",0.105542471265124,0.994638133886292,1,28,"negative regulation of gliogenesis","BP",1
"GO:0014706",0.10659669952337,0.97368288708058,3,251,"striated muscle tissue development","BP",1
"GO:0014888",0.106751101697392,0.99449901569263,1,30,"striated muscle adaptation","BP",1
"GO:0018205",0.106896020410327,0.994445228754835,1,38,"peptidyl-lysine modification","BP",1
"GO:0072578",0.107343692972377,0.9946478067891,1,14,"neurotransmitter-gated ion channel clustering","BP",1
"GO:0007617",0.107716041068978,0.99436605112385,1,36,"mating behavior","BP",1
"GO:0060284",0.107857076782593,0.966902572620282,4,450,"regulation of cell development","BP",1
"GO:0008016",0.10786619359681,0.982164347875879,2,115,"regulation of heart contraction","BP",1
"GO:0022011",0.108048589933855,0.99444186280641,1,21,"myelination in peripheral nervous system","BP",1
"GO:0032292",0.108048589933855,0.99444186280641,1,21,"peripheral nervous system axon ensheathment","BP",1
"GO:0045216",0.108283252183064,0.982048251844621,2,119,"cell-cell junction organization","BP",1
"GO:0061351",0.108298719841576,0.982036206646314,2,124,"neural precursor cell proliferation","BP",1
"GO:0061135",0.108684746130962,0.994249997486674,1,39,"endopeptidase regulator activity","MF",1
"GO:2000379",0.109083558670465,0.994238901621558,1,32,"positive regulation of reactive oxygen species metabolic process","BP",1
"GO:0014044",0.109513244508484,0.994262976481127,1,23,"Schwann cell development","BP",1
"GO:0048870",0.110242877704293,0.954872206716339,7,915,"cell motility","BP",1
"GO:0000976",0.110840048748097,0.96563296569859,4,543,"transcription cis-regulatory region binding","MF",1
"GO:0001067",0.111674024150331,0.965281367748925,4,545,"transcription regulatory region nucleic acid binding","MF",1
"GO:0160215",0.111927135764842,0.993990693742541,1,24,"deacylase activity","MF",1
"GO:0032588",0.112123153705233,0.993969164592852,1,24,"trans-Golgi network membrane","CC",1
"GO:0051148",0.112562576432877,0.993831588902316,1,37,"negative regulation of muscle cell differentiation","BP",1
"GO:0008017",0.113501607892077,0.980663146881113,2,117,"microtubule binding","MF",1
"GO:0045860",0.113714874406144,0.980578066862155,2,134,"positive regulation of protein kinase activity","BP",1
"GO:0010975",0.114488429867727,0.964161266499629,4,333,"regulation of neuron projection development","BP",1
"GO:0033674",0.114985662444249,0.980228777762335,2,137,"positive regulation of kinase activity","BP",1
"GO:0006110",0.115221109068957,0.993612920784246,1,25,"regulation of glycolytic process","BP",1
"GO:0030811",0.115221109068957,0.993612920784246,1,25,"regulation of nucleotide catabolic process","BP",1
"GO:0033121",0.115221109068957,0.993612920784246,1,25,"regulation of purine nucleotide catabolic process","BP",1
"GO:0016049",0.116035354971775,0.970272151902746,3,265,"cell growth","BP",1
"GO:0003143",0.116766574279332,0.993372896538179,1,33,"embryonic heart tube morphogenesis","BP",1
"GO:0099512",0.117049164015415,0.963025845158469,4,426,"supramolecular fiber","CC",1
"GO:0031672",0.117063300334084,0.993452523205828,1,21,"A band","CC",1
"GO:0060537",0.117568102401111,0.969708996742287,3,262,"muscle tissue development","BP",1
"GO:0071300",0.118402862123802,0.99319469799049,1,31,"cellular response to retinoic acid","BP",1
"GO:0030017",0.119950203261841,0.97888602315969,2,120,"sarcomere","CC",1
"GO:1902743",0.120354267288753,0.993041336282082,1,23,"regulation of lamellipodium organization","BP",1
"GO:1990837",0.120380232482564,0.961550963672999,4,559,"sequence-specific double-stranded DNA binding","MF",1
"GO:0099173",0.120655709185252,0.968631160983136,3,189,"postsynapse organization","BP",1
"GO:0055001",0.121332881360097,0.978498231511187,2,120,"muscle cell development","BP",1
"GO:1990138",0.121364343835706,0.978515245943416,2,108,"neuron projection extension","BP",1
"GO:0099081",0.121420849188743,0.96113376130585,4,430,"supramolecular polymer","CC",1
"GO:0019898",0.121909869207883,0.978391202270922,2,97,"extrinsic component of membrane","CC",1
"GO:1990841",0.122112265397837,0.992730738316499,1,34,"promoter-specific chromatin binding","MF",1
"GO:0045668",0.122788966850843,0.99263073481633,1,37,"negative regulation of osteoblast differentiation","BP",1
"GO:0050770",0.122808419446872,0.978107663439736,2,108,"regulation of axonogenesis","BP",1
"GO:0038179",0.123811020277184,0.992578316117342,1,27,"neurotrophin signaling pathway","BP",1
"GO:0000381",0.126544333502282,0.992303509940683,1,22,"regulation of alternative mRNA splicing, via spliceosome","BP",1
"GO:0048741",0.126679021317204,0.992221725224924,1,27,"skeletal muscle fiber development","BP",1
"GO:1903409",0.126760954975738,0.992222416134025,1,26,"reactive oxygen species biosynthetic process","BP",1
"GO:0051346",0.126807106521982,0.992140163741964,1,35,"negative regulation of hydrolase activity","BP",1
"GO:0009798",0.127128579998961,0.992021245496093,1,54,"axis specification","BP",1
"GO:2000179",0.127285510776421,0.992051469740647,1,40,"positive regulation of neural precursor cell proliferation","BP",1
"GO:0048639",0.127370535747987,0.976781078746798,2,116,"positive regulation of developmental growth","BP",1
"GO:0048679",0.127405047374636,0.992195788120134,1,22,"regulation of axon regeneration","BP",1
"GO:0034329",0.128197972151556,0.958196397643062,4,334,"cell junction assembly","BP",1
"GO:0016459",0.128457212290864,0.992047343584724,1,23,"myosin complex","CC",1
"GO:0042626",0.128602964588881,0.991898015299019,1,37,"ATPase-coupled transmembrane transporter activity","MF",1
