"SYMBOL","mecp2_Fold","mecp2_minFDR","mecp2_sig_peaks","n_mecp2_peaks","mecp2_sig","h2a_Fold","h2a_minFDR","h2a_sig_peaks","n_h2a_peaks","h2a_sig","sig","quadrant"
"1700013F07Rik",0.132936474,0.532460107,0,1,FALSE,0.156355707727197,0.04915265,1,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700016D06Rik",0.0131631389211454,0.843763995,0,3,FALSE,0.349100336939085,0.004866381,1,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700017B05Rik",0.0807349106387698,0.674032606,0,2,FALSE,-0.0897606762972123,0.573678443,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"1700017N19Rik",1.620847188,5.26e-11,1,1,TRUE,1.50460229235622,1.69e-22,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700019D03Rik",1.36255742,1.48e-05,1,1,TRUE,1.474688394441,8.06e-25,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700020L24Rik",-0.142916622,0.522085048,0,1,FALSE,0.057065918,0.61085038,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700024G13Rik",0.429031724819469,0.066389479,0,3,FALSE,-0.017711419,0.884655133,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"1700025C18Rik",0.001611941,0.996538339,0,1,FALSE,0.157603768,0.327084018,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"1700025G04Rik",-0.0573738010125009,0.727501464,0,5,FALSE,0.69148791877812,1.33e-12,5,9,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700028P14Rik",2.29472104882088,7.97e-20,5,5,TRUE,1.47076426299296,6.64e-59,3,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"1700029H14Rik",-0.145560921,0.427285859,0,1,FALSE,-0.4647091655889,0.000148078,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1700029J07Rik",-0.144224563,0.488483618,0,1,FALSE,1.142550604,8.02e-13,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700037H04Rik",-0.108615302734058,0.573481681,0,2,FALSE,0.577062376,3.98e-07,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700056E22Rik",-0.048868454,0.842754863,0,1,FALSE,0.56754709,7.96e-11,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1700113H08Rik",-0.053577427,0.823594255,0,1,FALSE,0.105844128282193,0.097124179,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"1810046K07Rik",-0.242738142003449,0.204673825,0,2,FALSE,-0.558627800257777,0.000681306,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"1810062G17Rik",-0.178911622,0.437691166,0,1,FALSE,0.681680515014235,1.95e-10,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2010300C02Rik",-0.159767522333195,0.334880511,0,6,FALSE,0.0915175841680183,1.14e-05,4,8,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2310022B05Rik",0.051560817,0.838882094,0,1,FALSE,-0.0304140274936808,0.708709904,0,3,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"2510009E07Rik",0.00370242510336841,0.983767584,0,2,FALSE,0.450931924,0.005023311,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2610001J05Rik",1.923220727,3.78e-09,1,1,TRUE,1.502795964,3.53e-40,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"2610318N02Rik",0.025475551,0.931504944,0,1,FALSE,0.20732481,0.10404986,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"2700081O15Rik",-0.013993844,0.966649978,0,1,FALSE,-0.279037582,0.013099854,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2810006K23Rik",-0.0532700436934737,0.797933414,0,2,FALSE,0.183857353134872,0.167247326,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"2810459M11Rik",-0.273988477,0.184882738,0,1,FALSE,-0.292414477213942,0.035178783,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"2900026A02Rik",-0.169981060549679,0.136932515,0,9,FALSE,-0.435025503378688,2.22e-05,4,5,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"3110009E18Rik",0.091454853,0.652904029,0,1,FALSE,0.735816486,3.75e-09,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"3110082I17Rik",-0.122905234216242,0.455943935,0,7,FALSE,-0.264090039659993,0.000891774,3,11,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"3425401B19Rik",-0.00881946374856903,0.877331257,0,3,FALSE,-0.0708534301130453,0.151718202,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"3830406C13Rik",-0.309685249,0.176283351,0,1,FALSE,-0.413478428,0.000345983,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4430402I18Rik",-0.067754184,0.77330245,0,1,FALSE,1.023403952,1.01e-24,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4921507P07Rik",-0.058982478,0.804882863,0,1,FALSE,0.64126172,4.89e-08,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4930407I10Rik",-0.109137211,0.597595417,0,1,FALSE,-0.475891931,4.88e-05,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4930432K21Rik",0.0117870035212215,0.967301352,0,2,FALSE,-0.0176775458949546,0.800909498,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"4930447C04Rik",-0.049602527,0.845930466,0,1,FALSE,-0.565308728837273,5.44e-10,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4930452B06Rik",0.0713114815699515,0.700087995,0,2,FALSE,0.902302313575644,2.51e-16,4,4,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930469K13Rik",0.0981793840309224,0.398544578,0,3,FALSE,-0.282711816230885,0.003773568,1,4,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"4930523C07Rik",0.803588652719481,0.000429938,1,3,TRUE,0.808784512047192,1.08e-22,4,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4930544D05Rik",-0.020081563,0.949217727,0,1,FALSE,-0.673056369,1.65e-06,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4930578I06Rik",0.009733155,0.978120002,0,1,FALSE,0.0329439819649082,0.76770242,0,2,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4930579G24Rik",-0.009887506,0.977759579,0,1,FALSE,0.449305506,0.080106611,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4930595D18Rik",1.34886099763843,1.2e-05,1,3,TRUE,0.359602402153357,0.002464663,1,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4931422A03Rik",0.031861196,0.909469988,0,1,FALSE,-0.160018283,0.11909028,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"4931428F04Rik",-0.07818791,0.726577401,0,1,FALSE,0.45848477785862,1.73e-07,3,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4931428L18Rik",1.661879341,2.16e-09,1,1,TRUE,0.701416955,3.87e-06,1,1,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"4931429L15Rik",-0.038771077,0.885746937,0,1,FALSE,0.115450008,0.333933648,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"4932438H23Rik",-0.215255081,0.336274595,0,1,FALSE,-0.215475567563939,0.036458852,1,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4933414I15Rik",0.011426886,0.973280564,0,1,FALSE,0.458976857,0.003673353,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"4933424G06Rik",-0.0268955093438711,0.910430094,0,2,FALSE,-0.112842956,0.484415297,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"4933427D14Rik",-0.0709421264169294,0.713479086,0,3,FALSE,0.461185496,0.000561039,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"5031439G07Rik",-0.0758220253183056,0.741306092,0,2,FALSE,-0.186850652938473,0.071554187,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"5330417C22Rik",-0.707102883665269,0.001296746,2,5,TRUE,-0.182498924203995,0.00673241,3,10,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"5730522E02Rik",1.05868018887589,0.000261822,1,3,TRUE,0.423165764156717,0.001642073,2,4,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"6330411D24Rik",1.24555372991678,3.92e-06,11,27,TRUE,0.00532826181498083,0.063692592,0,8,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)"
"6430548M08Rik",-0.403916721773482,0.088971799,0,3,FALSE,-0.341331267153022,2.83e-05,1,5,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"6430550D23Rik",-0.120864681756741,0.585491135,0,2,FALSE,-0.133725222192988,0.40178427,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"6430628N08Rik",0.013443427,0.967544519,0,1,FALSE,-0.183108162265495,0.132364894,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"7530416G11Rik",-0.745859906,0.01299982,1,1,TRUE,-0.731583419602794,1.08e-08,2,4,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"8030462N17Rik",-0.082151822,0.705625708,0,1,FALSE,0.326349173,0.067592881,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"8030474K03Rik",-0.127336061,0.577794567,0,1,FALSE,-0.527674153,0.017279953,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"9130023H24Rik",-0.14054183,0.507770583,0,1,FALSE,0.538712391,0.000687343,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"9130401M01Rik",0.045610118,0.859640161,0,1,FALSE,0.924153206462909,1.62e-12,4,4,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"9330182L06Rik",0.570634125768288,0.018574283,1,3,TRUE,0.705893453572155,2.42e-13,5,6,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"9430038I01Rik",-0.289439072803053,0.143447675,0,2,FALSE,0.314405382,0.092041671,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"9630041A04Rik",0.575054375169197,1.54e-05,4,10,TRUE,-0.451205674787018,0.000109748,2,3,TRUE,"Significant","Q4 (MeCP2 up / H2A down)"
"A130010J15Rik",-0.092828868,0.669874943,0,1,FALSE,0.927822234,2.44e-14,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"A3galt2",-0.072888727,0.74988264,0,1,FALSE,0.007135957,0.964393192,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"A4galt",0.254082848202819,0.219813276,0,2,FALSE,-0.280537896200129,0.009125085,1,2,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"A530016L24Rik",-0.005092675,0.990100293,0,1,FALSE,-0.659633918206779,1.34e-10,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"A630023A22Rik",-0.418792476725701,0.028386736,1,5,TRUE,-0.27300000299287,0.003252053,1,4,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"A630076J17Rik",0.02254625,0.94080179,0,1,FALSE,-0.071650368,0.64668831,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"A830018L16Rik",0.133571823,0.484540067,0,1,FALSE,0.360938778,0.000266247,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"A830031A19Rik",0.0458609954504267,0.821513777,0,2,FALSE,-0.130842913675033,0.059526649,0,4,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"A930004D18Rik",0.874097925871852,0.002341956,3,5,TRUE,0.430711281727938,5.26e-09,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"A930009A15Rik",0.055035204,0.821836112,0,1,FALSE,0.361086641717083,0.01212978,1,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"A930017K11Rik",0.023622304,0.938370713,0,1,FALSE,-0.15283224,0.204296588,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"A930018P22Rik",-0.085448568,0.689741074,0,1,FALSE,0.13168864,0.204034836,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"A930033H14Rik",-0.071214765,0.763596414,0,1,FALSE,0.152243023,0.091263411,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"AC160405.1",0.052342615,0.834031923,0,1,FALSE,-0.341228630677142,0.021595102,1,2,TRUE,"Not significant","Q4 (MeCP2 up / H2A down)"
"AC166256.1",-0.0462055,0.857619997,0,1,FALSE,0.562924959,2.16e-05,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"AI413582",-0.061533467,0.800567466,0,1,FALSE,-0.29075307,0.034403006,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"AI593442",0.261603769,0.266380145,0,1,FALSE,-0.190066839,0.114969994,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"AI661453",-0.021865959,0.943090341,0,1,FALSE,-0.446808275773977,5.72e-05,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"AI854703",0.014472824,0.966121252,0,1,FALSE,0.5876138,9.63e-09,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"AL607142.1",-0.052413314,0.832763256,0,1,FALSE,-0.178550255365398,0.262008874,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"AL731706.1",0.003764824,0.992257959,0,1,FALSE,0.839963198,9.8e-08,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"AL929275.1",-0.194563396,0.366641884,0,1,FALSE,0.171700292,0.316310246,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"AU022252",-0.066325254,0.778651843,0,1,FALSE,0.405647073,0.005723352,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"AU040320",-0.00177404801262472,0.485724451,0,2,FALSE,0.211814867,0.209940181,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"AW549877",-0.071294473,0.745615039,0,1,FALSE,0.425885446,0.133076605,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"AW554918",-0.050365664,0.84218083,0,1,FALSE,0.873603358711776,1.96e-17,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Aacs",-0.0534653759630644,0.693216448,0,3,FALSE,0.387877063932577,0.000453477,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Aadat",-0.001691845,0.996467348,0,1,FALSE,0.390839874,0.006957651,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Aak1",-0.133112723,0.536872232,0,1,FALSE,-0.333484505361628,0.01182983,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Aamp",-0.025700187,0.931336266,0,1,FALSE,0.037716335,0.902903294,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Aanat",-0.271050283658651,0.155259255,0,3,FALSE,-0.354484275300553,6.04e-05,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Aard",-0.031655357,0.909838233,0,1,FALSE,0.125572704,0.366627327,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Aars2",-0.050548506,0.839045968,0,1,FALSE,0.43477961,1.05e-05,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Aasdhppt",-0.086457131,0.691243658,0,1,FALSE,1.06965583,3.3e-12,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Aatk",-0.0606963888289077,0.770555019,0,2,FALSE,-0.463671454,0.000578967,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abat",-0.153533574,0.436256099,0,1,FALSE,-0.257553646719151,0.032416092,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abca1",0.102945007742978,0.319253198,0,4,FALSE,0.843242630681565,8.01e-23,5,5,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Abca13",1.66993129528642,3.67e-09,1,3,TRUE,0.392870636205179,0.000492898,2,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Abca2",-0.227230696,0.294913436,0,1,FALSE,-0.701111663817969,2.75e-06,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abca3",-0.0724007537533466,0.723177577,0,2,FALSE,-0.106428753,0.556232869,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abca4",1.11072630621935,1.6e-06,2,10,TRUE,0.677307933656202,1.03e-17,11,16,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Abca7",-0.0719678355423918,0.713500335,0,3,FALSE,0.0228145398363062,0.00569882,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abcb11",0.624923076,0.047378109,1,1,TRUE,0.629676464026011,1.56e-08,2,2,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Abcb4",-0.0661660528483094,0.732877421,0,3,FALSE,0.156264438,0.1832392,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abcb6",-0.054159238,0.826916608,0,1,FALSE,-0.085051282,0.544378956,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abcb8",-0.028003864,0.922242342,0,1,FALSE,0.27289009545328,0.246738647,0,2,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abcb9",-0.119816353273865,0.442523395,0,4,FALSE,-0.50957331892877,0.005425951,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abcc12",-0.063404505,0.790170708,0,1,FALSE,0.791530192415147,1.81e-13,3,5,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abcc3",-0.12318543145345,0.45530893,0,5,FALSE,-0.238233271423579,0.031643743,1,5,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abcc4",-0.130248324022164,0.031995979,2,21,TRUE,0.262151352859451,8.47e-06,5,14,TRUE,"Significant","Q2 (MeCP2 down / H2A up)"
"Abcc8",-0.133306419719827,0.488176055,0,3,FALSE,-0.579342659755947,0.000221924,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abcd1",-0.028989989,0.927781497,0,1,FALSE,0.211517398,0.089650835,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abcd3",-0.281232967,0.164886199,0,1,FALSE,0.713506758,3.79e-10,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abcf2",-0.059754179,0.801602555,0,1,FALSE,0.722028878,4.99e-05,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abcg1",0.0286535928136548,0.819336261,0,2,FALSE,-0.0444256305374115,0.26097233,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Abcg5",-0.0990676999020596,0.598447781,0,2,FALSE,-0.260148395,0.083607703,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abcg8",-0.0348003113311591,0.811324507,0,3,FALSE,-0.227308418409228,0.083607703,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abhd11",-0.050396315,0.838377671,0,1,FALSE,-0.004503369,0.979930335,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abhd12",-0.098627079,0.641042746,0,1,FALSE,-0.121029561301042,1.72e-09,2,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abhd14b",0.003844237,0.992201527,0,1,FALSE,0.402997076829825,0.001121509,1,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Abhd15",-0.045231913,0.861487465,0,1,FALSE,-0.358206187,0.002927349,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abhd16b",0.002985606,0.994090537,0,1,FALSE,0.601296327,3.94e-06,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Abhd17b",0.004314313,0.991416681,0,1,FALSE,0.781668341,0.004904951,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Abhd18",-0.124827080850361,0.4866522,0,2,FALSE,1.00052947127389,8.23e-18,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abhd2",-0.0163909048892076,0.892515987,0,2,FALSE,0.084342129,0.717571811,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abhd6",-0.04435608,0.863578026,0,1,FALSE,0.42526753900029,5.33e-06,2,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abhd8",-0.0922465914978442,0.641543573,0,2,FALSE,0.403409535,0.000231171,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abitram",0.000171656,0.999649116,0,1,FALSE,0.745786328,1.28e-07,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Abl1",-0.153060998708613,0.366641884,0,3,FALSE,-0.145118074836137,0.016314111,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Abl2",0.042256385,0.870898124,0,1,FALSE,0.620191703,4.95e-10,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ablim1",-0.0183834646318916,0.945628798,0,2,FALSE,0.364470539448704,0.00189589,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ablim2",-0.64991905603101,0.00152724,1,11,TRUE,-0.682673567201949,6.92e-16,6,11,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Ablim3",-0.116828622093069,0.47089459,0,4,FALSE,0.521530623541535,1.25e-08,4,6,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abr",-1.03596305922654,7.9e-07,13,21,TRUE,-0.534570873156583,1.4e-07,14,21,TRUE,"Significant","Q3 (MeCP2 down / H2A down)"
"Abracl",-0.028063816,0.923299489,0,1,FALSE,0.533342678305651,2.38e-07,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Abtb1",0.00652562,0.986726564,0,1,FALSE,0.229539982559268,0.013846546,1,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Abtb2",0.521910852614862,0.000939589,2,18,TRUE,0.418288659390107,5.43e-13,11,22,TRUE,"Significant","Q1 (MeCP2 up / H2A up)"
"Acaa1b",0.098201014,0.662267198,0,1,FALSE,-0.187646433198761,0.198229663,0,2,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)"
"Acaa2",-0.082723345,0.697867051,0,1,FALSE,0.326065925,0.010993131,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Acacb",-0.0328496827395577,0.897692872,0,2,FALSE,-0.117859185,0.535149145,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Acadm",-0.0752372876279707,0.594770835,0,2,FALSE,0.437747924,0.002623288,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Acap1",0.019836275,0.949784706,0,1,FALSE,0.253571123,0.036026124,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Acap2",-0.040560895,0.877791401,0,1,FALSE,0.325416773,0.037417853,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Acbd4",-0.0785915651548324,0.59706352,0,2,FALSE,-0.187826032,0.170665124,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Acd",-0.115902163,0.596944667,0,1,FALSE,0.553859422,1.22e-06,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ace",-0.0631710255961205,0.760766335,0,2,FALSE,-0.182941689724873,0.038489497,1,3,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Acer3",-0.036883252,0.894102371,0,1,FALSE,0.451799048,0.001359584,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ache",0.001907782,0.995973358,0,1,FALSE,0.509237059,2.67e-05,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ackr3",-0.0703117565326668,0.687184002,0,3,FALSE,0.190342699202889,0.030270361,1,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Acly",-0.346885608593133,0.063724441,0,6,FALSE,-0.458582392515059,7.31e-06,3,4,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)"
"Aco1",-0.055489852,0.818827391,0,1,FALSE,0.478293122,0.000268217,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Acot11",0.0540452948365589,0.638013222,0,3,FALSE,0.214894094583895,0.042701497,1,4,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)"
"Acot12",-0.022805813,0.940137734,0,1,FALSE,0.566263857,4.29e-06,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
"Acot7",-0.288313364673206,0.121283533,0,4,FALSE,0.042331433611185,0.037229184,1,8,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)"
