gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_hyper	mch_hypo	mch_diff_pct	log10_gene_length	mch_category	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	has_mecp2	mecp2_sig	mecp2_direction
Btbd11	ENSMUSG00000020042.15	chr10	85386813	85660292	273479	0.0437518773607595	0.0312552806128405	-0.012496596747919	-0.559519405894851	1.62867882316599e-15	TRUE	FALSE	TRUE	-1.2496596747919	5.43692398319496	Hypomethylated	NA	NA	NA	NA	NA	NA	FALSE	NA	NA
Trpm3	ENSMUSG00000052387.16	chr19	22139045	22995410	856365	0.0231301443580463	0.0346791959487539	0.0115490515907076	0.503316927880416	2.4006788018813e-15	TRUE	TRUE	FALSE	1.15490515907076	5.93265890918582	Hypermethylated	-0.0118422457089262	0.954178518985632	2.74771773121149e-16	92	28	TRUE	TRUE	FALSE	Unchanged
Pcdh9	ENSMUSG00000055421.8	chr14	93013409	93890679	877270	0.0303739024695834	0.0421892334192686	0.0118153309496852	0.406051180141993	4.05136941446509e-15	TRUE	TRUE	FALSE	1.18153309496852	5.94313327804518	Hypermethylated	3.35011931605895	2.03830570533515e-13	2.05211554771437e-16	110	39	TRUE	TRUE	TRUE	Gained
Cog5	ENSMUSG00000035933.5	chr12	31654868	31937630	282762	0.0220625280856643	0.0381392677670208	0.0160767396813565	0.698366375461975	9.16612856247155e-15	TRUE	TRUE	FALSE	1.60767396813565	5.45142104480243	Hypermethylated	2.44481335593545	1.20839010330663e-07	2.05207269279175e-12	23	12	TRUE	TRUE	TRUE	Gained
Cadps	ENSMUSG00000054423.14	chr14	12372562	12823079	450517	0.0376948755829827	0.0296110983526095	-0.00808377723037319	-0.452971446494937	1.20018286437172e-14	TRUE	FALSE	TRUE	-0.808377723037319	5.65371118347689	Hypomethylated	-0.095309987637021	0.642898126234311	9.21010860025276e-05	74	10	TRUE	TRUE	FALSE	Unchanged
Zbbx	ENSMUSG00000034151.13	chr3	75037906	75165034	127128	0.0206600089699952	0.0379188803863125	0.0172588714163172	0.826865004786908	3.37856554912633e-14	TRUE	TRUE	FALSE	1.72588714163172	5.1042412146472	Hypermethylated	0.139154622406848	0.53970103728158	1.71776878671161e-09	15	8	TRUE	TRUE	FALSE	Unchanged
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	75075	0.026344532194134	0.0477331353809134	0.0213886031867794	0.802035765454069	3.51325380474338e-14	TRUE	TRUE	FALSE	2.13886031867794	4.87549534087102	Hypermethylated	2.99825013756117	2.01034498623133e-14	2.00612726936627e-16	25	12	TRUE	TRUE	TRUE	Gained
Gprin3	ENSMUSG00000045441.5	chr6	59347225	59426294	79069	0.0293056980802082	0.0521299766054108	0.0228242785252025	0.77696008897358	4.47508011907222e-14	TRUE	TRUE	FALSE	2.28242785252025	4.89800624623106	Hypermethylated	1.72361283135836	2.58751492272059e-06	3.25204729709171e-16	24	17	TRUE	TRUE	TRUE	Gained
Maml3	ENSMUSG00000061143.15	chr3	51685906	52105076	419170	0.0295674662555225	0.0413556073602415	0.011788141104719	0.417638557659465	6.54103164278198e-14	TRUE	TRUE	FALSE	1.1788141104719	5.62239019262862	Hypermethylated	-0.051761954993924	1	3.49146024308091e-11	104	19	TRUE	TRUE	FALSE	Unchanged
Csrnp3	ENSMUSG00000044647.16	chr2	65845766	66031546	185780	0.0379449557609866	0.0269828082266473	-0.0109621475343393	-0.572624403015241	7.16378341255492e-14	TRUE	FALSE	TRUE	-1.09621475343393	5.26899895854267	Hypomethylated	-0.0284346327098908	0.90652948329666	5.52680929373383e-07	27	4	TRUE	TRUE	FALSE	Unchanged
Nrxn1	ENSMUSG00000024109.18	chr17	90033630	91093071	1059441	0.0194148092252232	0.0160739183445989	-0.00334089088062437	-0.467025238119109	1.00854756393527e-13	TRUE	FALSE	TRUE	-0.334089088062437	6.02507677597093	Hypomethylated	-0.0921459913028144	0.678649195039219	1.63614086562211e-06	49	4	TRUE	TRUE	FALSE	Unchanged
Erbb4	ENSMUSG00000062209.15	chr1	68032185	69108059	1075874	0.0354548904836379	0.0453275558236622	0.00987266534002426	0.296110733716055	1.24592275072292e-13	TRUE	TRUE	FALSE	0.987266534002426	6.03176141230723	Hypermethylated	0.0141274443679919	0.953808220343061	4.74188556717191e-09	113	21	TRUE	TRUE	FALSE	Unchanged
Pcgf5	ENSMUSG00000024805.16	chr19	36348308	36460970	112662	0.0426127720840346	0.0288340681469107	-0.0137787039371239	-0.652186170088793	1.24592275072292e-13	TRUE	FALSE	TRUE	-1.37787039371239	5.0517774566566	Hypomethylated	-0.10312765379879	0.614246911813843	7.07503829058451e-05	39	4	TRUE	TRUE	FALSE	Unchanged
Tenm2	ENSMUSG00000049336.16	chr11	36006655	37235964	1229309	0.0320334688837872	0.0277747588850432	-0.00425870999874403	-0.307624192345654	1.24592275072292e-13	TRUE	FALSE	TRUE	-0.425870999874403	6.08966106118391	Hypomethylated	-0.0370379218543623	0.863790482568405	5.36588573171267e-08	116	8	TRUE	TRUE	FALSE	Unchanged
Enox1	ENSMUSG00000022012.9	chr14	77156762	77721760	564998	0.0479738551894944	0.0398333125127566	-0.0081405426767378	-0.332509637836953	1.32844441289977e-13	TRUE	FALSE	TRUE	-0.81405426767378	5.75204691049112	Hypomethylated	-0.00051850329827618	0.99838863552979	0.000169363243275995	86	7	TRUE	TRUE	FALSE	Unchanged
Slc6a6	ENSMUSG00000030096.8	chr6	91684052	91759066	75014	0.0523238434910471	0.0340150975749313	-0.0183087459161157	-0.696453520658879	2.3616528671003e-13	TRUE	FALSE	TRUE	-1.83087459161157	4.87514232412956	Hypomethylated	0.0322362657289256	0.879626906212804	1.1232979189554e-06	43	5	TRUE	TRUE	FALSE	Unchanged
Zfp608	ENSMUSG00000052713.9	chr18	54888047	54992555	104508	0.0312847086057852	0.0501309137822974	0.0188462051765122	0.628223733228908	2.37617967397499e-13	TRUE	TRUE	FALSE	1.88462051765122	5.01914953659896	Hypermethylated	0.0097960695784496	0.961918693779327	1.80746642805751e-13	132	34	TRUE	TRUE	FALSE	Unchanged
Cytip	ENSMUSG00000026832.12	chr2	58129136	58195532	66396	0.026881592159655	0.0483077737667396	0.0214261816070846	0.776533081512002	2.37617967397499e-13	TRUE	TRUE	FALSE	2.14261816070846	4.82214191626178	Hypermethylated	0.00829770017243331	0.970631753768881	1.56355967208835e-12	16	5	TRUE	TRUE	FALSE	Unchanged
Camta1	ENSMUSG00000014592.21	chr4	150917321	151861876	944555	0.03012104009381	0.0261242623188587	-0.00399677777495133	-0.328384039150905	2.41203962542141e-13	TRUE	FALSE	TRUE	-0.399677777495133	5.9752272513008	Hypomethylated	-0.0303253925322286	0.843521925893085	0.000615037950423422	186	7	TRUE	TRUE	FALSE	Unchanged
Lsamp	ENSMUSG00000061080.11	chr16	39984360	42181679	2197319	0.0276963268576234	0.0349292851227733	0.0072329582651499	0.247749552370523	2.66634984380732e-13	TRUE	TRUE	FALSE	0.72329582651499	6.34189311103195	Hypermethylated	0.10969418445904	0.523616210572065	1.47924261442043e-24	187	46	TRUE	TRUE	FALSE	Unchanged
Ctnnd2	ENSMUSG00000022240.10	chr15	30172592	31029341	856749	0.0240968090969345	0.020586143672557	-0.00351066542437752	-0.359880263606731	3.1447507855906e-13	TRUE	FALSE	TRUE	-0.351066542437752	5.93285360619238	Hypomethylated	-0.183770090264937	0.41292167802062	0.00111699699440288	89	3	TRUE	TRUE	FALSE	Unchanged
Patj	ENSMUSG00000061859.17	chr4	98395784	98719603	323819	0.0193572756775629	0.0295842482524923	0.0102269725749294	0.509305800239703	3.87244711079677e-13	TRUE	TRUE	FALSE	1.02269725749294	5.51030232728663	Hypermethylated	1.76229716203468	3.92581287600702e-06	4.73904207555413e-24	25	8	TRUE	TRUE	TRUE	Gained
Btbd3	ENSMUSG00000062098.11	chr2	138256564	138589292	332728	0.0347447209742849	0.047790980587707	0.0130462596134221	0.396499724428239	3.87244711079677e-13	TRUE	TRUE	FALSE	1.30462596134221	5.5220893495127	Hypermethylated	0.041527444263135	0.81078516279246	1.43839560721221e-12	87	21	TRUE	TRUE	FALSE	Unchanged
Tjp1	ENSMUSG00000030516.14	chr7	65296164	65527781	231617	0.0407696335592383	0.0307914454503749	-0.0099781881088634	-0.477874810605031	5.85310326703745e-13	TRUE	FALSE	TRUE	-0.99781881088634	5.36477043215056	Hypomethylated	-0.0380473793493675	0.872039892137689	0.00112603416244771	40	5	TRUE	TRUE	FALSE	Unchanged
Tmem178b	ENSMUSG00000057716.7	chr6	39871460	40255150	383690	0.0499247050495826	0.0396953805499329	-0.0102293244996497	-0.386877511812155	6.38954394334393e-13	TRUE	FALSE	TRUE	-1.02293244996497	5.58398048045604	Hypomethylated	0.0218307720513865	0.914167701791053	0.00407406438463198	72	4	TRUE	TRUE	FALSE	Unchanged
Abr	ENSMUSG00000017631.19	chr11	76416733	76623558	206825	0.0481922430443689	0.0362315305055378	-0.0119607125388311	-0.486619323729966	8.71164816813942e-13	TRUE	FALSE	TRUE	-1.19607125388311	5.31560303299941	Hypomethylated	0.00349293947150505	0.989534011366643	2.35647483324463e-05	57	11	TRUE	TRUE	FALSE	Unchanged
Ephb1	ENSMUSG00000032537.15	chr9	101922127	102354693	432566	0.0358522898746074	0.0291295866986904	-0.00672270317591703	-0.391931952341116	8.91709833987259e-13	TRUE	FALSE	TRUE	-0.672270317591703	5.63605238058463	Hypomethylated	-0.165782940131169	0.408671363716609	1.78157690579373e-05	117	8	TRUE	TRUE	FALSE	Unchanged
Plekha6	ENSMUSG00000041757.17	chr1	133164209	133303435	139226	0.041199119473182	0.0296268306123131	-0.0115722888608689	-0.561922449639867	1.15763853780842e-12	TRUE	FALSE	TRUE	-1.15722888608689	5.14372034592199	Hypomethylated	-1.74108518219832	2.96709840271829e-06	2.96709840271829e-06	40	7	TRUE	TRUE	TRUE	Lost
Cerkl	ENSMUSG00000075256.9	chr2	79330542	79456785	126243	0.0224010478498205	0.0370281678178183	0.0146271199679977	0.642154422290159	1.24590439941509e-12	TRUE	TRUE	FALSE	1.46271199679977	5.10120730642907	Hypermethylated	1.63684053161898	0.000283321465302971	2.90147068768965e-17	27	14	TRUE	TRUE	TRUE	Gained
Gabbr2	ENSMUSG00000039809.10	chr4	46662304	46991873	329569	0.0253111794838964	0.0202951778865573	-0.00501600159733915	-0.461209704896327	1.24590439941509e-12	TRUE	FALSE	TRUE	-0.501600159733915	5.51794635423228	Hypomethylated	-0.0233419636948266	0.921499203188506	0.0180599807779205	78	2	TRUE	TRUE	FALSE	Unchanged
Tafa5	ENSMUSG00000054863.9	chr15	87544298	87759364	215066	0.0275153572368312	0.0206032933705755	-0.00691206386625575	-0.542735349698253	1.31715830047697e-12	TRUE	FALSE	TRUE	-0.691206386625575	5.33257175776305	Hypomethylated	0.0652633510219479	0.730138344987842	2.93059102120532e-08	171	15	TRUE	TRUE	FALSE	Unchanged
Gsg1l	ENSMUSG00000046182.8	chr7	125878419	126082411	203992	0.0506186268354443	0.0394539784061962	-0.0111646484292481	-0.414259167560879	1.43532704106835e-12	TRUE	FALSE	TRUE	-1.11646484292481	5.30961313593579	Hypomethylated	-0.0331450324473921	0.872128569427303	2.68175403731565e-05	36	3	TRUE	TRUE	FALSE	Unchanged
Rnf157	ENSMUSG00000052949.14	chr11	116336352	116413032	76680	0.0655223034551502	0.0456834989191339	-0.0198388045360163	-0.571779759204454	1.57211642940493e-12	TRUE	FALSE	TRUE	-1.98388045360163	4.88468210420602	Hypomethylated	-0.0133151204118191	0.953729210047422	6.93032151297258e-05	21	6	TRUE	TRUE	FALSE	Unchanged
Tgfbr3	ENSMUSG00000029287.14	chr5	107106569	107289629	183060	0.0371239485284172	0.0276426595949569	-0.00948128893346031	-0.512916820352558	1.79309778308555e-12	TRUE	FALSE	TRUE	-0.948128893346031	5.26259345802605	Hypomethylated	-0.285590130804835	0.252375359471155	0.010036266206356	39	3	TRUE	TRUE	FALSE	Unchanged
Sema6d	ENSMUSG00000027200.17	chr2	124089968	124667770	577802	0.024829470766487	0.033751302606769	0.00892183184028204	0.36605400753413	1.8571864142068e-12	TRUE	TRUE	FALSE	0.892183184028204	5.76177904077481	Hypermethylated	-0.104162563795477	0.606603605179308	1.52450697614027e-09	71	13	TRUE	TRUE	FALSE	Unchanged
Cacna1e	ENSMUSG00000004110.17	chr1	154390730	154884501	493771	0.0217562279369622	0.0174191552417872	-0.00433707269517495	-0.481785657953047	1.8571864142068e-12	TRUE	FALSE	TRUE	-0.433707269517495	5.6935255795007	Hypomethylated	-0.0982866846894982	0.618548149243805	0.00282660226664795	61	3	TRUE	TRUE	FALSE	Unchanged
Msi2	ENSMUSG00000069769.13	chr11	88339381	88718513	379132	0.0281092225068599	0.0227518497791065	-0.00535737272775339	-0.430203848826453	1.91451799992478e-12	TRUE	FALSE	TRUE	-0.535737272775339	5.57879044187014	Hypomethylated	-0.0524376979162692	0.797611305519997	0.078542871520661	50	0	FALSE	TRUE	FALSE	Unchanged
Hgd	ENSMUSG00000022821.13	chr16	37580152	37632020	51868	0.0314170631567474	0.0529528451251978	0.0215357819684505	0.695099479654119	2.01438202285783e-12	TRUE	TRUE	FALSE	2.15357819684505	4.71489950217308	Hypermethylated	1.08783678295554	0.0173936715127865	1.48066937397647e-13	12	6	TRUE	TRUE	TRUE	Gained
Dlgap4	ENSMUSG00000061689.15	chr2	156613704	156764363	150659	0.0340773268315774	0.0250534659348682	-0.00902386089670924	-0.549088417206923	2.01438202285783e-12	TRUE	FALSE	TRUE	-0.902386089670924	5.17799508047395	Hypomethylated	-0.131464190938455	0.563931899647755	1.70089969793223e-07	45	5	TRUE	TRUE	FALSE	Unchanged
Phex	ENSMUSG00000057457.11	chrX	157162074	157415312	253238	0.0227423150592983	0.0366935718293751	0.0139512567700768	0.605138207555447	2.01438202285783e-12	TRUE	TRUE	FALSE	1.39512567700768	5.40352887493159	Hypermethylated	-0.166174317607024	1	4.21967424261752e-05	24	5	TRUE	TRUE	FALSE	Unchanged
Prkar2b	ENSMUSG00000002997.15	chr12	31958475	32061296	102821	0.058499211218819	0.0433968523815333	-0.0151023588372857	-0.490222258941973	2.1471991540591e-12	TRUE	FALSE	TRUE	-1.51023588372857	5.01208182334321	Hypomethylated	-0.13676838132313	0.534385511927125	0.0650165457236465	17	0	FALSE	TRUE	FALSE	Unchanged
Afap1	ENSMUSG00000029094.12	chr5	35893318	36003923	110605	0.0537059860698742	0.039881008654309	-0.0138249774155652	-0.499158204152525	2.26736698560746e-12	TRUE	FALSE	TRUE	-1.38249774155652	5.04377476009099	Hypomethylated	-0.0109961336233641	0.95491525250014	0.000328252659109165	61	5	TRUE	TRUE	FALSE	Unchanged
Ephb2	ENSMUSG00000028664.14	chr4	136647538	136835988	188450	0.0331453278729559	0.0250282675592608	-0.00811706031369505	-0.501841789897803	2.26819338703091e-12	TRUE	FALSE	TRUE	-0.811706031369505	5.27519614178562	Hypomethylated	-0.0459943253552304	0.809939483211176	0.00562488784534349	60	3	TRUE	TRUE	FALSE	Unchanged
Zbtb20	ENSMUSG00000022708.16	chr16	42875880	43642602	766722	0.0273724342712657	0.0359248640383483	0.0085524297670826	0.319456862975036	3.23721304105379e-12	TRUE	TRUE	FALSE	0.85524297670826	5.88463792489902	Hypermethylated	0.196332930415423	0.384212376609605	5.31676634357066e-16	51	20	TRUE	TRUE	FALSE	Unchanged
Lrrc4c	ENSMUSG00000050587.14	chr2	96318168	97631666	1313498	0.0247428877870891	0.0315560677809279	0.00681317999383875	0.264245512037436	4.42062916043828e-12	TRUE	TRUE	FALSE	0.681317999383875	6.11842941584335	Hypermethylated	-0.0250731981450642	0.904633052630423	5.61795019988111e-10	97	22	TRUE	TRUE	FALSE	Unchanged
Megf11	ENSMUSG00000036466.17	chr9	64385625	64709205	323580	0.0282092533625712	0.0229046814111553	-0.00530457195141587	-0.434428454322499	4.56367812450137e-12	TRUE	FALSE	TRUE	-0.530457195141587	5.50998167067181	Hypomethylated	-0.0132317720530677	0.962807261416536	0.074548554090548	73	0	FALSE	TRUE	FALSE	Unchanged
Hdac9	ENSMUSG00000004698.11	chr12	34047579	34917095	869516	0.0216280641556609	0.019520462265661	-0.00210760188999986	-0.326505326896997	4.97307977098156e-12	TRUE	FALSE	TRUE	-0.210760188999986	5.93927757788304	Hypomethylated	-0.0426035962139937	0.863112695252097	4.44380417704746e-05	58	5	TRUE	TRUE	FALSE	Unchanged
Cmip	ENSMUSG00000034390.16	chr8	117257063	117459430	202367	0.0415558685451009	0.0319125880689327	-0.00964328047616819	-0.478447147339527	5.03410376314445e-12	TRUE	FALSE	TRUE	-0.964328047616819	5.30613969351175	Hypomethylated	-0.82258997187172	0.0235067463817461	1.04251896866429e-06	63	11	TRUE	TRUE	TRUE	Lost
Gm20696	ENSMUSG00000030068.4	chr6	99257483	99666797	409314	0.0320668011526402	0.0270702860056066	-0.00499651514703359	-0.356802210192052	5.19081935781682e-12	TRUE	FALSE	TRUE	-0.499651514703359	5.61205659932097	Hypomethylated	NA	NA	NA	NA	NA	NA	FALSE	NA	NA
Ccdc192	ENSMUSG00000058925.11	chr18	57533779	57731065	197286	0.0311064153838948	0.0437083920338592	0.0126019766499644	0.424150311519031	7.0060800467962e-12	TRUE	TRUE	FALSE	1.26019766499644	5.29509626752045	Hypermethylated	1.73413223813634	2.06372487287673e-05	2.06372487287673e-05	6	3	TRUE	TRUE	TRUE	Gained
Epha3	ENSMUSG00000052504.7	chr16	63543533	63864175	320642	0.0317222961265713	0.0429121385410209	0.0111898424144496	0.361934777032521	7.0060800467962e-12	TRUE	TRUE	FALSE	1.11898424144496	5.50602040876535	Hypermethylated	-0.0459861426238603	0.832417951671698	5.17843238447832e-10	65	13	TRUE	TRUE	FALSE	Unchanged
D430042O09Rik	ENSMUSG00000032743.15	chr7	125707887	125874793	166906	0.0688655401821942	0.0545703842917619	-0.0142951558904322	-0.362875613994118	7.0060800467962e-12	TRUE	FALSE	TRUE	-1.42951558904322	5.22247194914212	Hypomethylated	NA	NA	NA	NA	NA	NA	FALSE	NA	NA
Snca	ENSMUSG00000025889.13	chr6	60731574	60829855	98281	0.0286772556764082	0.0443873691124029	0.0157101134359947	0.586118798230916	7.0060800467962e-12	TRUE	TRUE	FALSE	1.57101134359947	4.99246956673633	Hypermethylated	2.2326097199753	1.15962971694167e-09	1.15962971694167e-09	14	5	TRUE	TRUE	TRUE	Gained
Cacna2d2	ENSMUSG00000010066.15	chr9	107399611	107529343	129732	0.0389354122533475	0.028363708738843	-0.0105717035145044	-0.548418662574978	7.36919823913913e-12	TRUE	FALSE	TRUE	-1.05717035145044	5.11304711339552	Hypomethylated	0.0157353366855668	0.950377597705233	9.6409579267907e-05	39	6	TRUE	TRUE	FALSE	Unchanged
Pappa2	ENSMUSG00000073530.11	chr1	158711726	158980490	268764	0.0234655891091608	0.0336042365534687	0.0101386474443078	0.43796141023974	1.14335562030728e-11	TRUE	TRUE	FALSE	1.01386474443078	5.42937109604696	Hypermethylated	0.00139624862623622	0.996326222096794	3.15798475263911e-06	29	9	TRUE	TRUE	FALSE	Unchanged
Arhgef38	ENSMUSG00000040969.14	chr3	133112277	133234949	122672	0.0211501155107351	0.0348993279880038	0.0137492124772687	0.629380649037586	1.2591207886485e-11	TRUE	TRUE	FALSE	1.37492124772687	5.08874544591216	Hypermethylated	-0.0285416212682852	0.908953652917168	1.18204946811702e-12	12	6	TRUE	TRUE	FALSE	Unchanged
Nos1	ENSMUSG00000029361.18	chr5	117781031	117958840	177809	0.0340419655744181	0.0265955811895094	-0.00744638438490868	-0.460095249479455	1.44746199427635e-11	TRUE	FALSE	TRUE	-0.744638438490868	5.24995373948805	Hypomethylated	-0.262125519126684	0.309051132861419	8.04943626674471e-08	72	4	TRUE	TRUE	FALSE	Unchanged
Lamb3	ENSMUSG00000026639.18	chr1	193207698	193343878	136180	0.0342611996310923	0.0486914686220025	0.0144302689909102	0.439948159320804	1.69868733830918e-11	TRUE	TRUE	FALSE	1.44302689909102	5.13411332984232	Hypermethylated	0.973031128506871	0.0124350868072545	8.13072310268626e-17	18	11	TRUE	TRUE	TRUE	Gained
Fam107b	ENSMUSG00000026655.15	chr2	3570487	3782142	211655	0.0313781900184578	0.042701313837628	0.0113231238191702	0.383100721599497	1.72457688349489e-11	TRUE	TRUE	FALSE	1.13231238191702	5.32562853242147	Hypermethylated	0.00254474632289625	1	2.04892742375639e-07	53	16	TRUE	TRUE	FALSE	Unchanged
Nln	ENSMUSG00000021710.11	chr13	104023056	104109614	86558	0.0575609184952809	0.0434593102356271	-0.0141016082596538	-0.462840357126964	1.72457688349489e-11	TRUE	FALSE	TRUE	-1.41016082596538	4.93730721311602	Hypomethylated	-0.0251526549403877	0.899819988303034	0.00623961445629601	22	2	TRUE	TRUE	FALSE	Unchanged
Zic4	ENSMUSG00000036972.14	chr9	91362412	91389348	26936	0.0216585116640554	0.04761580255408	0.0259572908900246	1.07055550092011	1.8061831816614e-11	TRUE	TRUE	FALSE	2.59572908900246	4.43033310338003	Hypermethylated	-0.0316418680046067	0.875521771826861	2.42425367950227e-12	49	24	TRUE	TRUE	FALSE	Unchanged
Pag1	ENSMUSG00000027508.15	chr3	9687478	9833679	146201	0.0423113946884508	0.0326126229847831	-0.00969877170366765	-0.44643184564619	1.84260509379302e-11	TRUE	FALSE	TRUE	-0.969877170366765	5.16495034316217	Hypomethylated	-0.36957561882047	0.189019952881271	0.000105478749201711	50	6	TRUE	TRUE	FALSE	Unchanged
Fstl4	ENSMUSG00000036264.9	chr11	52764633	53188538	423905	0.0372081711402457	0.0318697181418249	-0.00533845299842072	-0.307902921704225	1.97632496913304e-11	TRUE	FALSE	TRUE	-0.533845299842072	5.62726853914336	Hypomethylated	-0.045882547127379	0.823113293494361	0.121403765954018	36	0	FALSE	TRUE	FALSE	Unchanged
Opcml	ENSMUSG00000062257.13	chr9	27790774	28925410	1134636	0.0325910388398212	0.0398012483581322	0.00721020951831099	0.215772239315337	1.97632496913304e-11	TRUE	TRUE	FALSE	0.721020951831099	6.05485655884557	Hypermethylated	-0.372764309523688	0.193123812308412	1.01697952258581e-12	184	28	TRUE	TRUE	FALSE	Unchanged
Kcnq1	ENSMUSG00000009545.14	chr7	143106361	143427042	320681	0.0435621732210969	0.0367224007788732	-0.00683977244222367	-0.321025294687241	1.99114960892126e-11	TRUE	FALSE	TRUE	-0.683977244222367	5.50607322921562	Hypomethylated	-0.0259399260502713	0.91212544082787	0.00100572153064931	30	5	TRUE	TRUE	FALSE	Unchanged
Heg1	ENSMUSG00000075254.12	chr16	33684369	33771576	87207	0.0253317607196292	0.0401595974667267	0.0148278367470974	0.589056922476944	2.07818578943075e-11	TRUE	TRUE	FALSE	1.48278367470974	4.94055134662246	Hypermethylated	-0.00468131691968868	0.986508422310029	1.06291413155996e-15	32	7	TRUE	TRUE	FALSE	Unchanged
Prkce	ENSMUSG00000045038.14	chr17	86167784	86657919	490135	0.0278684512770983	0.0241311054072469	-0.0037373458698514	-0.326694727729326	2.13735371614806e-11	TRUE	FALSE	TRUE	-0.37373458698514	5.69031571611013	Hypomethylated	-0.027525639092873	0.911979018428151	2.70990483809987e-06	61	4	TRUE	TRUE	FALSE	Unchanged
D430041D05Rik	ENSMUSG00000068373.15	chr2	104143072	104411013	267941	0.0221742610663647	0.018039137244261	-0.00413512382210377	-0.467291713167693	2.73092512792312e-11	TRUE	FALSE	TRUE	-0.413512382210377	5.42803917389696	Hypomethylated	0.0156917373635601	0.943118626139918	0.171360722514806	39	0	FALSE	TRUE	FALSE	Unchanged
