ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	ranking	is_significant	is_neuronal	n_genes_ranked
GO:0050830	defense response to Gram-positive bacterium	160	-0.414731793938344	-2.08348591671872	6.52536397249054e-08	3.02878748604707e-05	2.82929389921286e-05	4355	tags=46%, list=20%, signal=37%	12491/110557/21946/12945/319579/14972/16173/14980/14963/78416/219033/109648/13586/216799/14964/18489/242100/246085/23855/360217/17969/17194/14000/18780/246700/17002/384997/100042514/634650/14985/69541/84506/13587/17105/27007/15013/15043/332427/224754/503844/100041787/399549/66438/15015/56093/224761/224753/19695/353320/20755/16176/53877/13215/360212/93726/19752/382000/16992/15006/100294660/15024/224756/12796/57757/497113/14997/93719/21926/66824/54159/333715/403172/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0009451	RNA modification	154	0.466870639893963	2.03022227481636	7.03006766587327e-08	3.02878748604707e-05	2.82929389921286e-05	4272	tags=35%, list=20%, signal=28%	68260/66181/71916/52575/77766/234728/66628/66757/100087/74455/17299/68147/71989/76894/271842/100233175/66715/70359/75422/233189/52530/229780/72085/69786/15108/66246/69185/320816/69372/75284/13434/78895/108943/212528/382137/319582/14113/76357/245474/67049/28114/67789/68916/69113/66926/328162/74753/234344/110109/66254/229700/228019/11628/67148	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0006399	tRNA metabolic process	178	0.440582241038401	1.95642175872461	3.09698485764228e-07	0.000123164705492389	0.000115052360541399	3809	tags=31%, list=18%, signal=26%	227522/68260/71916/328092/52575/77766/69961/66628/66757/100087/74455/17299/67065/66192/71989/78651/212679/69639/107328/100233175/230577/30947/208366/11727/70359/224805/98985/233189/66362/229780/72085/69786/229487/114615/15108/66246/50911/69185/320816/69372/75284/13434/108943/212528/319582/76357/226539/67049/28114/67789/68916/66926/328162/66491/74753/97541	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002673	regulation of acute inflammatory response	75	-0.498671563946077	-2.19338632289546	4.53048674285558e-07	0.000167304403289738	0.000156284760723469	4302	tags=51%, list=20%, signal=41%	110557/18782/12774/14972/14980/14963/109648/216799/14964/16334/16189/14985/12266/19218/15013/15043/233079/224754/399549/15015/30955/224761/224753/13618/12775/16176/20737/15006/15024/224756/14997/14125/233080/21926/16333/13419/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002675	positive regulation of acute inflammatory response	54	-0.560033057692606	-2.31286623635866	5.09159781132888e-07	0.000175490404563802	0.000163931584269312	4302	tags=54%, list=20%, signal=43%	110557/12774/14972/14980/14963/14964/14985/12266/19218/15013/15043/233079/224754/399549/15015/30955/224761/224753/12775/16176/15006/15024/224756/14997/14125/233080/21926/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0034470	ncRNA processing	404	0.353060891357373	1.69679303148726	6.15000275991093e-07	0.000198721964179622	0.000185632978042575	4478	tags=28%, list=21%, signal=22%	78581/65961/227522/68260/66181/69962/71916/13865/52575/77766/66381/59050/69961/67936/20055/66628/66757/100087/107071/30946/74455/59014/17299/68147/66192/71989/76894/271842/78651/21752/67920/69639/107328/100233175/30947/69942/208366/66715/20088/70359/98985/75422/109077/233189/66362/52530/68731/229780/72085/69786/114615/15108/66246/109075/20116/16193/27966/50911/69185/72171/320816/57808/69372/75284/67276/13434/66489/67390/108943/101867/212528/382137/319582/14113/27993/70044/76357/19989/72544/23992/245474/17089/67049/28114/68533/67789/195434/68916/19766/72662/27998/66926/328162/66481/102462/67115/70930/74753/234344/110109/20115/66254/52705/228019/67053/66161/67045/69955/67832/100121/106248/66583	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0032639	TRAIL production	26	-0.698939178916557	-2.4355027553072	1.2850179607363e-06	0.000342631894915455	0.000320064162449783	4302	tags=77%, list=20%, signal=62%	110557/14972/14980/14963/14964/14985/15013/15043/21941/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0032679	regulation of TRAIL production	26	-0.698939178916557	-2.4355027553072	1.2850179607363e-06	0.000342631894915455	0.000320064162449783	4302	tags=77%, list=20%, signal=62%	110557/14972/14980/14963/14964/14985/15013/15043/21941/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0032759	positive regulation of TRAIL production	26	-0.698939178916557	-2.4355027553072	1.2850179607363e-06	0.000342631894915455	0.000320064162449783	4302	tags=77%, list=20%, signal=62%	110557/14972/14980/14963/14964/14985/15013/15043/21941/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0001813	regulation of antibody-dependent cellular cytotoxicity	25	-0.694728105355724	-2.4189989214098	1.92623769936795e-06	0.000342631894915455	0.000320064162449783	4302	tags=76%, list=20%, signal=61%	110557/14972/14980/14963/14964/14985/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0001815	positive regulation of antibody-dependent cellular cytotoxicity	25	-0.694728105355724	-2.4189989214098	1.92623769936795e-06	0.000342631894915455	0.000320064162449783	4302	tags=76%, list=20%, signal=61%	110557/14972/14980/14963/14964/14985/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:2000566	positive regulation of CD8-positive, alpha-beta T cell proliferation	27	-0.682490786640141	-2.40859134720664	1.8878220542589e-06	0.000342631894915455	0.000320064162449783	4302	tags=74%, list=20%, signal=59%	110557/18106/14972/14980/14963/14964/14985/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	33	-0.653478906305201	-2.39087883556985	1.65592831646637e-06	0.000342631894915455	0.000320064162449783	4302	tags=70%, list=20%, signal=56%	110557/18106/14972/14980/14963/14964/14985/15013/15043/224754/399549/15015/224761/224753/12399/14728/14727/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0032736	positive regulation of interleukin-13 production	40	-0.60423357152467	-2.33396565531155	1.36801614433049e-06	0.000342631894915455	0.000320064162449783	4302	tags=62%, list=20%, signal=50%	110557/22164/14972/16173/14980/14963/216799/18762/14964/16189/14985/15013/15043/224754/16364/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0001794	type IIa hypersensitivity	29	-0.659535484794375	-2.32500390865528	2.25328518899912e-06	0.000342631894915455	0.000320064162449783	4687	tags=72%, list=22%, signal=57%	14129/110557/14972/14980/14963/14964/14985/12266/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0001796	regulation of type IIa hypersensitivity	29	-0.659535484794375	-2.32500390865528	2.25328518899912e-06	0.000342631894915455	0.000320064162449783	4687	tags=72%, list=22%, signal=57%	14129/110557/14972/14980/14963/14964/14985/12266/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0001798	positive regulation of type IIa hypersensitivity	29	-0.659535484794375	-2.32500390865528	2.25328518899912e-06	0.000342631894915455	0.000320064162449783	4687	tags=72%, list=22%, signal=57%	14129/110557/14972/14980/14963/14964/14985/12266/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002445	type II hypersensitivity	29	-0.659535484794375	-2.32500390865528	2.25328518899912e-06	0.000342631894915455	0.000320064162449783	4687	tags=72%, list=22%, signal=57%	14129/110557/14972/14980/14963/14964/14985/12266/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002892	regulation of type II hypersensitivity	29	-0.659535484794375	-2.32500390865528	2.25328518899912e-06	0.000342631894915455	0.000320064162449783	4687	tags=72%, list=22%, signal=57%	14129/110557/14972/14980/14963/14964/14985/12266/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002894	positive regulation of type II hypersensitivity	29	-0.659535484794375	-2.32500390865528	2.25328518899912e-06	0.000342631894915455	0.000320064162449783	4687	tags=72%, list=22%, signal=57%	14129/110557/14972/14980/14963/14964/14985/12266/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002863	positive regulation of inflammatory response to antigenic stimulus	41	-0.60217066279535	-2.32356581287991	1.77244525220273e-06	0.000342631894915455	0.000320064162449783	4302	tags=61%, list=20%, signal=49%	14129/110557/14972/14980/14963/14964/14985/12266/15013/15043/224754/399549/15015/224761/224753/12775/16992/15006/15024/224756/14997/14125/21926/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	36	-0.610611803603704	-2.29310103084302	1.72598967141225e-06	0.000342631894915455	0.000320064162449783	4302	tags=72%, list=20%, signal=58%	110558/15018/56554/110557/14972/14980/14963/19370/14964/14985/15013/15043/224754/399549/15015/224761/224753/100529082/15006/15024/224756/14997/76797/333715/15007/667977	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0032753	positive regulation of interleukin-4 production	51	-0.555709630811203	-2.25557033965399	1.60737691983613e-06	0.000342631894915455	0.000320064162449783	4302	tags=57%, list=20%, signal=46%	110557/22164/14972/20963/14980/14963/216799/18762/14964/12501/20371/14985/13861/15013/15043/224754/16364/399549/15015/224761/224753/12608/19074/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0048706	embryonic skeletal system development	146	-0.386555369793309	-1.92047661261031	1.89590372493613e-06	0.000342631894915455	0.000320064162449783	4165	tags=36%, list=19%, signal=29%	103537/235626/15404/111970/13386/21418/13392/15396/109663/15401/13617/21813/15405/15438/14634/269878/16147/192170/15430/13390/12005/381598/18121/20472/15431/18509/170441/216285/15403/15111/59024/15416/15415/15434/20204/15436/15400/15399/54006/14234/15414/20997/668137/15429/15402/15413/13345/15417/15410/15394/103889/15412/15407	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus	35	-0.61517101046858	-2.29484262650097	2.48431346472393e-06	0.000359996980466367	0.000336285482312876	4687	tags=66%, list=22%, signal=51%	14129/110557/14972/14980/14963/14964/14985/12266/15013/15043/224754/399549/15015/224761/224753/12775/15006/15024/224756/14997/14125/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0065004	protein-DNA complex assembly	168	0.432738534646145	1.89466935829838	2.50674880015265e-06	0.000359996980466367	0.000336285482312876	4815	tags=36%, list=22%, signal=28%	14957/59001/319148/107970/14958/319151/54388/66403/50708/60411/108671/66578/239364/20833/319150/260423/108098/26886/80859/101612/66929/99730/80838/69790/54561/28077/15214/13163/56702/108143/66311/24074/70625/67733/381379/225895/20892/54169/66653/12615/22110/97114/70645/20933/104248/21413/66172/381280/67381/56086/171506/64424/54343/67279/17216/114714/11622/72155/66999/69726/67219	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002717	positive regulation of natural killer cell mediated immunity	58	-0.532769394527258	-2.22972757629435	2.65637940308727e-06	0.000371175176053004	0.000346727416824022	4302	tags=55%, list=20%, signal=44%	110557/20850/14972/22324/60505/14980/14963/317757/58179/16783/14964/11765/225825/14985/27007/15013/15043/224754/16642/399549/15015/224761/224753/16643/243655/15006/30925/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0032656	regulation of interleukin-13 production	44	-0.577980425531985	-2.2742558312327	2.82993920328607e-06	0.000385020675815499	0.000359660971320678	4302	tags=57%, list=20%, signal=46%	110557/22164/14972/16173/14980/14963/216799/18762/14964/16189/14985/15013/15043/224754/16364/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0044772	mitotic cell cycle phase transition	439	0.340751200074125	1.6444563104961	3.10327188947168e-06	0.00041138245304022	0.000384286408337275	5523	tags=34%, list=26%, signal=26%	66197/723950/54124/52004/12580/56150/19188/67629/66209/109019/209334/271697/268697/18027/219103/108000/11792/18028/15586/66983/27354/21752/72057/70891/16323/319195/27214/12566/12428/57913/13555/29861/67153/11504/66442/76843/12567/66214/13559/12576/116748/52679/56190/69917/15902/30949/15937/14841/66591/227292/20620/368203/18715/50496/17193/237459/66977/234664/59126/67141/328440/107047/380694/68431/72776/14056/68193/69716/12450/12531/12054/12235/448987/27401/270669/12534/18795/12581/12571/83560/83796/237256/66671/108058/20877/12532/20135/67052/24100/268709/12452/72008/15512/12043/11799/228714/240665/75604/68034/59036/15574/26427/67045/19356/56456/76464/104394/83383/114714/20460/11477/12448/57775/382985/214444/68612/12447/16600/13872/74268/12325/67849/28036/209011/13557/12443/107976/70601/218793/12568/12795/18767/80280/226026/21335/20104/238555/67941/246735/12575/269424/18647/24075/11820/107995/17863/70127/194655/13076/244281	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0140053	mitochondrial gene expression	163	0.429729420527663	1.87730051891758	3.37143017012209e-06	0.00043575734948828	0.000407055832118951	6960	tags=49%, list=32%, signal=33%	94066/68836/27398/208595/545725/226153/52575/94065/59016/71989/94067/218506/66242/66121/224805/69577/14548/229487/66077/15108/67707/75398/94063/67840/66493/24030/211253/68550/66973/76357/108853/226539/68499/212508/18100/76784/64659/74238/59054/234384/28028/50529/121022/27393/216767/228019/70207/66230/66407/67681/66258/67308/68735/66132/67851/72181/67270/52469/76781/83485/107733/108037/67212/56282/233870/67417/15278/27397/69163/27395/56284/70120/71701/320806/21780/69527/19935/320720/224481/66845	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002885	positive regulation of hypersensitivity	33	-0.642527842157013	-2.35081225155889	3.93333122655585e-06	0.000495983474177896	0.000463315113413048	4687	tags=70%, list=22%, signal=55%	14129/110557/14972/14980/14963/14964/14985/12266/15013/15043/224754/399549/15015/224761/224753/12775/15006/15024/224756/14997/14125/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	37	-0.602972404946022	-2.279223427428	4.33082991257078e-06	0.000533104539237879	0.000497991168894103	4302	tags=70%, list=20%, signal=56%	110558/15018/56554/110557/14972/14980/14963/19370/14964/14985/15013/15043/224754/399549/15015/224761/224753/100529082/15006/15024/224756/14997/76797/333715/15007/667977	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0001788	antibody-dependent cellular cytotoxicity	27	-0.67116626304869	-2.36862575343228	4.45994644869471e-06	0.000536230770691898	0.000500911488533937	4687	tags=74%, list=22%, signal=58%	14129/110557/14972/14980/14963/14964/14985/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002519	natural killer cell tolerance induction	26	-0.678541040199723	-2.36442400547234	4.92476546651519e-06	0.000565800832486301	0.000528533893809864	4302	tags=73%, list=20%, signal=59%	110557/14972/14980/14963/14964/14985/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002483	antigen processing and presentation of endogenous peptide antigen	43	-0.573199041840088	-2.2552985503673	4.91149416139911e-06	0.000565800832486301	0.000528533893809864	4390	tags=72%, list=20%, signal=57%	667803/667281/110558/15018/56554/21354/110557/15925/14972/14980/14963/19370/14964/14985/15013/15043/224754/399549/15015/224761/224753/100529082/15006/100504404/15024/224756/14997/76797/333715/15007/667977	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0048704	embryonic skeletal system morphogenesis	108	-0.420236334477717	-1.98676905806306	5.29630609013567e-06	0.000595258749695683	0.000556051540996395	4878	tags=43%, list=23%, signal=33%	17240/70300/15423/18933/12162/235626/15404/111970/21418/13392/15396/109663/15401/21813/15405/15438/14634/269878/192170/15430/12005/381598/18121/20472/15431/216285/59024/15416/15415/15434/20204/15436/15400/15399/14234/15414/668137/15402/15413/13345/15417/15410/15394/103889/15412/15407	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0048002	antigen processing and presentation of peptide antigen	75	-0.468129390940911	-2.05904783362824	5.88207194319843e-06	0.000647027913751828	0.000604410886347019	4390	tags=55%, list=20%, signal=44%	110558/16149/15018/56554/14129/21354/110557/15925/14972/72925/14980/14963/19370/14964/224727/14999/83433/14985/14960/15013/15043/224754/15001/399549/15015/224761/224753/100529082/15006/15002/100504404/15024/224756/15000/14997/381091/76797/66824/333715/15007/667977	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	39	-0.574753401397936	-2.20629205416001	6.17580211193091e-06	0.000653230836329005	0.000610205248310592	4302	tags=72%, list=20%, signal=58%	667803/667281/110558/15018/56554/110557/14972/14980/14963/19370/14964/14985/15013/15043/224754/399549/15015/224761/224753/100529082/15006/15024/224756/14997/76797/333715/15007/667977	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002478	antigen processing and presentation of exogenous peptide antigen	51	-0.534673696266871	-2.17018756527984	6.19116266540062e-06	0.000653230836329005	0.000610205248310592	4302	tags=51%, list=20%, signal=41%	110557/14972/14980/14963/14964/14999/14985/14960/15013/15043/224754/15001/399549/15015/224761/224753/15006/15002/100504404/15024/224756/15000/14997/381091/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib	28	-0.656555972029542	-2.30769215966493	6.9135967408739e-06	0.000714865903006362	0.000667780670465884	4302	tags=68%, list=20%, signal=54%	110557/14972/14980/14963/14964/14985/15013/15043/224754/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
GO:0032616	interleukin-13 production	45	-0.561940593397802	-2.23187082206568	7.43462142279484e-06	0.000753666524624496	0.000704025657126578	4302	tags=56%, list=20%, signal=45%	110557/22164/14972/16173/14980/14963/216799/18762/14964/16189/14985/15013/15043/224754/16364/399549/15015/224761/224753/15006/15024/224756/14997/333715/15007	K119ub gene-body log2FC	TRUE	FALSE	21490
