gene_name	ctrl_aging_fold	ctrl_aging_fdr	ctrl_aging_min_fdr	ctrl_aging_n_peaks	ctrl_aging_n_sig	ctrl_aging_has_sig	ctrl_aging_n_sig_up	ctrl_aging_n_sig_down	ctrl_aging_max_fold	ctrl_aging_min_fold	ctrl_aging_mean_fold	mut_aging_fold	mut_aging_fdr	mut_aging_min_fdr	mut_aging_n_peaks	mut_aging_n_sig	mut_aging_has_sig	mut_aging_n_sig_up	mut_aging_n_sig_down	mut_aging_max_fold	mut_aging_min_fold	mut_aging_mean_fold	has_ctrl_peak	has_mut_peak	in_universe	ctrl_aging_up	mut_aging_up	ctrl_aging_down	mut_aging_down	ctrl_aging_sig	mut_aging_sig	mut_specific_aging_up	shared_aging_up	ctrl_specific_aging_up
1110002E22Rik	1.75879193740327	7.10655098016255e-06	7.10655098016255e-06	19	1	TRUE	1	0	1.75879193740327	-0.663150168982056	0.0992168120255332	2.18063449328126	4.41112006684762e-12	4.41112006684762e-12	19	4	TRUE	4	0	2.55318420472114	-0.590920786124514	0.461341939306918	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
1110002J07Rik	1.49838029863034	3.96029181315953e-10	3.96029181315953e-10	71	6	TRUE	6	0	2.57086710627198	-0.529440359088741	0.130671216622717	2.46106964052532	3.76855748447335e-36	3.76855748447335e-36	79	20	TRUE	18	2	5.08962184269292	-0.861250946440481	0.607267932001129	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
1110002L01Rik	-0.262294952988747	0.439719718327658	0.439719718327658	1	0	FALSE	0	0	-0.262294952988747	-0.262294952988747	-0.262294952988747	-0.277705633226799	0.443876056308003	0.443876056308003	1	0	FALSE	0	0	-0.277705633226799	-0.277705633226799	-0.277705633226799	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110004F10Rik	-0.0936520840900207	0.380743615580775	0.380743615580775	7	0	FALSE	0	0	0.10511360327937	-0.311894175178279	-0.114462806457978	-0.116661479488307	0.154298636392899	0.154298636392899	7	0	FALSE	0	0	0.142230775381856	-0.550695454466403	-0.146671762820805	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110006O24Rik	-0.010962575402073	0.737808600828759	0.737808600828759	2	0	FALSE	0	0	0.115621862913562	-0.137547013717708	-0.010962575402073	-0.419900859761142	0.190983281019093	0.190983281019093	2	0	FALSE	0	0	-0.342013955721614	-0.497787763800669	-0.419900859761142	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110015O18Rik	-0.121961570741429	0.195352223920237	0.195352223920237	19	0	FALSE	0	0	0.183650393491976	-0.481059595470462	-0.11567198651664	-0.28928972632888	0.0910752191043846	0.0910752191043846	17	0	FALSE	0	0	0.530141578403774	-0.731583208716138	-0.281032298390132	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110019D14Rik	1.20203269152469	0.000133877534465621	0.000133877534465621	22	3	TRUE	3	0	2.53202830713089	-0.458407638865708	0.153026317909124	1.59105824050184	7.41848651138603e-19	7.41848651138603e-19	37	10	TRUE	8	2	4.0631364288198	-1.03496665621617	0.303873081125753	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
1110020A21Rik	-0.0689952285591185	0.882223878915684	0.882223878915684	1	0	FALSE	0	0	-0.0689952285591185	-0.0689952285591185	-0.0689952285591185	0.361984520290092	0.32626585735758	0.32626585735758	1	0	FALSE	0	0	0.361984520290092	0.361984520290092	0.361984520290092	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110025L11Rik	-0.138859045596424	0.654796039502608	0.654796039502608	4	0	FALSE	0	0	0.0161671163971025	-0.166911993688144	-0.107115742120972	-0.553001575852052	0.115822226075185	0.115822226075185	7	0	FALSE	0	0	0.168467414641511	-0.672479124881242	-0.449424214434842	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110028F11Rik	-0.128804939104779	0.253712505909802	0.253712505909802	3	0	FALSE	0	0	0.0829832280649825	-0.394985805127202	-0.146935838722333	-0.195739004211126	0.255305732975468	0.255305732975468	4	0	FALSE	0	0	-0.0142183426776971	-0.472635485328022	-0.219582959106993	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110028F18Rik	-0.0805366495616626	0.746348946992271	0.746348946992271	4	0	FALSE	0	0	-0.0403069783020244	-0.132777632367535	-0.0835394774482212	-0.225164701209069	0.434604036084101	0.434604036084101	9	0	FALSE	0	0	-0.0891773426603639	-0.310463049228836	-0.209708162759103	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110032F04Rik	1.49454758706793	0.000494557172595917	0.000494557172595917	19	1	TRUE	1	0	1.49454758706793	-0.346721572742908	0.0270729995930885	-0.855507330611566	0.0261772114269187	0.0261772114269187	12	1	TRUE	0	1	0.486049137830856	-0.855507330611566	-0.134669734284292	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1110038B12Rik	-0.167329032022166	0.476599132629369	0.476599132629369	2	0	FALSE	0	0	-0.0797271638281284	-0.254930900216203	-0.167329032022166	-0.760341947713784	0.0287867400447379	0.0287867400447379	2	1	TRUE	0	1	-0.135916983060901	-0.760341947713784	-0.448129465387343	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1110038F14Rik	-0.117471610204066	0.178431774973626	0.178431774973626	9	0	FALSE	0	0	0.327288595287281	-0.456424010539909	-0.109090309212096	-0.362409866732969	0.0546043218332983	0.0546043218332983	7	0	FALSE	0	0	0.0165142080276061	-0.700889818571938	-0.412313214199217	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110046J04Rik	0.018523291623348	0.750313636811095	0.750313636811095	3	0	FALSE	0	0	0.131687027986373	-0.11128100153521	0.0129764393581703	-0.207227516117915	0.500490630599199	0.500490630599199	2	0	FALSE	0	0	-0.142243420579711	-0.272211611656119	-0.207227516117915	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110059E24Rik	-0.798141016435035	0.046285541973051	0.046285541973051	20	1	TRUE	0	1	0.221318756209431	-0.798141016435035	-0.148452811718224	-0.300744892307712	0.0884659782311092	0.0884659782311092	16	0	FALSE	0	0	0.314929537346437	-0.689854711513959	-0.260269788819871	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
1110059G10Rik	-0.428806887539294	0.19701273265108	0.19701273265108	1	0	FALSE	0	0	-0.428806887539294	-0.428806887539294	-0.428806887539294	-0.0669357270259571	0.879552881136782	0.879552881136782	1	0	FALSE	0	0	-0.0669357270259571	-0.0669357270259571	-0.0669357270259571	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1110065P20Rik	-0.0854032909638814	0.401103372398982	0.401103372398982	7	0	FALSE	0	0	0.189846781208126	-0.298275513370378	-0.0638607686329176	-0.89756666146055	0.0099625061425685	0.0099625061425685	7	2	TRUE	0	2	-0.0913680462692485	-0.913005389496469	-0.457378716171777	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1190005I06Rik	-0.0664670361649192	0.168140760722895	0.168140760722895	15	0	FALSE	0	0	0.461590605583083	-0.462583237550092	-0.0296180690225728	-0.085925535530982	0.201557248203312	0.201557248203312	13	0	FALSE	0	0	0.24632072273452	-0.49779907577109	-0.118568672983055	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1190028D05Rik	-0.116643018930015	0.116862859871548	0.116862859871548	59	0	FALSE	0	0	0.251098319113817	-0.542010165866921	-0.126211945586141	-0.944014592709518	0.000238966677273958	0.000238966677273958	61	10	TRUE	4	6	1.98939385614247	-1.97701919641339	-0.267778251656996	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
1300002E11Rik	-0.815118972659492	0.0253951191354037	0.0253951191354037	3	1	TRUE	0	1	-0.231004483966861	-0.815118972659492	-0.484050124109939	-0.269190123372013	0.394084544892824	0.394084544892824	4	0	FALSE	0	0	-0.0407597637678832	-0.347879531144677	-0.231754885414147	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
1500009L16Rik	-0.111639385564008	0.220593168891146	0.220593168891146	46	0	FALSE	0	0	0.229241774454781	-0.43276819375363	-0.111244786037321	0.398641240958355	8.68776500489182e-05	8.68776500489182e-05	43	2	TRUE	1	1	1.90333641300111	-1.1060539310844	-0.200716007383257	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
1500011B03Rik	-0.186100730408055	0.277990033847975	0.277990033847975	3	0	FALSE	0	0	-0.060155038702853	-0.371602745719812	-0.205952838276907	-0.0407754264868798	0.479295375092264	0.479295375092264	3	0	FALSE	0	0	0.185828033163847	-0.269425706010508	-0.0414576997778469	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1500015A07Rik	-0.177468250504776	0.322866250393347	0.322866250393347	11	0	FALSE	0	0	0.0654890127472201	-0.34411696430887	-0.139393992467093	-0.238508602766848	0.0933229468183464	0.0933229468183464	11	0	FALSE	0	0	0.0992832284600382	-0.623783395729661	-0.224744277517459	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1500015L24Rik	-0.103460916747593	0.109168514817963	0.109168514817963	48	0	FALSE	0	0	0.616164224412012	-0.597590903048886	-0.113819120542589	-0.972208177752828	4.62670496615107e-16	4.62670496615107e-16	56	7	TRUE	2	5	3.41118338005436	-1.37735723261648	-0.223939071731941	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
1500026H17Rik	-0.161359563726681	0.681543456731958	0.681543456731958	1	0	FALSE	0	0	-0.161359563726681	-0.161359563726681	-0.161359563726681	-0.224092372314085	0.563708140489592	0.563708140489592	1	0	FALSE	0	0	-0.224092372314085	-0.224092372314085	-0.224092372314085	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1600002D24Rik	1.91664024598034	3.46001069738736e-15	3.46001069738736e-15	44	10	TRUE	10	0	3.04245616117664	-0.416919540275117	0.460148793367931	1.84969996450994	4.52773282392516e-27	4.52773282392516e-27	52	17	TRUE	17	0	3.49296624752804	-0.436494078664779	0.652096670967268	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
1600010M07Rik	-0.0866990049272295	0.786434336805323	0.786434336805323	5	0	FALSE	0	0	-0.021214094542281	-0.114863988444816	-0.080999443360188	-0.115984318729655	0.217931680755806	0.217931680755806	5	0	FALSE	0	0	-0.0670989757697564	-0.510859396825347	-0.190299014152019	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1600012P17Rik	-0.0703220809726976	0.442171930089486	0.442171930089486	21	0	FALSE	0	0	0.20339223151888	-0.275244516897171	-0.0828995105803513	-1.03908238135805	0.0183092224645159	0.0183092224645159	19	2	TRUE	0	2	0.0619258144656473	-1.23753265156364	-0.399196139295772	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1600014C10Rik	-0.0995922195843058	0.210972911853267	0.210972911853267	16	0	FALSE	0	0	0.394448320506115	-0.396093374690947	-0.0992716504753388	-0.770671078792548	0.0380112892505298	0.0380112892505298	15	1	TRUE	0	1	0.423833803439304	-0.770671078792548	-0.179188494130224	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1600014C23Rik	-0.1842051221024	0.214310216239578	0.214310216239578	6	0	FALSE	0	0	0.0839690423443156	-0.419746524982083	-0.190462364341047	-0.135063089495129	0.220762457626864	0.220762457626864	6	0	FALSE	0	0	0.13333277405219	-0.472395953366574	-0.188716572217878	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1600019K03Rik	-0.0542896153540586	0.561560297816473	0.561560297816473	6	0	FALSE	0	0	0.0573745067411539	-0.216324155833187	-0.0513024988339356	-0.387639591244484	0.156902952944702	0.156902952944702	4	0	FALSE	0	0	0.00763559598351402	-0.55267235906248	-0.330078986391984	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1600020E01Rik	-0.22648777332492	0.15230375328565	0.15230375328565	6	0	FALSE	0	0	-0.0187924235494942	-0.480967922161757	-0.226507834233617	-0.192750400039216	0.131798316157036	0.131798316157036	5	0	FALSE	0	0	0.0653733896823096	-0.606314508723833	-0.273171858990085	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1600023N17Rik	-0.352529540626865	0.117777538367562	0.117777538367562	2	0	FALSE	0	0	-0.147847489775532	-0.557211591478199	-0.352529540626865	-0.0245964109141326	0.9542653777564	0.9542653777564	1	0	FALSE	0	0	-0.0245964109141326	-0.0245964109141326	-0.0245964109141326	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1600025M17Rik	-0.0935902327461413	0.550378044813823	0.550378044813823	7	0	FALSE	0	0	0.0545271263128191	-0.197055520645914	-0.0855964312215142	-0.367682716983318	0.212098513091579	0.212098513091579	11	0	FALSE	0	0	-0.0378858308463984	-0.500977040001203	-0.337293731141188	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1600027J07Rik	-0.112365782975042	0.0817109592523595	0.0817109592523595	83	0	FALSE	0	0	0.267959075639661	-0.607893889241571	-0.125646478676353	-0.86794751460165	0.0219143143003211	0.0219143143003211	89	1	TRUE	0	1	0.186422059260704	-0.86794751460165	-0.236150844941433	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1600029I14Rik	-0.147765796954644	0.160581472188706	0.160581472188706	17	0	FALSE	0	0	0.101984731271717	-0.482904332268297	-0.178294573869433	-0.250671256279083	0.132176726991451	0.132176726991451	17	0	FALSE	0	0	0.0383472879554317	-0.627826820681495	-0.27962362329803	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700001D01Rik	-0.0788313848707261	0.241784767798983	0.241784767798983	20	0	FALSE	0	0	0.0623080781419181	-0.41027737696389	-0.108295523804679	-1.3372177315495	0.0284318028039852	0.0284318028039852	21	1	TRUE	0	1	0.150820881440137	-1.3372177315495	-0.251048174303288	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1700001G01Rik	-1.00056765326281	0.0344092775509014	0.0344092775509014	15	1	TRUE	0	1	0.108634825333816	-1.00056765326281	-0.232948503259815	-0.969008929157178	0.0368997397841375	0.0368997397841375	18	1	TRUE	0	1	-0.0982805233327669	-0.969008929157178	-0.379486624869064	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1700001G11Rik	-0.64537938013497	0.0158497365240791	0.0158497365240791	9	1	TRUE	0	1	0.102845642830118	-0.64537938013497	-0.181893479212853	-0.152226128643878	0.187628537894911	0.187628537894911	7	0	FALSE	0	0	0.0909628567781357	-0.533932807575264	-0.208546605457273	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
1700001G17Rik	-0.0812410196918809	0.697657945672704	0.697657945672704	2	0	FALSE	0	0	-0.00761279298765986	-0.154869246396102	-0.0812410196918809	-0.819722435246093	0.0449325188590688	0.0449325188590688	4	1	TRUE	0	1	-0.0873135760612528	-0.819722435246093	-0.397742667486928	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1700001J03Rik	-0.035934419234557	0.179733458945591	0.179733458945591	12	0	FALSE	0	0	0.220715054547695	-0.465841276088762	-0.096228251849042	-0.705300434484984	0.0444085190538262	0.0444085190538262	12	1	TRUE	0	1	0.0587397521622831	-0.705300434484984	-0.28936428663533	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1700001J11Rik	0.166566849711172	0.588035259232894	0.588035259232894	3	0	FALSE	0	0	0.205907809719657	-0.105780931297994	0.0888979093776117	-0.857196931313976	0.0109483372606291	0.0109483372606291	2	2	TRUE	0	2	-0.783438516830833	-0.930955345797119	-0.857196931313976	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1700001K19Rik	-0.224150463112805	0.482100236096776	0.482100236096776	2	0	FALSE	0	0	-0.190936015286633	-0.257364910938977	-0.224150463112805	-0.225541851986727	0.579321244875883	0.579321244875883	1	0	FALSE	0	0	-0.225541851986727	-0.225541851986727	-0.225541851986727	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700001K23Rik	-0.0791879421522575	0.215866121948527	0.215866121948527	16	0	FALSE	0	0	0.398975341760473	-0.418090275643858	-0.0703692320852473	-0.212046876324951	0.0790573995321859	0.0790573995321859	20	0	FALSE	0	0	0.637019152414595	-0.69609103047733	-0.181873038983962	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700001L05Rik	-0.106027019794119	0.464672259754531	0.464672259754531	5	0	FALSE	0	0	0.116772565540498	-0.26599740264211	-0.0890062563881654	-0.227155012669523	0.0886290183033027	0.0886290183033027	6	0	FALSE	0	0	0.224564344245828	-0.708159576784042	-0.228139340821594	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700001O22Rik	-0.0806525242273325	0.152905189560558	0.152905189560558	14	0	FALSE	0	0	0.155338025135904	-0.481182119974554	-0.0943334143312527	-0.088244785067676	0.16700904222765	0.16700904222765	16	0	FALSE	0	0	0.306883475671262	-0.57187449265277	-0.130590256771354	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700003C15Rik	-0.0473749488729654	0.80700927022039	0.80700927022039	2	0	FALSE	0	0	-0.0429029451116438	-0.0518469526342869	-0.0473749488729654	0.131931490407399	0.568113501309497	0.568113501309497	2	0	FALSE	0	0	0.213561390943978	0.0503015898708199	0.131931490407399	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700003D09Rik	-0.0724867687125397	0.875049729435155	0.875049729435155	1	0	FALSE	0	0	-0.0724867687125397	-0.0724867687125397	-0.0724867687125397	-0.0679928719044198	0.885342781981935	0.885342781981935	1	0	FALSE	0	0	-0.0679928719044198	-0.0679928719044198	-0.0679928719044198	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700003F12Rik	0.611450594528963	0.0602235891996772	0.0602235891996772	1	0	FALSE	0	0	0.611450594528963	0.611450594528963	0.611450594528963	1.25162879836783	0.000309536322259652	0.000309536322259652	1	1	TRUE	1	0	1.25162879836783	1.25162879836783	1.25162879836783	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
1700003G18Rik	-0.250404352001238	0.248808818570194	0.248808818570194	3	0	FALSE	0	0	0.0968742538201499	-0.357209146396547	-0.170246414859212	-0.151732765524028	0.11298106689925	0.11298106689925	3	0	FALSE	0	0	0.0439510889302062	-0.665625875380231	-0.257802517324684	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700003H04Rik	-0.244816415850669	0.0550366477722525	0.0550366477722525	24	0	FALSE	0	0	0.157902840879827	-0.809014409335533	-0.264674446328193	-0.885108710112125	0.0345567927300115	0.0345567927300115	21	1	TRUE	0	1	-0.0524210357948562	-0.885108710112125	-0.341752836155131	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
1700003I22Rik	-0.789247525344514	0.0450746323199135	0.0450746323199135	38	1	TRUE	0	1	0.344931824160381	-0.789247525344514	-0.138866855011086	-0.778271174632985	0.0428981440961975	0.0428981440961975	35	1	TRUE	0	1	0.560154879356859	-0.797119547634434	-0.232655460845734	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1700003L19Rik	-0.782513241445338	0.0445023905009814	0.0445023905009814	86	1	TRUE	0	1	0.278964568687535	-0.782513241445338	-0.145417706880003	-0.858971166502233	0.0249411254290132	0.0249411254290132	84	3	TRUE	0	3	0.293188826089053	-0.933666076654169	-0.293331448027	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1700003M07Rik	0.708236473908705	0.019262452284679	0.019262452284679	11	1	TRUE	1	0	0.708236473908705	-0.257751578748132	0.102710057192104	1.24188523471609	9.42111142586914e-05	9.42111142586914e-05	14	2	TRUE	2	0	1.3721772131398	-0.421878012715175	0.112831732250453	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
