gene_name	ctrl_aging_up	mut_aging_up	ctrl_aging_sig	mut_aging_sig	mut_specific_aging_up	shared_aging_up	ctrl_specific_aging_up
Igsf6	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Igsf8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Igsf9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Igsf9b	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Igtp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ihh	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iho1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iigp1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iigp1c	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Ik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ikbip	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ikbkb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Ikbke	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ikbkg	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ikzf1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Ikzf2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ikzf3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ikzf4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il10	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Il10ra	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Il10rb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il11	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il11ra1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il12a	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Il12b	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Il12rb1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il12rb2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il13	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il13ra1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il13ra2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il15	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Il15ra	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il16	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Il17a	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il17b	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il17c	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il17d	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il17f	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il17ra	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il17rb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il17rc	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il17rd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il17re	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il18bp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il18r1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il18rap	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il19	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Il1a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il1b	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Il1f10	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il1r1	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Il1r2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il1rap	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il1rapl1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Il1rapl2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il1rl1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Il1rl2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il1rn	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Il2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il20ra	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Il20rb	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Il21	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il21r	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Il22	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il22b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il22ra1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il22ra2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il23a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il23r	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il24	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il25	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il27	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il27ra	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il2ra	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il2rb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il2rg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il31	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il31ra	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il33	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il34	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il36a	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il36b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il36g	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il36rn	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il3ra	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il4i1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il4ra	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Il5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il5ra	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Il6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il6ra	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il6st	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il7	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Il7r	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Il9r	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ildr1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ildr2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Ilf2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ilf3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ilk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ilkap	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ilrun	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ilvbl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Immp1l	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Immp2l	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Immt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Imp3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Imp4	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Impa1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Impa2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Impact	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Impdh1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Impdh2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Impg1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Impg2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Ina	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inafm1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inafm2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inava	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Incenp	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Inf2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Ing1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ing2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Ing3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ing4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ing5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inha	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inhba	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inhbb	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Inhbc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inhbe	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inhca	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inip	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Inka2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inmt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ino80	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Ino80b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ino80c	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ino80d	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Ino80dos	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ino80e	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inpp1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inpp4a	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Inpp4b	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Inpp5a	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Inpp5b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inpp5d	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Inpp5e	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Inpp5f	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Inpp5j	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inpp5k	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Inppl1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ins1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Ins2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Insc	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Insig1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Insig2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Insl3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Insl6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Insm1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Insm2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Insr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Insrr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Insyn1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Insyn2a	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Insyn2b	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Ints1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints10	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ints11	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints13	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ints14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints6l	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Ints7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints9	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Intu	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Invs	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ip6k1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ip6k2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ip6k3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Ipcef1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ipmk	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Ipo11	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Ipo13	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ipo4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ipo5	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ipo7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ipo8	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Ipo9	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Ipp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ippk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqank1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Iqca1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqca1l	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqcc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqcd	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Iqce	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Iqcf1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Iqcf3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqcf4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqcf5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqcf6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqcg	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Iqch	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Iqcj	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqck	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Iqcm	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Iqcn	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqgap1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqgap2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Iqgap3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqschfp	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Iqsec1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Iqsec2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqsec3	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Iqub	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Irag1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irag2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Irak1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irak1bp1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Irak2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irak3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Irak4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ireb2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Irf1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irf2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Irf2bp1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irf2bp2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Irf2bpl	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Irf3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irf4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Irf5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irf6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irf7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irf8	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Irf9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irgc1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Irgm1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irgm2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Irgq	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irs1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Irs2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irs3	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Irs4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Irx1	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Irx2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Irx3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Irx4	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Irx5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Irx6	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Isca1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iscu	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Isg15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Isg20	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Isl1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Isl2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Islr	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Islr2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Ism1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Ism2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Isoc1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Isoc2a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Isoc2b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ist1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Isx	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Isy1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Isyna1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itch	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itfg1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Itfg2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itga1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Itga10	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Itga11	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Itga2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itga2b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itga3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itga4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Itga5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Itga6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itga7	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Itga8	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Itga9	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Itgad	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgae	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgal	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgam	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgav	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Itgax	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgb1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgb1bp1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Itgb1bp2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgb2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Itgb2l	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgb3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Itgb3bp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgb4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgb5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Itgb6	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Itgb7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itgb8	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Itgbl1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itih1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itih2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itih3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itih4	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Itih5	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Itih6	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Itk	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Itln1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itm2a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itm2b	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Itm2c	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itpa	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itpk1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Itpka	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itpkb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itpkc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itpr1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Itpr2	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Itpr3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Itprid1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Itprid2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Itprip	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itpripl1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itpripl2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Itsn1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Itsn2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Ivd	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Ivl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ivns1abp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iws1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
