mch_diff_pct	log10_gene_length	probability	ci_low	ci_high	gene_length_bp
-2.01862956224682	4.35262622142074	8.92025727080056e-06	3.76612496207665e-06	2.1127931046161e-05	22522.9992008169
-1.99924334108305	4.35262622142074	9.40870829495658e-06	3.99577746681449e-06	2.21541723479156e-05	22522.9992008169
-1.97985711991928	4.35262622142074	9.92390541264403e-06	4.2394187616993e-06	2.3230342063538e-05	22522.9992008169
-1.96047089875551	4.35262622142074	1.04673131287906e-05	4.49789968820428e-06	2.43588749695644e-05	22522.9992008169
-1.94108467759174	4.35262622142074	1.10404761351676e-05	4.77212273156932e-06	2.55423249834985e-05	22522.9992008169
-1.92169845642797	4.35262622142074	1.16450237005256e-05	5.06304514608465e-06	2.67833710240103e-05	22522.9992008169
-1.9023122352642	4.35262622142074	1.22826743010438e-05	5.37168226866551e-06	2.80848231616987e-05	22522.9992008169
-1.88292601410043	4.35262622142074	1.29552405042397e-05	5.69911103198429e-06	2.94496290750068e-05	22522.9992008169
-1.86353979293666	4.35262622142074	1.36646341202113e-05	6.04647368909323e-06	3.08808808266281e-05	22522.9992008169
-1.84415357177288	4.35262622142074	1.44128716348352e-05	6.41498176217664e-06	3.23818219765273e-05	22522.9992008169
-1.82476735060911	4.35262622142074	1.52020799403505e-05	6.8059202288178e-06	3.39558550485316e-05	22522.9992008169
-1.80538112944534	4.35262622142074	1.60345023795961e-05	7.22065195995514e-06	3.56065493683161e-05	22522.9992008169
-1.78599490828157	4.35262622142074	1.69125051210613e-05	7.66062242453748e-06	3.73376492915318e-05	22522.9992008169
-1.7666086871178	4.35262622142074	1.78385838828472e-05	8.12736467677214e-06	3.91530828417908e-05	22522.9992008169
-1.74722246595403	4.35262622142074	1.88153710246246e-05	8.62250464279256e-06	4.10569707792432e-05	22522.9992008169
-1.72783624479026	4.35262622142074	1.98456430277161e-05	9.14776672456058e-06	4.30536361215586e-05	22522.9992008169
-1.70845002362649	4.35262622142074	2.09323283845336e-05	9.70497973986346e-06	4.51476141402574e-05	22522.9992008169
-1.68906380246272	4.35262622142074	2.2078515919757e-05	1.02960832183676e-05	4.73436628565318e-05	22522.9992008169
-1.66967758129895	4.35262622142074	2.32874635668667e-05	1.092313407486e-05	4.96467740619576e-05	22522.9992008169
-1.65029136013518	4.35262622142074	2.45626076249299e-05	1.15883136820392e-05	5.20621848908256e-05	22522.9992008169
-1.63090513897141	4.35262622142074	2.59075725219029e-05	1.2293935366523e-05	5.45953899722274e-05	22522.9992008169
-1.61151891780764	4.35262622142074	2.73261811121407e-05	1.30424523531128e-05	5.72521541915008e-05	22522.9992008169
-1.59213269664387	4.35262622142074	2.88224655373224e-05	1.38364661838123e-05	6.00385260922086e-05	22522.9992008169
-1.57274647548009	4.35262622142074	3.04006786815928e-05	1.4678735639631e-05	6.29608519514677e-05	22522.9992008169
-1.55336025431632	4.35262622142074	3.20653062533988e-05	1.55721861948238e-05	6.60257905631829e-05	22522.9992008169
-1.53397403315255	4.35262622142074	3.38210795282755e-05	1.65199200349309e-05	6.92403287655756e-05	22522.9992008169
-1.51458781198878	4.35262622142074	3.56729887887044e-05	1.75252266717881e-05	7.26117977513386e-05	22522.9992008169
-1.49520159082501	4.35262622142074	3.76262974991329e-05	1.85915941905814e-05	7.61478902007907e-05	22522.9992008169
-1.47581536966124	4.35262622142074	3.96865572563252e-05	1.97227211660329e-05	7.98566782805703e-05	22522.9992008169
-1.45642914849747	4.35262622142074	4.1859623557404e-05	2.09225292869245e-05	8.37466325526974e-05	22522.9992008169
-1.4370429273337	4.35262622142074	4.41516724302471e-05	2.21951767304015e-05	8.78266418412409e-05	22522.9992008169
-1.41765670616993	4.35262622142074	4.65692179733415e-05	2.35450723298551e-05	9.21060341063905e-05	22522.9992008169
-1.39827048500616	4.35262622142074	4.91191308547611e-05	2.49768905826691e-05	9.65945983784377e-05	22522.9992008169
-1.37888426384239	4.35262622142074	5.18086578226379e-05	2.64955875467276e-05	0.000101302607807019	22522.9992008169
-1.35949804267862	4.35262622142074	5.46454422823475e-05	2.81064176773425e-05	0.000106240843884012	22522.9992008169
-1.34011182151485	4.35262622142074	5.76375459986394e-05	2.98149516591573e-05	0.000111420621901676	22522.9992008169
-1.32072560035108	4.35262622142074	6.07934719841018e-05	3.16270952906369e-05	0.00011685381771101	22522.9992008169
-1.3013393791873	4.35262622142074	6.41221886386979e-05	3.35491094819685e-05	0.000122552895848924	22522.9992008169
-1.28195315802353	4.35262622142074	6.76331552086232e-05	3.55876314305732e-05	0.000128530939106586	22522.9992008169
-1.26256693685976	4.35262622142074	7.13363486364485e-05	3.7749697041983e-05	0.000134801679615376	22522.9992008169
-1.24318071569599	4.35262622142074	7.52422918784144e-05	4.00427646675642e-05	0.000141379531531164	22522.9992008169
-1.22379449453222	4.35262622142074	7.93620837688681e-05	4.24747402344894e-05	0.000148279625402119	22522.9992008169
-1.20440827336845	4.35262622142074	8.3707430516174e-05	4.5054003847473e-05	0.000155517844310154	22522.9992008169
-1.18502205220468	4.35262622142074	8.82906789189988e-05	4.77894379460976e-05	0.000163110861881145	22522.9992008169
-1.16563583104091	4.35262622142074	9.3124851396695e-05	5.0690457106081e-05	0.000171076182264558	22522.9992008169
-1.14624960987714	4.35262622142074	9.82236829325876e-05	5.37670395775779e-05	0.000179432182188857	22522.9992008169
-1.12686338871337	4.35262622142074	0.000103601660034311	5.70297606585682e-05	0.000188198155205204	22522.9992008169
-1.1074771675496	4.35262622142074	0.000109274061820984	6.04898280065755e-05	0.00019739435823849	22522.9992008169
-1.08809094638583	4.35262622142074	0.000115257003352956	6.4159118997396e-05	0.000207042060571673	22522.9992008169
-1.06870472522206	4.35262622142074	0.000121567481326086	6.80502202451823e-05	0.000217163595396783	22522.9992008169
-1.04931850405828	4.35262622142074	0.000128223422259143	7.217646940415e-05	0.000227782414073817	22522.9992008169
-1.02993228289451	4.35262622142074	0.000135243733309816	7.65519993783506e-05	0.0002389231432471	22522.9992008169
-1.01054606173074	4.35262622142074	0.000142648355862142	8.1191785072387e-05	0.000250611644977659	22522.9992008169
-0.991159840566973	4.35262622142074	0.000150458322035874	8.61116928226364e-05	0.000262875080059618	22522.9992008169
-0.971773619403202	4.35262622142074	0.000158695814276368	9.13285326555111e-05	0.000275741974698794	22522.9992008169
-0.952387398239431	4.35262622142074	0.000167384228192143	9.68601135265068e-05	0.000289242290742524	22522.9992008169
-0.93300117707566	4.35262622142074	0.000176548238816203	0.000102725301701279	0.000303407499661261	22522.9992008169
-0.91361495591189	4.35262622142074	0.000186213870476695	0.000108944082447732	0.000318270660494885	22522.9992008169
-0.894228734748119	4.35262622142074	0.000196408570472407	0.000115537625216149	0.00033386650198984	22522.9992008169
-0.874842513584348	4.35262622142074	0.000207161286759057	0.0001225283524926	0.000350231509167321	22522.9992008169
-0.855456292420578	4.35262622142074	0.00021850254986338	0.000129940012519451	0.000367404014577838	22522.9992008169
-0.836070071256807	4.35262622142074	0.000230464559253557	0.000137797756085487	0.000385424294513652	22522.9992008169
-0.816683850093036	4.35262622142074	0.000243081274406753	0.000146128217597165	0.000404334670467835	22522.9992008169
-0.797297628929265	4.35262622142074	0.000256388510827326	0.000154959600651676	0.000424179616147283	22522.9992008169
-0.777911407765495	4.35262622142074	0.000270424041282743	0.000164321768341841	0.000445005870366818	22522.9992008169
-0.758525186601724	4.35262622142074	0.000285227702538446	0.000174246338532411	0.000466862556172858	22522.9992008169
-0.739138965437953	4.35262622142074	0.000300841507887736	0.000184766784356932	0.000489801306567902	22522.9992008169
-0.719752744274182	4.35262622142074	0.000317309765788467	0.000195918540194087	0.000513876397231626	22522.9992008169
-0.700366523110412	4.35262622142074	0.000334679204934752	0.000207739113392214	0.000539144886660678	22522.9992008169
-0.680980301946641	4.35262622142074	0.000352999106109161	0.000220268202020411	0.000565666764177447	22522.9992008169
-0.66159408078287	4.35262622142074	0.000372321441179045	0.000233547818934409	0.000593505106288472	22522.9992008169
-0.642207859619099	4.35262622142074	0.000392701019619695	0.000247622422454952	0.000622726241905708	22522.9992008169
-0.622821638455329	4.35262622142074	0.00041419564296699	0.00026253905396579	0.000653399926978863	22522.9992008169
-0.603435417291558	4.35262622142074	0.00043686626762325	0.000278347482747559	0.000685599529124698	22522.9992008169
-0.584049196127787	4.35262622142074	0.000460777176461974	0.000295100358372512	0.000719402222879603	22522.9992008169
-0.564662974964017	4.35262622142074	0.000485996159700258	0.00031285337099339	0.000754889196245274	22522.9992008169
-0.545276753800246	4.35262622142074	0.000512594705531928	0.000331665419867391	0.000792145869244076	22522.9992008169
-0.525890532636475	4.35262622142074	0.000540648201039733	0.000351598790463215	0.000831262125250934	22522.9992008169
-0.506504311472704	4.35262622142074	0.000570236143931617	0.000372719340505326	0.000872332555922667	22522.9992008169
-0.487118090308934	4.35262622142074	0.000601442365673844	0.000395096695314772	0.000915456720603717	22522.9992008169
-0.467731869145163	4.35262622142074	0.000634355266622958	0.000418804452809972	0.000960739421149648	22522.9992008169
-0.448345647981392	4.35262622142074	0.000669068063789006	0.000443920398533655	0.00100829099317678	22522.9992008169
-0.428959426817622	4.35262622142074	0.000705679051894358	0.000470526731073459	0.00105822761481826	22522.9992008169
-0.409573205653851	4.35262622142074	0.000744291878425783	0.000498710298243403	0.00111067163414403	22522.9992008169
-0.39018698449008	4.35262622142074	0.000785015833412239	0.000528562844391278	0.00116575191648487	22522.9992008169
-0.370800763326309	4.35262622142074	0.000827966154697169	0.0005601812691929	0.00122360421298915	22522.9992008169
-0.351414542162539	4.35262622142074	0.000873264349512027	0.00059366789828787	0.00128437155183576	22522.9992008169
-0.332028320998768	4.35262622142074	0.000921038533197266	0.000629130766102808	0.00134820465362798	22522.9992008169
-0.312642099834997	4.35262622142074	0.000971423785958159	0.000666683911196903	0.0014152623726005	22522.9992008169
-0.293255878671226	4.35262622142074	0.00102456252858573	0.000706447684450839	0.00148571216538743	22522.9992008169
-0.273869657507456	4.35262622142074	0.00108060491811759	0.000748549070403626	0.00155973058922062	22522.9992008169
-0.254483436343685	4.35262622142074	0.00113970926445978	0.00079312202202258	0.00163750383155758	22522.9992008169
-0.235097215179914	4.35262622142074	0.00120204246903869	0.00084030780916961	0.00171922827327472	22522.9992008169
-0.215710994016143	4.35262622142074	0.00126778048660222	0.000890255381002185	0.00180511108770648	22522.9992008169
-0.196324772852373	4.35262622142074	0.00133710881134036	0.000943121742519941	0.00189537087796219	22522.9992008169
-0.176938551688602	4.35262622142074	0.00141022298854937	0.00099907234543839	0.00199023835511148	22522.9992008169
-0.157552330524831	4.35262622142074	0.00148732915311823	0.00105828149353951	0.00208995705999427	22522.9992008169
-0.138166109361061	4.35262622142074	0.0015686445961731	0.00112093276261633	0.00219478413158316	22522.9992008169
-0.11877988819729	4.35262622142074	0.00165439836127388	0.00118721943509508	0.00230499112500249	22522.9992008169
-0.0993936670335192	4.35262622142074	0.00174483187161682	0.00125734494938546	0.00242086488248967	22522.9992008169
-0.0800074458697484	4.35262622142074	0.00184019958975887	0.0013315233639779	0.00254270846076803	22522.9992008169
-0.0606212247059776	4.35262622142074	0.00194076971144198	0.00140997983627805	0.00267084211848594	22522.9992008169
-0.0412350035422069	4.35262622142074	0.00204682489516013	0.00149295111614475	0.00280560436756123	22522.9992008169
-0.0218487823784361	4.35262622142074	0.00215866302917647	0.00158068605407961	0.00294735309245149	22522.9992008169
-0.00246256121466537	4.35262622142074	0.00227659803776472	0.00167344612400828	0.0030964667415469	22522.9992008169
0.0169236599491054	4.35262622142074	0.00240096072851505	0.00177150596059505	0.00325334559504877	22522.9992008169
0.0363098811128761	4.35262622142074	0.00253209968261211	0.00187515391104935	0.00341841311385237	22522.9992008169
0.0556961022766469	4.35262622142074	0.00267038219005988	0.00198469260141578	0.00359211737409102	22522.9992008169
0.0750823234404177	4.35262622142074	0.00281619523189473	0.00210043951739284	0.0037749325921176	22522.9992008169
0.0944685446041884	4.35262622142074	0.00296994651149395	0.00222272759980182	0.00396736074479378	22522.9992008169
0.113854765767959	4.35262622142074	0.00313206553715184	0.00235190585493025	0.00416993329002364	22522.9992008169
0.133240986931729	4.35262622142074	0.00330300475815791	0.00248833998010607	0.00438321299250075	22522.9992008169
0.1526272080955	4.35262622142074	0.00348324075667216	0.00263241300502158	0.00460779585963364	22522.9992008169
0.172013429259271	4.35262622142074	0.00367327549774904	0.00278452594952266	0.00484431319256943	22522.9992008169
0.191399650423042	4.35262622142074	0.00387363763991458	0.00294509849880883	0.00509343375714605	22522.9992008169
0.210785871586813	4.35262622142074	0.00408488390874843	0.00311456969725292	0.00535586607946774	22522.9992008169
0.230172092750583	4.35262622142074	0.00430760053596391	0.00329339866234462	0.00563236087061526	22522.9992008169
0.249558313914354	4.35262622142074	0.00454240476651291	0.00348206532058498	0.00592371358477191	22522.9992008169
0.268944535078125	4.35262622142074	0.00478994643626736	0.00368107116750455	0.00623076711476932	22522.9992008169
0.288330756241896	4.35262622142074	0.00505090962284317	0.00389094005433803	0.00655441462873804	22522.9992008169
0.307716977405666	4.35262622142074	0.00532601437213498	0.00411221900425346	0.00689560255119092	22522.9992008169
0.327103198569437	4.35262622142074	0.0056160185031182	0.00434547906139198	0.00725533369147829	22522.9992008169
0.346489419733208	4.35262622142074	0.00592171949344615	0.00459131617631071	0.00763467052214142	22522.9992008169
0.365875640896979	4.35262622142074	0.00624395644832393	0.00485035213172202	0.00803473860926275	22522.9992008169
0.385261862060749	4.35262622142074	0.00658361215507199	0.00512323551266894	0.00845673019647577	22522.9992008169
0.40464808322452	4.35262622142074	0.00694161522569993	0.00541064272545359	0.00890190794386318	22522.9992008169
0.42403430438829	4.35262622142074	0.00731894232969135	0.00571327906972651	0.0093716088225451	22522.9992008169
0.443420525552061	4.35262622142074	0.00771662051904953	0.00603187986813454	0.00986724816534205	22522.9992008169
0.462806746715832	4.35262622142074	0.00813572964746745	0.00636721165780223	0.0103903238734923	22522.9992008169
0.482192967879603	4.35262622142074	0.00857740488526091	0.00672007344767833	0.0109424207790022	22522.9992008169
0.501579189043373	4.35262622142074	0.009042839331434	0.0070912980454107	0.0115252151618028	22522.9992008169
0.520965410207144	4.35262622142074	0.00953328672392829	0.00748175345692153	0.0121404794204562	22522.9992008169
0.540351631370915	4.35262622142074	0.0100500642487337	0.0078923443612471	0.012790086894679	22522.9992008169
0.559737852534686	4.35262622142074	0.0105945554481066	0.00832401366249555	0.0134760168373925	22522.9992008169
0.579124073698456	4.35262622142074	0.0111682132276385	0.00877774411997789	0.0142003595333374	22522.9992008169
0.598510294862227	4.35262622142074	0.0117725629613456	0.00925456005670455	0.0149653215604527	22522.9992008169
0.617896516025998	4.35262622142074	0.0124092056932911	0.00975552914553619	0.0157732311891755	22522.9992008169
0.637282737189769	4.35262622142074	0.0130798214335067	0.0102817642713569	0.0166265439135102	22522.9992008169
0.656668958353539	4.35262622142074	0.0137861725451339	0.0108344254667267	0.0175278481060983	22522.9992008169
0.67605517951731	4.35262622142074	0.014530107218753	0.0114147219175887	0.0184798707875302	22522.9992008169
0.695441400681081	4.35262622142074	0.0153135630287972	0.0120239140347765	0.0194854834977487	22522.9992008169
0.714827621844852	4.35262622142074	0.0161385705657508	0.0126633155862955	0.0205477082545252	22522.9992008169
0.734213843008622	4.35262622142074	0.0170072571364935	0.0133342958846546	0.0216697235806362	22522.9992008169
0.753600064172393	4.35262622142074	0.0179218505236686	0.0140382820228946	0.0228548705774651	22522.9992008169
0.772986285336164	4.35262622142074	0.0188846827933009	0.0147767611523972	0.0241066590182933	22522.9992008169
0.792372506499934	4.35262622142074	0.0198981941380771	0.0155512827950472	0.0254287734294888	22522.9992008169
0.811758727663705	4.35262622142074	0.0209649367416901	0.0163634611818527	0.0268250791221404	22522.9992008169
0.831144948827476	4.35262622142074	0.0220875786474538	0.0172149776096725	0.0282996281304023	22522.9992008169
0.850531169991247	4.35262622142074	0.0232689076119822	0.0181075828072487	0.029856665005902	22522.9992008169
0.869917391155017	4.35262622142074	0.0245118349221033	0.0190430993012591	0.0315006324100223	22522.9992008169
0.889303612318788	4.35262622142074	0.0258193991503202	0.0200234237725762	0.0332361764376971	22522.9992008169
0.908689833482559	4.35262622142074	0.0271947698210382	0.021050529392323	0.0350681515975628	22522.9992008169
0.92807605464633	4.35262622142074	0.0286412509564382	0.022126468126626	0.0370016253639134	22522.9992008169
0.9474622758101	4.35262622142074	0.0301622844672847	0.0232533729981794	0.0390418822059179	22522.9992008169
0.966848496973871	4.35262622142074	0.0317614533501113	0.0244334602918219	0.0411944269890312	22522.9992008169
0.986234718137642	4.35262622142074	0.0334424846481267	0.0256690316902964	0.0434649876324971	22522.9992008169
1.00562093930141	4.35262622142074	0.0352092521288352	0.0269624763251922	0.0458595168953727	22522.9992008169
1.02500716046518	4.35262622142074	0.0370657786267689	0.0283162727267677	0.0483841931516912	22522.9992008169
1.04439338162895	4.35262622142074	0.0390162379949112	0.0297329906549083	0.0510454200033248	22522.9992008169
1.06377960279272	4.35262622142074	0.0410649566033587	0.0312152927919042	0.0538498245669613	22522.9992008169
1.0831658239565	4.35262622142074	0.0432164143185584	0.0327659362760293	0.056804254259535	22522.9992008169
1.10255204512027	4.35262622142074	0.0454752448911046	0.0343877740530788	0.0599157718946782	22522.9992008169
1.12193826628404	4.35262622142074	0.0478462356746252	0.0360837560210928	0.0631916488915313	22522.9992008169
1.14132448744781	4.35262622142074	0.0503343265927938	0.0378569299414551	0.0666393563868808	22522.9992008169
1.16071070861158	4.35262622142074	0.0529446082660425	0.0397104420874429	0.0702665540324445	22522.9992008169
1.18009692977535	4.35262622142074	0.0556823192041985	0.0416475375991093	0.0740810762516005	22522.9992008169
1.19948315093912	4.35262622142074	0.0585528419661239	0.0436715605111423	0.0780909157244357	22522.9992008169
1.21886937210289	4.35262622142074	0.0615616981826335	0.0457859534180743	0.0823042038672043	22522.9992008169
1.23825559326666	4.35262622142074	0.0647145423346014	0.0479942567389359	0.0867291880727113	22522.9992008169
1.25764181443043	4.35262622142074	0.0680171541744306	0.0503001075411929	0.0913742054824286	22522.9992008169
1.2770280355942	4.35262622142074	0.0714754296760935	0.0527072378816002	0.0962476530699793	22522.9992008169
1.29641425675797	4.35262622142074	0.0750953703969557	0.0552194726194842	0.101357953829726	22522.9992008169
1.31580047792174	4.35262622142074	0.078883071133784	0.0578407266559761	0.106713518884318	22522.9992008169
1.33518669908552	4.35262622142074	0.0828447057559311	0.0605750015508882	0.112322705351928	22522.9992008169
1.35457292024929	4.35262622142074	0.0869865111009318	0.0634263814673233	0.118193769848302	22522.9992008169
1.37395914141306	4.35262622142074	0.0913147688219064	0.0663990283927685	0.124334817541294	22522.9992008169
1.39334536257683	4.35262622142074	0.095835785082508	0.069497176584425	0.130753746726936	22522.9992008169
1.4127315837406	4.35262622142074	0.100555868003953	0.0727251261859147	0.137458188956684	22522.9992008169
1.43211780490437	4.35262622142074	0.105481302780228	0.0760872359623663	0.144455444815712	22522.9992008169
1.45150402606814	4.35262622142074	0.11061832439215	0.0795879151012844	0.151752415531966	22522.9992008169
1.47089024723191	4.35262622142074	0.115973087868788	0.0832316140276256	0.159355530685087	22522.9992008169
1.49027646839568	4.35262622142074	0.121551636066168	0.087022814183237	0.16727067238267	22522.9992008169
1.50966268955945	4.35262622142074	0.127359864958272	0.0909660167233318	0.175503096377812	22522.9992008169
1.52904891072322	4.35262622142074	0.133403486464338	0.0950657300860807	0.18405735071522	22522.9992008169
1.54843513188699	4.35262622142074	0.139687988869419	0.0993264563957745	0.192937192611465	22522.9992008169
1.56782135305076	4.35262622142074	0.146218594932142	0.103752676665446	0.202145504396131	22522.9992008169
1.58720757421453	4.35262622142074	0.153000217814413	0.10834883477143	0.211684209461653	22522.9992008169
1.6065937953783	4.35262622142074	0.160037415012441	0.113119320180142	0.221554189287514	22522.9992008169
1.62598001654208	4.35262622142074	0.167334340516349	0.118068449416466	0.23175520271515	22522.9992008169
1.64536623770585	4.35262622142074	0.174894695476583	0.123200446273614	0.242285808749523	22522.9992008169
1.66475245886962	4.35262622142074	0.18272167770848	0.128519420776186	0.253143294247152	22522.9992008169
1.68413868003339	4.35262622142074	0.190817930421082	0.134029346921442	0.264323607913915	22522.9992008169
1.70352490119716	4.35262622142074	0.199185490611575	0.139734039238574	0.27582130207449	22522.9992008169
1.72291112236093	4.35262622142074	0.207825737621404	0.145637128221843	0.287629483684359	22522.9992008169
1.7422973435247	4.35262622142074	0.216739342402995	0.151742034711007	0.299739776030803	22522.9992008169
1.76168356468847	4.35262622142074	0.225926218095524	0.158051943311185	0.312142292507851	22522.9992008169
1.78106978585224	4.35262622142074	0.235385472552823	0.1645697749642	0.32482562374916	22522.9992008169
1.80045600701601	4.35262622142074	0.245115363504583	0.171298158804339	0.337776839260922	22522.9992008169
1.81984222817978	4.35262622142074	0.255113257061789	0.178239403453017	0.350981504513987	22522.9992008169
1.83922844934355	4.35262622142074	0.265375590297028	0.185395467928954	0.36442371423208	22522.9992008169
1.85861467050732	4.35262622142074	0.275897838638338	0.192767932372711	0.378086142354231	22522.9992008169
1.8780008916711	4.35262622142074	0.286674488809914	0.200357968806439	0.391950108859251	22522.9992008169
1.89738711283487	4.35262622142074	0.297699018033042	0.208166312171177	0.405995663324717	22522.9992008169
1.91677333399864	4.35262622142074	0.308963880164826	0.216193231904331	0.420201684760435	22522.9992008169
1.93615955516241	4.35262622142074	0.32046049939997	0.224438504338804	0.434545996915981	22522.9992008169
1.95554577632618	4.35262622142074	0.332179272091646	0.232901386221906	0.449005497924003	22522.9992008169
1.97493199748995	4.35262622142074	0.344109577161458	0.241580589666256	0.463556302816162	22522.9992008169
1.99431821865372	4.35262622142074	0.3562397954664	0.250474258855728	0.478173897147887	22522.9992008169
2.01370443981749	4.35262622142074	0.368557338373625	0.259579948836614	0.492833299702005	22522.9992008169
2.03309066098126	4.35262622142074	0.381048685663653	0.268894606726973	0.507509232019287	22522.9992008169
2.05247688214503	4.35262622142074	0.393699432741653	0.278414555675198	0.522176292334324	22522.9992008169
2.0718631033088	4.35262622142074	0.406494346987468	0.2881354818916	0.536809131384235	22522.9992008169
2.09124932447257	4.35262622142074	0.419417432921514	0.298052425064069	0.551382627509752	22522.9992008169
2.11063554563634	4.35262622142074	0.43245200570913	0.308159772450171	0.565872058485106	22522.9992008169
2.13002176680011	4.35262622142074	0.445580772374477	0.318451256913373	0.580253267594176	22522.9992008169
2.14940798796388	4.35262622142074	0.458785919950593	0.328919959140366	0.594502821612595	22522.9992008169
2.16879420912766	4.35262622142074	0.472049209658801	0.339558314239721	0.608598158553422	22522.9992008169
2.18818043029143	4.35262622142074	0.485352076092227	0.350358122879767	0.622517723280414	22522.9992008169
2.2075666514552	4.35262622142074	0.498675730278122	0.36131056707594	0.636241089378768	22522.9992008169
2.22695287261897	4.35262622142074	0.512001265415068	0.372406230685553	0.64974906598841	22522.9992008169
2.24633909378274	4.35262622142074	0.525309764026483	0.383635124611696	0.663023788638662	22522.9992008169
2.26572531494651	4.35262622142074	0.538582405242659	0.394986716658794	0.676048793464524	22522.9992008169
2.28511153611028	4.35262622142074	0.551800570920932	0.406449965921044	0.688809074523266	22522.9992008169
2.30449775727405	4.35262622142074	0.564945949337501	0.418013361522954	0.701291124255671	22522.9992008169
2.32388397843782	4.35262622142074	0.578000635234173	0.429664965469467	0.713482957440496	22522.9992008169
2.34327019960159	4.35262622142074	0.590947225077298	0.441392459303149	0.72537411926622	22522.9992008169
2.36265642076536	4.35262622142074	0.603768906482196	0.453183194208846	0.736955678385239	22522.9992008169
2.38204264192913	4.35262622142074	0.61644954087142	0.465024244153408	0.748220206018435	22522.9992008169
2.4014288630929	4.35262622142074	0.628973738565977	0.476902461600673	0.759161742340171	22522.9992008169
2.42081508425668	4.35262622142074	0.641326925651153	0.488804535301147	0.76977575149454	22522.9992008169
2.44020130542045	4.35262622142074	0.653495402109089	0.500717049622533	0.780059066673951	22522.9992008169
2.45958752658422	4.35262622142074	0.665466390864464	0.512626544862394	0.790009826732813	22522.9992008169
2.47897374774799	4.35262622142074	0.677228077543691	0.524519577968311	0.799627405815289	22522.9992008169
2.49835996891176	4.35262622142074	0.688769640898206	0.53638278308436	0.808912337450618	22522.9992008169
2.51774619007553	4.35262622142074	0.700081273985222	0.548202931345702	0.81786623451663	22522.9992008169
2.5371324112393	4.35262622142074	0.711154196331882	0.559966989355537	0.826491706396595	22522.9992008169
2.55651863240307	4.35262622142074	0.721980657428579	0.571662175800211	0.834792274560956	22522.9992008169
2.57590485356684	4.35262622142074	0.732553932002414	0.5832760156885	0.842772287698571	22522.9992008169
2.59529107473061	4.35262622142074	0.742868307611056	0.594796391739074	0.85043683740612	22522.9992008169
