ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:1990869	cellular response to chemokine	75	-0.510922176542844	-1.85957313718494	1.42288791348595e-05	0.00526265258287875	0.00514914250196081	4309	tags=44%, list=23%, signal=34%	20295/12767/80901/12774/108737/16948/11848/12772/226178/20309/17480/20299/20304/15945/20300/54199/232983/20293/56221/17300/14825/20311/23991/17329/75687/12770/541307/83433/20310/330122/20303/56744/133
GO:0070098	chemokine-mediated signaling pathway	65	-0.525183929219602	-1.87488664749455	2.2177895761055e-05	0.0076558096167162	0.00749068156476897	4309	tags=46%, list=23%, signal=36%	20295/12767/80901/12774/108737/12772/226178/20309/17480/20299/20304/15945/20300/54199/232983/20293/56221/17300/14825/20311/23991/17329/12770/541307/83433/20310/330122/20303/56744/13349
GO:0002861	regulation of inflammatory response to antigenic stimulus	57	-0.542104921891494	-1.89905777026831	4.54636400867088e-05	0.0138476899040575	0.0135490092716613	2269	tags=35%, list=12%, signal=31%	101613/15039/15018/18782/26440/14125/12775/67027/15043/224761/399549/21926/14972/224754/14776/83433/15007/14985/19172/224756
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	99	-0.471349140420218	-1.7742087732363	4.528030660876e-05	0.0138476899040575	0.0135490092716613	2865	tags=33%, list=15%, signal=28%	20309/19946/16171/19692/20299/18778/15945/20300/11535/11731/19693/94175/53603/219033/17393/19041/546038/503491/12796/14825/20311/30053/17329/19695/19694/67067/20202/20310/330122/100503970/100041811/13
GO:0002251	organ or tissue specific immune response	51	-0.547573532367823	-1.88299318157015	5.47744891404626e-05	0.0157567947094064	0.0154169366218156	936	tags=24%, list=5%, signal=22%	503491/12796/13587/246079/93719/100503970/100041811/503847/54159/93726/246081/13218
GO:0019731	antibacterial humoral response	90	-0.470339665944136	-1.74820090614307	0.000123729698507952	0.0320336189437088	0.0313426862588828	2338	tags=32%, list=12%, signal=28%	209232/18778/15039/15018/71856/629754/629761/11535/11731/22373/219033/17393/15043/19041/503491/408190/12796/224761/20755/399549/14972/224754/277345/15007/14985/100503970/100041811/13218/224756
GO:0050906	detection of stimulus involved in sensory perception	148	-0.418726247685978	-1.62971393204763	0.000121089125673941	0.0320336189437088	0.0313426862588828	2931	tags=28%, list=15%, signal=24%	12298/387345/19023/110835/14806/12353/171209/108072/19892/225004/270190/16485/504186/665378/18796/30044/353166/387344/353167/387514/239766/387351/667992/21926/18716/57253/12310/387354/20674/353165/387
GO:0050727	regulation of inflammatory response	393	-0.338119386962357	-1.39909312534791	0.000230127274912064	0.0567428109283175	0.0555189260226448	6165	tags=40%, list=32%, signal=28%	72179/110696/13618/12182/12487/108655/71609/11542/232801/76858/109648/16177/12753/239337/19645/26565/14870/22788/216963/13046/381463/21946/54396/18413/14964/20186/15234/18750/243958/16678/81799/20312/
GO:0007606	sensory perception of chemical stimulus	139	-0.407798572856326	-1.57993012173232	0.000368534875128034	0.0867397083369528	0.0848688207651306	1701	tags=22%, list=9%, signal=20%	665378/18796/20276/544748/353166/387344/353167/387514/239766/387351/24112/667992/18716/57253/14621/113849/387354/353165/113850/387512/57254/387353/387616/353148/387342/387339/387349/353325/574417/3873
GO:0019221	cytokine-mediated signaling pathway	426	-0.3322149517172	-1.37858974562115	0.00040784478718631	0.0918182742630745	0.089837847172893	4968	tags=33%, list=26%, signal=25%	20312/232341/14255/16145/246729/12804/18414/227331/11491/60595/19255/50498/240518/13601/19268/22234/58184/18128/77128/20295/12767/16653/80901/12362/22242/225471/12774/21948/67338/13856/12978/20466/161
GO:1903305	regulation of regulated secretory pathway	158	-0.392588989523931	-1.5406496597077	0.000427494364426156	0.0922319091249432	0.0902425603501355	6677	tags=51%, list=35%, signal=33%	20981/59033/207227/11840/14389/18806/241770/54215/20964/94090/26431/11542/14063/16500/109648/75209/105855/19354/14265/22788/216963/109880/20912/18752/18750/215449/20907/28040/213760/18128/12361/171580
GO:0002675	positive regulation of acute inflammatory response	51	-0.50360529135739	-1.73179540970147	0.000534306487023954	0.110353970430268	0.107973747165311	3929	tags=47%, list=21%, signal=37%	12774/11501/14131/244911/16193/21943/20304/15039/233079/15018/233080/75697/19225/14125/12775/15043/224761/399549/21926/14972/224754/15007/14985/224756
GO:0031346	positive regulation of cell projection organization	453	-0.323846591942904	-1.34666859244331	0.000554114181380259	0.110353970430268	0.107973747165311	8820	tags=55%, list=46%, signal=30%	353047/18759/18049/52822/213084/230872/20720/100294583/74187/26564/74143/56455/18211/98845/16971/18761/93759/19699/18483/70300/11352/271639/56226/18845/53860/54214/75769/665113/74117/50769/234776/1821
GO:0050729	positive regulation of inflammatory response	156	-0.385101842260842	-1.50942402340365	0.000940902302904509	0.18044415275702	0.176552155316936	3929	tags=33%, list=21%, signal=26%	17242/12774/12978/11501/14131/244911/12772/16193/22402/21943/11541/20850/54483/18035/16852/20304/50905/12363/101613/15039/233079/15018/233080/13202/16172/75697/66824/237625/19225/14125/12775/53603/642
GO:0048002	antigen processing and presentation of peptide antigen	69	-0.454800062829599	-1.64176424349014	0.0010344501168306	0.187862021215432	0.183810027872959	2262	tags=26%, list=12%, signal=23%	15039/56554/15018/76797/66824/15001/213233/15043/224761/14961/399549/14972/224754/83433/15007/14985/14960/224756
GO:0050829	defense response to Gram-negative bacterium	98	-0.420016753188014	-1.57799304760813	0.00105214341739041	0.187862021215432	0.183810027872959	4575	tags=38%, list=24%, signal=29%	240518/15064/329547/12362/13214/21425/22242/58217/66438/232836/18173/107831/71648/19946/81897/16171/15944/80385/17951/66824/11535/53603/69146/17393/503491/12796/20311/19695/67067/83433/56519/246079/10
GO:0042789	mRNA transcription by RNA polymerase II	46	-0.510612350169681	-1.73664496555834	0.00109754882708036	0.189436927554069	0.185350965078518	7241	tags=67%, list=38%, signal=42%	11774/433702/209361/72504/20848/21374/192176/20787/228980/11908/226182/13819/68776/12306/17977/319944/11991/17978/108143/21343/19014/22337/20585/63856/20181/21422/11911/66874/11909/22773/12273
GO:0021984	adenohypophysis development	16	-0.658278583507671	-1.79015956894833	0.00123811549843036	0.189698004235059	0.185606410600179	2562	tags=38%, list=13%, signal=32%	14602/19127/22417/16871/20674/14842
GO:0032736	positive regulation of interleukin-13 production	37	-0.546782112878014	-1.76286986107968	0.00123336627978325	0.189698004235059	0.185606410600179	2365	tags=38%, list=12%, signal=33%	50905/15039/15018/16172/53603/56632/15043/224761/399549/14972/224754/15007/14985/224756
GO:0032656	regulation of interleukin-13 production	42	-0.510776333734843	-1.69864314411265	0.00124560296330475	0.189698004235059	0.185606410600179	2365	tags=33%, list=12%, signal=29%	50905/15039/15018/16172/53603/56632/15043/224761/399549/14972/224754/15007/14985/224756
GO:0050728	negative regulation of inflammatory response	166	-0.383903240230199	-1.51075154486412	0.00122284303658978	0.189698004235059	0.185606410600179	5627	tags=40%, list=30%, signal=29%	26565/14870/216963/381463/21946/54396/20186/15234/243958/16678/81799/20312/17470/16145/11622/107221/11539/210029/18784/19255/11689/19123/16334/17127/110279/15227/17242/19223/109815/21938/229644/14462/
GO:0002478	antigen processing and presentation of exogenous peptide antigen	46	-0.50562729632193	-1.71969028621136	0.00139961892613684	0.207063622843902	0.202597470420951	3106	tags=33%, list=16%, signal=27%	21356/16149/15039/15018/15001/15043/224761/14961/399549/14972/224754/15007/14985/14960/224756
GO:0017157	regulation of exocytosis	223	-0.359552491225021	-1.44584055536967	0.00147375725867195	0.211975419038982	0.207403324151698	6572	tags=47%, list=35%, signal=31%	59033/207227/11840/14389/21463/18806/241770/54215/20964/94090/26431/17274/11542/14063/16500/109648/75209/105855/320405/99571/12638/19354/14265/76499/22788/216963/109880/20844/20912/17919/18752/18750/2
GO:0032616	interleukin-13 production	43	-0.510112346027945	-1.70796812307377	0.00161618811108458	0.220226895768314	0.215476824893354	2365	tags=33%, list=12%, signal=29%	50905/15039/15018/16172/53603/56632/15043/224761/399549/14972/224754/15007/14985/224756
GO:0009299	mRNA transcription	51	-0.487235184808358	-1.67550196746712	0.00161583994975513	0.220226895768314	0.215476824893354	7241	tags=65%, list=38%, signal=40%	11774/433702/209361/72504/20848/21374/192176/20787/228980/11908/226182/13819/68776/12306/17977/319944/11991/17978/108143/21343/19014/22337/20585/15259/63856/20181/21422/11911/66874/11909/13207/22773/1
GO:0001813	regulation of antibody-dependent cellular cytotoxicity	22	-0.610585366907688	-1.7661267276842	0.00197817889350778	0.231694745987451	0.226697325209409	2262	tags=45%, list=12%, signal=40%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0001815	positive regulation of antibody-dependent cellular cytotoxicity	22	-0.610585366907688	-1.7661267276842	0.00197817889350778	0.231694745987451	0.226697325209409	2262	tags=45%, list=12%, signal=40%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib	25	-0.589230971059252	-1.7468762383647	0.00223602520873284	0.231694745987451	0.226697325209409	2262	tags=40%, list=12%, signal=35%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:2000566	positive regulation of CD8-positive, alpha-beta T cell proliferation	24	-0.595043569153336	-1.74469520228626	0.00209195664949021	0.231694745987451	0.226697325209409	2262	tags=42%, list=12%, signal=37%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002519	natural killer cell tolerance induction	23	-0.594256548673294	-1.7328448437163	0.00238022721886431	0.231694745987451	0.226697325209409	2262	tags=43%, list=12%, signal=38%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002863	positive regulation of inflammatory response to antigenic stimulus	37	-0.535637182041758	-1.72693770051276	0.00180260058322674	0.231694745987451	0.226697325209409	2262	tags=35%, list=12%, signal=31%	15039/15018/14125/12775/15043/224761/399549/21926/14972/224754/15007/14985/224756
GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus	32	-0.548419099364456	-1.71811164719821	0.00241628356186218	0.231694745987451	0.226697325209409	2262	tags=38%, list=12%, signal=33%	15039/15018/14125/12775/15043/224761/399549/14972/224754/15007/14985/224756
GO:0035162	embryonic hemopoiesis	32	-0.548317557806854	-1.71779353330868	0.00241628356186218	0.231694745987451	0.226697325209409	3473	tags=44%, list=18%, signal=36%	19014/58231/22761/14462/20586/14256/217351/16596/12394/99982/11911/16825/22339/16187
GO:0002885	positive regulation of hypersensitivity	30	-0.549838813715788	-1.70571314717101	0.00202968484043571	0.231694745987451	0.226697325209409	2262	tags=40%, list=12%, signal=35%	15039/15018/14125/12775/15043/224761/399549/14972/224754/15007/14985/224756
GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	47	-0.495697129168641	-1.68969952136082	0.00219872841132563	0.231694745987451	0.226697325209409	2713	tags=32%, list=14%, signal=27%	80782/15039/15018/11692/26365/71183/15043/224761/26904/399549/14972/224754/15007/14985/224756
GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	34	-0.535238863015844	-1.68764433068374	0.00238730210691989	0.231694745987451	0.226697325209409	2262	tags=35%, list=12%, signal=31%	15039/56554/15018/76797/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	34	-0.535238863015844	-1.68764433068374	0.00238730210691989	0.231694745987451	0.226697325209409	2262	tags=35%, list=12%, signal=31%	15039/56554/15018/76797/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002716	negative regulation of natural killer cell mediated immunity	48	-0.493201575359981	-1.68157322459227	0.00227445822236157	0.231694745987451	0.226697325209409	2713	tags=31%, list=14%, signal=27%	80782/15039/15018/11692/26365/71183/15043/224761/26904/399549/14972/224754/15007/14985/224756
GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	35	-0.52902440354692	-1.68149217184015	0.00181506095592186	0.231694745987451	0.226697325209409	2262	tags=34%, list=12%, signal=30%	15039/56554/15018/76797/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002886	regulation of myeloid leukocyte mediated immunity	91	-0.418939309275894	-1.55865235482612	0.00232672848314153	0.231694745987451	0.226697325209409	4275	tags=35%, list=22%, signal=27%	15368/110279/210155/15227/20910/225471/217303/20911/14131/12772/11541/378460/13419/15039/15018/20375/237625/16190/14125/109934/56632/15043/224761/14825/20311/399549/14972/224754/15007/14985/230899/224
GO:0031348	negative regulation of defense response	318	-0.330516820074715	-1.35701009134881	0.00224512978884298	0.231694745987451	0.226697325209409	5375	tags=34%, list=28%, signal=25%	381463/21946/54396/14964/20186/15234/243958/16678/81799/20312/17470/16145/246729/11622/107221/227331/11539/210029/18784/19255/11689/74019/83564/19123/16334/15481/17127/110279/15227/93806/17242/19223/2
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	33	-0.540560041667036	-1.70002966771208	0.00246189136670411	0.231775881759888	0.22677671096549	2262	tags=36%, list=12%, signal=32%	15039/56554/15018/76797/15043/224761/399549/14972/224754/15007/14985/224756
GO:0035740	CD8-positive, alpha-beta T cell proliferation	30	-0.544899473079829	-1.69039029609002	0.00258435931864509	0.238960938427576	0.233806793245091	2575	tags=37%, list=14%, signal=32%	20535/15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0032639	TRAIL production	23	-0.586344245341192	-1.70977266376041	0.00347204875291845	0.285369340358916	0.279214212995764	2262	tags=43%, list=12%, signal=38%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0032679	regulation of TRAIL production	23	-0.586344245341192	-1.70977266376041	0.00347204875291845	0.285369340358916	0.279214212995764	2262	tags=43%, list=12%, signal=38%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0032759	positive regulation of TRAIL production	23	-0.586344245341192	-1.70977266376041	0.00347204875291845	0.285369340358916	0.279214212995764	2262	tags=43%, list=12%, signal=38%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0021983	pituitary gland development	39	-0.513523100933473	-1.68139579839217	0.00333065310234711	0.285369340358916	0.279214212995764	2801	tags=28%, list=15%, signal=24%	16392/99982/14602/19127/12159/20675/22417/16871/20674/18121/14842
GO:0032941	secretion by tissue	54	-0.465624724010482	-1.61730945035972	0.0031532132832686	0.285369340358916	0.279214212995764	6011	tags=54%, list=32%, signal=37%	240215/11542/12847/14609/19055/232341/228355/13649/11539/279561/212937/74244/22260/16534/11686/93670/20287/18442/18754/106042/23795/18387/14284/101613/22062/17831/11486/12669/18014
GO:0031342	negative regulation of cell killing	58	-0.458075429150617	-1.60746424584165	0.00327832775143685	0.285369340358916	0.279214212995764	3207	tags=31%, list=17%, signal=26%	16002/15516/80782/15039/15018/11692/26365/71183/15043/224761/26904/333883/399549/14972/224754/15007/14985/224756
GO:0045069	regulation of viral genome replication	84	-0.415655598250031	-1.53512731344135	0.00328475688353598	0.285369340358916	0.279214212995764	6036	tags=49%, list=32%, signal=33%	66141/110532/80287/73158/13205/55932/57874/78781/20817/246729/74522/80750/192119/56031/18128/56491/211948/19106/94088/246727/23962/22038/11628/231699/109333/16201/20304/57444/13207/67738/246728/67246/
GO:2000564	regulation of CD8-positive, alpha-beta T cell proliferation	29	-0.552546011563459	-1.70296770239899	0.00362207280874415	0.293048328182457	0.286727572836934	2575	tags=38%, list=14%, signal=33%	20535/15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0051606	detection of stimulus	249	-0.345449582027118	-1.40149889900965	0.00370723570633627	0.295324099806295	0.288954258374032	2935	tags=23%, list=15%, signal=20%	20191/12298/387345/18766/81897/19023/110835/14806/12353/171209/108072/12363/12315/11909/19892/17951/225004/270190/14913/21906/16485/504186/100502876/665378/18796/30044/353166/73660/387344/64379/353167
GO:0042270	protection from natural killer cell mediated cytotoxicity	33	-0.528338806812307	-1.66159459995338	0.00396040331541819	0.306074154734857	0.299472445516225	2262	tags=30%, list=12%, signal=27%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0019884	antigen processing and presentation of exogenous antigen	52	-0.465924027868378	-1.60698384756311	0.00392918686084311	0.306074154734857	0.299472445516225	2262	tags=27%, list=12%, signal=24%	15039/15018/15001/15043/19186/224761/14961/399549/14972/224754/15007/14985/14960/224756
GO:0045071	negative regulation of viral genome replication	54	-0.460065443828192	-1.59799974468393	0.00407707361346811	0.310332546663255	0.303638988247901	5081	tags=46%, list=27%, signal=34%	78781/20817/246729/74522/80750/19106/94088/246727/23962/22038/11628/231699/16201/20304/57444/246728/67246/100535/100038882/68713/213002/21926/240069/243262/15977
GO:0090087	regulation of peptide transport	263	-0.335339661397298	-1.36604556683612	0.00413536997291708	0.310332546663255	0.303638988247901	5958	tags=41%, list=31%, signal=29%	14063/16500/20787/12753/110385/70456/99571/16324/12638/106347/28146/76303/14609/12918/380752/78896/19056/19055/20913/20186/12374/224129/277328/320790/14687/228355/13649/54393/107221/94353/11539/50765/
GO:0002475	antigen processing and presentation via MHC class Ib	38	-0.507727081545724	-1.65149574088635	0.00425714821247746	0.311893575570012	0.305166347343715	2262	tags=32%, list=12%, signal=28%	15039/56554/15018/76797/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002437	inflammatory response to antigenic stimulus	87	-0.414751432544199	-1.53879235755514	0.00427664037571859	0.311893575570012	0.305166347343715	2711	tags=26%, list=14%, signal=23%	12765/14284/101613/15039/15018/22694/18782/26440/14125/12775/67027/15043/224761/399549/21926/14972/224754/14776/83433/15007/14985/19172/224756
GO:0002526	acute inflammatory response	129	-0.380686488242143	-1.46904017979685	0.00442534420282882	0.318256003920106	0.311391544564549	4001	tags=34%, list=21%, signal=27%	15467/12062/12774/11501/14131/244911/16175/109815/20701/16193/21943/22038/12765/13419/20304/20700/101613/15039/233079/15018/233080/12368/18782/75697/22361/19225/14125/12775/22371/16427/15043/224761/58
GO:0001788	antibody-dependent cellular cytotoxicity	24	-0.573940798770352	-1.68282090576285	0.00459756569143908	0.324168368411666	0.317176385348	2262	tags=42%, list=12%, signal=37%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	29	-0.544694331180769	-1.67876852654493	0.00469537034199979	0.324168368411666	0.317176385348	2604	tags=38%, list=14%, signal=33%	12394/15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002673	regulation of acute inflammatory response	73	-0.432938560822316	-1.57214072909234	0.00465228304341523	0.324168368411666	0.317176385348	6125	tags=52%, list=32%, signal=35%	110696/13618/109648/14870/22788/14964/12266/30955/11539/16334/12774/11501/14131/244911/109815/16193/21943/13419/20304/15039/233079/15018/233080/18782/75697/19225/14125/12775/15043/224761/58992/399549/
GO:0002864	regulation of acute inflammatory response to antigenic stimulus	41	-0.488249356719089	-1.61291379043784	0.00480910557844958	0.327651956384367	0.320584835859803	2262	tags=32%, list=12%, signal=28%	15039/15018/18782/14125/12775/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002883	regulation of hypersensitivity	34	-0.51415200636466	-1.62115604566124	0.00523043931303971	0.351730061856099	0.344143601006974	2262	tags=35%, list=12%, signal=31%	15039/15018/14125/12775/15043/224761/399549/14972/224754/15007/14985/224756
GO:0032535	regulation of cellular component size	397	-0.312739004162778	-1.29427908238093	0.00546559706996485	0.362831559336897	0.355005650441846	8913	tags=57%, list=47%, signal=31%	26875/22003/12561/74370/107351/319262/20498/66439/18645/18049/29816/56193/52822/72040/213084/76884/320502/20947/12721/18631/17751/16971/12391/271639/64930/12912/54214/74117/171207/11827/18213/29869/83
GO:0045655	regulation of monocyte differentiation	18	0.505369145340094	1.82170148660934	0.00773260499672399	0.384994506471508	0.376690565275633	505	tags=22%, list=3%, signal=22%	20219/107771/75766/238377
GO:0090308	regulation of DNA methylation-dependent heterochromatin formation	18	-0.595613822515906	-1.67130776714211	0.00629227518523812	0.384994506471508	0.376690565275633	4740	tags=56%, list=25%, signal=42%	74522/75329/11628/99982/13548/666704/11810/223828/67246/240069
GO:0001794	type IIa hypersensitivity	26	-0.549158449210747	-1.6426576632671	0.00684219934763737	0.384994506471508	0.376690565275633	2262	tags=38%, list=12%, signal=34%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0001796	regulation of type IIa hypersensitivity	26	-0.549158449210747	-1.6426576632671	0.00684219934763737	0.384994506471508	0.376690565275633	2262	tags=38%, list=12%, signal=34%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0001798	positive regulation of type IIa hypersensitivity	26	-0.549158449210747	-1.6426576632671	0.00684219934763737	0.384994506471508	0.376690565275633	2262	tags=38%, list=12%, signal=34%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002445	type II hypersensitivity	26	-0.549158449210747	-1.6426576632671	0.00684219934763737	0.384994506471508	0.376690565275633	2262	tags=38%, list=12%, signal=34%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002892	regulation of type II hypersensitivity	26	-0.549158449210747	-1.6426576632671	0.00684219934763737	0.384994506471508	0.376690565275633	2262	tags=38%, list=12%, signal=34%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002894	positive regulation of type II hypersensitivity	26	-0.549158449210747	-1.6426576632671	0.00684219934763737	0.384994506471508	0.376690565275633	2262	tags=38%, list=12%, signal=34%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0043117	positive regulation of vascular permeability	21	-0.567199835488827	-1.62512271423991	0.00749621269387761	0.384994506471508	0.376690565275633	2974	tags=43%, list=16%, signal=36%	27375/12765/11600/22339/21872/11816/72514/20303/22226
GO:0002729	positive regulation of natural killer cell cytokine production	28	-0.529773885416536	-1.60987326603538	0.00701652056989756	0.384994506471508	0.376690565275633	2262	tags=36%, list=12%, signal=32%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002483	antigen processing and presentation of endogenous peptide antigen	38	-0.493164358865761	-1.60412723257584	0.00720757030249387	0.384994506471508	0.376690565275633	2262	tags=32%, list=12%, signal=28%	15039/56554/15018/76797/15043/224761/399549/14972/224754/15007/14985/224756
GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	38	-0.493164358865761	-1.60412723257584	0.00720757030249387	0.384994506471508	0.376690565275633	2262	tags=32%, list=12%, signal=28%	15039/56554/15018/76797/15043/224761/399549/14972/224754/15007/14985/224756
GO:0032819	positive regulation of natural killer cell proliferation	31	-0.515220211523917	-1.6032565199727	0.00600850462804713	0.384994506471508	0.376690565275633	2262	tags=32%, list=12%, signal=28%	15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
GO:0002524	hypersensitivity	36	-0.498961232387138	-1.59944234663593	0.00635223110349103	0.384994506471508	0.376690565275633	2262	tags=33%, list=12%, signal=29%	15039/15018/14125/12775/15043/224761/399549/14972/224754/15007/14985/224756
GO:0019883	antigen processing and presentation of endogenous antigen	40	-0.484103887955853	-1.59342559627835	0.00631453129737314	0.384994506471508	0.376690565275633	2262	tags=30%, list=12%, signal=26%	15039/56554/15018/76797/15043/224761/399549/14972/224754/15007/14985/224756
GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	40	-0.478007325548938	-1.57335879072241	0.00731815174534304	0.384994506471508	0.376690565275633	2604	tags=30%, list=14%, signal=26%	12394/20535/15039/15018/15043/224761/399549/14972/224754/15007/14985/224756
