gene_name	chr	is_neuronal	stratum_top_quartile
Six3os1	chr17	TRUE	TRUE
Gm14635	chrX	FALSE	FALSE
Gm14204	chr2	FALSE	TRUE
AI847159	chr2	FALSE	FALSE
Lrrc19	chr4	FALSE	FALSE
Rcc1	chr4	FALSE	FALSE
Srp54c	chr12	FALSE	FALSE
Pcsk9	chr4	TRUE	TRUE
0610009E02Rik	chr2	FALSE	FALSE
BC048602	chr15	FALSE	TRUE
Gm44502	chr15	FALSE	FALSE
Gm11110	chr17	FALSE	FALSE
4930505N22Rik	chr19	FALSE	FALSE
Tmem64	chr4	FALSE	TRUE
Ttll2	chr17	FALSE	TRUE
Gm20605	chr5	FALSE	FALSE
Il4i1b	chr7	FALSE	FALSE
Ppp1r8	chr4	FALSE	FALSE
Smpdl3b	chr4	FALSE	FALSE
Gm11651	chr11	FALSE	TRUE
Adh6b	chr3	FALSE	FALSE
Zfand2a	chr5	FALSE	FALSE
Gm19276	chr15	FALSE	FALSE
Gm17399	chr9	FALSE	FALSE
AV039307	chr2	FALSE	FALSE
Gm16023	chr4	FALSE	FALSE
2900009J06Rik	chr1	FALSE	FALSE
Kifc1	chr17	FALSE	FALSE
Gm9899	chr5	FALSE	TRUE
Gm20597	chr10	FALSE	TRUE
Kcnmb3	chr3	TRUE	FALSE
Gm19461	chr1	FALSE	TRUE
Ube2q2l	chr6	FALSE	FALSE
Gm16796	chr2	FALSE	TRUE
Gm17484	chr8	FALSE	FALSE
Pdzd7	chr19	TRUE	FALSE
Smim43	chr3	FALSE	TRUE
Gm16291	chr15	FALSE	TRUE
Gm13944	chr2	FALSE	FALSE
Trpc5os	chrX	FALSE	FALSE
Cimap3	chr3	FALSE	FALSE
Gm10390	chr5	FALSE	FALSE
Gm19705	chr1	FALSE	FALSE
Gm45916	chr11	FALSE	FALSE
Gm15941	chr15	FALSE	TRUE
Bbip1	chr19	FALSE	FALSE
Lnp1	chr16	FALSE	FALSE
Gm16845	chr9	FALSE	FALSE
1700011B04Rik	chr13	FALSE	TRUE
Gm9920	chr15	FALSE	TRUE
Gm11762	chr11	FALSE	TRUE
1110015O18Rik	chr3	FALSE	FALSE
Gm19990	chr12	FALSE	FALSE
Gm20063	chr12	FALSE	FALSE
Platr30	chr3	FALSE	TRUE
Gm16576	chr15	FALSE	FALSE
Gm12159	chr11	FALSE	FALSE
2210418O10Rik	chr2	FALSE	FALSE
Trp53cor1	chr17	FALSE	FALSE
Gm20187	chr12	FALSE	TRUE
Gm16596	chr12	FALSE	FALSE
Gm20268	chr1	FALSE	FALSE
9230112J17Rik	chr9	FALSE	FALSE
Plscr5	chr9	FALSE	FALSE
Nat8f6	chr6	FALSE	FALSE
Gm12709	chr4	FALSE	FALSE
A730018C14Rik	chr12	FALSE	TRUE
Zfp518b	chr5	FALSE	TRUE
Mir466b-4	chr2	FALSE	FALSE
Ugt2b38	chr5	FALSE	FALSE
Gm38431	chr9	FALSE	FALSE
Gm16833	chr9	FALSE	FALSE
Gm15446	chr5	FALSE	FALSE
Psph	chr5	FALSE	FALSE
Spon2	chr5	FALSE	TRUE
Gbp6	chr5	FALSE	FALSE
Ugt2b34	chr5	FALSE	FALSE
Rita1	chr5	TRUE	FALSE
Gm20604	chr12	FALSE	FALSE
Gm21057	chr7	FALSE	TRUE
Gm22109	chr8	FALSE	TRUE
Gm23284	chr8	FALSE	TRUE
Anxa2r1	chr13	FALSE	TRUE
Gm21269	chr7	FALSE	FALSE
Gm21284	chr6	FALSE	FALSE
Gm15679	chr8	FALSE	FALSE
Gm15908	chr13	FALSE	TRUE
Ttll3	chr6	FALSE	FALSE
Itfg2	chr6	FALSE	FALSE
Tra2a	chr6	FALSE	FALSE
Brk1	chr6	FALSE	FALSE
Evi2	chr11	FALSE	FALSE
Plekhg2	chr7	FALSE	FALSE
AI314278	chr7	FALSE	FALSE
Wtip	chr7	FALSE	FALSE
Ccp110	chr7	FALSE	FALSE
Pwwp2b	chr7	FALSE	TRUE
Spty2d1	chr7	FALSE	FALSE
Acp7	chr7	FALSE	FALSE
Unc45a	chr7	FALSE	FALSE
Usb1	chr8	FALSE	FALSE
Smim19	chr8	FALSE	FALSE
Taf5l	chr8	FALSE	FALSE
Zdhhc7	chr8	FALSE	FALSE
Ak6	chr13	FALSE	FALSE
Gm28042	chr2	FALSE	TRUE
Cpne7	chr8	FALSE	TRUE
Ankrd10	chr8	FALSE	TRUE
Clk3	chr9	FALSE	TRUE
Hinfp	chr9	FALSE	FALSE
Xndc1	chr7	FALSE	FALSE
Cmtm7	chr9	FALSE	TRUE
Slc22a13	chr9	FALSE	FALSE
E130101E03Rik	chr9	FALSE	FALSE
Gm29968	chr12	FALSE	FALSE
Gm30332	chr6	FALSE	FALSE
Gm30400	chr10	FALSE	FALSE
Gm30505	chr16	FALSE	FALSE
Gm15486	chr1	FALSE	TRUE
Gm15723	chr10	FALSE	TRUE
Gm11217	chr4	FALSE	TRUE
4930534H03Rik	chr10	FALSE	FALSE
Gm31520	chr6	FALSE	FALSE
Gm31747	chr6	FALSE	FALSE
Gm11917	chr4	FALSE	FALSE
Gm29461	chr1	FALSE	FALSE
1110002E22Rik	chr3	FALSE	TRUE
Gm29443	chr7	FALSE	FALSE
Gm12915	chr4	FALSE	FALSE
Haglr	chr2	FALSE	TRUE
Gm16573	chr14	FALSE	FALSE
Gm16835	chr14	FALSE	TRUE
Gm32856	chr8	FALSE	FALSE
Gm33035	chr10	FALSE	FALSE
Gm33104	chr10	FALSE	TRUE
4930526H09Rik	chr13	FALSE	TRUE
4930519L02Rik	chr3	FALSE	FALSE
Gm33677	chr10	FALSE	TRUE
Krbox5	chr13	FALSE	FALSE
Gm26684	chr15	FALSE	TRUE
Tex51	chr18	FALSE	FALSE
Gm35549	chr9	FALSE	FALSE
Gm13830	chr5	FALSE	FALSE
Gm35725	chr12	FALSE	FALSE
Gm36229	chr10	FALSE	FALSE
Cd55os	chr1	FALSE	FALSE
Gm36480	chr15	FALSE	FALSE
Gm36633	chr7	FALSE	FALSE
Gm11520	chr11	FALSE	FALSE
Gm26994	chr8	FALSE	FALSE
Gm38560	chr10	FALSE	FALSE
Gm15511	chr9	FALSE	FALSE
Oaf	chr9	FALSE	TRUE
Pan2	chr10	FALSE	FALSE
Csnk1g2	chr10	FALSE	FALSE
Tmem263	chr10	FALSE	FALSE
Zfr2	chr10	FALSE	FALSE
Mgat4b	chr11	FALSE	TRUE
Sec14l4	chr11	FALSE	FALSE
Rpn1	chr6	FALSE	FALSE
Plin1	chr7	FALSE	TRUE
Cyp27a1	chr1	FALSE	FALSE
Adcy4	chr14	FALSE	TRUE
Chil4	chr3	FALSE	TRUE
Arl1	chr10	FALSE	FALSE
Gas8	chr8	TRUE	FALSE
Zfp120	chr2	FALSE	FALSE
Meig1	chr2	TRUE	TRUE
Pcnx3	chr19	FALSE	FALSE
Ccdc117	chr11	FALSE	FALSE
Mycbpap	chr11	FALSE	FALSE
Slc16a6	chr11	FALSE	FALSE
Jkamp	chr12	FALSE	FALSE
Aldh6a1	chr12	FALSE	FALSE
Aspg	chr12	FALSE	TRUE
Ptpn23	chr9	FALSE	FALSE
Cbll1	chr12	FALSE	FALSE
Tmem179	chr12	FALSE	TRUE
Rab15	chr12	FALSE	TRUE
Slc25a47	chr12	FALSE	FALSE
Pelo	chr13	FALSE	TRUE
AI197445	chr13	FALSE	TRUE
Arrdc3	chr13	FALSE	TRUE
Rnf44	chr13	FALSE	FALSE
Gm28822	chr1	FALSE	FALSE
4930594M22Rik	chr14	FALSE	FALSE
Sox21os1	chr14	FALSE	TRUE
Gm41289	chr15	FALSE	FALSE
Brd9	chr13	FALSE	FALSE
Gm41410	chr16	FALSE	FALSE
4930509G22Rik	chr16	FALSE	FALSE
Slc17a3	chr13	FALSE	FALSE
AW495222	chr13	FALSE	FALSE
Utp15	chr13	FALSE	FALSE
E330034G19Rik	chr14	FALSE	FALSE
Gm45924	chr15	FALSE	FALSE
Abhd4	chr14	FALSE	FALSE
Chmp7	chr14	FALSE	FALSE
Lincmd1	chr1	FALSE	FALSE
Fam83h	chr15	FALSE	TRUE
Scrib	chr15	TRUE	FALSE
Ccdc65	chr15	TRUE	FALSE
Csdc2	chr15	FALSE	FALSE
Gm45928	chr19	FALSE	TRUE
AU022754	chr15	FALSE	TRUE
Tcstv2b	chr13	FALSE	FALSE
Gga1	chr15	FALSE	FALSE
Fbxo4	chr15	FALSE	FALSE
Rimoc1	chr15	FALSE	FALSE
Rfc4	chr16	FALSE	FALSE
Ypel1	chr16	FALSE	FALSE
Slc51a	chr16	FALSE	FALSE
Sft2d1	chr17	FALSE	FALSE
Wdr90	chr17	FALSE	FALSE
Trip10	chr17	FALSE	FALSE
Cyp4f15	chr17	FALSE	FALSE
Unc119b	chr5	TRUE	FALSE
Slc39a6	chr18	FALSE	FALSE
Psmg2	chr18	FALSE	FALSE
Ffar4	chr19	FALSE	FALSE
E330013P04Rik	chr19	FALSE	TRUE
Ece2	chr16	FALSE	FALSE
Rnh1	chr7	FALSE	FALSE
Haao	chr17	TRUE	TRUE
Tm6sf1	chr7	FALSE	TRUE
Pom121	chr5	FALSE	FALSE
Frs3	chr17	FALSE	FALSE
Ddb2	chr2	FALSE	FALSE
Ap1s2	chrX	TRUE	FALSE
Chrnb4	chr9	TRUE	TRUE
Grm2	chr9	TRUE	TRUE
Grm6	chr11	TRUE	FALSE
Olr1	chr6	FALSE	FALSE
Prkab2	chr3	FALSE	FALSE
Fermt3	chr19	FALSE	FALSE
B3gnt5	chr16	TRUE	TRUE
Slco4a1	chr2	FALSE	TRUE
Napg	chr18	FALSE	FALSE
Napa	chr7	TRUE	FALSE
Atic	chr1	FALSE	FALSE
Ubxn8	chr8	FALSE	FALSE
Fam50b	chr13	FALSE	FALSE
Gm30606	chr8	FALSE	FALSE
Gm45871	chr18	FALSE	FALSE
G630016G05Rik	chr2	FALSE	TRUE
Mat2b	chr11	FALSE	FALSE
Pttg1ip	chr10	FALSE	FALSE
Sft2d2	chr1	FALSE	TRUE
Calr4	chr4	FALSE	FALSE
Rdh13	chr7	TRUE	FALSE
Atad3a	chr4	FALSE	FALSE
Aif1l	chr2	FALSE	TRUE
Rcc2	chr4	FALSE	TRUE
Trmt10a	chr3	FALSE	FALSE
Miga2	chr2	FALSE	FALSE
E2f8	chr7	FALSE	TRUE
4930519F24Rik	chr9	FALSE	FALSE
Tbc1d10c	chr19	FALSE	FALSE
Ciapin1	chr8	FALSE	FALSE
Nabp1	chr1	FALSE	TRUE
Sp110	chr1	FALSE	FALSE
Inka2	chr3	FALSE	TRUE
Pfdn4	chr2	FALSE	TRUE
Dnaaf2	chr12	TRUE	FALSE
Fbxw17	chr13	FALSE	FALSE
Mmadhc	chr2	FALSE	FALSE
Mlec	chr5	FALSE	FALSE
Sccpdh	chr1	FALSE	FALSE
Lrrc39	chr3	FALSE	FALSE
Ssc4d	chr5	FALSE	FALSE
Actr5	chr2	FALSE	FALSE
Orai1	chr5	TRUE	FALSE
Rnf20	chr4	FALSE	FALSE
9230102K24Rik	chr10	FALSE	FALSE
Sri	chr5	FALSE	FALSE
Txlna	chr4	FALSE	FALSE
Ampd2	chr3	FALSE	TRUE
Cyb5r3	chr15	FALSE	TRUE
Pgm3	chr9	FALSE	FALSE
F11	chr8	FALSE	FALSE
Mzf1	chr7	FALSE	FALSE
Asl	chr5	FALSE	FALSE
Cela1	chr15	FALSE	FALSE
Zbtb25	chr12	FALSE	FALSE
Gusb	chr5	FALSE	FALSE
Kif22	chr7	FALSE	FALSE
Dek	chr13	FALSE	FALSE
Nop2	chr6	FALSE	FALSE
Ehmt2	chr17	TRUE	FALSE
Pgd	chr4	FALSE	FALSE
Tmbim6	chr15	TRUE	FALSE
Krt7	chr15	FALSE	TRUE
Grk2	chr19	TRUE	FALSE
Sec13	chr6	FALSE	FALSE
Qdpr	chr5	FALSE	TRUE
Acat2	chr17	FALSE	FALSE
Dgkq	chr5	TRUE	FALSE
Chaf1b	chr16	FALSE	FALSE
Adam33	chr2	FALSE	TRUE
Pwp2	chr10	FALSE	FALSE
Etfb	chr7	FALSE	FALSE
Chrna3	chr9	TRUE	TRUE
Chrna2	chr14	TRUE	TRUE
Hspa13	chr16	FALSE	FALSE
Atp6v1b1	chr6	TRUE	TRUE
Tars1	chr15	FALSE	FALSE
Pecr	chr1	FALSE	FALSE
Gm53191	chr9	FALSE	FALSE
Egln3	chr12	TRUE	TRUE
Zfp607b	chr7	FALSE	FALSE
Ugt2b37	chr5	FALSE	FALSE
1700102P08Rik	chr9	FALSE	FALSE
Ifit1bl2	chr19	FALSE	FALSE
Abca2	chr2	TRUE	TRUE
Acadm	chr3	FALSE	FALSE
Cldn16	chr16	FALSE	FALSE
Ace	chr11	TRUE	TRUE
Dok4	chr8	TRUE	TRUE
Acp1	chr12	FALSE	FALSE
Lyve1	chr7	FALSE	FALSE
Chrna1	chr2	TRUE	FALSE
Chrna4	chr2	TRUE	TRUE
Chrnb2	chr3	TRUE	TRUE
Zbtb21	chr16	FALSE	FALSE
Ehbp1l1	chr19	FALSE	FALSE
Elac1	chr18	FALSE	FALSE
Oas1c	chr5	FALSE	FALSE
Actg2	chr6	FALSE	FALSE
Actn3	chr19	TRUE	FALSE
Acta2	chr19	FALSE	TRUE
Acvrl1	chr15	FALSE	TRUE
Aspa	chr11	TRUE	FALSE
Ada	chr2	FALSE	TRUE
Plpbp	chr8	FALSE	FALSE
Adam11	chr11	FALSE	TRUE
Adam8	chr7	TRUE	FALSE
Adcy6	chr15	TRUE	FALSE
Plin2	chr4	FALSE	FALSE
Adh7	chr3	FALSE	FALSE
Adh5	chr3	FALSE	FALSE
Adora2a	chr10	TRUE	TRUE
Adora2b	chr11	TRUE	TRUE
Adora3	chr3	TRUE	FALSE
Parp2	chr14	TRUE	FALSE
Adra1d	chr2	TRUE	TRUE
Adrb3	chr8	FALSE	FALSE
Adsl	chr15	FALSE	FALSE
Adss1	chr12	FALSE	TRUE
Avil	chr10	TRUE	FALSE
Afp	chr5	FALSE	FALSE
Gla	chrX	FALSE	FALSE
Agt	chr8	TRUE	TRUE
Aire	chr10	FALSE	TRUE
Ak1	chr2	FALSE	TRUE
Ak2	chr4	FALSE	FALSE
Akap3	chr6	FALSE	FALSE
Akt1	chr12	TRUE	TRUE
Alas1	chr9	FALSE	TRUE
Alas2	chrX	FALSE	FALSE
Alb	chr5	FALSE	FALSE
Abcd1	chrX	TRUE	FALSE
Fgfrl1	chr5	FALSE	TRUE
Tsga13	chr6	FALSE	FALSE
Vps4a	chr8	FALSE	FALSE
Akr1b1	chr6	FALSE	TRUE
Foxn4	chr5	TRUE	TRUE
Alox12	chr11	FALSE	TRUE
Alox12b	chr11	FALSE	FALSE
Alox8	chr11	FALSE	FALSE
Derl2	chr11	FALSE	FALSE
Alox5ap	chr5	FALSE	FALSE
Dph1	chr11	FALSE	FALSE
Slc19a2	chr1	FALSE	TRUE
Pnpla3	chr15	FALSE	FALSE
Ambn	chr5	FALSE	FALSE
Amd1	chr10	FALSE	FALSE
Tirap	chr9	FALSE	FALSE
Pip4k2c	chr10	FALSE	FALSE
Steap4	chr5	FALSE	FALSE
Ivns1abp	chr1	FALSE	FALSE
Mat1a	chr14	FALSE	FALSE
Anxa7	chr14	TRUE	FALSE
Anxa8	chr14	FALSE	TRUE
Ap1m1	chr8	FALSE	FALSE
Ap1m2	chr9	FALSE	FALSE
Apbb1	chr7	TRUE	FALSE
Birc3	chr9	FALSE	FALSE
Birc2	chr9	FALSE	FALSE
Cd5l	chr3	FALSE	FALSE
Apobec1	chr6	FALSE	FALSE
Apobec2	chr17	FALSE	TRUE
Apod	chr16	FALSE	FALSE
Nr2f2	chr7	TRUE	TRUE
Aqp4	chr18	TRUE	FALSE
Aqp7	chr4	FALSE	FALSE
Arf1	chr11	TRUE	FALSE
Arf2	chr11	FALSE	FALSE
Baalc	chr15	FALSE	TRUE
Mmp28	chr11	FALSE	TRUE
Arg1	chr10	FALSE	FALSE
Rhod	chr19	FALSE	FALSE
Arhgdib	chr6	FALSE	FALSE
Arpc1b	chr5	FALSE	FALSE
Art1	chr7	FALSE	FALSE
Asgr2	chr11	FALSE	FALSE
Atox1	chr11	FALSE	FALSE
Atp1b1	chr1	FALSE	TRUE
Atp2a1	chr7	TRUE	FALSE
Atp4a	chr7	FALSE	FALSE
Atp5f1c	chr2	FALSE	FALSE
Atp5pb	chr3	FALSE	FALSE
Atp6v1b2	chr8	TRUE	FALSE
Hnrnpd	chr5	FALSE	FALSE
Cep131	chr11	TRUE	FALSE
Baat	chr4	FALSE	FALSE
Bcan	chr3	TRUE	TRUE
Bcat2	chr7	FALSE	FALSE
Bcl2a1b	chr9	FALSE	FALSE
Bcl3	chr7	TRUE	FALSE
Bcl6	chr16	TRUE	TRUE
Bcl7b	chr5	FALSE	FALSE
Bgn	chrX	FALSE	TRUE
Bhmt	chr13	FALSE	TRUE
Bid	chr6	FALSE	FALSE
Hrk	chr5	TRUE	TRUE
Bik	chr15	FALSE	FALSE
Bnip2	chr9	TRUE	FALSE
Bnip3	chr7	TRUE	FALSE
Bnip3l	chr14	FALSE	FALSE
Bop1	chr15	FALSE	TRUE
Bst1	chr5	FALSE	FALSE
Klf5	chr14	FALSE	TRUE
C3	chr17	TRUE	FALSE
C4b	chr17	FALSE	FALSE
C4bp-ps1	chr1	FALSE	FALSE
C5ar1	chr7	TRUE	FALSE
Hyou1	chr9	TRUE	FALSE
Cacnb1	chr11	TRUE	FALSE
Cacnb3	chr15	TRUE	TRUE
Cacng1	chr11	FALSE	TRUE
Pdia4	chr6	FALSE	FALSE
Ddr1	chr17	TRUE	FALSE
Calm2	chr17	FALSE	FALSE
Capg	chr6	TRUE	FALSE
Capn6	chrX	FALSE	FALSE
Car2	chr3	TRUE	TRUE
Car6	chr4	TRUE	FALSE
Car7	chr8	TRUE	TRUE
Casp2	chr6	TRUE	FALSE
Casp3	chr8	TRUE	TRUE
Casp6	chr3	TRUE	FALSE
Casp9	chr4	TRUE	FALSE
Cav3	chr6	TRUE	TRUE
Cbx1	chr11	FALSE	FALSE
Cbx3	chr6	FALSE	FALSE
Ccnb2	chr9	FALSE	FALSE
Ccne2	chr4	FALSE	FALSE
Ccni	chr5	FALSE	FALSE
Ccnk	chr12	FALSE	FALSE
Ccr6	chr17	TRUE	FALSE
Ccs	chr19	FALSE	FALSE
Cct2	chr10	FALSE	FALSE
Cct3	chr3	FALSE	FALSE
Cct4	chr11	FALSE	FALSE
Cct7	chr6	FALSE	FALSE
Cct8	chr16	FALSE	FALSE
Ms4a1	chr19	FALSE	FALSE
Cd22	chr7	FALSE	FALSE
Cd33	chr7	FALSE	FALSE
Cd34	chr1	FALSE	TRUE
Entpd6	chr2	FALSE	TRUE
Cd4	chr6	FALSE	FALSE
Cd48	chr1	FALSE	FALSE
Cd5	chr19	FALSE	TRUE
Cd59a	chr2	FALSE	FALSE
Cd81	chr7	TRUE	TRUE
Cd83	chr13	FALSE	TRUE
Cd8b1	chr6	FALSE	FALSE
Cdc25a	chr9	FALSE	FALSE
Cdc25c	chr18	FALSE	FALSE
Cdk1	chr10	FALSE	TRUE
Cdc37	chr9	FALSE	FALSE
Cdc7	chr5	FALSE	FALSE
Cdh15	chr8	FALSE	TRUE
Cdh16	chr8	FALSE	TRUE
Cdkn2a	chr4	FALSE	TRUE
Cdo1	chr18	FALSE	TRUE
Cdr2	chr7	FALSE	FALSE
Cdx1	chr18	FALSE	TRUE
Cebpz	chr17	FALSE	FALSE
Cetn3	chr13	FALSE	FALSE
Cga	chr4	FALSE	FALSE
Chek1	chr9	FALSE	FALSE
Chgb	chr2	FALSE	TRUE
Chil3	chr3	FALSE	TRUE
Ovgp1	chr3	FALSE	FALSE
Chrm1	chr19	TRUE	FALSE
Cidea	chr18	FALSE	TRUE
Ckm	chr7	FALSE	FALSE
Clcn2	chr16	TRUE	TRUE
Clcn4	chr7	FALSE	FALSE
Clns1a	chr7	FALSE	FALSE
Clcnka	chr4	FALSE	TRUE
Cldn1	chr16	TRUE	TRUE
Clk1	chr1	FALSE	FALSE
Clk4	chr11	FALSE	FALSE
Cln3	chr7	TRUE	FALSE
Clu	chr14	TRUE	TRUE
Cmas	chr6	FALSE	FALSE
Ccr4	chr9	TRUE	FALSE
Ackr3	chr1	TRUE	TRUE
Cnga2	chrX	TRUE	FALSE
Cnih1	chr14	FALSE	FALSE
Cnp	chr11	TRUE	FALSE
Cnr1	chr4	TRUE	TRUE
Cnr2	chr4	TRUE	FALSE
Coch	chr12	TRUE	TRUE
Coil	chr11	FALSE	FALSE
Col6a1	chr10	FALSE	TRUE
Col9a2	chr4	FALSE	TRUE
Col9a3	chr2	FALSE	TRUE
Col1a1	chr11	TRUE	TRUE
Comt	chr16	TRUE	FALSE
Coq7	chr7	TRUE	FALSE
Cox17	chr16	FALSE	FALSE
Cox6c	chr15	FALSE	FALSE
Cys1	chr12	FALSE	TRUE
Cpt2	chr4	FALSE	FALSE
Crat	chr2	FALSE	TRUE
Crhbp	chr13	TRUE	TRUE
Crybb1	chr5	TRUE	FALSE
Crym	chr7	TRUE	FALSE
Cs	chr10	FALSE	FALSE
Csf1	chr3	TRUE	TRUE
Csf2rb2	chr15	FALSE	TRUE
Csf3r	chr4	FALSE	FALSE
Csn1s1	chr5	FALSE	FALSE
Csn1s2b	chr5	FALSE	FALSE
Csn1s2a	chr5	FALSE	FALSE
Csrp2	chr10	FALSE	TRUE
Csrp3	chr7	FALSE	TRUE
Ctsb	chr14	TRUE	FALSE
Ctsd	chr7	FALSE	TRUE
Ctsh	chr9	FALSE	FALSE
Cyb561	chr11	FALSE	TRUE
Cyp1a1	chr9	FALSE	FALSE
Cyp1b1	chr17	FALSE	TRUE
Cyp24a1	chr2	FALSE	TRUE
Cyp2d9	chr15	FALSE	FALSE
Cyp2f2	chr7	FALSE	FALSE
Cyp51	chr5	FALSE	FALSE
Dad1	chr14	FALSE	FALSE
Cd55	chr1	FALSE	FALSE
Dgka	chr10	FALSE	FALSE
Dao	chr5	FALSE	FALSE
Dazl	chr17	FALSE	FALSE
Dbh	chr2	TRUE	TRUE
Dbnl	chr11	TRUE	FALSE
Eci1	chr17	FALSE	FALSE
Dck	chr5	FALSE	FALSE
Ddb1	chr19	FALSE	FALSE
Ddx3x	chrX	FALSE	FALSE
Dffa	chr4	FALSE	FALSE
Dgcr6	chr16	FALSE	FALSE
Dhcr7	chr7	FALSE	FALSE
Dio1	chr4	FALSE	TRUE
Dio2	chr12	FALSE	TRUE
Dld	chr12	FALSE	FALSE
Cdk2ap1	chr5	FALSE	FALSE
Dpep1	chr8	FALSE	FALSE
Dpm1	chr2	FALSE	FALSE
Drg2	chr11	FALSE	FALSE
Atn1	chr6	TRUE	FALSE
Slc26a2	chr18	FALSE	FALSE
Dvl3	chr16	TRUE	FALSE
S1pr3	chr13	FALSE	TRUE
Edn3	chr2	TRUE	FALSE
Phc1	chr6	FALSE	FALSE
Efnb1	chrX	TRUE	TRUE
Rhbdf1	chr11	FALSE	TRUE
Ehd1	chr19	TRUE	FALSE
Ei24	chr9	TRUE	FALSE
Eif1a	chr18	FALSE	FALSE
Eif2s1	chr12	FALSE	FALSE
Ddx19a	chr8	FALSE	FALSE
Eif4ebp1	chr8	FALSE	TRUE
Eif4ebp2	chr10	TRUE	FALSE
Eif4g2	chr7	TRUE	FALSE
Elk1	chrX	TRUE	FALSE
Elk4	chr1	FALSE	FALSE
Aimp1	chr3	FALSE	FALSE
Emp1	chr6	FALSE	TRUE
Emx1	chr6	TRUE	TRUE
Enam	chr5	FALSE	FALSE
Eno1	chr4	FALSE	TRUE
Epb42	chr2	FALSE	FALSE
Stom	chr2	FALSE	TRUE
Epha1	chr6	FALSE	TRUE
Ephb3	chr16	TRUE	TRUE
Ephb6	chr6	TRUE	TRUE
Stx2	chr5	TRUE	TRUE
Epn1	chr7	FALSE	FALSE
Erbb2	chr11	TRUE	FALSE
Erbb3	chr10	TRUE	TRUE
Ercc2	chr7	TRUE	FALSE
Ereg	chr5	FALSE	FALSE
Esd	chr14	FALSE	FALSE
Ptprv	chr1	FALSE	TRUE
Mpzl2	chr9	FALSE	TRUE
Evpl	chr11	FALSE	TRUE
Strc	chr2	TRUE	TRUE
Dmbx1	chr4	TRUE	TRUE
Man2a2	chr7	FALSE	FALSE
Ube2j2	chr4	FALSE	FALSE
Acap3	chr4	TRUE	FALSE
Plxnb2	chr15	TRUE	TRUE
Plxnb3	chrX	TRUE	FALSE
F10	chr8	FALSE	FALSE
F13b	chr1	FALSE	FALSE
F2r	chr13	TRUE	TRUE
F2rl1	chr13	TRUE	TRUE
Caskin2	chr11	FALSE	TRUE
Tmprss3	chr17	TRUE	TRUE
Myh7	chr14	TRUE	TRUE
Fah	chr7	FALSE	TRUE
Wdr5	chr2	TRUE	FALSE
Fscn1	chr5	FALSE	TRUE
Fasn	chr11	FALSE	FALSE
Srsf10	chr4	FALSE	FALSE
Fbp2	chr13	FALSE	FALSE
Fbp1	chr13	FALSE	FALSE
Fbrs	chr7	FALSE	FALSE
Fcer2a	chr8	FALSE	TRUE
Fcgr2b	chr1	TRUE	FALSE
Fcgr3	chr1	FALSE	TRUE
Fdx1	chr9	FALSE	FALSE
Fem1b	chr9	FALSE	FALSE
Fgf4	chr7	FALSE	TRUE
Fgf5	chr5	TRUE	TRUE
