gene_name	chr	is_neuronal	k119ub_predicted
Abtb1	chr6	FALSE	TRUE
Abtb2	chr2	FALSE	TRUE
Acaa1a	chr9	FALSE	TRUE
Acaa1b	chr9	FALSE	FALSE
Acaa2	chr18	FALSE	TRUE
Acacb	chr5	FALSE	FALSE
Acadl	chr1	FALSE	TRUE
Acadm	chr3	FALSE	TRUE
Acan	chr7	TRUE	FALSE
Acap2	chr16	FALSE	TRUE
Acbd4	chr11	FALSE	FALSE
Accsl	chr2	FALSE	FALSE
Ace	chr11	TRUE	FALSE
Ace3	chr11	FALSE	FALSE
Acer2	chr4	FALSE	TRUE
Acer3	chr7	TRUE	TRUE
Ache	chr5	TRUE	TRUE
Ackr1	chr1	FALSE	FALSE
Ackr3	chr1	TRUE	TRUE
Acly	chr11	FALSE	FALSE
Acnat2	chr4	FALSE	TRUE
Aco1	chr4	FALSE	TRUE
Acot1	chr12	FALSE	TRUE
Acot11	chr4	FALSE	TRUE
Acot12	chr13	FALSE	TRUE
Acot2	chr12	FALSE	TRUE
Acot3	chr12	FALSE	TRUE
Acot5	chr12	FALSE	FALSE
Acot7	chr4	FALSE	TRUE
Acox2	chr14	FALSE	FALSE
Acox3	chr5	FALSE	FALSE
Acoxl	chr2	FALSE	TRUE
Acp6	chr3	FALSE	TRUE
Acsbg1	chr9	FALSE	FALSE
Acsf3	chr8	FALSE	FALSE
Acsl1	chr8	FALSE	TRUE
Acsl3	chr1	TRUE	TRUE
Acsl4	chrX	TRUE	TRUE
Acsl5	chr19	FALSE	TRUE
Acsl6	chr11	TRUE	TRUE
Acss2	chr2	TRUE	TRUE
Acss3	chr10	FALSE	FALSE
Acta1	chr8	FALSE	TRUE
Actbl2	chr13	TRUE	TRUE
Actc1	chr2	FALSE	FALSE
Actg1	chr11	TRUE	FALSE
Actl10	chr2	FALSE	TRUE
Actl11	chr9	FALSE	FALSE
Actl6a	chr3	TRUE	TRUE
Actl7b	chr4	FALSE	TRUE
Actn1	chr12	TRUE	TRUE
Actn2	chr13	TRUE	TRUE
Actr1a	chr19	FALSE	TRUE
Actr2	chr11	TRUE	TRUE
Actr3	chr1	TRUE	TRUE
Actr3b	chr5	FALSE	TRUE
Acvr1	chr2	FALSE	TRUE
Acvr1b	chr15	TRUE	TRUE
Acvr1c	chr2	TRUE	TRUE
Acvr2a	chr2	FALSE	TRUE
Acvr2b	chr9	FALSE	FALSE
Acvrl1	chr15	FALSE	FALSE
Acy3	chr19	FALSE	FALSE
Ada	chr2	FALSE	FALSE
Adal	chr2	FALSE	TRUE
Adam11	chr11	FALSE	FALSE
Adam12	chr7	FALSE	FALSE
Adam15	chr3	FALSE	FALSE
Adam19	chr11	FALSE	FALSE
Adam22	chr5	TRUE	TRUE
Adam23	chr1	FALSE	TRUE
Adam28	chr14	FALSE	TRUE
Adam30	chr3	FALSE	TRUE
Adam33	chr2	FALSE	FALSE
Adam34	chr8	FALSE	TRUE
Adam7	chr14	FALSE	TRUE
Adamts1	chr16	TRUE	TRUE
Adamts12	chr15	FALSE	TRUE
Adamts14	chr10	FALSE	FALSE
Adamts15	chr9	FALSE	FALSE
Adamts16	chr13	FALSE	TRUE
Adamts17	chr7	FALSE	FALSE
Adamts18	chr8	FALSE	TRUE
Adamts19	chr18	FALSE	FALSE
Adamts2	chr11	FALSE	FALSE
Adamts20	chr15	FALSE	TRUE
Adamts3	chr5	FALSE	TRUE
Adamts5	chr16	FALSE	TRUE
Adamts6	chr13	FALSE	TRUE
Adamts7	chr9	FALSE	FALSE
Adamts8	chr9	FALSE	FALSE
Adamts9	chr6	FALSE	FALSE
Adamtsl1	chr4	FALSE	TRUE
Adamtsl2	chr2	FALSE	FALSE
Adamtsl3	chr7	FALSE	FALSE
Adamtsl4	chr3	FALSE	FALSE
Adamtsl5	chr10	FALSE	FALSE
Adap1	chr5	FALSE	FALSE
Adap2	chr11	FALSE	FALSE
Adar	chr3	FALSE	FALSE
Adarb1	chr10	TRUE	TRUE
Adarb2	chr13	FALSE	FALSE
Adck1	chr12	FALSE	TRUE
Adck2	chr6	FALSE	TRUE
Adcy1	chr11	TRUE	TRUE
Adcy10	chr1	TRUE	TRUE
Adcy2	chr13	FALSE	TRUE
Adcy3	chr12	TRUE	TRUE
Adcy4	chr14	FALSE	FALSE
Adcy5	chr16	TRUE	FALSE
Adcy6	chr15	TRUE	FALSE
Adcy7	chr8	FALSE	FALSE
Adcy8	chr15	TRUE	TRUE
Adcy9	chr16	FALSE	FALSE
Adcyap1	chr17	TRUE	FALSE
Adcyap1r1	chr6	FALSE	TRUE
Add2	chr6	TRUE	FALSE
Add3	chr19	FALSE	TRUE
Adgb	chr10	FALSE	TRUE
Adgra1	chr7	FALSE	FALSE
Adgra2	chr8	TRUE	FALSE
Adgra3	chr5	FALSE	TRUE
Adgrb1	chr15	TRUE	FALSE
Adgrb2	chr4	TRUE	FALSE
Adgrb3	chr1	TRUE	TRUE
Adgrd1	chr5	TRUE	FALSE
Adgre5	chr8	TRUE	FALSE
Adgrf1	chr17	TRUE	FALSE
Adgrf5	chr17	FALSE	TRUE
Adgrg1	chr8	TRUE	TRUE
Adgrg3	chr8	FALSE	TRUE
Adgrg5	chr8	FALSE	FALSE
Adgrg6	chr10	TRUE	FALSE
Adgrl1	chr8	TRUE	TRUE
Adgrl2	chr3	TRUE	TRUE
Adgrl3	chr5	TRUE	TRUE
Adgrl4	chr3	TRUE	TRUE
Adgrv1	chr13	TRUE	TRUE
Adh5	chr3	FALSE	TRUE
Adk	chr14	FALSE	TRUE
Adm	chr7	TRUE	FALSE
Adnp2	chr18	TRUE	FALSE
Ado	chr10	FALSE	TRUE
Adora1	chr1	TRUE	FALSE
Adora2a	chr10	TRUE	FALSE
Adora2b	chr11	TRUE	FALSE
Adora3	chr3	TRUE	FALSE
Adpgk	chr9	FALSE	FALSE
Adprh	chr16	FALSE	TRUE
Adprhl1	chr8	FALSE	FALSE
Adra1a	chr14	TRUE	TRUE
Adra1b	chr11	TRUE	TRUE
Adra1d	chr2	TRUE	FALSE
Adra2a	chr19	TRUE	FALSE
Adra2b	chr2	TRUE	FALSE
Adra2c	chr5	TRUE	FALSE
Adrb1	chr19	TRUE	TRUE
Adrb2	chr18	TRUE	TRUE
Adrb3	chr8	FALSE	FALSE
Adtrp	chr13	FALSE	TRUE
Aebp1	chr11	FALSE	FALSE
Aebp2	chr6	FALSE	TRUE
Aen	chr7	FALSE	TRUE
Afap1	chr5	FALSE	FALSE
Afap1l1	chr18	FALSE	TRUE
Afap1l2	chr19	FALSE	TRUE
Aff1	chr5	FALSE	FALSE
Aff2	chrX	TRUE	TRUE
Aff3	chr1	FALSE	TRUE
Afg3l2	chr18	TRUE	TRUE
Aftph	chr11	FALSE	FALSE
Aga	chr8	FALSE	TRUE
Agap1	chr1	FALSE	TRUE
Agap2	chr10	TRUE	FALSE
Agap3	chr5	FALSE	TRUE
Agbl1	chr7	FALSE	TRUE
Agbl3	chr6	FALSE	TRUE
Agbl4	chr4	TRUE	FALSE
Agbl5	chr5	FALSE	TRUE
Agk	chr6	FALSE	TRUE
Agl	chr3	FALSE	TRUE
Ago2	chr15	TRUE	TRUE
Agpat2	chr2	FALSE	FALSE
Agpat3	chr10	FALSE	TRUE
Agpat4	chr17	FALSE	TRUE
Agpat5	chr8	FALSE	TRUE
Agr2	chr12	FALSE	FALSE
Agr3	chr12	FALSE	FALSE
Agrn	chr4	TRUE	FALSE
Agt	chr8	TRUE	TRUE
Agtpbp1	chr13	TRUE	FALSE
Agtr1a	chr13	TRUE	FALSE
Agtr1b	chr3	TRUE	TRUE
Agtrap	chr4	FALSE	TRUE
Agxt	chr1	FALSE	FALSE
Ahctf1	chr1	FALSE	FALSE
Ahcyl2	chr6	FALSE	FALSE
Ahdc1	chr4	FALSE	FALSE
Ahi1	chr10	TRUE	TRUE
Ahnak	chr19	FALSE	TRUE
Ahr	chr12	FALSE	TRUE
Ahrr	chr13	FALSE	TRUE
Ahsa2	chr11	FALSE	TRUE
AI429214	chr8	FALSE	TRUE
AI593442	chr9	FALSE	FALSE
AI597479	chr1	FALSE	TRUE
AI854703	chr6	FALSE	TRUE
Aif1l	chr2	FALSE	FALSE
Aifm3	chr16	FALSE	TRUE
Aig1	chr10	FALSE	TRUE
Aipl1	chr11	FALSE	TRUE
Aire	chr10	FALSE	FALSE
Ajap1	chr4	FALSE	FALSE
Ajm1	chr2	FALSE	FALSE
Ajuba	chr14	FALSE	FALSE
Ak1	chr2	FALSE	FALSE
Ak2	chr4	FALSE	FALSE
Ak4	chr4	FALSE	TRUE
Ak5	chr3	FALSE	TRUE
Ak8	chr2	TRUE	FALSE
Ak9	chr10	FALSE	TRUE
Akain1	chr17	FALSE	TRUE
Akap1	chr11	FALSE	TRUE
Akap11	chr14	FALSE	TRUE
Akap12	chr10	TRUE	TRUE
Akap13	chr7	FALSE	TRUE
Akap5	chr12	TRUE	FALSE
Akap6	chr12	FALSE	TRUE
Akap7	chr10	TRUE	TRUE
Akap9	chr5	FALSE	TRUE
Akirin2	chr4	TRUE	TRUE
Akna	chr4	TRUE	FALSE
Akp3	chr1	TRUE	TRUE
Akr1b10	chr6	FALSE	TRUE
Akr1b8	chr6	FALSE	TRUE
Akr1cl	chr1	FALSE	FALSE
Akr1d1	chr6	FALSE	TRUE
Akr1e1	chr13	FALSE	TRUE
Akr7a5	chr4	FALSE	FALSE
Akt1	chr12	TRUE	TRUE
Akt2	chr7	TRUE	TRUE
Akt3	chr1	TRUE	TRUE
Aktip	chr8	FALSE	TRUE
Alad	chr4	FALSE	TRUE
Alas1	chr9	FALSE	TRUE
Alcam	chr16	TRUE	TRUE
Aldh18a1	chr19	FALSE	FALSE
Aldh1a2	chr9	TRUE	FALSE
Aldh1a3	chr7	TRUE	FALSE
Aldh1b1	chr4	FALSE	FALSE
Aldh1l1	chr6	FALSE	FALSE
Aldh1l2	chr10	FALSE	TRUE
Aldh2	chr5	FALSE	FALSE
Aldh3a1	chr11	FALSE	FALSE
Aldh3b1	chr19	FALSE	TRUE
Aldh6a1	chr12	FALSE	TRUE
Aldh7a1	chr18	FALSE	TRUE
Aldh8a1	chr10	FALSE	FALSE
Aldoart1	chr4	FALSE	TRUE
Aldoart2	chr12	FALSE	TRUE
Aldob	chr4	FALSE	TRUE
Aldoc	chr11	FALSE	TRUE
Alg11	chr8	FALSE	TRUE
Alg12	chr15	FALSE	TRUE
Alg14	chr3	FALSE	TRUE
Alg2	chr4	FALSE	TRUE
Alg6	chr4	FALSE	TRUE
Alg8	chr7	FALSE	TRUE
Alk	chr17	TRUE	FALSE
Alkal1	chr1	TRUE	FALSE
Alkal2	chr12	TRUE	FALSE
Allc	chr12	FALSE	TRUE
Alox12	chr11	FALSE	FALSE
Alox12b	chr11	FALSE	FALSE
Alox12e	chr11	FALSE	FALSE
Alox15	chr11	FALSE	FALSE
Alox5	chr6	TRUE	FALSE
Alox5ap	chr5	FALSE	TRUE
Aloxe3	chr11	TRUE	TRUE
Alpi	chr1	FALSE	FALSE
Alpk1	chr3	FALSE	FALSE
Alpl	chr4	FALSE	FALSE
Alppl2	chr1	FALSE	TRUE
Als2	chr1	TRUE	TRUE
Als2cl	chr9	FALSE	FALSE
Alx1	chr10	TRUE	FALSE
Alx3	chr3	FALSE	FALSE
Alx4	chr2	FALSE	FALSE
Ambp	chr4	FALSE	FALSE
Ambra1	chr2	TRUE	FALSE
Amd1	chr10	FALSE	TRUE
Amdhd1	chr10	FALSE	TRUE
Amer1	chrX	FALSE	TRUE
Amer2	chr14	FALSE	TRUE
Amer3	chr1	FALSE	TRUE
Amfr	chr8	TRUE	TRUE
Amh	chr10	FALSE	FALSE
Amigo1	chr3	TRUE	TRUE
Ammecr1l	chr18	FALSE	TRUE
Amn	chr12	FALSE	FALSE
Amot	chrX	TRUE	TRUE
Amotl1	chr9	FALSE	TRUE
Amotl2	chr9	FALSE	FALSE
Ampd2	chr3	FALSE	TRUE
Ampd3	chr7	FALSE	TRUE
Amph	chr13	TRUE	FALSE
Amtn	chr5	FALSE	TRUE
Amz1	chr5	FALSE	FALSE
Amz2	chr11	FALSE	TRUE
Anapc13	chr9	FALSE	FALSE
Ang	chr14	TRUE	TRUE
Angel1	chr12	FALSE	TRUE
Angel2	chr1	FALSE	FALSE
Angpt1	chr15	TRUE	TRUE
Angpt2	chr8	FALSE	TRUE
Angpt4	chr2	FALSE	FALSE
Angptl2	chr2	FALSE	FALSE
Angptl7	chr4	FALSE	FALSE
Ank	chr15	FALSE	TRUE
Ank1	chr8	FALSE	TRUE
Ank2	chr3	FALSE	TRUE
Ank3	chr10	TRUE	FALSE
Ankdd1b	chr13	FALSE	TRUE
Ankef1	chr2	FALSE	TRUE
Ankhd1	chr18	FALSE	TRUE
Ankib1	chr5	FALSE	TRUE
Ankk1	chr9	FALSE	FALSE
Ankmy1	chr1	FALSE	TRUE
Ankmy2	chr12	FALSE	TRUE
Ankrd1	chr19	TRUE	TRUE
Ankrd10	chr8	FALSE	TRUE
Ankrd13b	chr11	FALSE	TRUE
Ankrd13d	chr19	FALSE	FALSE
Ankrd16	chr2	FALSE	TRUE
Ankrd2	chr19	FALSE	TRUE
Ankrd23	chr1	FALSE	TRUE
Ankrd27	chr7	TRUE	FALSE
Ankrd28	chr14	FALSE	TRUE
Ankrd29	chr18	FALSE	TRUE
Ankrd33	chr15	FALSE	FALSE
Ankrd33b	chr15	FALSE	FALSE
Ankrd34a	chr3	FALSE	TRUE
Ankrd34b	chr13	FALSE	TRUE
Ankrd34c	chr9	FALSE	FALSE
Ankrd35	chr3	FALSE	TRUE
Ankrd39	chr1	FALSE	TRUE
Ankrd40	chr11	FALSE	FALSE
Ankrd44	chr1	FALSE	TRUE
Ankrd45	chr1	FALSE	TRUE
Ankrd46	chr15	FALSE	FALSE
Ankrd50	chr3	FALSE	TRUE
Ankrd55	chr13	FALSE	TRUE
Ankrd6	chr4	FALSE	TRUE
Ankrd63	chr2	FALSE	FALSE
Ankrd7	chr6	FALSE	TRUE
Ankrd9	chr12	FALSE	FALSE
Anks1	chr17	TRUE	FALSE
Anks1b	chr10	TRUE	TRUE
Anks6	chr4	FALSE	FALSE
Ano1	chr7	TRUE	FALSE
Ano10	chr9	FALSE	FALSE
Ano2	chr6	FALSE	FALSE
Ano3	chr2	FALSE	TRUE
Ano4	chr10	FALSE	TRUE
Ano5	chr7	FALSE	TRUE
Ano6	chr15	TRUE	TRUE
Anp32b	chr4	TRUE	TRUE
Antxr2	chr5	FALSE	FALSE
Antxrl	chr14	FALSE	FALSE
Anxa11	chr14	FALSE	FALSE
Anxa2	chr9	TRUE	FALSE
Anxa4	chr6	FALSE	TRUE
Anxa5	chr3	FALSE	TRUE
Anxa6	chr11	FALSE	FALSE
Anxa7	chr14	TRUE	TRUE
Anxa8	chr14	FALSE	FALSE
Aoah	chr13	FALSE	TRUE
Aopep	chr13	FALSE	FALSE
Aox1	chr1	FALSE	TRUE
Aox2	chr1	FALSE	FALSE
Aox4	chr1	FALSE	TRUE
Ap1ar	chr3	FALSE	TRUE
Ap1b1	chr11	FALSE	FALSE
Ap1g2	chr14	FALSE	TRUE
Ap1s3	chr1	FALSE	TRUE
Ap2a1	chr7	TRUE	FALSE
Ap3b1	chr13	TRUE	TRUE
Ap3b2	chr7	TRUE	TRUE
Ap3d1	chr10	TRUE	FALSE
Ap3m2	chr8	TRUE	TRUE
Ap5b1	chr19	FALSE	FALSE
Ap5z1	chr5	TRUE	FALSE
Apaf1	chr10	TRUE	FALSE
Apba1	chr19	TRUE	TRUE
Apba2	chr7	TRUE	TRUE
Apbb1ip	chr2	FALSE	FALSE
Apbb2	chr5	TRUE	FALSE
Apc	chr18	TRUE	TRUE
Apcdd1	chr18	TRUE	TRUE
Apela	chr8	FALSE	TRUE
Aph1b	chr9	TRUE	TRUE
Aph1c	chr9	TRUE	TRUE
Api5	chr2	FALSE	TRUE
Apip	chr2	FALSE	TRUE
Apln	chrX	FALSE	TRUE
Aplnr	chr2	FALSE	TRUE
Aplp2	chr9	TRUE	TRUE
Apmap	chr2	FALSE	TRUE
Apob	chr12	TRUE	FALSE
Apoc3	chr9	FALSE	FALSE
Apod	chr16	TRUE	TRUE
Apoh	chr11	FALSE	TRUE
Apol6	chr15	FALSE	TRUE
Apol8	chr15	FALSE	TRUE
Apold1	chr6	FALSE	TRUE
App	chr16	TRUE	TRUE
Appl1	chr14	TRUE	TRUE
Appl2	chr10	TRUE	FALSE
Aprt	chr8	FALSE	TRUE
Aqp1	chr6	TRUE	FALSE
Aqp12	chr1	FALSE	FALSE
Aqp2	chr15	FALSE	FALSE
Aqp3	chr4	FALSE	FALSE
Aqp5	chr15	FALSE	TRUE
Aqp6	chr15	FALSE	TRUE
Aqp7	chr4	FALSE	FALSE
Aqp8	chr7	FALSE	TRUE
Aqp9	chr9	FALSE	TRUE
Ar	chrX	FALSE	FALSE
Arap1	chr7	FALSE	FALSE
Arap2	chr5	FALSE	TRUE
Arap3	chr18	FALSE	FALSE
Arc	chr15	TRUE	TRUE
Areg	chr5	TRUE	FALSE
Arel1	chr12	FALSE	FALSE
Arf1	chr11	TRUE	FALSE
Arf5	chr6	FALSE	TRUE
Arf6	chr12	TRUE	TRUE
Arfgap3	chr15	TRUE	FALSE
Arfip1	chr3	FALSE	TRUE
Arg1	chr10	FALSE	TRUE
Arg2	chr12	FALSE	TRUE
Arhgap12	chr18	FALSE	TRUE
Arhgap15	chr2	FALSE	TRUE
Arhgap18	chr10	FALSE	TRUE
Arhgap20	chr9	FALSE	TRUE
Arhgap21	chr2	FALSE	TRUE
Arhgap22	chr14	TRUE	FALSE
Arhgap23	chr11	FALSE	TRUE
Arhgap24	chr5	FALSE	TRUE
Arhgap25	chr6	FALSE	FALSE
Arhgap26	chr18	FALSE	TRUE
Arhgap27	chr11	FALSE	FALSE
Arhgap28	chr17	FALSE	FALSE
Arhgap29	chr3	FALSE	TRUE
Arhgap30	chr1	FALSE	FALSE
Arhgap31	chr16	FALSE	TRUE
Arhgap32	chr9	TRUE	TRUE
Arhgap33os	chr7	FALSE	FALSE
Arhgap40	chr2	FALSE	TRUE
Arhgap42	chr9	FALSE	TRUE
Arhgap44	chr11	TRUE	FALSE
Arhgap45	chr10	FALSE	FALSE
Arhgap5	chr12	FALSE	TRUE
Arhgap6	chrX	FALSE	TRUE
Arhgap8	chr15	FALSE	FALSE
Arhgap9	chr10	FALSE	FALSE
Arhgdig	chr17	FALSE	FALSE
Arhgef1	chr7	FALSE	FALSE
Arhgef10	chr8	TRUE	TRUE
Arhgef10l	chr4	FALSE	FALSE
Arhgef15	chr11	TRUE	FALSE
Arhgef16	chr4	FALSE	FALSE
Arhgef17	chr7	FALSE	FALSE
Arhgef19	chr4	FALSE	FALSE
Arhgef2	chr3	TRUE	FALSE
Arhgef25	chr10	TRUE	FALSE
Arhgef26	chr3	FALSE	TRUE
Arhgef28	chr13	TRUE	TRUE
Arhgef3	chr14	FALSE	TRUE
Arhgef33	chr17	FALSE	TRUE
Arhgef38	chr3	FALSE	TRUE
Arhgef39	chr4	FALSE	TRUE
Arhgef4	chr1	FALSE	FALSE
Arhgef40	chr14	FALSE	FALSE
Arhgef5	chr6	TRUE	FALSE
Arhgef7	chr8	TRUE	TRUE
Arhgef9	chrX	TRUE	TRUE
Arid1a	chr4	TRUE	TRUE
Arid1b	chr17	TRUE	TRUE
Arid3a	chr10	FALSE	TRUE
Arid3b	chr9	FALSE	FALSE
Arid3c	chr4	FALSE	FALSE
Arid4a	chr12	FALSE	TRUE
Arid5a	chr1	FALSE	FALSE
Arid5b	chr10	FALSE	TRUE
Arl11	chr14	FALSE	TRUE
Arl13b	chr16	TRUE	TRUE
Arl14	chr3	FALSE	TRUE
Arl14ep	chr2	FALSE	TRUE
Arl15	chr13	FALSE	TRUE
Arl3	chr19	TRUE	TRUE
Arl4a	chr12	FALSE	TRUE
Arl4c	chr1	FALSE	FALSE
Arl5b	chr2	FALSE	TRUE
Arl5c	chr11	FALSE	FALSE
Arl6	chr16	TRUE	TRUE
Arl6ip5	chr6	TRUE	TRUE
Arl6ip6	chr2	FALSE	TRUE
Arl8a	chr1	TRUE	FALSE
Armc1	chr3	FALSE	TRUE
Armc2	chr10	TRUE	FALSE
Armc9	chr1	FALSE	TRUE
Armcx4	chrX	FALSE	FALSE
Armh4	chr14	FALSE	TRUE
Arnt2	chr7	TRUE	TRUE
Arpp21	chr9	FALSE	TRUE
Arrb1	chr7	TRUE	FALSE
Arrdc1	chr2	FALSE	TRUE
Arrdc2	chr8	FALSE	FALSE
Arrdc3	chr13	FALSE	TRUE
Arrdc4	chr7	FALSE	TRUE
Arsa	chr15	FALSE	TRUE
Arsb	chr13	TRUE	TRUE
