gene_name	chr	is_neuronal	stratum_top_quartile
Brd3os	chr2	FALSE	FALSE
Med9os	chr11	FALSE	FALSE
Gm15050	chr6	FALSE	TRUE
4933421O10Rik	chr4	FALSE	FALSE
Dhrs13os	chr11	FALSE	FALSE
Krtap16-1	chr11	FALSE	TRUE
Gm16336	chr7	FALSE	FALSE
Gm15708	chr5	FALSE	FALSE
Mptx2	chr1	FALSE	FALSE
2310005A03Rik	chr2	FALSE	FALSE
Smim27	chr4	FALSE	FALSE
Gm17597	chr15	FALSE	FALSE
Gm20172	chr1	FALSE	FALSE
Gm16712	chr17	FALSE	FALSE
Gm14169	chr2	FALSE	FALSE
D730003I15Rik	chr1	FALSE	TRUE
Cypt14-ps	chrX	FALSE	FALSE
H2-Ea	chr17	TRUE	FALSE
Kcnmb4os2	chr10	FALSE	TRUE
Tincr	chr17	FALSE	TRUE
Spin2d	chrX	FALSE	FALSE
Prr22	chr17	FALSE	FALSE
Gm20257	chr1	FALSE	FALSE
AI463170	chr12	FALSE	TRUE
Gm20300	chr10	FALSE	FALSE
1700101I11Rik	chr6	FALSE	FALSE
Gm20337	chr12	FALSE	FALSE
2810029C07Rik	chr12	FALSE	FALSE
A730063M14Rik	chr10	FALSE	FALSE
H2-T27	chr17	FALSE	FALSE
Gm15008	chrX	FALSE	FALSE
Dmrt1i	chr5	FALSE	TRUE
Snhg18	chr15	FALSE	TRUE
Mir3473c	chr1	FALSE	FALSE
AI839979	chr5	FALSE	TRUE
DQ267101	chr12	FALSE	FALSE
Mup22	chr4	FALSE	FALSE
Mir344h-1	chr7	FALSE	FALSE
Zfp513	chr5	FALSE	FALSE
Gm14773	chrX	FALSE	FALSE
Gm12596	chr4	FALSE	FALSE
Gm12551	chr4	FALSE	FALSE
Rpusd3	chr6	FALSE	FALSE
Dreh	chr17	FALSE	TRUE
Fbxl14	chr6	FALSE	TRUE
Ceacam15	chr7	FALSE	FALSE
Hbb-bt	chr7	FALSE	FALSE
Hsd3b7	chr7	FALSE	FALSE
Zfp575	chr7	FALSE	FALSE
AI467606	chr7	FALSE	FALSE
Zfp764l1	chr7	FALSE	FALSE
Gm15694	chr16	FALSE	FALSE
Faap24	chr7	FALSE	FALSE
Igflr1	chr7	FALSE	FALSE
D8Ertd738e	chr8	FALSE	FALSE
Exoc8	chr8	FALSE	FALSE
Gadd45gip1	chr8	FALSE	FALSE
Enkd1	chr8	FALSE	FALSE
E230013L22Rik	chr8	FALSE	TRUE
Snapc2	chr8	FALSE	FALSE
Imp3	chr9	FALSE	FALSE
Mir6516	chr11	FALSE	FALSE
Mir6992	chr19	FALSE	FALSE
Mir8115	chr5	FALSE	FALSE
Mir7058	chr7	FALSE	FALSE
Rpp25	chr9	FALSE	TRUE
Gm14662	chrX	FALSE	TRUE
Gm30108	chr14	FALSE	TRUE
Gm15756	chr6	FALSE	TRUE
2610318M16Rik	chr14	FALSE	TRUE
Gm12354	chr4	FALSE	FALSE
Gm16143	chr10	FALSE	FALSE
Gm30539	chr10	FALSE	FALSE
Gm29508	chr12	FALSE	TRUE
Gm28881	chr10	FALSE	FALSE
Gm30726	chr16	FALSE	FALSE
2310043M15Rik	chr16	FALSE	FALSE
M5C1000I18Rik	chr9	FALSE	TRUE
Gm9748	chr14	FALSE	TRUE
Chrna1os	chr2	FALSE	TRUE
Gm26876	chr10	FALSE	FALSE
Gm26579	chr10	FALSE	FALSE
Gm16104	chr10	FALSE	TRUE
Kbtbd8os	chr6	FALSE	FALSE
Gm14424	chr2	FALSE	TRUE
Gm32123	chr14	FALSE	TRUE
Gm32141	chr10	FALSE	TRUE
Gm20491	chr17	FALSE	FALSE
Gm12440	chr3	FALSE	FALSE
Gm32496	chr3	FALSE	FALSE
Gm28626	chr1	FALSE	TRUE
Ttc39aos1	chr4	FALSE	FALSE
Gm32693	chr3	FALSE	TRUE
Gm32865	chr16	FALSE	FALSE
Gm32921	chr5	FALSE	TRUE
Gm12348	chr11	FALSE	FALSE
Gm33337	chr10	FALSE	FALSE
Gm20544	chr18	FALSE	TRUE
AV205837	chr16	FALSE	FALSE
Gm15326	chr13	FALSE	TRUE
Gm13029	chr4	FALSE	FALSE
Gm33727	chr17	FALSE	FALSE
Gm20052	chr5	FALSE	TRUE
A730035I17Rik	chr5	FALSE	TRUE
Strit1	chr3	TRUE	FALSE
Gm26682	chr18	FALSE	TRUE
Gm20609	chr10	FALSE	FALSE
Ly6l	chr15	FALSE	FALSE
Gm15631	chr6	FALSE	TRUE
Ccdc188	chr16	FALSE	FALSE
Gm15569	chr15	FALSE	TRUE
Gm15934	chr10	FALSE	FALSE
Gm35584	chr3	FALSE	FALSE
Gm15767	chr6	FALSE	FALSE
Krtap10-35	chr10	FALSE	TRUE
Gm36246	chr15	FALSE	FALSE
Gm15201	chrX	FALSE	FALSE
Gm17059	chr10	FALSE	FALSE
Gm36718	chr18	FALSE	TRUE
Gm36742	chr16	FALSE	FALSE
2900052L18Rik	chr11	FALSE	TRUE
Tcstv1b	chr13	FALSE	FALSE
4933416E14Rik	chrX	FALSE	FALSE
Percc1	chr17	FALSE	FALSE
Tcta	chr9	FALSE	FALSE
B630019K06Rik	chrX	FALSE	TRUE
Nudt10	chrX	FALSE	FALSE
Ezhip	chrX	FALSE	FALSE
Apof	chr10	FALSE	FALSE
Paupar	chr2	TRUE	TRUE
Chchd10	chr10	TRUE	TRUE
D630029K05Rik	chr10	FALSE	FALSE
Epop	chr11	TRUE	TRUE
Tmed4	chr11	FALSE	FALSE
6330403K07Rik	chr11	FALSE	TRUE
Mien1	chr11	FALSE	FALSE
Hoxb2	chr11	TRUE	TRUE
Nxph3	chr11	FALSE	TRUE
Ndufb11	chrX	FALSE	FALSE
Rhox9	chrX	FALSE	FALSE
0610010K14Rik	chr11	FALSE	FALSE
AU040972	chr11	FALSE	FALSE
Rprml	chr11	FALSE	TRUE
AU015791	chr12	FALSE	FALSE
Dalir	chr1	FALSE	FALSE
Nhlrc1	chr13	FALSE	TRUE
Gm21083	chr5	FALSE	TRUE
Gm6117	chr6	FALSE	FALSE
Hoxaas2	chr6	FALSE	TRUE
Hotairm1	chr6	FALSE	TRUE
Gm38999	chr7	FALSE	FALSE
Krtap5-23	chr7	FALSE	FALSE
Krtap5-21	chr7	FALSE	FALSE
Gm15509	chr1	FALSE	FALSE
Cyp4x1os	chr4	FALSE	FALSE
4930563J15Rik	chr10	FALSE	FALSE
Gm40893	chr12	FALSE	FALSE
Gm16136	chr15	FALSE	TRUE
A330094K24Rik	chr18	FALSE	TRUE
Gm42274	chr4	FALSE	FALSE
Gm16731	chr4	FALSE	TRUE
Bloodlinc	chr11	FALSE	TRUE
Gm30731	chr4	TRUE	TRUE
Fam170b	chr14	FALSE	TRUE
Gm13090	chr4	FALSE	FALSE
Gm13030	chr4	FALSE	FALSE
Amigo2	chr15	TRUE	TRUE
Gm11729	chr11	FALSE	TRUE
Lmf2	chr15	FALSE	FALSE
9030619P08Rik	chr15	FALSE	FALSE
Gm45927	chr3	FALSE	FALSE
AU021063	chr15	FALSE	TRUE
AU022793	chr15	FALSE	FALSE
Hotairm2	chr6	FALSE	TRUE
Sharpin	chr15	FALSE	FALSE
Mfsd5	chr15	FALSE	FALSE
Ncbp2as2	chr16	FALSE	FALSE
Gpsm3	chr17	FALSE	FALSE
Ldhal6b	chr17	FALSE	FALSE
Ppcs	chr4	FALSE	FALSE
Nrm	chr17	FALSE	FALSE
Vmac	chr17	FALSE	FALSE
Smim29	chr17	FALSE	TRUE
Rpusd1	chr17	FALSE	FALSE
Mpig6b	chr17	FALSE	FALSE
Tcf19	chr17	FALSE	TRUE
Gpr137	chr19	FALSE	FALSE
Uqcc3	chr19	FALSE	FALSE
AI837181	chr19	FALSE	FALSE
Kazald1	chr19	FALSE	TRUE
Trpt1	chr19	FALSE	FALSE
Atf5	chr7	TRUE	FALSE
Magee1	chrX	FALSE	FALSE
Dio3	chr12	TRUE	TRUE
Snrpd2	chr7	FALSE	FALSE
Mrpl41	chr2	FALSE	TRUE
Lgals2	chr15	FALSE	FALSE
Bmyc	chr2	FALSE	FALSE
H1f6	chr13	FALSE	TRUE
Cdc20	chr4	TRUE	FALSE
Gtpbp6	chr5	FALSE	FALSE
Fxyd4	chr6	FALSE	FALSE
Eif4ebp3	chr18	FALSE	FALSE
Taf9	chr13	FALSE	FALSE
Krtap5-26	chr7	FALSE	FALSE
Ccdc42os	chr11	FALSE	FALSE
Gm45521	chr14	FALSE	TRUE
2900093K20Rik	chr2	FALSE	FALSE
Gm13205	chr4	FALSE	TRUE
Npm3-ps1	chr6	FALSE	TRUE
Dnajc9	chr14	FALSE	FALSE
Lyrm2	chr4	FALSE	TRUE
Mex3b	chr7	FALSE	TRUE
Spem2	chr11	FALSE	FALSE
1700049L16Rik	chr10	FALSE	FALSE
Cavin3	chr7	FALSE	TRUE
Exosc4	chr15	FALSE	FALSE
3010003L21Rik	chr6	FALSE	TRUE
Igip	chr18	FALSE	FALSE
Tmem139	chr6	FALSE	TRUE
Tmem250	chr2	FALSE	FALSE
Prr9	chr3	FALSE	FALSE
E130215H24Rik	chr2	FALSE	TRUE
Ctrl	chr8	FALSE	FALSE
Hoxc11	chr15	FALSE	TRUE
Clps	chr17	FALSE	FALSE
Gpr18	chr14	FALSE	FALSE
Pmch	chr10	TRUE	FALSE
Ly6a	chr15	TRUE	FALSE
Or5w22	chr2	TRUE	FALSE
H2-Q9	chr17	FALSE	TRUE
Asdurf	chr1	FALSE	FALSE
H2-M10.3	chr17	FALSE	FALSE
Cebpe	chr14	FALSE	TRUE
Foxe1	chr4	FALSE	TRUE
Rpl10	chrX	TRUE	FALSE
D1Pas1	chr1	FALSE	FALSE
Taar1	chr10	FALSE	TRUE
Dxo	chr17	FALSE	FALSE
Shld3	chr13	FALSE	FALSE
Scgb1b27	chr7	FALSE	FALSE
Vmn1r48	chr6	TRUE	FALSE
Vmn1r47	chr6	TRUE	FALSE
Vmn1r43	chr6	TRUE	FALSE
Vmn1r42	chr6	TRUE	FALSE
Vmn1r52	chr6	TRUE	FALSE
V1ra8	chr6	TRUE	FALSE
Vmn1r54	chr6	TRUE	FALSE
Vmn1r50	chr6	TRUE	FALSE
Vmn1r53	chr6	TRUE	FALSE
Vmn1r44	chr6	TRUE	FALSE
Vmn1r40	chr6	TRUE	FALSE
Vmn1r46	chr6	TRUE	FALSE
Vmn1r10	chr6	TRUE	FALSE
Vmn1r29	chr6	TRUE	FALSE
Vmn1r11	chr6	TRUE	FALSE
Vmn1r13	chr6	TRUE	FALSE
Vmn1r14	chr6	TRUE	FALSE
Vmn1r25	chr6	TRUE	FALSE
Gm50457	chr18	FALSE	FALSE
Atp6v0b	chr4	FALSE	FALSE
Apoc4	chr7	FALSE	FALSE
Chrne	chr11	TRUE	TRUE
Crip3	chr17	FALSE	TRUE
D17H6S53E	chr17	FALSE	FALSE
Acta1	chr8	FALSE	TRUE
Zmynd10	chr9	TRUE	TRUE
Actb	chr5	TRUE	FALSE
Pth2	chr7	FALSE	TRUE
Rpl31	chr1	FALSE	FALSE
Actg1	chr11	TRUE	TRUE
Ly6g5c	chr17	FALSE	FALSE
Prss28	chr17	FALSE	FALSE
Prss29	chr17	FALSE	FALSE
Krtap5-5	chr7	FALSE	FALSE
5033404E19Rik	chr1	FALSE	TRUE
Semp2l2b	chr10	FALSE	FALSE
Selenom	chr11	FALSE	TRUE
Actl7a	chr4	FALSE	FALSE
Actl7b	chr4	FALSE	FALSE
Ferd3l	chr12	TRUE	TRUE
Gm51400	chr19	FALSE	TRUE
Adam4	chr12	FALSE	FALSE
Adm	chr7	TRUE	TRUE
Gpr182	chr10	FALSE	FALSE
Cfd	chr10	FALSE	TRUE
Adra2b	chr2	TRUE	TRUE
Adra2c	chr5	TRUE	TRUE
Adrb1	chr19	TRUE	TRUE
Adrb2	chr18	TRUE	TRUE
Ager	chr17	TRUE	FALSE
Agtr2	chrX	TRUE	FALSE
Nr0b1	chrX	FALSE	FALSE
Ahcyl	chr16	FALSE	FALSE
Akp3	chr1	TRUE	TRUE
Alppl2	chr1	FALSE	FALSE
Lsm10	chr4	FALSE	FALSE
Calcb	chr7	FALSE	TRUE
Gfer	chr17	FALSE	FALSE
Or5d18	chr2	TRUE	FALSE
Amh	chr10	FALSE	TRUE
Scgb3a2	chr18	FALSE	FALSE
1110038F14Rik	chr15	FALSE	FALSE
Krtap13-20	chr16	FALSE	FALSE
Bloc1s4	chr5	TRUE	FALSE
Slc25a4	chr8	FALSE	TRUE
Slc25a5	chrX	FALSE	FALSE
B3galt6	chr4	FALSE	FALSE
Fabp4	chr3	FALSE	FALSE
Apex1	chr14	FALSE	FALSE
Apoa1	chr9	FALSE	TRUE
Apoa2	chr1	FALSE	FALSE
Apoa4	chr9	FALSE	FALSE
Apoc1	chr7	FALSE	FALSE
Apoc3	chr9	FALSE	TRUE
Apoe	chr7	TRUE	FALSE
Aprt	chr8	FALSE	TRUE
Aqp5	chr15	FALSE	TRUE
Aqp6	chr15	FALSE	TRUE
Rplp0	chr5	FALSE	FALSE
Arc	chr15	TRUE	TRUE
Arf5	chr6	FALSE	TRUE
Arf6	chr12	TRUE	TRUE
Mrps2	chr2	FALSE	FALSE
Rhob	chr12	TRUE	TRUE
Phox2a	chr7	TRUE	TRUE
Artn	chr4	TRUE	TRUE
Asgr1	chr11	FALSE	FALSE
Atf4	chr15	TRUE	FALSE
Atoh1	chr6	TRUE	TRUE
Neurod6	chr6	TRUE	TRUE
Neurog2	chr3	TRUE	TRUE
Neurog3	chr10	TRUE	TRUE
Atp5me	chr5	FALSE	FALSE
Atp5if1	chr4	FALSE	FALSE
Aup1	chr6	FALSE	FALSE
Avp	chr2	TRUE	TRUE
Avpr2	chrX	FALSE	FALSE
Nkx3-2	chr5	FALSE	TRUE
Barx1	chr13	FALSE	TRUE
Phb2	chr6	FALSE	FALSE
Bcl2l10	chr9	FALSE	FALSE
Bdkrb1	chr12	FALSE	TRUE
Bex2	chrX	FALSE	FALSE
Bex3	chrX	FALSE	FALSE
Bglap3	chr3	FALSE	FALSE
Bglap	chr3	TRUE	TRUE
Bglap2	chr3	TRUE	TRUE
Fabp7	chr10	TRUE	TRUE
Zfp36l2	chr17	FALSE	TRUE
Btg2	chr1	TRUE	TRUE
Commd3	chr2	FALSE	TRUE
C1qa	chr4	TRUE	TRUE
C1qc	chr4	TRUE	TRUE
S100g	chrX	FALSE	FALSE
Capza3	chr6	FALSE	FALSE
Cbln1	chr8	TRUE	TRUE
Cbr1	chr16	FALSE	FALSE
Cbr2	chr11	FALSE	FALSE
Cd14	chr18	FALSE	TRUE
Cd151	chr7	FALSE	FALSE
Cd1d1	chr3	FALSE	TRUE
Cd1d2	chr3	FALSE	TRUE
Cd68	chr11	TRUE	FALSE
Cd7	chr11	FALSE	FALSE
Cdk4	chr10	FALSE	FALSE
Cdk5r1	chr11	TRUE	TRUE
Cdk5r2	chr1	TRUE	TRUE
Cdkn1c	chr7	TRUE	TRUE
Cdkn2b	chr4	TRUE	TRUE
Cdkn2d	chr9	TRUE	TRUE
Mia	chr7	FALSE	FALSE
Cebpa	chr7	FALSE	TRUE
Cebpb	chr2	TRUE	FALSE
Cebpd	chr16	FALSE	TRUE
Cer1	chr4	TRUE	TRUE
Cfl1	chr19	TRUE	FALSE
Cfl2	chr12	FALSE	TRUE
Ch25h	chr19	FALSE	TRUE
Chad	chr11	FALSE	TRUE
Chkb	chr15	FALSE	FALSE
Chml	chr1	FALSE	FALSE
Cideb	chr14	FALSE	FALSE
Elovl3	chr19	FALSE	TRUE
Socs3	chr11	FALSE	TRUE
Socs1	chr16	FALSE	TRUE
Ckb	chr12	FALSE	TRUE
Cldn3	chr5	TRUE	TRUE
Cldn4	chr5	FALSE	TRUE
Cldn5	chr16	TRUE	TRUE
Cxcr3	chrX	FALSE	TRUE
Cxcr4	chr1	TRUE	TRUE
Ccr8	chr9	FALSE	FALSE
Ccr10	chr11	FALSE	TRUE
Camp	chr9	FALSE	FALSE
Cntf	chr19	TRUE	FALSE
Cort	chr4	FALSE	FALSE
Cox5b	chr1	FALSE	FALSE
Cox6a1	chr5	FALSE	FALSE
Cox6a2	chr7	FALSE	FALSE
Cox7a1	chr7	FALSE	FALSE
Cox7a2	chr9	FALSE	FALSE
Cox7c	chr13	FALSE	FALSE
Cox8a	chr19	FALSE	FALSE
Cox8b	chr7	FALSE	FALSE
Crabp2	chr3	TRUE	TRUE
Creb3	chr4	FALSE	FALSE
Crh	chr3	TRUE	TRUE
Cryaa	chr17	TRUE	TRUE
Cryba2	chr1	TRUE	TRUE
Cryga	chr1	TRUE	FALSE
Crygb	chr1	TRUE	FALSE
Crygc	chr1	TRUE	FALSE
Crygd	chr1	TRUE	FALSE
Cryge	chr1	TRUE	TRUE
Crygf	chr1	TRUE	TRUE
Csf2	chr11	TRUE	TRUE
Csf2ra	chr19	FALSE	FALSE
Csf3	chr11	FALSE	TRUE
Cst3	chr2	FALSE	TRUE
Cst9	chr2	FALSE	FALSE
Cstb	chr10	FALSE	FALSE
Ctsg	chr14	FALSE	TRUE
Ctsw	chr19	FALSE	FALSE
Cycs	chr6	FALSE	FALSE
Cyp21a1	chr17	FALSE	FALSE
Cyp26a1	chr19	TRUE	TRUE
Cyp2d10	chr15	FALSE	FALSE
Cyp27b1	chr10	FALSE	TRUE
Cyp8b1	chr9	FALSE	FALSE
Dbil5	chr11	FALSE	TRUE
Dcpp1	chr17	FALSE	FALSE
Gadd45a	chr6	FALSE	TRUE
Ddt	chr10	FALSE	TRUE
Defb2	chr8	FALSE	FALSE
Defa29	chr8	FALSE	FALSE
Defa25	chr8	FALSE	FALSE
Ackr1	chr1	FALSE	TRUE
Slc25a1	chr16	FALSE	TRUE
Dkk1	chr19	TRUE	TRUE
Dlx2	chr2	TRUE	TRUE
Dlx5	chr6	TRUE	TRUE
Dlx6os2	chr6	FALSE	TRUE
Dnase1	chr16	FALSE	FALSE
Dok1	chr6	FALSE	TRUE
Dpm2	chr2	FALSE	FALSE
Drd1	chr13	TRUE	TRUE
Drd4	chr7	TRUE	TRUE
Drd5	chr5	TRUE	TRUE
Dusp2	chr2	FALSE	TRUE
Ear2	chr14	FALSE	FALSE
Lefty1	chr1	FALSE	TRUE
S1pr1	chr3	TRUE	TRUE
S1pr4	chr10	FALSE	FALSE
Efna4	chr3	TRUE	TRUE
Klk1b9	chr7	FALSE	FALSE
Egr4	chr6	FALSE	TRUE
Emp3	chr7	FALSE	FALSE
Endog	chr2	FALSE	FALSE
Epor	chr9	TRUE	TRUE
Lcn5	chr2	FALSE	TRUE
Etv2	chr7	FALSE	TRUE
Evi2a	chr11	FALSE	FALSE
Wfdc18	chr11	FALSE	FALSE
Zfp358	chr8	FALSE	FALSE
Bhlhe23	chr2	TRUE	TRUE
F2rl3	chr8	FALSE	FALSE
F8a	chrX	FALSE	FALSE
Gpr6	chr10	FALSE	TRUE
Rem2	chr14	FALSE	TRUE
Fabp2	chr3	FALSE	FALSE
Il25	chr14	FALSE	FALSE
Foxh1	chr15	FALSE	FALSE
Fcna	chr2	FALSE	FALSE
Fgf15	chr7	FALSE	TRUE
Fgfbp1	chr5	FALSE	FALSE
Il4i1	chr7	FALSE	FALSE
Ccn2	chr10	FALSE	TRUE
Fjx1	chr2	FALSE	TRUE
Fkbp2	chr19	FALSE	TRUE
Foxi1	chr11	FALSE	FALSE
Foxc2	chr8	FALSE	TRUE
Foxd4	chr19	FALSE	TRUE
