gene_name	chr	is_neuronal	stratum_top_quartile
Dchs2	chr3	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Trrap	chr5	FALSE	FALSE
Acacb	chr5	FALSE	FALSE
Pds5b	chr5	FALSE	FALSE
Dcun1d4	chr5	FALSE	FALSE
Ube3c	chr5	FALSE	FALSE
Tbc1d14	chr5	FALSE	FALSE
Ccl21d	chr4	TRUE	FALSE
Entpd4b	chr14	FALSE	FALSE
Rubie	chr14	TRUE	FALSE
Tyw1	chr5	FALSE	FALSE
Rab28	chr5	FALSE	FALSE
Akap9	chr5	FALSE	FALSE
Gm29719	chr17	FALSE	FALSE
Gm20619	chr6	FALSE	FALSE
Pot1a	chr6	FALSE	FALSE
Adamts9	chr6	FALSE	FALSE
Dhx32	chr7	FALSE	FALSE
Inpp5f	chr7	TRUE	FALSE
Efl1	chr7	FALSE	FALSE
Numa1	chr7	FALSE	FALSE
Ano1	chr7	TRUE	FALSE
Ints4	chr7	FALSE	FALSE
Phkb	chr8	FALSE	FALSE
Arhgef18	chr8	FALSE	FALSE
Mtus1	chr8	FALSE	FALSE
Snx25	chr8	FALSE	FALSE
Myzap	chr9	FALSE	FALSE
Lars2	chr9	FALSE	FALSE
Mir3084-2	chr19	FALSE	FALSE
Pls1	chr9	TRUE	FALSE
Ano10	chr9	FALSE	FALSE
Alg9	chr9	FALSE	FALSE
Acad11	chr9	FALSE	FALSE
Gm30551	chr13	FALSE	FALSE
Gm12610	chr4	FALSE	TRUE
Gm16090	chr18	FALSE	FALSE
Gm31333	chr12	FALSE	TRUE
Gm31508	chr12	FALSE	FALSE
Gm31592	chr10	FALSE	FALSE
Gm31641	chr16	FALSE	TRUE
Gm32014	chr9	FALSE	FALSE
Gm29669	chr1	FALSE	FALSE
Gm32926	chr10	FALSE	FALSE
Gm33251	chr15	FALSE	FALSE
Gm33340	chr12	FALSE	FALSE
Gm29536	chr1	FALSE	FALSE
Gm12381	chr4	FALSE	FALSE
Gm33948	chr18	FALSE	FALSE
Gm34068	chr1	FALSE	FALSE
Gm34184	chr10	FALSE	TRUE
A330015K06Rik	chr3	FALSE	TRUE
4930578G10Rik	chr4	FALSE	FALSE
Gm35206	chr10	FALSE	FALSE
4933406J09Rik	chr6	FALSE	FALSE
Gm36201	chr17	FALSE	FALSE
Gm36536	chr1	FALSE	FALSE
Gm29571	chr10	FALSE	FALSE
Gm10649	chr8	FALSE	FALSE
AU023762	chr9	FALSE	FALSE
Lrrc49	chr9	FALSE	FALSE
Pls3	chrX	TRUE	FALSE
Radx	chrX	FALSE	FALSE
Gm21992	chr19	FALSE	FALSE
Firre	chrX	FALSE	FALSE
Septin10	chr10	FALSE	FALSE
Pwp1	chr10	FALSE	FALSE
Fig4	chr10	TRUE	FALSE
Ttc41	chr10	FALSE	FALSE
Cep57l1	chr10	FALSE	FALSE
Nt5dc3	chr10	FALSE	FALSE
Mbtd1	chr11	FALSE	FALSE
Psme4	chr11	FALSE	FALSE
Fbxw11	chr11	TRUE	FALSE
Gm38666	chr18	FALSE	FALSE
Gm38667	chr18	FALSE	FALSE
Smg6	chr11	FALSE	FALSE
Cuedc1	chr11	FALSE	FALSE
Dnm3	chr1	TRUE	FALSE
Gpc5	chr14	FALSE	FALSE
Rtn1	chr12	TRUE	TRUE
Cdh22	chr2	FALSE	TRUE
Synj1	chr16	TRUE	FALSE
Wdr7	chr18	FALSE	FALSE
Itga9	chr9	FALSE	FALSE
Airn	chr17	FALSE	FALSE
Adcy3	chr12	TRUE	TRUE
Gldc	chr19	FALSE	FALSE
Blmh	chr11	FALSE	FALSE
Cabin1	chr10	FALSE	TRUE
Tex15	chr8	TRUE	FALSE
Ttc7b	chr12	FALSE	TRUE
Tecpr2	chr12	FALSE	FALSE
Tdp1	chr12	FALSE	FALSE
Slf1	chr13	FALSE	FALSE
Dock9	chr14	FALSE	FALSE
Exoc5	chr14	FALSE	FALSE
Ankrd28	chr14	FALSE	FALSE
Mbnl2	chr14	FALSE	TRUE
Cphx1	chr14	FALSE	FALSE
Rcbtb2	chr14	FALSE	FALSE
Mycbp2	chr14	TRUE	FALSE
Ano6	chr15	TRUE	FALSE
Slc38a1	chr15	TRUE	FALSE
Mtbp	chr15	FALSE	FALSE
Dennd3	chr15	FALSE	TRUE
Tafa5	chr15	FALSE	TRUE
Gm28043	chr17	FALSE	TRUE
Prickle1	chr15	TRUE	TRUE
Slc45a4	chr15	FALSE	TRUE
Txndc11	chr16	FALSE	FALSE
Qtrt2	chr16	FALSE	FALSE
Eaf2	chr16	FALSE	FALSE
Srl	chr16	FALSE	FALSE
Rab31	chr17	FALSE	TRUE
Scaf8	chr17	FALSE	FALSE
Ankrd12	chr17	FALSE	FALSE
Ift140	chr17	TRUE	FALSE
Abhd3	chr18	FALSE	FALSE
Tnfaip8	chr18	FALSE	TRUE
Kctd1	chr18	FALSE	TRUE
A330093E20Rik	chr18	FALSE	TRUE
Gramd2b	chr18	FALSE	FALSE
Lars1	chr18	FALSE	FALSE
Btaf1	chr19	FALSE	FALSE
Macrod1	chr19	FALSE	TRUE
Gbf1	chr19	FALSE	FALSE
Kank1	chr19	TRUE	FALSE
Exoc6	chr19	FALSE	FALSE
Unc5b	chr10	TRUE	TRUE
Acaca	chr11	FALSE	FALSE
Eprs1	chr1	FALSE	FALSE
Lgr4	chr2	TRUE	TRUE
Wwp1	chr4	FALSE	FALSE
Mylk	chr16	FALSE	FALSE
Coro2a	chr4	FALSE	TRUE
Slc12a6	chr2	TRUE	FALSE
Rapgef1	chr2	TRUE	FALSE
Aldh1l1	chr6	FALSE	TRUE
Scamp1	chr13	FALSE	TRUE
Scml2	chrX	FALSE	FALSE
Nsd2	chr5	FALSE	FALSE
Adgrb1	chr15	TRUE	TRUE
Mthfs	chr9	FALSE	FALSE
Mgat5	chr1	FALSE	FALSE
Pacs1	chr19	FALSE	FALSE
Babam2	chr5	FALSE	FALSE
Celf4	chr18	TRUE	TRUE
Lin7a	chr10	TRUE	FALSE
Camk2d	chr3	FALSE	FALSE
Eif2b3	chr4	TRUE	FALSE
Grm3	chr5	TRUE	FALSE
Grm5	chr7	TRUE	FALSE
Grm7	chr6	TRUE	FALSE
Prkaa2	chr4	FALSE	FALSE
Rnf216	chr5	TRUE	FALSE
Rnf144a	chr12	FALSE	TRUE
Slco1a5	chr6	FALSE	FALSE
Prkag2	chr5	FALSE	TRUE
Baiap2	chr11	TRUE	TRUE
Slco3a1	chr7	FALSE	TRUE
Xrcc4	chr13	TRUE	FALSE
Galnt2	chr8	FALSE	TRUE
Galnt7	chr8	FALSE	FALSE
Sema3d	chr5	TRUE	FALSE
Adamts6	chr13	FALSE	FALSE
Mthfd1	chr12	TRUE	FALSE
Foxp1	chr6	TRUE	TRUE
Atp6v1h	chr1	TRUE	FALSE
Epsti1	chr14	FALSE	TRUE
Zdhhc15	chrX	TRUE	FALSE
Ccdc88a	chr11	TRUE	TRUE
Chn1	chr2	TRUE	FALSE
Card11	chr5	FALSE	FALSE
Oxsr1	chr9	FALSE	FALSE
Galnt16	chr12	FALSE	TRUE
Ston2	chr12	TRUE	TRUE
Ccdc122	chr14	FALSE	FALSE
Jmjd1c	chr10	FALSE	FALSE
Ibtk	chr9	FALSE	FALSE
Ankhd1	chr18	FALSE	FALSE
Tbcd	chr11	TRUE	FALSE
Lhfpl6	chr3	FALSE	FALSE
Rnf169	chr7	FALSE	FALSE
Zzz3	chr3	FALSE	FALSE
Uhrf2	chr19	FALSE	FALSE
Supt3	chr17	FALSE	FALSE
Plekha5	chr6	FALSE	FALSE
Chd9	chr8	FALSE	FALSE
Trip11	chr12	TRUE	FALSE
6030407O03Rik	chr1	FALSE	TRUE
Sobp	chr10	TRUE	TRUE
Mbd5	chr2	TRUE	FALSE
Kif24	chr4	FALSE	FALSE
Tspan9	chr6	FALSE	TRUE
Adtrp	chr13	FALSE	FALSE
Me3	chr7	FALSE	FALSE
Mybpc1	chr10	FALSE	FALSE
Prex2	chr1	TRUE	FALSE
C1qtnf7	chr5	FALSE	FALSE
Pkn2	chr3	FALSE	FALSE
Lmo3	chr6	FALSE	FALSE
Cald1	chr6	FALSE	TRUE
Ank2	chr3	FALSE	FALSE
Arrb1	chr7	TRUE	TRUE
Itga1	chr13	TRUE	FALSE
Actn1	chr12	FALSE	TRUE
C7	chr15	FALSE	FALSE
Braf	chr6	TRUE	FALSE
Mcf2	chrX	TRUE	FALSE
Rap1a	chr3	TRUE	FALSE
Abr	chr11	TRUE	TRUE
Art3	chr5	FALSE	FALSE
Syt17	chr7	TRUE	FALSE
Dnah5	chr15	TRUE	FALSE
Dnah12	chr14	FALSE	FALSE
Dnah1	chr14	TRUE	TRUE
Phka2	chrX	FALSE	FALSE
Manba	chr3	FALSE	FALSE
Dgkg	chr16	TRUE	FALSE
Msra	chr14	FALSE	FALSE
Bcr	chr10	TRUE	TRUE
Glra3	chr8	TRUE	FALSE
Rmst	chr10	FALSE	TRUE
Dync2h1	chr9	TRUE	FALSE
Rap1gap	chr4	TRUE	TRUE
Shroom2	chrX	TRUE	FALSE
Hivep1	chr13	FALSE	TRUE
Adarb1	chr10	TRUE	TRUE
Prdm2	chr4	FALSE	FALSE
Arhgef28	chr13	TRUE	TRUE
Fntb	chr12	FALSE	FALSE
Hdlbp	chr1	FALSE	FALSE
Grik4	chr9	TRUE	FALSE
Lmx1a	chr1	TRUE	TRUE
Rps6ka3	chrX	FALSE	FALSE
Nr3c2	chr8	TRUE	FALSE
Adgrv1	chr13	TRUE	FALSE
Tshz1	chr18	FALSE	TRUE
Pcca	chr14	FALSE	FALSE
Lims1	chr10	FALSE	FALSE
Kcnq3	chr15	TRUE	FALSE
Scn2a	chr2	TRUE	FALSE
Gabra5	chr7	TRUE	FALSE
Slc8a3	chr12	TRUE	TRUE
Hlcs	chr16	FALSE	TRUE
M1ap	chr6	FALSE	FALSE
Erc1	chr6	TRUE	FALSE
Gm20517	chr17	FALSE	FALSE
Abca1	chr4	FALSE	FALSE
Abca4	chr3	TRUE	TRUE
Abcb7	chrX	FALSE	FALSE
Abcg1	chr17	FALSE	FALSE
Abi1	chr2	TRUE	FALSE
Abl1	chr2	TRUE	FALSE
Abl2	chr1	TRUE	FALSE
Foxp2	chr6	TRUE	FALSE
Asic2	chr11	TRUE	FALSE
Npnt	chr3	FALSE	TRUE
Macf1	chr4	TRUE	FALSE
Slc28a3	chr13	FALSE	FALSE
Chrna7	chr7	TRUE	FALSE
Prdm15	chr16	FALSE	FALSE
Slc13a3	chr2	FALSE	FALSE
Rasa2	chr9	FALSE	FALSE
Spred1	chr2	FALSE	FALSE
Spred2	chr11	FALSE	FALSE
Actn2	chr13	FALSE	FALSE
Acvr1	chr2	FALSE	FALSE
Pawr	chr10	TRUE	FALSE
Acvr2a	chr2	FALSE	FALSE
Adam10	chr9	TRUE	FALSE
Dscaml1	chr9	TRUE	TRUE
Ddhd1	chr14	FALSE	FALSE
Adam12	chr7	FALSE	FALSE
Adam19	chr11	FALSE	FALSE
Adam22	chr5	TRUE	FALSE
Adam5	chr8	FALSE	TRUE
Adam9	chr8	FALSE	FALSE
Adcy8	chr15	TRUE	FALSE
Adcy9	chr16	FALSE	FALSE
Add2	chr6	TRUE	FALSE
Adk	chr14	FALSE	FALSE
Adra1b	chr11	TRUE	FALSE
Adra1a	chr14	TRUE	TRUE
Acan	chr7	TRUE	FALSE
Angpt1	chr15	TRUE	TRUE
Agrp	chr8	FALSE	FALSE
Ahrr	chr13	FALSE	FALSE
Crybg1	chr10	FALSE	FALSE
Alcam	chr16	TRUE	FALSE
Aldh1a1	chr19	FALSE	FALSE
Pcdha1	chr18	FALSE	FALSE
Alk	chr17	TRUE	TRUE
Rims1	chr1	TRUE	FALSE
Rims2	chr15	TRUE	FALSE
Mta3	chr17	FALSE	FALSE
Stim2	chr5	FALSE	FALSE
Stk33	chr7	FALSE	FALSE
Ank	chr15	FALSE	TRUE
Ank1	chr8	FALSE	TRUE
Ank3	chr10	TRUE	FALSE
Ankfy1	chr11	FALSE	FALSE
Slc2a9	chr5	FALSE	TRUE
Srgap1	chr10	FALSE	FALSE
Boc	chr16	TRUE	TRUE
Aox1	chr1	FALSE	FALSE
Ap1g1	chr8	FALSE	FALSE
Ap2a2	chr7	TRUE	FALSE
Ap3b1	chr13	TRUE	TRUE
Apaf1	chr10	TRUE	FALSE
Apba2	chr7	TRUE	FALSE
Apbb2	chr5	TRUE	TRUE
Apc	chr18	TRUE	FALSE
Atg5	chr10	FALSE	FALSE
Aplp2	chr9	TRUE	FALSE
Apoh	chr11	FALSE	FALSE
App	chr16	TRUE	TRUE
Aqr	chr2	FALSE	FALSE
Ar	chrX	FALSE	FALSE
Araf	chrX	FALSE	FALSE
Synpo2	chr3	FALSE	FALSE
Arhgap5	chr12	FALSE	FALSE
Arhgap6	chrX	FALSE	FALSE
Arnt2	chr7	TRUE	FALSE
Bmal1	chr7	TRUE	TRUE
Arsb	chr13	TRUE	TRUE
Astn1	chr1	TRUE	TRUE
Zfhx3	chr8	TRUE	TRUE
Ate1	chr7	FALSE	FALSE
Atf2	chr2	TRUE	FALSE
Atm	chr9	TRUE	FALSE
Atp2b2	chr6	TRUE	TRUE
Atp7a	chrX	TRUE	FALSE
Atp7b	chr8	FALSE	FALSE
Atp8a1	chr5	TRUE	TRUE
Atp9a	chr2	TRUE	FALSE
Atp10a	chr7	FALSE	FALSE
Slc7a1	chr5	FALSE	FALSE
Slc7a2	chr8	FALSE	TRUE
Atrn	chr2	TRUE	FALSE
Auh	chr13	FALSE	FALSE
Pcdh15	chr10	TRUE	FALSE
Bach2	chr4	FALSE	TRUE
Bard1	chr1	FALSE	FALSE
Barx2	chr9	FALSE	FALSE
Bcat1	chr6	FALSE	TRUE
Bche	chr3	TRUE	FALSE
Bckdhb	chr9	FALSE	FALSE
Bcl2	chr1	TRUE	TRUE
Glb1	chr9	FALSE	FALSE
Mrps6	chr16	FALSE	FALSE
Bicd1	chr6	FALSE	FALSE
Prdm1	chr10	TRUE	TRUE
Blm	chr7	FALSE	FALSE
Bmp5	chr9	TRUE	FALSE
Bmp6	chr13	TRUE	FALSE
Bmp7	chr2	TRUE	TRUE
Bmpr1a	chr14	TRUE	FALSE
Bmpr1b	chr3	TRUE	FALSE
Bmpr2	chr1	TRUE	FALSE
Bmx	chrX	FALSE	FALSE
Smyd1	chr6	FALSE	FALSE
Brca1	chr11	FALSE	FALSE
Birc6	chr17	FALSE	FALSE
Bsn	chr9	TRUE	FALSE
Btrc	chr19	FALSE	FALSE
C6	chr15	FALSE	FALSE
Cacna1a	chr8	TRUE	FALSE
Cacna1b	chr2	TRUE	FALSE
Cacna1c	chr6	TRUE	TRUE
Cacna1d	chr14	TRUE	TRUE
Cacna1e	chr1	TRUE	TRUE
Cacna1g	chr11	TRUE	TRUE
Cacna1s	chr1	TRUE	TRUE
Cacna2d1	chr5	FALSE	FALSE
Cacna2d3	chr14	FALSE	TRUE
Cacnb2	chr2	TRUE	FALSE
Cacnb4	chr2	TRUE	FALSE
Cacng2	chr15	TRUE	FALSE
Calcr	chr6	FALSE	FALSE
Car8	chr4	FALSE	FALSE
Camk2a	chr18	TRUE	TRUE
Camk2b	chr11	TRUE	TRUE
Camk4	chr18	TRUE	FALSE
Capzb	chr4	FALSE	FALSE
Cask	chrX	TRUE	FALSE
Casq2	chr3	FALSE	TRUE
Casr	chr16	FALSE	FALSE
Cast	chr13	FALSE	FALSE
Ctnna1	chr18	TRUE	FALSE
Ctnna2	chr6	TRUE	TRUE
Ctnnd1	chr2	TRUE	FALSE
Runx2	chr17	TRUE	FALSE
Runx1	chr16	TRUE	TRUE
Runx1t1	chr4	FALSE	TRUE
Cbfa2t2	chr2	TRUE	FALSE
Cbfa2t3	chr8	FALSE	TRUE
Cbl	chr9	FALSE	FALSE
Rb1cc1	chr1	FALSE	FALSE
Ccnd3	chr17	FALSE	FALSE
Cd2ap	chr17	TRUE	FALSE
Cd36	chr5	TRUE	FALSE
Scarb2	chr5	TRUE	FALSE
Entpd1	chr19	FALSE	FALSE
Cd247	chr1	FALSE	TRUE
Cd44	chr2	TRUE	FALSE
Cd86	chr16	FALSE	FALSE
Arhgap31	chr16	FALSE	FALSE
Cdh1	chr8	TRUE	FALSE
Cdh11	chr8	TRUE	FALSE
Cdh13	chr8	FALSE	TRUE
Cdh17	chr4	FALSE	FALSE
Cdh2	chr18	TRUE	TRUE
Cdh4	chr2	TRUE	TRUE
Cdh6	chr15	TRUE	FALSE
Cdh8	chr8	TRUE	FALSE
Cdh9	chr15	TRUE	FALSE
Cdk6	chr5	TRUE	TRUE
Ift81	chr5	FALSE	FALSE
Cdyl	chr13	FALSE	TRUE
Celsr1	chr15	TRUE	TRUE
Cftr	chr6	FALSE	FALSE
Chd1	chr17	FALSE	FALSE
Chl1	chr6	TRUE	FALSE
Chm	chrX	FALSE	FALSE
Chrm3	chr13	TRUE	FALSE
Patj	chr4	FALSE	FALSE
Cit	chr5	TRUE	FALSE
Clcn3	chr8	TRUE	FALSE
Clcn5	chrX	FALSE	FALSE
Clock	chr5	FALSE	FALSE
Cmah	chr13	FALSE	FALSE
Ccr9	chr9	FALSE	FALSE
Cntn1	chr15	TRUE	FALSE
Cobl	chr11	TRUE	TRUE
Col11a1	chr3	TRUE	FALSE
Col12a1	chr9	FALSE	FALSE
Col13a1	chr10	FALSE	TRUE
Col14a1	chr15	FALSE	FALSE
Col15a1	chr4	FALSE	TRUE
Col18a1	chr10	FALSE	TRUE
Col19a1	chr1	FALSE	TRUE
Col4a1	chr8	TRUE	TRUE
Col4a2	chr8	FALSE	TRUE
Col4a3	chr1	FALSE	FALSE
Col4a4	chr1	FALSE	FALSE
Col5a1	chr2	FALSE	TRUE
Col5a2	chr1	FALSE	FALSE
Col6a3	chr1	FALSE	TRUE
Col8a1	chr16	FALSE	FALSE
Col9a1	chr1	FALSE	TRUE
Cpd	chr11	FALSE	FALSE
Cpe	chr8	TRUE	FALSE
Cpeb1	chr7	TRUE	FALSE
Cplx2	chr13	TRUE	TRUE
Cpt1a	chr19	FALSE	FALSE
Cradd	chr10	FALSE	TRUE
Creb1	chr1	TRUE	FALSE
Crebbp	chr16	TRUE	FALSE
Crem	chr18	FALSE	FALSE
Dpysl2	chr14	TRUE	FALSE
Pcdha4	chr18	FALSE	FALSE
Pcdha6	chr18	FALSE	FALSE
Pcdha7	chr18	FALSE	FALSE
Pcdha5	chr18	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Pcdha10	chr18	FALSE	FALSE
Crp	chr1	TRUE	FALSE
Dmbt1	chr7	FALSE	FALSE
Hapln1	chr13	TRUE	FALSE
Vcan	chr13	TRUE	TRUE
Ctbp2	chr7	TRUE	FALSE
Celf1	chr2	TRUE	FALSE
Cux1	chr5	TRUE	FALSE
Cux2	chr5	TRUE	FALSE
Cx3cr1	chr9	TRUE	TRUE
Cyp19a1	chr9	TRUE	FALSE
Cyp7b1	chr3	TRUE	FALSE
Dab1	chr4	TRUE	TRUE
Dab2	chr15	TRUE	FALSE
Dach1	chr14	FALSE	FALSE
Dapk2	chr9	FALSE	TRUE
Dclk1	chr3	TRUE	TRUE
Dcc	chr18	TRUE	FALSE
Dcx	chrX	TRUE	FALSE
Ddc	chr11	TRUE	FALSE
Asap1	chr15	TRUE	TRUE
Dgcr2	chr16	TRUE	TRUE
Diaph1	chr18	TRUE	FALSE
Dlg1	chr16	TRUE	FALSE
Dmd	chrX	TRUE	FALSE
Tmc1	chr19	TRUE	FALSE
Dnah11	chr12	TRUE	FALSE
Dnah8	chr17	TRUE	FALSE
Dnajc1	chr2	FALSE	FALSE
Dync1h1	chr12	TRUE	FALSE
Dync1i1	chr6	FALSE	TRUE
Dnm2	chr9	TRUE	FALSE
Dnmt3a	chr12	FALSE	TRUE
Dpp4	chr2	FALSE	TRUE
Dpp6	chr5	TRUE	FALSE
Slc26a3	chr12	FALSE	FALSE
Drd2	chr9	TRUE	FALSE
Drd3	chr16	TRUE	FALSE
Dscam	chr16	TRUE	TRUE
Dst	chr1	TRUE	FALSE
Adam18	chr8	FALSE	FALSE
Dtna	chr18	TRUE	FALSE
Dtnb	chr12	TRUE	FALSE
Dyrk1a	chr16	FALSE	FALSE
E2f3	chr13	FALSE	FALSE
Ebf1	chr11	FALSE	TRUE
Ebf2	chr14	FALSE	TRUE
Ebf3	chr7	FALSE	TRUE
Eda	chrX	FALSE	FALSE
Edar	chr10	FALSE	TRUE
Edil3	chr13	FALSE	FALSE
Ednra	chr8	TRUE	FALSE
Eef2k	chr7	TRUE	FALSE
Efna5	chr17	TRUE	TRUE
Egf	chr3	TRUE	FALSE
Egfr	chr11	TRUE	FALSE
Eif2ak3	chr6	TRUE	FALSE
Elf1	chr14	FALSE	FALSE
Elk3	chr10	FALSE	TRUE
Emb	chr13	TRUE	FALSE
Mark2	chr19	TRUE	FALSE
Enah	chr1	TRUE	FALSE
Enpep	chr3	FALSE	TRUE
Epas1	chr17	TRUE	TRUE
Epb41l1	chr2	FALSE	TRUE
Epb41l2	chr10	FALSE	FALSE
Epb41l3	chr17	TRUE	FALSE
Epb41l4a	chr18	FALSE	FALSE
Epc1	chr18	FALSE	FALSE
Epha3	chr16	TRUE	TRUE
Epha4	chr1	TRUE	TRUE
Epha5	chr5	TRUE	FALSE
Epha6	chr16	TRUE	FALSE
Epha7	chr4	TRUE	TRUE
Ephb2	chr4	TRUE	TRUE
Epm2a	chr10	TRUE	FALSE
Epn2	chr11	FALSE	FALSE
Eps15	chr4	TRUE	FALSE
Eps15l1	chr8	FALSE	FALSE
Eps8	chr6	TRUE	TRUE
Erbb4	chr1	TRUE	TRUE
Erg	chr16	FALSE	TRUE
Gnb1l	chr16	FALSE	FALSE
Esr1	chr10	TRUE	FALSE
Smarcad1	chr6	FALSE	FALSE
Khdrbs3	chr15	FALSE	FALSE
Fgd6	chr10	FALSE	TRUE
Drosha	chr15	FALSE	FALSE
Celf2	chr2	FALSE	TRUE
Etv1	chr12	TRUE	TRUE
Etv6	chr6	TRUE	FALSE
Mecom	chr3	TRUE	TRUE
Evi5	chr5	FALSE	FALSE
Bcl11a	chr11	TRUE	TRUE
Evl	chr12	TRUE	FALSE
Ext1	chr15	TRUE	TRUE
Ext2	chr2	FALSE	TRUE
Eya1	chr1	TRUE	TRUE
Igf2bp3	chr6	TRUE	FALSE
Eya2	chr2	FALSE	FALSE
Kcnn2	chr18	TRUE	FALSE
Kcnn3	chr3	FALSE	TRUE
Atp6v0a4	chr6	TRUE	FALSE
Rxfp2	chr5	FALSE	FALSE
Eya4	chr10	TRUE	FALSE
Eri3	chr4	FALSE	FALSE
Smc1b	chr15	FALSE	FALSE
Ezh2	chr6	TRUE	FALSE
Ankrd6	chr4	FALSE	TRUE
Elmo1	chr13	FALSE	TRUE
F5	chr1	FALSE	FALSE
Col26a1	chr5	FALSE	FALSE
Sec63	chr10	FALSE	FALSE
Sesn1	chr10	FALSE	FALSE
Bmp2k	chr5	FALSE	FALSE
Colec12	chr18	FALSE	FALSE
Acsl1	chr8	FALSE	TRUE
Ttbk2	chr2	TRUE	FALSE
Ptk2	chr15	TRUE	FALSE
Faf1	chr4	FALSE	FALSE
Fancc	chr13	TRUE	FALSE
Lnx2	chr5	TRUE	FALSE
Fap	chr2	FALSE	FALSE
Caln1	chr5	FALSE	FALSE
Fat1	chr8	FALSE	TRUE
Fbln1	chr15	FALSE	TRUE
Fbln2	chr6	FALSE	TRUE
Fbn1	chr2	FALSE	TRUE
Fbn2	chr18	FALSE	FALSE
Fer	chr17	FALSE	FALSE
Lgr5	chr10	FALSE	TRUE
Fgf1	chr18	FALSE	TRUE
Fgf10	chr13	TRUE	FALSE
Fgf12	chr16	TRUE	FALSE
Fgf13	chrX	TRUE	FALSE
Fgf14	chr14	TRUE	FALSE
Fgf2	chr3	TRUE	FALSE
Fgfr1	chr8	TRUE	FALSE
Fgfr2	chr7	TRUE	FALSE
Fhit	chr14	FALSE	FALSE
Fhl1	chrX	FALSE	FALSE
Fhl2	chr1	FALSE	TRUE
Sh3pxd2a	chr19	FALSE	TRUE
Fkbp5	chr17	FALSE	FALSE
Lpin1	chr12	TRUE	TRUE
Fli1	chr9	FALSE	TRUE
Flt1	chr5	TRUE	FALSE
Flt3	chr5	TRUE	FALSE
Fmn1	chr2	FALSE	FALSE
Aff2	chrX	TRUE	FALSE
Fn1	chr1	TRUE	FALSE
Fnbp1	chr2	TRUE	FALSE
Srgap2	chr1	TRUE	FALSE
Fpr2	chr17	FALSE	FALSE
Frk	chr10	FALSE	FALSE
Fshr	chr17	TRUE	FALSE
Fstl1	chr16	FALSE	TRUE
