gene_name	chr	is_neuronal	stratum_top_quartile
Alkal2	chr12	TRUE	TRUE
Gm11944	chr11	FALSE	FALSE
Dynlt1a	chr17	TRUE	FALSE
Tent5b	chr4	FALSE	TRUE
D230030E09Rik	chr12	FALSE	TRUE
Gm17830	chr17	FALSE	TRUE
Gm13648	chr4	FALSE	FALSE
Gm11665	chr11	FALSE	FALSE
Gm12505	chr4	FALSE	FALSE
Zfp572	chr15	FALSE	FALSE
Mob3c	chr4	FALSE	FALSE
Lao1	chr4	FALSE	FALSE
BB031773	chr4	FALSE	FALSE
Gm19277	chr15	FALSE	FALSE
AW046200	chr8	FALSE	FALSE
Gm15545	chr7	FALSE	FALSE
Gm19345	chr7	FALSE	FALSE
Rpl37rt	chr5	FALSE	FALSE
Gm19434	chr6	FALSE	FALSE
Gm16998	chr10	FALSE	TRUE
Gm13544	chr2	FALSE	FALSE
Pou2af3	chr9	FALSE	TRUE
Speer4c1	chr5	FALSE	TRUE
Gm10814	chr19	FALSE	FALSE
Gm19500	chr18	FALSE	FALSE
Gm19510	chr15	FALSE	FALSE
Armcx4	chrX	FALSE	FALSE
A730020M07Rik	chr3	FALSE	TRUE
2010010A06Rik	chr18	FALSE	FALSE
A930006K02Rik	chr16	FALSE	FALSE
Gm15471	chr3	FALSE	FALSE
Gm13752	chr2	FALSE	FALSE
Gm19589	chr1	FALSE	FALSE
5430416N02Rik	chr5	FALSE	FALSE
Gm15179	chr1	FALSE	FALSE
Gm15408	chr5	FALSE	FALSE
Gm14827	chrX	FALSE	FALSE
Gm14023	chr2	FALSE	FALSE
Gm19757	chr6	FALSE	FALSE
Speer4e2	chr5	FALSE	TRUE
Gm9926	chr18	FALSE	FALSE
Fsbp	chr4	FALSE	FALSE
Gm13003	chr4	FALSE	TRUE
Cbarp	chr10	FALSE	TRUE
Rpl5	chr5	TRUE	FALSE
Gm38426	chr8	FALSE	FALSE
Gm5084	chr13	FALSE	FALSE
Gm17733	chr6	FALSE	FALSE
Gm16973	chr14	FALSE	FALSE
Sp3os	chr2	FALSE	FALSE
Acp4	chr7	TRUE	FALSE
Altre	chr7	FALSE	FALSE
Gm16740	chr3	FALSE	FALSE
Gm15559	chr5	FALSE	FALSE
Gm15915	chr10	FALSE	FALSE
Gm16062	chr11	FALSE	FALSE
Fam181a	chr12	FALSE	TRUE
Prss51	chr14	FALSE	FALSE
Arhgap33os	chr7	FALSE	TRUE
Gm15350	chr8	FALSE	FALSE
A730020E08Rik	chr6	FALSE	TRUE
Gm15880	chr7	FALSE	FALSE
C130021I20Rik	chr2	FALSE	TRUE
2900076A07Rik	chr7	FALSE	FALSE
Smlr1	chr10	FALSE	FALSE
Dcdc2b	chr4	FALSE	FALSE
Gm17634	chr1	FALSE	TRUE
Eef1akmt3	chr10	FALSE	FALSE
Gm15910	chr10	FALSE	TRUE
Gm20324	chr15	FALSE	TRUE
Gm16793	chr8	FALSE	TRUE
Tmppe	chr9	FALSE	FALSE
Gm13985	chr2	FALSE	FALSE
Gm20383	chr6	FALSE	FALSE
4930429H19Rik	chr7	FALSE	FALSE
Mir467a-10	chr2	TRUE	FALSE
Mir467a-7	chr2	TRUE	FALSE
C230037L18Rik	chr15	FALSE	FALSE
Oas1d	chr5	FALSE	FALSE
Noc4l	chr5	FALSE	FALSE
Nsun5	chr5	TRUE	FALSE
Mir5103	chr1	FALSE	FALSE
Upk3b	chr5	FALSE	FALSE
Mir155hg	chr16	FALSE	TRUE
Gm25212	chr8	FALSE	TRUE
Rn45s	chr17	FALSE	TRUE
Gm21190	chr5	FALSE	TRUE
Gm21221	chr5	FALSE	FALSE
Gm16958	chr3	FALSE	TRUE
Speer4a3	chr5	FALSE	TRUE
Mir5625	chr5	FALSE	FALSE
Hscb	chr5	FALSE	FALSE
Chpf2	chr5	FALSE	TRUE
Emilin1	chr5	FALSE	TRUE
Cirop	chr14	FALSE	FALSE
Gm29805	chr16	FALSE	FALSE
Gm15816	chr8	FALSE	TRUE
Snx21	chr2	FALSE	FALSE
Zfp956	chr6	FALSE	FALSE
Tada3	chr6	FALSE	FALSE
Prrt4	chr6	FALSE	TRUE
Ric8a	chr7	TRUE	FALSE
Klk9	chr7	FALSE	FALSE
Grwd1	chr7	FALSE	FALSE
Nlrp6	chr7	FALSE	TRUE
Trim68	chr7	FALSE	FALSE
Spred3	chr7	FALSE	FALSE
Rrp8	chr7	FALSE	FALSE
Champ1	chr8	FALSE	FALSE
Ces2a	chr8	FALSE	FALSE
Plekhg4	chr8	FALSE	TRUE
Dohh	chr10	FALSE	FALSE
Lbhd1	chr19	FALSE	FALSE
Gm15318	chr17	FALSE	FALSE
Gm30052	chr8	FALSE	TRUE
Gm30214	chr14	FALSE	FALSE
Hoxb3os	chr11	FALSE	TRUE
Gm26689	chr3	FALSE	TRUE
Gm30498	chr6	FALSE	FALSE
Gm30570	chr10	FALSE	FALSE
Gm10646	chr9	FALSE	FALSE
Gm11482	chr4	FALSE	FALSE
A730098A19Rik	chr8	FALSE	FALSE
Gm28979	chr9	FALSE	FALSE
Gm12925	chr4	FALSE	FALSE
Gm16159	chr8	FALSE	FALSE
Gm31369	chr15	FALSE	FALSE
Etaa1os	chr11	FALSE	FALSE
Gm26688	chr13	FALSE	TRUE
Gm12911	chr4	FALSE	FALSE
Gm31938	chr12	FALSE	FALSE
Gm17546	chr15	FALSE	FALSE
Gm13133	chr4	FALSE	TRUE
Gm32172	chr10	FALSE	FALSE
Gm28178	chr1	FALSE	FALSE
Gm13112	chr4	FALSE	FALSE
Gm26685	chr1	FALSE	FALSE
Gm32688	chr10	FALSE	TRUE
Halr1	chr6	FALSE	FALSE
Gm32885	chr15	FALSE	FALSE
C030005K06Rik	chr18	FALSE	TRUE
Tmem274	chr4	FALSE	FALSE
Gm33301	chr15	FALSE	TRUE
Parvaos	chr7	FALSE	FALSE
Gm33619	chr10	FALSE	TRUE
Ptf1aos	chr2	FALSE	TRUE
Gm20714	chr6	FALSE	FALSE
Gm13872	chr2	FALSE	TRUE
Gm34816	chr1	FALSE	FALSE
Gm16537	chr15	FALSE	TRUE
Gm38509	chr3	FALSE	FALSE
Gm35135	chr12	FALSE	FALSE
Tle7	chr8	FALSE	FALSE
Gm6619	chr6	FALSE	FALSE
Gm15343	chr10	FALSE	FALSE
Gm35986	chr3	FALSE	FALSE
Btnl12	chr16	FALSE	FALSE
Gm12532	chr3	FALSE	FALSE
1700016K05Rik	chr17	FALSE	FALSE
Gm36210	chr7	FALSE	FALSE
Gm36582	chr6	FALSE	FALSE
BB218582	chr2	FALSE	TRUE
Gm36669	chr6	FALSE	FALSE
Gm36738	chr15	FALSE	FALSE
2810414N06Rik	chr1	FALSE	FALSE
Gm36908	chr10	FALSE	FALSE
Gm38576	chr18	FALSE	FALSE
Slc6a8	chrX	FALSE	FALSE
Gstt3	chr10	FALSE	TRUE
Zc3h10	chr10	FALSE	FALSE
Ncln	chr10	FALSE	FALSE
BB019430	chr10	FALSE	FALSE
Calhm5	chr10	FALSE	FALSE
Slc35e4	chr11	FALSE	TRUE
Pnpo	chr11	FALSE	FALSE
Tubg1	chr11	FALSE	FALSE
Pex12	chr11	FALSE	FALSE
Tmem98	chr11	TRUE	FALSE
Tmem17	chr11	FALSE	FALSE
Tubg2	chr11	FALSE	FALSE
Slc25a41	chr17	FALSE	FALSE
Zfp692	chr11	FALSE	FALSE
Inca1	chr11	FALSE	FALSE
Try5	chr6	FALSE	FALSE
Sncb	chr13	TRUE	TRUE
Nxph4	chr10	FALSE	TRUE
Cdc42ep2	chr19	FALSE	FALSE
Isl2	chr9	TRUE	TRUE
Barhl2	chr5	TRUE	TRUE
Rcor2	chr19	FALSE	TRUE
E2f4	chr8	FALSE	FALSE
Bap1	chr14	TRUE	FALSE
Rexo2	chr9	FALSE	FALSE
Cdc42ep1	chr15	FALSE	TRUE
Tsr1	chr11	FALSE	FALSE
Gm12108	chr11	FALSE	FALSE
Sptssa	chr12	FALSE	FALSE
Tedc1	chr12	FALSE	TRUE
Pld4	chr12	FALSE	FALSE
Adi1	chr12	FALSE	FALSE
Fam110c	chr12	FALSE	TRUE
Lratd1	chr12	FALSE	TRUE
Rdh14	chr12	FALSE	FALSE
Tmem265	chr7	FALSE	FALSE
Gm42788	chr5	FALSE	FALSE
Gm15543	chr6	FALSE	FALSE
1700061N14Rik	chr8	FALSE	FALSE
Pard3bos2	chr1	FALSE	FALSE
Fam237a	chr1	FALSE	FALSE
4930470G03Rik	chr13	FALSE	FALSE
Gm41279	chr15	FALSE	FALSE
Gm41341	chr15	FALSE	FALSE
Gm9828	chr13	FALSE	FALSE
B230354K17Rik	chr17	FALSE	FALSE
Rbfaos	chr18	FALSE	FALSE
Gm28535	chr1	FALSE	FALSE
Pnma8c	chr7	FALSE	FALSE
Cdk20	chr13	TRUE	FALSE
AW209491	chr13	FALSE	FALSE
Gmpr2	chr14	FALSE	FALSE
Dph3	chr14	FALSE	FALSE
Ppp1r3e	chr14	FALSE	FALSE
Phyhip	chr14	FALSE	TRUE
Ppif	chr14	FALSE	FALSE
Tigd5	chr15	FALSE	TRUE
Kdelr3	chr15	FALSE	TRUE
Krt72	chr15	FALSE	FALSE
Cmc4	chrX	FALSE	FALSE
Apoc2l	chr7	FALSE	FALSE
Topors	chr4	FALSE	FALSE
A430088P11Rik	chr15	FALSE	TRUE
Cggbp1	chr16	FALSE	FALSE
Pkdcc	chr17	FALSE	TRUE
Dlk2	chr17	FALSE	TRUE
Ticam1	chr17	TRUE	FALSE
Stap2	chr17	FALSE	FALSE
Oard1	chr17	FALSE	TRUE
Slc39a3	chr10	FALSE	FALSE
Lrrtm2	chr18	TRUE	TRUE
Wdr74	chr19	FALSE	FALSE
Carns1	chr19	FALSE	FALSE
Otub1	chr19	FALSE	FALSE
AW112010	chr19	FALSE	FALSE
Slc25a45	chr19	FALSE	FALSE
Brms1	chr19	FALSE	FALSE
Guca1b	chr17	TRUE	FALSE
Gimap4	chr6	FALSE	FALSE
Arl2bp	chr8	FALSE	FALSE
Osr2	chr15	FALSE	TRUE
Rdh1	chr10	FALSE	TRUE
Asmt	chrX	FALSE	FALSE
Krt9	chr11	FALSE	FALSE
Sf3b4	chr3	FALSE	FALSE
Mrpl10	chr11	FALSE	FALSE
Mrpl30	chr1	FALSE	FALSE
Ankrd1	chr19	TRUE	FALSE
Tm6sf2	chr8	FALSE	FALSE
Jmjd6	chr11	FALSE	FALSE
Gcm2	chr13	TRUE	FALSE
Cdk9	chr2	FALSE	FALSE
Srsf9	chr5	FALSE	FALSE
Shmt2	chr10	FALSE	TRUE
Skic2	chr17	FALSE	FALSE
Med21	chr6	FALSE	FALSE
Slc22a7	chr17	FALSE	TRUE
U2af1	chr17	FALSE	FALSE
Fam50a	chrX	FALSE	FALSE
Gm2788	chr7	FALSE	TRUE
1700020L13Rik	chr7	FALSE	FALSE
Gm10310	chr10	FALSE	FALSE
Gm46545	chr16	FALSE	TRUE
Gm27217	chr17	FALSE	TRUE
Gm13427	chr2	FALSE	FALSE
Rnpepl1	chr1	FALSE	FALSE
Rnf187	chr11	FALSE	FALSE
Ccdc86	chr19	FALSE	FALSE
Cops8	chr1	FALSE	FALSE
4933407E24Rik	chr4	FALSE	TRUE
4933409K07Rik	chr4	FALSE	FALSE
Tmem74b	chr2	FALSE	TRUE
Mtrf1l	chr10	FALSE	FALSE
4930447M23Rik	chr2	FALSE	TRUE
Zfta	chr19	FALSE	TRUE
Fam72a	chr1	FALSE	FALSE
B4gat1	chr19	TRUE	FALSE
Ppp1r15b	chr1	FALSE	FALSE
Apol7c	chr15	FALSE	FALSE
4930555G01Rik	chr14	FALSE	FALSE
Krt75	chr15	FALSE	FALSE
Ints5	chr19	FALSE	FALSE
Rbm15b	chr9	FALSE	FALSE
Gins4	chr8	FALSE	FALSE
A930024E05Rik	chr5	FALSE	FALSE
Pimreg	chr11	FALSE	TRUE
Slc22a13b	chr9	FALSE	FALSE
R3hdm4	chr10	FALSE	TRUE
Ankrd39	chr1	FALSE	FALSE
Tbx10	chr19	FALSE	FALSE
Upk1a	chr7	FALSE	FALSE
Npy	chr6	TRUE	TRUE
Acy1	chr9	FALSE	FALSE
Hyal3	chr9	FALSE	FALSE
Cpa1	chr6	FALSE	TRUE
Selenos	chr7	FALSE	FALSE
Pgc	chr17	FALSE	FALSE
Cbr3	chr16	TRUE	TRUE
Amy2a5	chr3	FALSE	FALSE
Art4	chr6	FALSE	FALSE
Tpgs1	chr10	TRUE	FALSE
Dut	chr2	FALSE	TRUE
Cyp11b1	chr15	FALSE	FALSE
Mpi	chr9	FALSE	FALSE
Fgb	chr3	FALSE	FALSE
Slc35b1	chr11	FALSE	FALSE
Ggct	chr6	FALSE	FALSE
Fdps	chr3	FALSE	FALSE
Akr7a5	chr4	FALSE	FALSE
Krt5	chr15	FALSE	TRUE
Tas1r1	chr4	TRUE	FALSE
Pigh	chr12	FALSE	FALSE
Amhr2	chr15	FALSE	FALSE
H2-Q6	chr17	FALSE	TRUE
Timp4	chr6	FALSE	FALSE
Eef1akmt4	chr16	FALSE	FALSE
Srsf1	chr11	FALSE	FALSE
Nudt19	chr7	FALSE	FALSE
Mbd6	chr10	FALSE	FALSE
Hmga1b	chr17	FALSE	TRUE
Rps18-ps4	chr13	FALSE	TRUE
Dlx1as	chr2	FALSE	TRUE
Igf2os	chr7	FALSE	TRUE
Egln2	chr7	TRUE	FALSE
Aanat	chr11	FALSE	TRUE
Acadvl	chr11	FALSE	FALSE
Vmn1r41	chr6	TRUE	FALSE
Acaa1a	chr9	FALSE	FALSE
Acads	chr5	FALSE	FALSE
Prss1	chr6	FALSE	FALSE
Kiss1r	chr10	TRUE	TRUE
Ache	chr5	TRUE	FALSE
Aipl1	chr11	FALSE	FALSE
Acp2	chr2	FALSE	FALSE
Acp5	chr9	FALSE	FALSE
Acr	chr15	FALSE	FALSE
Chrna6	chr8	TRUE	FALSE
Chrnb1	chr11	TRUE	FALSE
Chrnd	chr1	TRUE	FALSE
Slc5a5	chr8	FALSE	FALSE
Chrng	chr1	TRUE	FALSE
Adipoq	chr16	TRUE	FALSE
Acrv1	chr9	FALSE	FALSE
Krt82	chr15	FALSE	FALSE
Clic1	chr17	FALSE	FALSE
Tle6	chr10	TRUE	TRUE
Actc1	chr2	FALSE	TRUE
Ly6g6d	chr17	TRUE	FALSE
Cygb	chr11	FALSE	TRUE
Vsx1	chr2	TRUE	TRUE
Adam15	chr3	FALSE	TRUE
Adamts1	chr16	TRUE	TRUE
Adcyap1	chr17	TRUE	TRUE
Adprh	chr16	FALSE	FALSE
Adra2a	chr19	TRUE	TRUE
Aebp1	chr11	FALSE	TRUE
Aga	chr8	FALSE	FALSE
Agtrap	chr4	FALSE	FALSE
Agxt	chr1	FALSE	TRUE
Ahsg	chr16	FALSE	FALSE
Aicda	chr6	FALSE	FALSE
Aif1	chr17	FALSE	FALSE
Aip	chr19	FALSE	FALSE
Akap4	chrX	FALSE	FALSE
Aldh3a1	chr11	FALSE	FALSE
Aldoa	chr7	FALSE	FALSE
Aldoc	chr11	FALSE	TRUE
Prelp	chr1	FALSE	TRUE
Il22b	chr10	FALSE	FALSE
Alox12e	chr11	FALSE	TRUE
Alox15	chr11	FALSE	FALSE
Alx3	chr3	FALSE	TRUE
Ambp	chr4	FALSE	TRUE
Amelx	chrX	FALSE	FALSE
Pop5	chr5	FALSE	FALSE
Ang	chr14	TRUE	TRUE
Aoc3	chr11	FALSE	FALSE
Prdx3	chr19	TRUE	FALSE
Prdx6	chr1	FALSE	TRUE
Asb10	chr5	FALSE	TRUE
Ap1g2	chr14	FALSE	TRUE
Ap1s1	chr5	FALSE	FALSE
Ap2m1	chr16	TRUE	FALSE
Ap4m1	chr5	FALSE	FALSE
Birc5	chr11	TRUE	FALSE
Aplp1	chr7	TRUE	FALSE
Apoc2	chr7	FALSE	FALSE
Aqp1	chr6	TRUE	TRUE
Aqp2	chr15	FALSE	TRUE
Aqp3	chr4	FALSE	TRUE
Aqp8	chr7	FALSE	TRUE
Areg	chr5	TRUE	TRUE
Klf16	chr10	FALSE	TRUE
Gjc2	chr11	TRUE	TRUE
Rhoc	chr3	FALSE	TRUE
Rnd2	chr11	TRUE	TRUE
Art2a	chr7	FALSE	FALSE
Art2b	chr7	FALSE	FALSE
Art5	chr7	FALSE	TRUE
Arx	chrX	TRUE	TRUE
Arsa	chr15	FALSE	FALSE
Neurod4	chr10	TRUE	FALSE
Atp1b2	chr11	TRUE	FALSE
Fxyd2	chr9	FALSE	TRUE
Atp4b	chr8	FALSE	FALSE
Atp5f1a	chr18	FALSE	FALSE
Atp5f1b	chr10	FALSE	FALSE
Atp5mc1	chr11	FALSE	FALSE
Atp5pf	chr16	FALSE	TRUE
Atp6v0c	chr17	FALSE	FALSE
Slc7a3	chrX	FALSE	FALSE
Akr1b7	chr6	FALSE	FALSE
B2m	chr2	TRUE	FALSE
Bad	chr19	FALSE	FALSE
Bag1	chr4	TRUE	FALSE
Bak1	chr17	FALSE	FALSE
Bax	chr7	TRUE	FALSE
Bcl6b	chr11	FALSE	TRUE
Bckdk	chr7	FALSE	FALSE
Bcl10	chr3	TRUE	FALSE
Bcl2a1a	chr9	FALSE	FALSE
Bcl2a1d	chr9	FALSE	FALSE
Bcl2l2	chr14	FALSE	FALSE
Opn1sw	chr6	TRUE	FALSE
Bet1	chr6	FALSE	FALSE
Bmi1	chr2	TRUE	TRUE
Bmp10	chr6	FALSE	FALSE
Bmp15	chrX	FALSE	FALSE
Bmp2	chr2	TRUE	TRUE
Bmp4	chr14	TRUE	TRUE
Gdf2	chr14	TRUE	FALSE
Zfp36l1	chr12	TRUE	TRUE
Brs3	chrX	FALSE	FALSE
Bsg	chr10	TRUE	TRUE
Btg1	chr10	FALSE	FALSE
Btn1a1	chr13	FALSE	TRUE
Bub3	chr7	FALSE	FALSE
Tspo	chr15	TRUE	FALSE
Serping1	chr2	FALSE	FALSE
C1qb	chr4	TRUE	FALSE
C1qbp	chr11	TRUE	FALSE
C3ar1	chr6	FALSE	FALSE
Cacybp	chr1	FALSE	FALSE
Calca	chr7	TRUE	TRUE
Calm1	chr12	FALSE	FALSE
Calm3	chr7	FALSE	FALSE
Calr	chr8	TRUE	FALSE
Caml	chr13	FALSE	FALSE
Capns1	chr7	FALSE	FALSE
Car11	chr7	FALSE	FALSE
Car3	chr3	FALSE	TRUE
Car4	chr11	FALSE	TRUE
Nr1i3	chr1	FALSE	FALSE
Casp1	chr9	TRUE	FALSE
Casp14	chr10	FALSE	FALSE
Casq1	chr1	TRUE	TRUE
Cav2	chr6	TRUE	TRUE
Serpina6	chr12	FALSE	FALSE
Cbln2	chr18	TRUE	TRUE
Serpinh1	chr7	FALSE	TRUE
Cbx2	chr11	FALSE	TRUE
Cbx4	chr11	FALSE	TRUE
Cck	chr9	TRUE	TRUE
Cckar	chr5	TRUE	FALSE
Ccna1	chr3	FALSE	TRUE
Ccna2	chr3	FALSE	FALSE
Ccnd1	chr7	TRUE	TRUE
Ccne1	chr7	FALSE	FALSE
Ccng1	chr11	FALSE	FALSE
Ccng2	chr5	FALSE	FALSE
Cct5	chr15	FALSE	FALSE
Cd19	chr7	FALSE	FALSE
Cd2	chr3	FALSE	TRUE
Cd24a	chr10	TRUE	TRUE
Cd37	chr7	TRUE	FALSE
Entpd2	chr2	FALSE	TRUE
Cd3d	chr9	FALSE	FALSE
Cd3e	chr9	TRUE	FALSE
Cd3g	chr9	FALSE	FALSE
Cd63	chr10	FALSE	FALSE
Cd69	chr6	FALSE	FALSE
Cd72	chr4	FALSE	TRUE
Cd79a	chr7	FALSE	FALSE
Cd8a	chr6	FALSE	FALSE
Cdc25b	chr2	FALSE	FALSE
Cdk2	chr10	FALSE	FALSE
Cdk5	chr5	TRUE	FALSE
Cdkn1a	chr17	FALSE	TRUE
Cdkn1b	chr6	TRUE	TRUE
Cdkn2c	chr4	FALSE	TRUE
Cdx2	chr5	FALSE	TRUE
Cdx4	chrX	FALSE	TRUE
Cebpg	chr7	FALSE	FALSE
Cel	chr2	FALSE	FALSE
Cenpa	chr5	FALSE	FALSE
Cenpb	chr2	FALSE	FALSE
Cfc1	chr1	FALSE	TRUE
Chga	chr12	FALSE	FALSE
Chi3l1	chr1	FALSE	TRUE
Chrd	chr16	TRUE	TRUE
Cirbp	chr10	FALSE	FALSE
Cish	chr9	FALSE	TRUE
Cited1	chrX	TRUE	TRUE
Ckmt1	chr2	FALSE	FALSE
Coro1a	chr7	TRUE	FALSE
Cldn2	chrX	FALSE	TRUE
Clk2	chr3	FALSE	FALSE
Tpp1	chr7	TRUE	FALSE
Cxcr2	chr1	FALSE	FALSE
Ccr1	chr9	FALSE	FALSE
Ccr3	chr9	FALSE	FALSE
Ccr2	chr9	TRUE	FALSE
Ccr5	chr9	TRUE	FALSE
Ccr7	chr11	TRUE	FALSE
Cnbp	chr6	FALSE	FALSE
Cnih2	chr19	TRUE	TRUE
Plk3	chr4	FALSE	TRUE
Cnn1	chr9	FALSE	FALSE
Cnn2	chr10	FALSE	TRUE
Col10a1	chr10	FALSE	FALSE
Comp	chr8	TRUE	TRUE
Cox4i1	chr8	FALSE	FALSE
Cox5a	chr9	FALSE	FALSE
Cpne6	chr14	TRUE	TRUE
Cpox	chr16	FALSE	FALSE
Cpt1b	chr15	FALSE	FALSE
Crabp1	chr9	FALSE	FALSE
Atf6b	chr17	FALSE	FALSE
Crip1	chr12	FALSE	TRUE
Crlf1	chr8	TRUE	TRUE
Cryab	chr9	FALSE	FALSE
Cryba1	chr11	TRUE	FALSE
Cryba4	chr5	TRUE	FALSE
Crybb2	chr5	TRUE	FALSE
Crybb3	chr5	TRUE	TRUE
Crygs	chr16	TRUE	FALSE
Csn2	chr5	FALSE	FALSE
Csn3	chr5	FALSE	FALSE
Csnk2b	chr17	FALSE	FALSE
Cst7	chr2	TRUE	FALSE
Cst8	chr2	FALSE	FALSE
Ctf1	chr7	TRUE	FALSE
Ctsk	chr3	FALSE	FALSE
Ctsl	chr13	FALSE	FALSE
Cyba	chr8	FALSE	FALSE
Cyct	chr2	FALSE	FALSE
Cyp11b2	chr15	FALSE	FALSE
Cyp17a1	chr19	FALSE	TRUE
Cyp1a2	chr9	FALSE	FALSE
Cyp2e1	chr7	FALSE	FALSE
Cyp4a14	chr4	FALSE	FALSE
Cyp7a1	chr4	FALSE	FALSE
Dapk3	chr10	FALSE	FALSE
Daxx	chr17	TRUE	FALSE
Dbi	chr1	TRUE	TRUE
Dbp	chr7	FALSE	FALSE
Dbx1	chr7	TRUE	TRUE
Pcbd1	chr10	FALSE	TRUE
Ddit3	chr10	TRUE	FALSE
Ddn	chr15	FALSE	TRUE
Ddost	chr4	FALSE	FALSE
Ddx5	chr11	FALSE	FALSE
Degs1	chr1	TRUE	TRUE
Slc29a2	chr19	FALSE	FALSE
Des	chr1	FALSE	TRUE
Dgat1	chr15	FALSE	FALSE
Dhh	chr15	TRUE	TRUE
Dffb	chr4	FALSE	FALSE
Dlk1	chr12	FALSE	TRUE
Dll1	chr17	TRUE	TRUE
Dll3	chr7	TRUE	FALSE
Dlx1	chr2	TRUE	TRUE
Dlx3	chr11	TRUE	TRUE
Dlx4	chr11	FALSE	TRUE
Dlx6	chr6	FALSE	TRUE
Dmpk	chr7	TRUE	TRUE
Dmwd	chr7	FALSE	FALSE
Dmp1	chr5	FALSE	FALSE
Dnase2a	chr8	FALSE	TRUE
Dnpep	chr1	FALSE	FALSE
Doc2a	chr7	TRUE	TRUE
Dok2	chr14	FALSE	TRUE
Dpagt1	chr9	FALSE	FALSE
Dr1	chr5	FALSE	FALSE
Adam26a	chr8	FALSE	FALSE
Adam24	chr8	FALSE	FALSE
