gene_name	gene_id	ctrl_M1	ctrl_M2	ctrl_F1	ctrl_F2	mut_M1	mut_M2	mut_F1	mut_F2
Prdm14	ENSMUSG00000042414.7	0.0259096467166793	0.0187709261553874	0.0192112494739187	0.0204181525767429	0.0200278826209664	0.0183541266794626	0.0180809143088833	0.0200720806040039
Ncoa2	ENSMUSG00000005886.14	0.0242727801751827	0.0216534706525863	0.0223150327283334	0.0219794672528205	0.0157826475096431	0.0186046744745821	0.0164021785865759	0.0195067342694102
Tram1	ENSMUSG00000025935.10	0.0169043564637434	0.01320838048969	0.0129109353284235	0.0124111914492298	0.0114626240799514	0.0127354270578123	0.0116447253880459	0.012854012137559
Lactb2	ENSMUSG00000025937.6	0.0181243574610669	0.017115773676662	0.016128886682612	0.0180096338615585	0.0141176470588235	0.0173079016437064	0.014037538586332	0.0183765732865945
Xkr9	ENSMUSG00000067813.3	0.0188185268484678	0.0189777772571255	0.0177488759402934	0.017997738048632	0.0171068934444695	0.0221173820415146	0.0187230361315837	0.0230325808171868
Eya1	ENSMUSG00000025932.14	0.0443114753581815	0.044617178019626	0.0410500989146126	0.0440953643898759	0.052931895007314	0.0562928220079924	0.0548626614410213	0.055301325144961
Msc	ENSMUSG00000025930.6	0.0313559322033898	0.0393063583815029	0.0386576739595328	0.0293557600761663	0.0485856186568776	0.0486550632911392	0.0510839396894457	0.0579996408690968
Trpa1	ENSMUSG00000032769.5	0.0138770408871784	0.0134273864804509	0.00939170072304307	0.0119162640901771	0.00767962586006763	0.0131440657925852	0.0106498616251542	0.0116801089833893
Kcnb2	ENSMUSG00000092083.4	0.0461586169642837	0.0458269260823902	0.045751766834994	0.0462294013180796	0.0452527867240566	0.0482805075512784	0.0466570710112002	0.0487993618006242
Terf1	ENSMUSG00000025925.14	0.0138083613060726	0.014199290998767	0.0139193805511273	0.0126280292023175	0.0172115650650189	0.0189260427805133	0.0167690973531408	0.018231463085537
Sbspon	ENSMUSG00000032719.4	0.0249397641290104	0.021881997604541	0.020936649750111	0.0203791030975497	0.0222680516720017	0.0244625251610081	0.0228260442067175	0.0246672562935479
4930444P10Rik	ENSMUSG00000067795.13	0.0230851264036133	0.0189727562584841	0.0187931869195898	0.0180387940181944	0.0119631655139135	0.0195251004343992	0.0138453276883206	0.0185835694050992
Rpl7	ENSMUSG00000043716.13	0.0182729624838292	0.00533333333333333	0.0136084774121584	0.00764160855860159	0.0135268423277441	0.0133120583542284	0.00954486626402071	0.0120396600566572
Rdh10	ENSMUSG00000025921.7	0.0299880999603332	0.0252497706820041	0.0257270298579482	0.0268305292863144	0.0233576863612938	0.0261945974298453	0.0251181878063993	0.0269510728527122
Stau2	ENSMUSG00000025920.19	0.0199339845016595	0.0176079843845582	0.0173581291481946	0.0181643958746178	0.0131345711423141	0.0166291614738945	0.0147332571411098	0.0176544920753631
Ube2w	ENSMUSG00000025939.19	0.0162797119898698	0.0131732656123745	0.0139225994823247	0.0140156328212237	0.00853799695153397	0.0128021640027423	0.0110893996724459	0.0136534230619904
Eloc	ENSMUSG00000079658.9	0.0184195637140881	0.00996692295897133	0.00995703610189163	0.0105284594236839	0.00877664776061021	0.0141135704413167	0.0101713722105782	0.0150931434702038
Tmem70	ENSMUSG00000025940.6	0.014787050004119	0.0119736579525045	0.00797650243326518	0.0109749105899697	0.00794958103559407	0.0122904307454217	0.0105231205099666	0.0149104464042186
Ly96	ENSMUSG00000025779.10	0.0149710623236237	0.0112661631033158	0.0141346973572038	0.0169525888958203	0.011203620307111	0.0149828477919816	0.0123455728001652	0.0164250685129093
Jph1	ENSMUSG00000042686.5	0.0251326364230792	0.0227680932651622	0.023152396414202	0.0234929623702245	0.0391757741669195	0.0425555346178225	0.0399549144737476	0.043934242865763
Gdap1	ENSMUSG00000025777.8	0.0260044512123697	0.0241002314260634	0.0228206749387497	0.0243950599554822	0.0241779752929662	0.0283338278154942	0.026158038147139	0.0302954847277556
Pi15	ENSMUSG00000067780.3	0.0176799440950384	0.011380181943134	0.0129771406852365	0.0137628078374978	0.0108377512701568	0.014395707461775	0.0119797952706629	0.0160755843367399
Crispld1	ENSMUSG00000025776.13	0.0155390576313436	0.0117466292083754	0.0119181377077559	0.0131863638686815	0.0103036247244809	0.0145626045420841	0.0131572707716317	0.0151819558397086
Crisp4	ENSMUSG00000025774.14	0.0149204426581512	0.0114099151366232	0.0129326008422223	0.012856038149246	0.0104967638435581	0.0178657837076666	0.0147670620594808	0.0186087557073246
Defb41	ENSMUSG00000067773.6	0.0246656901195483	0.0131529172122799	0.0107259091552285	0.0134237917137804	0.00887481293286465	0.0150675295441756	0.0138954276339254	0.0158619545379127
Tfap2d	ENSMUSG00000042596.7	0.0130768921256991	0.0117520111225626	0.00957162024227562	0.0113343016433786	0.0106276548636282	0.0140775422827026	0.0119748312031791	0.0143826679010636
Tfap2b	ENSMUSG00000025927.13	0.0172525439407956	0.0140835177185404	0.0113949939940915	0.0122154102098031	0.0134948994869543	0.0134662076463127	0.0120106219699369	0.0157614445301153
Pkhd1	ENSMUSG00000043760.16	0.0156066652194747	0.0121890176023124	0.0122327803348207	0.0131081483280396	0.0124791401215307	0.0161843838205959	0.01375534449668	0.0165559844613368
Il17a	ENSMUSG00000025929.4	0.0158560756212837	0.013001569154898	0.00912254302642716	0.00731442127112781	0.00714574625859512	0.0145522558277451	0.00878350934199838	0.0119349005424955
Il17f	ENSMUSG00000041872.9	0.0136265837915372	0.0129139072847682	0.0134664378932044	0.0143233280674039	0.0101106515360413	0.0168075773949526	0.0120462336888034	0.0143700435275177
Mcm3	ENSMUSG00000041859.10	0.013782931543078	0.0142201155384388	0.0119099299748967	0.00908991746354943	0.0105408805031447	0.0159926018308772	0.0108451536643026	0.0173183771883845
Paqr8	ENSMUSG00000025931.15	0.0313265700898422	0.0301310601344125	0.0298219461071048	0.0300963166436003	0.038941762769192	0.0440512475939144	0.0433503391500957	0.0461460163972231
Efhc1	ENSMUSG00000041809.5	0.0203692079068397	0.0181570543791355	0.0195926578717798	0.0229193986028981	0.0164302070300512	0.0187944822385269	0.0181953650658077	0.0209319855428207
Tram2	ENSMUSG00000041779.5	0.0357791221412429	0.0341368877112575	0.0311493108152215	0.0348705203730977	0.0278776524436417	0.0315659112219804	0.0304463018918193	0.0323323589334751
Tmem14a	ENSMUSG00000025933.15	0.0382515887241323	0.0315483225747795	0.0295223224612538	0.0334334492570345	0.0230002266032178	0.027262716905669	0.02824312065316	0.0285169376078467
Gsta3	ENSMUSG00000025934.15	0.0207627118644068	0.0187760058045696	0.0177314175564275	0.0179657342287558	0.0126906854456605	0.0172408346863609	0.0155385118886691	0.0159555069292487
Khdc1a	ENSMUSG00000067750.3	0.0185287610619469	0.0246721493665259	0.0203750450775334	0.0249096786461304	0.0202739726027397	0.0201228153046764	0.0151862777231509	0.0168195718654434
Khdc1c	ENSMUSG00000041722.7	0.0336358782701548	0.0265544041450777	0.016839842350412	0.0151314545110649	0.011500547645126	0.0173123071648954	0.0121402407116693	0.0109263657957245
Khdc1b	ENSMUSG00000085079.3	0.0143016759776536	0.0142679900744417	0.0219910846953938	0.0233299521808434	0.0103074141048825	0.014871382636656	0.0182697862507221	0.0190715552927262
Kcnq5	ENSMUSG00000028033.16	0.027581306307952	0.0257139959811991	0.0245507657964394	0.0255166577561255	0.0234910907444812	0.0267874293327635	0.0246839917936497	0.0270442573823383
Rims1	ENSMUSG00000041670.17	0.0215074537359136	0.019115992141162	0.0200038354410216	0.0203883600481178	0.0157522411805899	0.0191014862569814	0.0172912778016145	0.0201581024462984
Ppp1r14bl	ENSMUSG00000073730.2	0.0465666929755328	0.0496489468405216	0.0463906351615001	0.0340909090909091	0.0644876325088339	0.0704238386081807	0.07177678664039	0.0638433709299851
Ogfrl1	ENSMUSG00000026158.11	0.0244500639814758	0.0161065492157575	0.0178417361679535	0.0192443616269357	0.0222453945081682	0.0221439228970078	0.0195116738192597	0.0231280645914493
B3gat2	ENSMUSG00000026156.8	0.0331812191767421	0.0302144458398879	0.0298118047742664	0.0301242236024845	0.0314338297560039	0.0368412399758873	0.0330852918141936	0.0362393331208561
Smap1	ENSMUSG00000026155.13	0.0187585786182706	0.0167556704581083	0.016939758912489	0.0163924566013991	0.0132636126550934	0.0168543498763159	0.0150335640318468	0.0161634389916509
Sdhaf4	ENSMUSG00000026154.4	0.0241099594411897	0.0201369311316955	0.0157948790593902	0.0196798205363516	0.0193368965367401	0.0222608592275571	0.0170828090942921	0.0187679564195366
Fam135a	ENSMUSG00000026153.15	0.0234263956081213	0.0212751170609238	0.0204656668282076	0.0214078030434714	0.0230620649845143	0.0266912729820683	0.0244661076368942	0.0270162135385905
Col9a1	ENSMUSG00000026147.16	0.0409648833113166	0.039509895084862	0.0394222591933378	0.040200510686347	0.0793439972281573	0.0812810271662828	0.0789509386794656	0.0818663559648413
Col19a1	ENSMUSG00000026141.13	0.0382894074417936	0.0371298320284746	0.0374227157599018	0.0378608790304823	0.0443247733170551	0.0489187940267133	0.0462782660561725	0.0477353878597618
Lmbrd1	ENSMUSG00000073725.8	0.0184656125680681	0.0153707996574985	0.014196570574381	0.0152776785747851	0.0114923805404677	0.0146071642488788	0.0124535100335144	0.0154166293743847
Adgrb3	ENSMUSG00000033569.17	0.0267158362709387	0.0248374990801835	0.02477480295728	0.025069814386516	0.0188379601777002	0.0227780091344152	0.0205383913643171	0.0230508955542342
4931408C20Rik	ENSMUSG00000073722.3	0.0159915798051132	0.0134703196347032	0.0161674920734743	0.0175456287183624	0.0115389687458789	0.0175283922833312	0.0133997743978779	0.0187349836676295
Gm597	ENSMUSG00000048411.4	0.0066966736194972	0.0114276250414044	0.0120836054866101	0.00878536310147497	0.0105211406096362	0.0136850152905199	0.0124172896794707	0.0168585526315789
Phf3	ENSMUSG00000048874.15	0.0152790795384765	0.013256635139634	0.011865411417922	0.0121839720146287	0.00868538029265362	0.0123321363569285	0.0106632578760861	0.0120405463916914
Ptp4a1	ENSMUSG00000026064.16	0.0182000573230152	0.00934448441807223	0.00852841354103211	0.0130751481699317	0.0112353786168685	0.0136450547540414	0.00803266917968049	0.0169857253513334
Ptp4a1	ENSMUSG00000117310.2	0.0179582139612885	0.00954189633609709	0.00855139387720198	0.0131877923813767	0.0123188771646388	0.013908974904296	0.00833626605666021	0.0171282996368367
4931428L18Rik	ENSMUSG00000086727.8	0.0226193059319413	0.0197058288327571	0.0202558451709107	0.0204726053727735	0.0252488687782805	0.0277375577818947	0.0270162027009022	0.0281207809415549
Lgsn	ENSMUSG00000050217.13	0.0290951813265606	0.0249723989275012	0.025694898908139	0.0263369064015809	0.0350323328452904	0.0374594661310773	0.0379366500609943	0.037982156034078
Pih1d3	ENSMUSG00000026063.4	0.0103792415169661	0.0118687456364906	0.00475172249940604	0.00645315487571702	0.0103655210038189	0.0114421660813413	0.00858419567262465	0.0158008139813263
Khdrbs2	ENSMUSG00000026058.11	0.0283986527862829	0.0257296280932931	0.0250800248777062	0.0257015319635832	0.0301038281348922	0.0333206043950311	0.0305814877865961	0.0327532820844174
Gm5415	ENSMUSG00000091318.2	0.0136354521756567	0.0101235670686318	0.0105508526561158	0.017735983811451	0.00901038485033598	0.0242336992381981	0.0139234546310621	0.0159059474412172
Prim2	ENSMUSG00000026134.11	0.0231203451310339	0.0195736076425922	0.0191863547449437	0.0200404439983468	0.0179248694254721	0.0205497352613764	0.0188117446613582	0.0211208357491995
Rab23	ENSMUSG00000004768.14	0.0178316833671359	0.0183173358846949	0.0151819265653532	0.0139973458126703	0.0110423945740924	0.0173274313574545	0.0121130551816958	0.0155856423173804
Bag2	ENSMUSG00000042215.8	0.0307697990543735	0.0348297890960007	0.0327444051825677	0.0301558646291541	0.040921360446284	0.0396367779580845	0.0428754987489011	0.0453875094055681
Zfp451	ENSMUSG00000042197.13	0.0218081688848095	0.0183407420906363	0.0192676646555424	0.0186994106991355	0.013328853046595	0.0189557257084734	0.016617803450271	0.0187041614881383
Bend6	ENSMUSG00000042182.16	0.0231347752571509	0.0215045578244239	0.0209208351190841	0.022717037493088	0.0169359777641683	0.0215176392650795	0.0187772485495446	0.0214759441317602
Dst	ENSMUSG00000026131.20	0.0248394719938183	0.0222322855087764	0.0228231006678218	0.0226984711469028	0.0164135259180836	0.0198770788990492	0.0175474278216522	0.0202576440360923
Ccdc115	ENSMUSG00000042111.9	0.0165231556900163	0.00685895181146676	0.0146324668617662	0.00574374079528719	0.00740178401973809	0.013328705310656	0.0135156008649985	0.0215017064846416
Imp4	ENSMUSG00000026127.13	0.0160269292604502	0.0104129548244051	0.0128382943916924	0.0146241489509518	0.00812669306105439	0.0142073859054991	0.0134628194790169	0.0109607426462364
Ptpn18	ENSMUSG00000026126.15	0.0365881032547699	0.0358514073584378	0.0334649242217987	0.0348531443597629	0.0298363521292306	0.0340184902611974	0.0298039215686275	0.0329645289515659
Prss39	ENSMUSG00000026125.9	0.0364331496682784	0.032344734938514	0.0162218240120721	0.0198837842745597	0.019527760051053	0.0180727584326556	0.0249976192743548	0.0235696821515892
Cfc1	ENSMUSG00000026124.4	0.0449142857142857	0.0550020851675085	0.0495647228662671	0.0525625744934446	0.0493893357164135	0.0516183587916734	0.0501701422214467	0.0481889478217508
Prss40	ENSMUSG00000037529.13	0.0309088331206579	0.031423247682363	0.0303530331321377	0.0308209801697501	0.027197445334488	0.0317500750539024	0.0302223563521918	0.0336219369359024
Amer3	ENSMUSG00000045174.10	0.0170414617006325	0.0114622303589907	0.015778801843318	0.0188356738277977	0.0179066944155394	0.0201058665262912	0.0204981653965566	0.0210016155088853
Arhgef4	ENSMUSG00000037509.21	0.0321968336702133	0.0292251347681165	0.0299321500464936	0.0309585067838421	0.0228593249520198	0.0258612037336486	0.0245173181150663	0.0265710856375189
Fam168b	ENSMUSG00000037503.12	0.0188369412470592	0.0110234934558944	0.0131790744466801	0.0123683857035101	0.00857849656860137	0.0137290561087592	0.0113518163468404	0.013103044781941
Plekhb2	ENSMUSG00000026123.11	0.0208722014925373	0.0146604836908687	0.0195348837209302	0.0175725096027785	0.0118644342512602	0.0170954548799849	0.0129205972859809	0.0169740907692513
Hs6st1	ENSMUSG00000045216.7	0.0225225225225225	0.0209120770338373	0.0152524167561762	0.0186353290909935	0.0158527993062707	0.0206050068394944	0.0176146769396701	0.0182789095110704
Uggt1	ENSMUSG00000037470.14	0.0157325510697691	0.0132451204356583	0.0132797682454727	0.0137461572244181	0.00962061535957371	0.0138696370782928	0.010834943344995	0.0124651898410578
Neurl3	ENSMUSG00000047180.8	0.0732041674282581	0.0675956820412169	0.0647910722669652	0.0668305132810285	0.0870985058602487	0.0827938719054105	0.0804610733182162	0.0844651496147644
Arid5a	ENSMUSG00000037447.16	0.0400583892429049	0.0394708009203462	0.0401407596165514	0.0408003819610226	0.0329568023833168	0.0271526275793535	0.0249953962310478	0.0293899989428058
Kansl3	ENSMUSG00000010453.12	0.0190213864413135	0.0133754809098477	0.0102681718235474	0.0119637498379909	0.00750257195192332	0.0122271676596299	0.00994971484638499	0.0140382182869534
Fer1l5	ENSMUSG00000037432.15	0.0243532691085139	0.0238397374075766	0.0209230578902197	0.0196651203247318	0.0139934375603165	0.0183638421607275	0.0159810551854892	0.0177530427889617
Lman2l	ENSMUSG00000001143.13	0.0217494000491298	0.0140934331240946	0.0148933890496089	0.0144477767635937	0.0171484726885595	0.0188227382925635	0.0169021110052375	0.0167026979003169
Cnnm4	ENSMUSG00000037408.10	0.0260637906057407	0.0237607186168557	0.0246884613379217	0.0241177272107917	0.0290960744287555	0.0305265446463801	0.0296532171912236	0.0309842797295616
Cnnm3	ENSMUSG00000001138.13	0.0243017772941603	0.0197652714209006	0.0190174326465927	0.0186921836544174	0.0135493753910548	0.0182833359655887	0.0171192725262365	0.0220813292522956
Ankrd23	ENSMUSG00000067653.12	0.0224557452930506	0.0268148706355187	0.0292524377031419	0.0311577894473618	0.0278921649371328	0.0284031091100509	0.0275358793480905	0.0279847462599003
Gm42417	ENSMUSG00000109510.1	0.0270823850705508	0.0267849738784311	0.0308494682301609	0.0313835850669707	0.0318367655966081	0.032521103611151	0.0311434302908726	0.0329338842975207
Ankrd39	ENSMUSG00000079610.9	0.0361479807963852	0.0314948353147535	0.0322647608315293	0.0338745513587421	0.0374527978029523	0.0398168514611483	0.0393626991565136	0.0427753452340856
Sema4c	ENSMUSG00000026121.13	0.0210447200300639	0.0167447672602312	0.0206345362073141	0.0199327207912838	0.0202383629413088	0.0274471852736482	0.020330008037445	0.0254572286934064
Fam178b	ENSMUSG00000046337.17	0.0588812781966157	0.0563512840691904	0.0571994759350947	0.0576731980213783	0.0526345805087807	0.0551758066634778	0.0533489827624692	0.0551431500306263
Cox5b	ENSMUSG00000061518.11	0.00170068027210884	0.000856164383561644	0.00556253364435672	0.00656275635767022	0.00991798588594316	0.00881821467293097	0.00742686350874015	0.0056980056980057
Actr1b	ENSMUSG00000037351.9	0.0142390213908935	0.0123160018993352	0.0114273276378081	0.0128162131084707	0.011431784107946	0.0152881476453667	0.0126232126855495	0.0205263302324305
4933424G06Rik	ENSMUSG00000102416.4	0.0264588839272153	0.0214296319514328	0.0207115469231253	0.0226792084707022	0.0173266824827139	0.0195240940193227	0.0192529105732942	0.0216755418885472
Zap70	ENSMUSG00000026117.10	0.0244433283107316	0.0267382756305745	0.0256642457392281	0.0284405391037869	0.0159624199028573	0.0225719507598655	0.0180304252099774	0.0226501981223004
Tmem131	ENSMUSG00000026116.11	0.0311538956255335	0.0308347769502018	0.0316125788826121	0.0314343385299709	0.027643429910622	0.0312058361128401	0.0289749403550628	0.0314046937607327
Vwa3b	ENSMUSG00000050122.19	0.0268720050564254	0.022646345687565	0.0237911650319307	0.023234588188629	0.0210531520667196	0.0250160642419369	0.0235860830163562	0.0253654745167964
Cnga3	ENSMUSG00000026114.14	0.0275686190560401	0.0299008708541783	0.025978890278891	0.0262960777944969	0.0195641503877491	0.0242611587279284	0.0235817379146346	0.0245466992443096
Inpp4a	ENSMUSG00000026113.17	0.0284526074442656	0.026642341819388	0.0281243611418484	0.0262509878480375	0.0243086762953828	0.0277912262387801	0.0271936024748254	0.0282287804571508
Coa5	ENSMUSG00000026112.7	0.0146501543149588	0.0151151631477927	0.014758569060478	0.0111335533770136	0.0106350857181199	0.0129936335937593	0.011464814417507	0.0135933974926464
Unc50	ENSMUSG00000026111.15	0.0106463518500994	0.0102763353789172	0.00889758546850772	0.00933556748623602	0.0100908614363096	0.00847743364963152	0.00916432265674621	0.0135762493660516
Mgat4a	ENSMUSG00000026110.15	0.0328503593008049	0.0326968141831146	0.0320127469122229	0.0332723588854379	0.024720636529942	0.0293283941938072	0.0268598275865035	0.0284590416860736
2010300C02Rik	ENSMUSG00000026090.16	0.0369384757566756	0.0363492212800839	0.0352095445970395	0.0357047434906644	0.0305009314400447	0.0327273511287547	0.0304414077619955	0.0319911067193676
Tsga10	ENSMUSG00000060771.15	0.0198029455784634	0.015543146822478	0.0154150034717048	0.0167709891422057	0.0148432961074172	0.0170178144651423	0.0163127627514864	0.0179581453147166
Lipt1	ENSMUSG00000037216.5	0.00952085273724516	0.0113627074307202	0.00925328168710996	0.0132843635227006	0.00971879232056082	0.0112681758375224	0.011102629935466	0.015438368408223
Mitd1	ENSMUSG00000026088.15	0.0201648738929239	0.00878064560852185	0.0105193688378697	0.0125787433371022	0.00831548153778822	0.0121775084251366	0.0106666394471721	0.0127587184576127
Mrpl30	ENSMUSG00000026087.11	0.0129066384554351	0.0120060959744266	0.00925892696931635	0.0146396808549574	0.00717014953535544	0.0097464893960233	0.00856109180785901	0.0105626566931076
Lyg2	ENSMUSG00000061584.6	0.0118454451443076	0.0114799290057022	0.0135936648392164	0.0150452909790297	0.00935468527033455	0.0146966997152039	0.0114792303089472	0.0149739118004431
Lyg1	ENSMUSG00000026085.11	0.0137441301110984	0.00873111975017526	0.00795199673764236	0.0085990390915047	0.00663762704833022	0.0118094064489628	0.0112741790373369	0.0160562290430745
Txndc9	ENSMUSG00000058407.12	0.0094422029033734	0.00743745774171738	0.0109600679694138	0.00826768365671019	0.00586645573792103	0.0108086123812223	0.0121851264958199	0.0141088041402255
Eif5b	ENSMUSG00000026083.12	0.0155955857129709	0.010919743785231	0.0112247070127091	0.01303794552256	0.00828453790371985	0.0123048643680647	0.0106875667972925	0.0125403518229718
Rev1	ENSMUSG00000026082.11	0.0151307892018648	0.0113157361901081	0.0112895681986895	0.012569650875641	0.008576671884277	0.0136659336440682	0.0100011885215232	0.0126089448408071
Aff3	ENSMUSG00000037138.18	0.0692493402187969	0.0701383753371216	0.0711679523274458	0.0704396504226647	0.060322734539124	0.0633649627529907	0.0627268862960109	0.0647438786240048
Lonrf2	ENSMUSG00000048814.11	0.0189826963874561	0.0149718419486287	0.0142234405896099	0.0160448930113458	0.00884154765194028	0.014046567210963	0.0112288757981972	0.0144932201343902
Chst10	ENSMUSG00000026080.13	0.0265560392472605	0.025534828755398	0.0235755737272487	0.0241034398633813	0.0190879311971746	0.0234309736182597	0.0199346594957486	0.0238761260765181
Nms	ENSMUSG00000067604.8	0.0198744351581557	0.0224673073893178	0.0177238239757208	0.0158297266852434	0.0140021204255475	0.0168352472591396	0.0168162967689012	0.0230369248996248
Pdcl3	ENSMUSG00000026078.10	0.0176348106913696	0.0142897970848814	0.0132128184059162	0.0165552371856097	0.013921495942996	0.0187807072174936	0.0162564086233799	0.0187372854134694
Npas2	ENSMUSG00000026077.15	0.0278842540398347	0.0254736286785196	0.0264057815609331	0.0273460690258405	0.0218519671960968	0.0260146702663556	0.0241446601272381	0.0282436347813167
